particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_trialN,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
33,1,4,5,HouseObjects,key,2,1,1.17015044949949,185,1,old,4,HouseObjects,key,1,1,1.71671494143084,6,1.03238598257303,5
33,2,1,3,HouseObjects,handvacuum,2,1,1.55660386756063,362,2,old,1,HouseObjects,handvacuum,1,1,2.96429614932276,6,1.11738985549891,1
33,3,4,6,FruitsAndVegs,greenolive,3,1,1.33505189185962,259,2,old,4,FruitsAndVegs,greenolive,1,1,1.618011582701,5,1.87718282046262,3
33,4,4,5,HouseObjects,thread,1,0,1.10556290182285,302,2,old,4,HouseObjects,thread,1,1,1.36674046568805,5,0.866800601768773,1
33,5,2,4,Instruments,grandpiano2,1,1,0.76353425020352,192,1,old,2,Instruments,grandpiano2,0,0,2.40597763308324,6,1.65103371697478,4
33,6,3,4,HouseObjects,iron2,1,0,0.605732085183263,86,1,old,3,HouseObjects,iron2,1,1,1.52423712844029,6,2.17347958870232,5
33,7,4,4,Instruments,drums,1,1,0.888690323801711,17,1,old,4,Instruments,drums,1,1,1.66672108322382,6,0.964367946144193,4
33,8,3,6,HouseObjects,pitcher2,3,0,0.835256034275517,269,2,old,3,HouseObjects,pitcher2,1,1,2.08225593477255,3,1.03022745565977,1
33,9,4,6,FruitsAndVegs,kiwi2,3,1,1.22184255346656,326,2,old,4,FruitsAndVegs,kiwi2,1,1,1.58674946526298,6,2.58396075339988,3
33,10,3,5,Instruments,hihat2,2,0,1.13586448412389,11,1,old,3,Instruments,hihat2,1,1,1.94449285627343,6,1.24093667464331,4
33,11,3,5,Instruments,frenchhorn2,2,0,0.47432762128301,131,1,old,3,Instruments,frenchhorn2,1,1,1.66373255522922,6,1.9844159076456,4
33,12,4,4,Instruments,laud,1,1,0.708760607754812,218,2,old,4,Instruments,laud,0,0,1.51793643663405,6,0.658668724470772,2
33,13,4,4,Instruments,trumpet,1,1,1.03927742922679,333,2,old,4,Instruments,trumpet,1,1,3.2440563874552,5,2.80724885477684,2
33,14,1,1,FruitsAndVegs,garlic2,1,0,1.35418674559332,212,2,old,1,FruitsAndVegs,garlic2,1,1,1.96096092049265,5,2.14385198883247,1
33,15,1,2,FruitsAndVegs,leek,2,0,1.54860399034806,379,2,old,1,FruitsAndVegs,leek,1,1,1.43978451070143,3,1.20193416968687,3
33,16,4,4,Instruments,keyboard,1,1,0.951166529674083,84,1,old,4,Instruments,keyboard,1,1,1.44716691202484,6,1.12822831096128,4
33,17,1,1,HouseObjects,dustpan,3,0,1.14563509100117,231,2,old,1,HouseObjects,dustpan,1,1,1.63933696976164,6,1.15949571621604,1
33,18,2,5,HouseObjects,knife,2,1,1.03588222037069,209,2,old,2,HouseObjects,knife,0,0,2.81368646543706,2,1.95642649749061,1
33,19,1,2,Instruments,marimba,3,0,1.6224913187325,215,2,old,1,Instruments,marimba,0,0,3.04848574067,4,0.944119923282415,3
33,20,4,5,HouseObjects,sponge,2,1,1.43287566746585,199,2,old,4,HouseObjects,sponge,1,1,2.83175520144869,4,2.73026372969616,1
33,21,3,4,FruitsAndVegs,cherrytomato,1,0,0.819009321276098,155,1,old,3,FruitsAndVegs,cherrytomato,1,1,1.73381927632727,6,0.966019045328721,6
33,22,3,6,Instruments,laud2,3,0,0.66152499592863,214,2,old,3,Instruments,laud2,0,0,NaN,2,1.47649608220672,2
33,23,1,1,HouseObjects,recyclingbin,2,1,1.44791805325076,286,2,old,1,HouseObjects,recyclingbin,1,1,3.98591147258412,4,0.985560598433949,1
