particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_trialN,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
25,1,4,5,Instruments,keyboard,2,1,1.7980248387903,185,1,old,4,Instruments,keyboard,1,1,1.40753059042618,6,0.552895629312843,5
25,2,1,3,Instruments,harmonica,3,0,1.02454133704305,362,2,old,1,Instruments,harmonica,1,1,1.79359368399309,4,9.71800764091313e-05,5
25,3,4,6,FruitsAndVegs,greenolive,3,1,1.17076207464561,259,2,old,4,FruitsAndVegs,greenolive,0,0,1.25398221830255,4,0.516751055096393,4
25,4,4,5,Instruments,trombone,2,1,0.813329258002341,302,2,old,4,Instruments,trombone,1,1,0.788823200578918,6,9.58971650106832e-05,5
25,5,2,4,HouseObjects,glassmop2,1,1,0.527664409950376,192,1,old,2,HouseObjects,glassmop2,1,1,1.26836486998945,6,0.91300811432302,4
25,6,3,4,Instruments,harp2,1,0,0.490263550542295,86,1,old,3,Instruments,harp2,0,0,2.55911996541545,4,1.63104059966281,5
25,7,4,4,HouseObjects,cushion,1,1,0.645141653250903,17,1,old,4,HouseObjects,cushion,1,1,1.30582185648382,6,1.15185397490859,4
25,8,3,6,Instruments,musicsheet2,3,0,0.975706905126572,269,2,old,3,Instruments,musicsheet2,1,1,2.01591411975096,1,0.566808096278692,5
25,9,4,6,FruitsAndVegs,kiwi2,3,1,0.713951563462615,326,2,old,4,FruitsAndVegs,kiwi2,0,0,1.29967641920666,5,1.62006919349369,4
25,10,3,5,HouseObjects,ironingboard2,2,0,0.884546539746225,11,1,old,3,HouseObjects,ironingboard2,1,1,2.82583950925618,3,2.89807124808431,4
25,11,3,5,HouseObjects,garbagebin2,2,0,0.390769752673805,131,1,old,3,HouseObjects,garbagebin2,0,0,1.2472145720385,2,4.17499662423506,4
25,12,4,4,HouseObjects,knife,1,1,0.553217959590256,218,2,old,4,HouseObjects,knife,0,0,0.660509897134034,6,1.6817753357027,3
25,13,4,4,HouseObjects,towel,1,1,0.571578900329769,333,2,old,4,HouseObjects,towel,0,0,3.67709048619145,1,1.16459899747861,6
25,14,1,1,FruitsAndVegs,garlic2,3,1,0.982869044411927,212,2,old,1,FruitsAndVegs,garlic2,0,0,1.11287738665123,6,1.10182964749401,4
25,15,1,2,FruitsAndVegs,leek,2,0,1.07308358792216,379,2,old,1,FruitsAndVegs,leek,1,1,1.57386439626862,2,0.260605216986733,4
25,16,4,4,HouseObjects,key,1,1,0.612197928130627,84,1,old,4,HouseObjects,key,1,1,1.35413959855214,6,1.10322961769998,4
25,17,1,1,Instruments,flute,2,1,1.27089828718454,231,2,old,1,Instruments,flute,1,1,1.48307863921218,3,0.278896239571623,5
25,18,2,5,Instruments,laud,2,1,0.833053285721689,209,2,old,2,Instruments,laud,0,0,1.5839188459795,3,1.58498654392315,5
25,19,1,2,HouseObjects,match,3,0,1.28348134318367,215,2,old,1,HouseObjects,match,0,0,0.765092338711838,2,2.32899593735056,2
25,20,4,5,Instruments,speaker,2,1,1.06187324086204,199,2,old,4,Instruments,speaker,0,0,1.08635941297689,6,1.39468710421352,5
25,21,3,4,FruitsAndVegs,cherrytomato,1,0,0.64029419561848,155,1,old,3,FruitsAndVegs,cherrytomato,1,1,1.21054240316153,6,1.59151492826641,6
25,22,3,6,HouseObjects,knife2,3,0,0.923398365266621,214,2,old,3,HouseObjects,knife2,0,0,1.33514843053126,6,0.779551643834566,6
25,23,1,1,Instruments,musicstand,2,1,0.934611919336021,286,2,old,1,Instruments,musicstand,1,1,1.68702273917734,3,0.17724780246499,5
25,24,2,4,HouseObjects,rug2,1,1,0.945053806528449,188,1,old,2,HouseObjects,rug2,0,0,1.65449403366074,6,0.263562634587288,4
25,25,4,6,FruitsAndVegs,lettuce2,2,0,1.49150796886533,365,2,old,4,FruitsAndVegs,lettuce2,1,1,2.02182414382696,3,0.078008982251049,4
25,26,1,2,HouseObjects,handvacuum2,2,0,1.10254999902099,120,1,old,1,HouseObjects,handvacuum2,0,0,1.97753985598683,2,1.80281584896147,4
25,27,4,6,FruitsAndVegs,casabamelon,3,1,0.809025751892477,74,1,old,4,FruitsAndVegs,casabamelon,1,1,1.32181808212772,6,0.333471993915737,6
25,28,4,5,Instruments,pipepiano,1,0,0.435592219233513,187,1,old,4,Instruments,pipepiano,1,1,1.44060324784368,6,1.41647276096046,5
25,29,4,6,FruitsAndVegs,cherrytomato2,3,1,0.765828726813197,232,2,old,4,FruitsAndVegs,cherrytomato2,0,0,1.52529777033487,4,2.12306365487166,4
25,30,4,6,FruitsAndVegs,cherrytomato2,2,0,1.53625730937347,232,2,old,4,FruitsAndVegs,cherrytomato2,0,0,1.52529777033487,4,2.12306365487166,4
25,31,3,6,Instruments,tambourine2,3,0,0.91464766766876,7,1,old,3,Instruments,tambourine2,1,1,3.34240710875019,4,2.13973404699937,5
25,32,1,3,Instruments,electricdrumset2,1,0,1.68507721321657,69,1,old,1,Instruments,electricdrumset2,1,1,1.75048421649262,6,0.86516280239448,5
25,33,2,6,FruitsAndVegs,iceberglettuce2,2,0,0.751480713486671,314,2,old,2,FruitsAndVegs,iceberglettuce2,1,1,1.07321829308057,6,0.0646366186847445,4
25,34,1,3,HouseObjects,towel2,3,0,0.697930320631713,344,2,old,1,HouseObjects,towel2,0,0,1.89906774477276,5,1.06079271361523,6
25,35,4,5,Instruments,tambourine,2,1,0.860134775750339,226,2,old,4,Instruments,tambourine,1,1,1.47022424865281,3,0.108546939736698,5
25,36,4,4,HouseObjects,key,1,1,0.758868644479662,84,1,old,4,HouseObjects,key,1,1,1.35413959855214,6,1.10322961769998,4
25,37,4,5,Instruments,keyboard,2,1,0.745105635840446,185,1,old,4,Instruments,keyboard,1,1,1.40753059042618,6,0.552895629312843,5
25,38,4,6,FruitsAndVegs,kiwi2,3,1,0.683395645115525,326,2,old,4,FruitsAndVegs,kiwi2,0,0,1.29967641920666,5,1.62006919349369,4
25,39,1,2,Instruments,hihat,3,0,1.22176910704002,31,1,old,1,Instruments,hihat,1,1,4.30254788184538,3,2.02195949014276,5
25,40,3,6,HouseObjects,dishsoap,3,0,0.904390839859843,72,1,old,3,HouseObjects,dishsoap,0,0,1.66370753850788,1,1.42673023045063,4
25,41,4,4,HouseObjects,knife,1,1,0.674732827115804,218,2,old,4,HouseObjects,knife,0,0,0.660509897134034,6,1.6817753357027,3
25,42,3,4,FruitsAndVegs,mango,1,0,0.661181818693876,105,1,old,3,FruitsAndVegs,mango,0,0,2.50804076949134,2,0.660675071645528,2
25,43,1,3,FruitsAndVegs,coffeebean,3,1,1.48740812391043,32,1,old,1,FruitsAndVegs,coffeebean,1,1,3.08293501799926,6,3.54342041164637,6
25,44,3,6,Instruments,electricdrumset,3,0,1.32196657825261,37,1,old,3,Instruments,electricdrumset,1,1,1.52701461827382,6,0.942589666228741,5
25,45,1,3,HouseObjects,safetypin,2,0,1.08423075219616,368,2,old,1,HouseObjects,safetypin,0,0,1.43649057400762,2,0.337380044336896,6
25,46,4,5,Instruments,trumpet,2,1,0.726642704103142,384,2,old,4,Instruments,trumpet,1,1,1.88916018772579,2,0.0673397001810372,5
25,47,1,3,FruitsAndVegs,celery,1,0,1.08905543852597,45,1,old,1,FruitsAndVegs,celery,1,1,3.11293415492401,6,0.877097991295159,6
