particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_trialN,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
28,1,4,5,Instruments,keyboard,2,1,0.952186927601929,185,1,old,4,Instruments,keyboard,1,1,1.46291124864592,3,0.702473738042045,5
28,2,1,3,Instruments,harmonica,1,0,1.32463061028329,362,2,old,1,Instruments,harmonica,0,0,1.68049852416152,1,0.721265727188438,4
28,3,4,6,FruitsAndVegs,greenolive,3,1,1.23823916831543,259,2,old,4,FruitsAndVegs,greenolive,1,1,1.13645622419426,6,0.453815248154569,6
28,4,4,5,Instruments,trombone,2,1,0.648782374620396,302,2,old,4,Instruments,trombone,1,1,1.10146017075749,6,0.920018230099231,4
28,5,2,4,HouseObjects,glassmop2,1,1,1.39536093534366,192,1,old,2,HouseObjects,glassmop2,1,1,1.94732694594086,4,0.169835399512522,6
28,6,3,4,Instruments,harp2,2,1,1.25398431579072,86,1,old,3,Instruments,harp2,1,1,1.4459745990348,1,1.45908978217176,5
28,7,4,4,HouseObjects,cushion,0,0,NaN,17,1,old,4,HouseObjects,cushion,1,1,1.67690118358018,6,3.30352193919475,4
28,8,3,6,Instruments,musicsheet2,3,0,0.778386696485768,269,2,old,3,Instruments,musicsheet2,0,0,1.30278425733559,2,2.68238664005185,6
28,9,4,6,FruitsAndVegs,kiwi2,3,1,1.57278795142781,326,2,old,4,FruitsAndVegs,kiwi2,1,1,0.986928156984504,3,0.592796230048407,6
28,10,3,5,HouseObjects,ironingboard2,2,0,1.55120877330455,11,1,old,3,HouseObjects,ironingboard2,0,0,2.74713406050773,4,1.30662176911278,4
28,11,3,5,HouseObjects,garbagebin2,2,0,1.33777979052013,131,1,old,3,HouseObjects,garbagebin2,1,1,1.59414262040036,1,1.45895443522659,4
28,12,4,4,HouseObjects,knife,1,1,1.25199676835109,218,2,old,4,HouseObjects,knife,0,0,1.87760473875096,2,1.68807568371994,5
28,13,4,4,HouseObjects,towel,2,0,1.77457132383097,333,2,old,4,HouseObjects,towel,1,1,1.23747732065385,3,1.32458370522363,5
28,14,1,1,FruitsAndVegs,garlic2,0,0,NaN,212,2,old,1,FruitsAndVegs,garlic2,1,1,1.23257405654294,1,1.22991459374316,6
28,15,1,2,FruitsAndVegs,leek,1,0,1.33207725808904,379,2,old,1,FruitsAndVegs,leek,1,1,1.76472510705935,2,0.347095486300532,6
28,16,4,4,HouseObjects,key,2,0,0.982314131279395,84,1,old,4,HouseObjects,key,1,1,2.9920061913208,6,0.941765533547823,4
28,17,1,1,Instruments,flute,1,0,1.64875671643188,231,2,old,1,Instruments,flute,0,0,2.19864730467089,4,1.84737916878657,4
28,18,2,5,Instruments,laud,2,1,0.891364191367757,209,2,old,2,Instruments,laud,1,1,1.6809234865359,3,3.34087339555845,4
28,19,1,2,HouseObjects,match,1,1,1.57428414455433,215,2,old,1,HouseObjects,match,1,1,3.79588591505308,1,1.61217900505289,5
28,20,4,5,Instruments,speaker,2,1,1.05743842114896,199,2,old,4,Instruments,speaker,1,1,3.31488911050837,5,3.18460301938467,4
28,21,3,4,FruitsAndVegs,cherrytomato,1,0,0.844737810195511,155,1,old,3,FruitsAndVegs,cherrytomato,1,1,1.39648861273554,5,0.637754164404214,6
28,22,3,6,HouseObjects,knife2,3,0,0.839079538139799,214,2,old,3,HouseObjects,knife2,0,0,2.18125335359946,2,0.837179109279532,5
28,23,1,1,Instruments,musicstand,2,1,1.32218313981173,286,2,old,1,Instruments,musicstand,1,1,1.17250009061536,2,0.505169948039111,4
28,24,2,4,HouseObjects,rug2,0,0,NaN,188,1,old,2,HouseObjects,rug2,1,1,1.40352184297626,2,1.10069588214947,4
28,25,4,6,FruitsAndVegs,lettuce2,3,1,0.751010371360508,365,2,old,4,FruitsAndVegs,lettuce2,1,1,0.983826412644703,3,0.54431780386949,6
28,26,1,2,HouseObjects,handvacuum2,1,1,0.977413737971574,120,1,old,1,HouseObjects,handvacuum2,1,1,1.77259628475849,6,0.358992377272898,4
28,27,4,6,FruitsAndVegs,casabamelon,3,1,1.01964551287995,74,1,old,4,FruitsAndVegs,casabamelon,1,1,1.72291882422633,4,1.1033800494115,6
28,28,4,5,Instruments,pipepiano,2,1,1.21405247676887,187,1,old,4,Instruments,pipepiano,1,1,1.53508067736357,6,0.770251767769423,5
28,29,4,6,FruitsAndVegs,cherrytomato2,3,1,0.648474155629174,232,2,old,4,FruitsAndVegs,cherrytomato2,1,1,1.58819476939971,5,1.12077783833956,6
28,30,4,6,FruitsAndVegs,cherrytomato2,3,1,1.51507274256858,232,2,old,4,FruitsAndVegs,cherrytomato2,1,1,1.58819476939971,5,1.12077783833956,6
28,31,3,6,Instruments,tambourine2,3,0,0.541310806298952,7,1,old,3,Instruments,tambourine2,1,1,3.90793232524447,3,1.36355023376223,5
28,32,1,3,Instruments,electricdrumset2,2,1,1.23988257529959,69,1,old,1,Instruments,electricdrumset2,1,1,2.14603742952431,6,0.866955877216242,5
28,33,2,6,FruitsAndVegs,iceberglettuce2,3,1,1.32300003239345,314,2,old,2,FruitsAndVegs,iceberglettuce2,0,0,1.27771404234227,3,0.895049043872859,6
28,34,1,3,HouseObjects,towel2,2,0,1.893902748409,344,2,old,1,HouseObjects,towel2,0,0,1.83496930485126,1,0.93875891098287,5
28,35,4,5,Instruments,tambourine,2,1,0.720526198133257,226,2,old,4,Instruments,tambourine,0,0,2.16451432573376,1,0.947346999892034,4
