particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_trialN,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
30,1,4,5,HouseObjects,key,1,0,1.56138878349157,185,1,old,4,HouseObjects,key,1,1,1.15797888529778,6,2.57813550879655,1
30,2,1,3,HouseObjects,handvacuum,1,0,1.05327360554656,362,2,old,1,HouseObjects,handvacuum,0,0,1.46853947325144,4,0.322405652725138,5
30,3,4,6,FruitsAndVegs,greenolive,3,1,0.91969269287074,259,2,old,4,FruitsAndVegs,greenolive,1,1,2.21992942097131,6,0.434373459545895,2
30,4,4,5,HouseObjects,thread,2,1,0.786057898149011,302,2,old,4,HouseObjects,thread,0,0,2.12790501886047,5,0.758244190132245,5
30,5,2,4,Instruments,grandpiano2,1,1,0.684468153966009,192,1,old,2,Instruments,grandpiano2,1,1,1.75050859178009,6,1.0865669229097,4
30,6,3,4,HouseObjects,iron2,1,0,0.830752395107993,86,1,old,3,HouseObjects,iron2,1,1,0.801814220554661,6,0.71826276658976,5
30,7,4,4,Instruments,drums,3,0,0.801149034145055,17,1,old,4,Instruments,drums,1,1,2.63892309079529,6,1.7290135131625,4
30,8,3,6,HouseObjects,pitcher2,3,0,0.899701500005904,269,2,old,3,HouseObjects,pitcher2,0,0,1.454930734355,4,0.0744768232107162,6
30,9,4,6,FruitsAndVegs,kiwi2,3,1,1.37397203203,326,2,old,4,FruitsAndVegs,kiwi2,1,1,1.79207215830684,5,0.067531815264374,6
30,10,3,5,Instruments,hihat2,2,0,0.729217815824086,11,1,old,3,Instruments,hihat2,1,1,2.04046700318577,6,2.17776449257508,4
30,11,3,5,Instruments,frenchhorn2,1,1,0.555464326724177,131,1,old,3,Instruments,frenchhorn2,1,1,1.12956445685995,5,0.434438246229547,4
30,12,4,4,Instruments,laud,1,1,0.822667205051403,218,2,old,4,Instruments,laud,1,1,1.58127285377122,3,0.660904711228795,4
30,13,4,4,Instruments,trumpet,1,1,0.561842611248721,333,2,old,4,Instruments,trumpet,1,1,0.986380356363952,6,9.75007424131036e-05,4
30,14,1,1,FruitsAndVegs,garlic2,1,0,1.43642418365926,212,2,old,1,FruitsAndVegs,garlic2,1,1,1.48273161333054,5,1.25189076189417,6
30,15,1,2,FruitsAndVegs,leek,2,0,1.13451166047889,379,2,old,1,FruitsAndVegs,leek,1,1,1.70791902183555,4,0.534586004796438,6
30,16,4,4,Instruments,keyboard,1,1,1.32891607651254,84,1,old,4,Instruments,keyboard,1,1,1.14318249681673,6,0.376830986526329,4
30,17,1,1,HouseObjects,dustpan,3,0,1.03549221709545,231,2,old,1,HouseObjects,dustpan,1,1,1.46325454476755,5,0.284982983837835,5
30,18,2,5,HouseObjects,knife,1,0,1.2857613866654,209,2,old,2,HouseObjects,knife,0,0,2.14627686445601,4,1.05853640392888,5
30,19,1,2,Instruments,marimba,2,0,0.976145017062663,215,2,old,1,Instruments,marimba,1,1,1.19789552211296,6,1.10672778007574,4
