particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_trialN,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
24,1,4,5,HouseObjects,key,3,0,1.66883178288117,185,1,old,4,HouseObjects,key,1,1,1.76738328672945,6,0.882648801896721,5
24,2,1,3,HouseObjects,handvacuum,3,0,0.928422542754561,362,2,old,1,HouseObjects,handvacuum,1,1,2.57856848933443,4,0.670051184715703,3
24,3,4,6,FruitsAndVegs,greenolive,3,1,1.61823399784043,259,2,old,4,FruitsAndVegs,greenolive,1,1,1.52088265169004,3,1.36614021578862,2
24,4,4,5,HouseObjects,thread,2,1,0.900692865252495,302,2,old,4,HouseObjects,thread,1,1,2.43961573137494,4,0.0293114999949466,1
24,5,2,4,Instruments,grandpiano2,1,1,0.879268988035619,192,1,old,2,Instruments,grandpiano2,0,0,1.24735954031348,5,0.218549656681716,4
24,6,3,4,HouseObjects,iron2,1,0,0.721691010519862,86,1,old,3,HouseObjects,iron2,1,1,3.1593589708209,4,0.797356766182929,5
24,7,4,4,Instruments,drums,2,0,0.835889148060232,17,1,old,4,Instruments,drums,1,1,2.17027296731248,4,1.61643632641062,4
24,8,3,6,HouseObjects,pitcher2,3,0,0.854266766924411,269,2,old,3,HouseObjects,pitcher2,1,1,1.53549205673335,4,0.862837857130216,1
24,9,4,6,FruitsAndVegs,kiwi2,2,0,0.568877101875842,326,2,old,4,FruitsAndVegs,kiwi2,1,1,1.34252224958618,4,0.49694620424998,2
24,10,3,5,Instruments,hihat2,0,0,NaN,11,1,old,3,Instruments,hihat2,1,1,2.50336329638958,4,3.35842867195606,4
24,11,3,5,Instruments,frenchhorn2,3,0,0.293714116793126,131,1,old,3,Instruments,frenchhorn2,0,0,2.27319597033784,5,1.510675215628,4
24,12,4,4,Instruments,laud,1,1,0.671912680380046,218,2,old,4,Instruments,laud,0,0,2.03858466036036,2,0.726177650954924,3
24,13,4,4,Instruments,trumpet,1,1,0.547054240945727,333,2,old,4,Instruments,trumpet,1,1,2.85087797229062,4,0.287709157666541,3
24,14,1,1,FruitsAndVegs,garlic2,1,0,0.749418763909489,212,2,old,1,FruitsAndVegs,garlic2,0,0,1.72798622673145,4,0.79817750469374,3
24,15,1,2,FruitsAndVegs,leek,1,0,0.847852239850909,379,2,old,1,FruitsAndVegs,leek,1,1,1.46632710301492,5,0.293115962136653,2
24,16,4,4,Instruments,keyboard,1,1,0.890280484687537,84,1,old,4,Instruments,keyboard,0,0,2.54271064419299,4,1.44318701885641,4
24,17,1,1,HouseObjects,dustpan,3,0,0.509370821528137,231,2,old,1,HouseObjects,dustpan,1,1,2.56913913525932,4,1.19106757928967,1
24,18,2,5,HouseObjects,knife,3,0,0.919979422353208,209,2,old,2,HouseObjects,knife,1,1,1.68649578580516,4,0.204694599568029,1
24,19,1,2,Instruments,marimba,3,0,1.0103613846004,215,2,old,1,Instruments,marimba,0,0,1.75412285678613,4,1.54524887239677,3
