particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_trialN,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
32,1,4,5,Instruments,keyboard,2,1,0.934463423211128,185,1,old,4,Instruments,keyboard,1,1,1.12976426933892,4,1.13732443051413,3
32,2,1,3,Instruments,harmonica,1,0,1.53095859009773,362,2,old,1,Instruments,harmonica,0,0,1.55095035900013,4,1.32914978446206,3
32,3,4,6,HouseObjects,recyclingbin,2,0,1.36547984043136,259,2,old,4,HouseObjects,recyclingbin,0,0,2.83332194757531,4,1.1254740729928,2
32,4,4,5,Instruments,trombone,2,1,1.20788133656606,302,2,old,4,Instruments,trombone,0,0,2.44607939824346,4,1.25121819722699,3
32,5,2,4,FruitsAndVegs,cherry2,3,0,1.25088688847609,192,1,old,2,FruitsAndVegs,cherry2,1,1,2.14615210168995,4,1.13383524864912,4
32,6,3,4,Instruments,harp2,1,0,1.37347105750814,86,1,old,3,Instruments,harp2,0,0,1.51279746182263,5,1.38521541422233,2
32,7,4,4,FruitsAndVegs,broccoli,2,0,1.13653159490786,17,1,old,4,FruitsAndVegs,broccoli,1,1,2.19885898404755,6,1.93035523965955,4
32,8,3,6,Instruments,musicsheet2,3,0,1.41079173539765,269,2,old,3,Instruments,musicsheet2,0,0,1.20912259974284,5,1.31031387200346,3
32,9,4,6,HouseObjects,rug2,2,0,1.32564178132452,326,2,old,4,HouseObjects,rug2,1,1,1.65126508733374,4,0.943344408005942,4
32,10,3,5,FruitsAndVegs,corn2,2,0,1.28840513387695,11,1,old,3,FruitsAndVegs,corn2,1,1,1.68622252694331,2,1.51262843888253,5
32,11,3,5,FruitsAndVegs,cauliflower2,2,0,1.92272516014054,131,1,old,3,FruitsAndVegs,cauliflower2,1,1,1.58024139772169,3,1.31485094409436,2
32,12,4,4,FruitsAndVegs,eggplant,1,1,1.04527212493122,218,2,old,4,FruitsAndVegs,eggplant,0,0,3.01330820124713,2,2.0912776341429,5
32,13,4,4,FruitsAndVegs,pear,1,1,1.39951852546073,333,2,old,4,FruitsAndVegs,pear,1,1,1.60927212215029,5,0.967732727527618,2
32,14,1,1,HouseObjects,match2,1,0,1.57008559862152,212,2,old,1,HouseObjects,match2,1,1,2.51526767623727,4,1.50192772314767,4
32,15,1,2,HouseObjects,safetypin,1,0,1.70842544850893,379,2,old,1,HouseObjects,safetypin,1,1,1.19835679282551,5,1.47904585322249,1
32,16,4,4,FruitsAndVegs,cucumber,3,0,1.77546687331051,84,1,old,4,FruitsAndVegs,cucumber,1,1,1.59299443894997,6,1.68330680392683,4
32,17,1,1,Instruments,flute,1,0,1.53057532198727,231,2,old,1,Instruments,flute,1,1,1.24723574350355,6,1.08258692393429,3
32,18,2,5,Instruments,laud,2,1,0.701160676544532,209,2,old,2,Instruments,laud,0,0,2.07230348882149,2,1.7932857311971,4
32,19,1,2,FruitsAndVegs,garlic,3,0,1.27953031542711,215,2,old,1,FruitsAndVegs,garlic,1,1,1.41279670756194,5,1.3924854559009,2
32,20,4,5,Instruments,speaker,2,1,0.953990204492584,199,2,old,4,Instruments,speaker,1,1,1.63112285823445,3,2.26537183197797,6
32,21,3,4,HouseObjects,handbrush,1,0,1.18823524494655,155,1,old,3,HouseObjects,handbrush,0,0,1.76626331056468,3,1.74363606795669,2
32,22,3,6,FruitsAndVegs,eggplant2,2,0,1.09466622490436,214,2,old,3,FruitsAndVegs,eggplant2,1,1,2.46269203865086,4,1.48036275384948,2
32,23,1,1,Instruments,musicstand,1,0,1.70526533201337,286,2,old,1,Instruments,musicstand,1,1,1.2321147993498,6,1.24491946090711,3
32,24,2,4,FruitsAndVegs,kiwi2,2,0,0.891889568883926,188,1,old,2,FruitsAndVegs,kiwi2,1,1,2.63415068318136,3,1.09902168856934,4
32,25,4,6,HouseObjects,scale2,3,1,1.57385413302109,365,2,old,4,HouseObjects,scale2,1,1,1.21058735498809,5,1.27732464548899,1
32,26,1,2,FruitsAndVegs,coconut2,1,1,1.08116268436424,120,1,old,1,FruitsAndVegs,coconut2,1,1,1.37510804459453,3,1.61851367098279,4
32,27,4,6,HouseObjects,flyswatter,2,0,1.13151639723219,74,1,old,4,HouseObjects,flyswatter,1,1,1.23221740894951,2,2.27552700950764,4
32,28,4,5,Instruments,pipepiano,2,1,1.30981393717229,187,1,old,4,Instruments,pipepiano,1,1,1.18538110144436,6,0.952350651379675,3
32,29,4,6,HouseObjects,handbrush2,3,1,1.13616628758609,232,2,old,4,HouseObjects,handbrush2,1,1,1.43903850216884,3,2.44313192708069,1
32,30,4,6,HouseObjects,handbrush2,2,0,1.37861935654655,232,2,old,4,HouseObjects,handbrush2,1,1,1.43903850216884,3,2.44313192708069,1
32,31,3,6,Instruments,tambourine2,1,0,1.59721968742087,7,1,old,3,Instruments,tambourine2,1,1,2.84626400331035,4,1.6192446060013,3
32,32,1,3,Instruments,electricdrumset2,2,1,1.14341951347888,69,1,old,1,Instruments,electricdrumset2,1,1,1.43317715032026,4,1.50359037099406,1
32,33,2,6,HouseObjects,rubbergloves2,3,1,1.19383191969246,314,2,old,2,HouseObjects,rubbergloves2,0,0,1.41982605750673,4,0.735947313718498,4
32,34,1,3,FruitsAndVegs,pear2,1,1,1.29228463955224,344,2,old,1,FruitsAndVegs,pear2,0,0,2.06734827338369,5,1.59032491780818,4
32,35,4,5,Instruments,tambourine,2,1,1.06334409164265,226,2,old,4,Instruments,tambourine,1,1,2.13490854660631,3,0.811699568352196,3
32,36,4,4,FruitsAndVegs,cucumber,2,0,1.28975218441337,84,1,old,4,FruitsAndVegs,cucumber,1,1,1.59299443894997,6,1.68330680392683,4
32,37,4,5,Instruments,keyboard,2,1,0.764886753167957,185,1,old,4,Instruments,keyboard,1,1,1.12976426933892,4,1.13732443051413,3
32,38,4,6,HouseObjects,rug2,3,1,1.25528276339173,326,2,old,4,HouseObjects,rug2,1,1,1.65126508733374,4,0.943344408005942,4
32,39,1,2,Instruments,hihat,1,0,1.12971968832426,31,1,old,1,Instruments,hihat,1,1,1.6881658078637,3,1.43351615802385,2
32,40,3,6,FruitsAndVegs,brusselssprout,3,0,1.98807411221787,72,1,old,3,FruitsAndVegs,brusselssprout,1,1,1.42750093573704,4,1.65990308299661,1
32,41,4,4,FruitsAndVegs,eggplant,2,0,0.886765003670007,218,2,old,4,FruitsAndVegs,eggplant,0,0,3.01330820124713,2,2.0912776341429,5
32,42,3,4,HouseObjects,sponge,1,0,0.713104525115341,105,1,old,3,HouseObjects,sponge,1,1,2.70337689551525,3,1.0208472115919,1
32,43,1,3,HouseObjects,iron,1,0,1.42750318069011,32,1,old,1,HouseObjects,iron,1,1,1.39894731203094,4,1.67936475668103,6
32,44,3,6,Instruments,electricdrumset,3,0,1.55793135357089,37,1,old,3,Instruments,electricdrumset,1,1,1.60001610056497,6,1.75860308273695,4
32,45,1,3,FruitsAndVegs,leek,2,0,1.1447283977177,368,2,old,1,FruitsAndVegs,leek,1,1,1.53958479463472,5,2.36517788900528,5
32,46,4,5,Instruments,trumpet,2,1,1.33156303106807,384,2,old,4,Instruments,trumpet,0,0,1.35341686959146,5,1.89877633441938,1
32,47,1,3,HouseObjects,glass,1,0,1.01363664213568,45,1,old,1,HouseObjects,glass,1,1,1.54881117981859,6,1.74926032475196,5
32,48,4,4,FruitsAndVegs,peanut2,3,0,0.880178888328373,324,2,old,4,FruitsAndVegs,peanut2,1,1,1.27446344957571,3,1.24121860452578,1
32,49,1,1,HouseObjects,lintroller2,1,0,1.13077423651703,142,1,old,1,HouseObjects,lintroller2,0,0,1.88680990505964,4,2.16059472924098,3
32,50,4,5,Instruments,speaker,2,1,1.1010916561354,199,2,old,4,Instruments,speaker,1,1,1.63112285823445,3,2.26537183197797,6
32,51,1,3,Instruments,flutetrans2,1,0,1.73543381271884,24,1,old,1,Instruments,flutetrans2,1,1,1.44255679170601,6,1.34045131970197,6
32,52,1,3,FruitsAndVegs,coffeebean2,2,0,1.42570166103542,149,1,old,1,FruitsAndVegs,coffeebean2,0,0,2.69827478099614,3,1.34754610690288,1
32,53,4,5,Instruments,electricguitar,2,1,1.22896011220291,9,1,old,4,Instruments,electricguitar,1,1,1.45738749811426,6,1.85806833603419,1
32,54,1,3,Instruments,record,3,0,1.35920482967049,8,1,old,1,Instruments,record,1,1,1.67293130722828,3,1.79488877672702,6
32,55,4,6,HouseObjects,flyswatter,2,0,1.57848445908166,74,1,old,4,HouseObjects,flyswatter,1,1,1.23221740894951,2,2.27552700950764,4
32,56,4,5,Instruments,tambourine,2,1,1.41274656238966,226,2,old,4,Instruments,tambourine,1,1,2.13490854660631,3,0.811699568352196,3
