particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_trialN,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
29,1,4,5,Instruments,keyboard,2,1,0.790303000772838,185,1,old,4,Instruments,keyboard,1,1,1.1310985906166,2,0.20522477698978,5
29,2,1,3,Instruments,harmonica,2,1,1.51397360989358,362,2,old,1,Instruments,harmonica,0,0,1.53451640717685,1,0.651556180091575,3
29,3,4,6,HouseObjects,recyclingbin,3,1,1.20469718042295,259,2,old,4,HouseObjects,recyclingbin,0,0,1.85029938200023,1,0.297407921869308,1
29,4,4,5,Instruments,trombone,2,1,0.854992105276324,302,2,old,4,Instruments,trombone,1,1,2.2531406324124,1,0.29046098946128,3
29,5,2,4,FruitsAndVegs,cherry2,1,1,0.689420134585816,192,1,old,2,FruitsAndVegs,cherry2,1,1,1.4714288051473,3,0.365100309078116,4
29,6,3,4,Instruments,harp2,1,0,0.643637587083504,86,1,old,3,Instruments,harp2,1,1,2.28676778345834,4,0.470476565533318,5
29,7,4,4,FruitsAndVegs,broccoli,1,1,0.734058647532947,17,1,old,4,FruitsAndVegs,broccoli,1,1,1.2963241757825,5,1.30658264039084,4
29,8,3,6,Instruments,musicsheet2,3,0,0.808634172950406,269,2,old,3,Instruments,musicsheet2,0,0,1.54429952253122,1,0.927302245749161,3
29,9,4,6,HouseObjects,rug2,3,1,1.15505949012004,326,2,old,4,HouseObjects,rug2,1,1,1.03401463082992,1,1.08938097569626,1
29,10,3,5,FruitsAndVegs,corn2,2,0,0.645449375908356,11,1,old,3,FruitsAndVegs,corn2,1,1,2.21847049612552,1,1.38872829353204,4
29,11,3,5,FruitsAndVegs,cauliflower2,2,0,0.783655926235951,131,1,old,3,FruitsAndVegs,cauliflower2,1,1,1.11069551971741,4,1.07104752439773,4
29,12,4,4,FruitsAndVegs,eggplant,1,1,1.16218957997626,218,2,old,4,FruitsAndVegs,eggplant,1,1,2.22493756259792,1,0.382419322151691,2
29,13,4,4,FruitsAndVegs,pear,1,1,0.444650315737817,333,2,old,4,FruitsAndVegs,pear,1,1,1.33423051168211,1,0.0656918083550408,2
29,14,1,1,HouseObjects,match2,2,0,1.4710936450283,212,2,old,1,HouseObjects,match2,1,1,0.933034908259287,2,0.904512074310333,1
29,15,1,2,HouseObjects,safetypin,0,0,NaN,379,2,old,1,HouseObjects,safetypin,1,1,1.66340381081682,1,0.0803486808435991,1
29,16,4,4,FruitsAndVegs,cucumber,1,1,0.515721253235824,84,1,old,4,FruitsAndVegs,cucumber,1,1,0.957996582961641,6,1.08903263171669,4
29,17,1,1,Instruments,flute,2,1,1.28645058406983,231,2,old,1,Instruments,flute,1,1,1.84028341947123,5,1.01943088392727,3
29,18,2,5,Instruments,laud,1,0,0.968536646163557,209,2,old,2,Instruments,laud,1,1,2.84364270709921,1,0.433626487967558,3
29,19,1,2,FruitsAndVegs,garlic,2,0,1.11499486997491,215,2,old,1,FruitsAndVegs,garlic,1,1,1.17237436585128,3,0.420086384401657,2
29,20,4,5,Instruments,speaker,2,1,0.781549709732644,199,2,old,4,Instruments,speaker,0,0,1.04588695743587,1,1.01655813830439,3
29,21,3,4,HouseObjects,handbrush,1,0,0.743945068388712,155,1,old,3,HouseObjects,handbrush,1,1,0.931792195653543,3,0.516066035197582,6
