"","obj_file","X.x","participant.x","trialN.x","trial_cond","scn_file.x","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group.x","practice","X.y","participant.y","OvsN","PE_level","object_cat","scn_file.y","corr_scn_cat","corr_scn_inst","scn_file.1","corr_loc","key_resp_id.keys","key_resp_id.rt","key_resp_conf.keys","key_resp_assoc.keys","key_resp_assoc.rt","key_resp_loc.keys","key_resp_loc.rt","trialN.y","id_acc","assoc.acc","cond_assoc","loc.acc","cond_loc","group.y"
"17","stim/objects/HouseObjects/dishsoap.png",1,6,1,0.5,"stim/33.jpeg",3,3,1,NA,"HouseObjects",2,3,"right","",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","stim/objects/HouseObjects/hairdryer.png",2,6,2,0.7,"stim/52.jpeg",5,2,2,NA,"HouseObjects",2,3,"right","right",0.54700017,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","stim/objects/Instruments/drums2.png",3,6,3,0.7,"stim/61.jpeg",6,1,2,NA,"Instruments",1,4,"left","left",0.525000095,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","stim/objects/Instruments/flutetrans.png",4,6,4,0.5,"stim/41.jpeg",4,1,1,NA,"Instruments",1,1,"left","right",0.475000143,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","stim/objects/Instruments/guitarcase2.png",5,6,5,0.9,"stim/21.jpeg",2,1,3,NA,"Instruments",1,1,"left","left",0.447999954,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","stim/objects/HouseObjects/flyswatter.png",6,6,6,0.5,"stim/42.jpeg",4,2,1,NA,"HouseObjects",2,4,"right","left",0.526000023,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","stim/objects/HouseObjects/garbagebin2.png",7,6,7,0.9,"stim/13.jpeg",1,3,3,NA,"HouseObjects",2,1,"right","left",0.595000029,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","stim/objects/Instruments/guitarcase.png",8,6,8,0.3,"stim/51.jpeg",5,1,2,NA,"Instruments",1,1,"left","right",0.63499999,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","stim/objects/Instruments/electricguitar2.png",9,6,9,0.7,"stim/63.jpeg",6,3,2,NA,"Instruments",1,3,"left","left",0.549000025,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","stim/objects/HouseObjects/handbrush.png",10,6,10,0.7,"stim/53.jpeg",5,3,2,NA,"HouseObjects",2,4,"right","right",0.788000107,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
