"scene_cat","object_cat","response","acc","pe_level","trialN","Q1","befQ1","P1","variance1","Q2","befQ2","P2","variance2","Q3","befQ3","P3","variance3","Prob","Delta","x1","x2","x3","Delta1","Delta2","Delta3","SubNum"
5,2,2,1,1,35,0.0983929730221412,0.11595719628802,0.0941131949221389,0.0174858223062382,0.757296655834022,0.713971450858792,0.792681906936443,0.0174858223062382,0.142375447762711,0.167791024457613,0.113204898141418,0.0174858223062382,0.792681906936443,NA,0,1,0,-0.11595719628802,0.286028549141208,-0.167791024457613,1
5,2,2,1,1,36,0.0834892309407799,0.0983929730221412,0.0791566752502324,0.0174858223062382,0.794059322238254,0.757296655834022,0.82825590186045,0.0174858223062382,0.120809609400491,0.142375447762711,0.0925874228893174,0.0174858223062382,0.82825590186045,NA,0,1,0,-0.0983929730221412,0.242703344165978,-0.142375447762711,1
6,3,3,1,1,37,0.102153525041394,0.120389048027571,0.0977622730864477,0.0174858223062382,0.146720822279288,0.172912095915127,0.117883381281423,0.0174858223062382,0.749483815258843,0.704763932676175,0.784354345632129,0.0174858223062382,0.784354345632129,NA,0,0,1,-0.120389048027571,-0.172912095915127,0.295236067323825,1
2,1,2,0,2,38,0.481610037302505,0.389071751651148,0.399298111427071,0.0666666666666667,0.201610465162158,0.237600141193686,0.23274991239922,0.0666666666666667,0.310670089500121,0.36612810287657,0.367951976173709,0.0666666666666667,0.23274991239922,NA,1,0,0,0.610928248348853,-0.237600141193686,-0.36612810287657,1
6,3,3,1,1,39,0.0866801660894675,0.102153525041394,0.0818807891130394,0.0174858223062382,0.124496783041001,0.146720822279288,0.0959735378752438,0.0174858223062382,0.787429905207245,0.749483815258843,0.822145673011717,0.0174858223062382,0.822145673011717,NA,0,0,1,-0.102153525041394,-0.146720822279288,0.250516184741157,1
6,1,3,0,3,40,0.225022192194638,0.0866801660894675,0.0699774889454361,0.0174858223062382,0.105639054817007,0.124496783041001,0.0800720450148814,0.0174858223062382,0.668156629343137,0.787429905207245,0.849950466039683,0.0174858223062382,0.849950466039683,NA,1,0,0,0.913319833910533,-0.124496783041001,-0.787429905207245,1
1,3,1,0,2,41,0.201610465162158,0.237600141193686,0.23274991239922,0.0666666666666667,0.330138426845043,0.389071751651148,0.399298111427071,0.0666666666666667,0.462141699957583,0.36612810287657,0.367951976173709,0.0666666666666667,0.23274991239922,NA,0,0,1,-0.237600141193686,-0.389071751651148,0.63387189712343,1
5,2,2,1,1,42,0.070842982674325,0.0834892309407799,0.0679308991789964,0.0174858223062382,0.825253488357527,0.794059322238254,0.854476201037153,0.0174858223062382,0.102510383305861,0.120809609400491,0.0775928997838509,0.0174858223062382,0.854476201037153,NA,0,1,0,-0.0834892309407799,0.205940677761746,-0.120809609400491,1
5,2,2,1,1,43,0.0601122819990349,0.070842982674325,0.05943583345425,0.0174858223062382,0.851722623897836,0.825253488357527,0.874028457220071,0.0174858223062382,0.0869829704579109,0.102510383305861,0.0665357093256793,0.0174858223062382,0.874028457220071,NA,0,1,0,-0.070842982674325,0.174746511642473,-0.102510383305861,1
4,1,1,1,1,44,0.671529398633638,0.612893798941191,0.690386707865679,0.0174858223062382,0.141879811578816,0.167206911786778,0.141050956997315,0.0174858223062382,0.18431046139197,0.217211897284116,0.168562335137006,0.0174858223062382,0.690386707865679,NA,1,0,0,0.387106201058809,-0.167206911786778,-0.217211897284116,1
