"scene_cat","object_cat","response","acc","pe_level","trialN","Q1","P1","Q2","P2","Q3","P3","Prob","Delta","x1","x2","x3","Delta1","Delta2","Delta3","SubNum"
4,1,0,0,1,57,0.156516440744257,0.412242155314239,0.079805129458897,0.29387892234288,0.079805129458897,0.29387892234288,NA,NA,0,0,0,-0.171037034950808,-0.087208938892357,-0.087208938892357,11
5,2,2,1,1,58,0.0668298389838949,0.211688204285646,0.37885699886959,0.576623591428707,0.0668298389838949,0.211688204285646,0.576623591428707,NA,0,1,0,-0.0730298839642168,0.678768675601192,-0.0730298839642168,11
3,2,1,0,2,59,0.231415879540655,0.300078038883897,0.296474319055366,0.399843922232206,0.231415879540655,0.300078038883897,0.300078038883897,NA,0,0,0,-0.25288516458051,-0.323979309963642,-0.25288516458051,11
6,3,3,1,1,60,0.079805129458897,0.264586294657029,0.079805129458897,0.264586294657029,0.29533179266996,0.470827410685942,0.470827410685942,NA,0,0,1,-0.087208938892357,-0.087208938892357,0.770042816158619,11
1,1,2,0,2,61,0.231415879540655,0.333333333333333,0.231415879540655,0.333333333333333,0.231415879540655,0.333333333333333,0.333333333333333,NA,0,0,0,-0.25288516458051,-0.25288516458051,-0.25288516458051,11
4,2,0,0,3,62,0.143228606776867,0.405298195702345,0.0730298839642168,0.297350902148827,0.0730298839642168,0.297350902148827,NA,NA,0,0,0,-0.156516440744257,-0.079805129458897,-0.079805129458897,11
6,3,1,0,1,63,0.0730298839642168,0.227931508355361,0.0730298839642168,0.227931508355361,0.270258900597859,0.544136983289278,0.227931508355361,NA,0,0,0,-0.079805129458897,-0.079805129458897,-0.29533179266996,11
4,1,3,0,1,64,0.131068874948174,0.398976718603077,0.0668298389838949,0.300511640698462,0.0668298389838949,0.300511640698462,0.300511640698462,NA,0,0,0,-0.143228606776867,-0.0730298839642168,-0.0730298839642168,11
6,3,3,1,1,65,0.0668298389838949,0.237119575271367,0.0668298389838949,0.237119575271367,0.332211999722318,0.525760849457266,0.525760849457266,NA,0,0,1,-0.0730298839642168,-0.0730298839642168,0.72974109940214,11
1,1,0,0,2,66,0.211769280307171,0.333333333333333,0.211769280307171,0.333333333333333,0.211769280307171,0.333333333333333,NA,NA,0,0,0,-0.231415879540655,-0.231415879540655,-0.231415879540655,11
1,2,1,0,2,67,0.193790625651247,0.333333333333333,0.193790625651247,0.333333333333333,0.193790625651247,0.333333333333333,0.333333333333333,NA,0,0,0,-0.211769280307171,-0.211769280307171,-0.211769280307171,11
3,3,3,1,2,68,0.211769280307171,0.302994584119998,0.271304429499547,0.394010831760004,0.296666648942726,0.302994584119998,0.302994584119998,NA,0,0,1,-0.231415879540655,-0.296474319055366,0.768584120459345,11
6,3,3,1,1,69,0.0611561615078244,0.203269385522371,0.0611561615078244,0.203269385522371,0.388905443752292,0.593461228955258,0.593461228955258,NA,0,0,1,-0.0668298389838949,-0.0668298389838949,0.667788000277682,11
4,1,1,1,1,70,0.204838840990607,0.393221218831815,0.0611561615078244,0.303389390584093,0.0611561615078244,0.303389390584093,0.393221218831815,NA,1,0,0,0.868931125051826,-0.0668298389838949,-0.0668298389838949,11
5,1,3,0,3,71,0.0611561615078244,0.181009175888579,0.346693036576398,0.637981648222843,0.0611561615078244,0.181009175888579,0.181009175888579,NA,0,0,0,-0.0668298389838949,-0.37885699886959,-0.0668298389838949,11
3,1,1,1,2,72,0.278687994286802,0.271699058027597,0.248271397335865,0.34552295522936,0.271480431085561,0.382777986743042,0.271699058027597,NA,1,0,0,0.788230719692829,-0.271304429499547,-0.296666648942726,11
2,2,3,0,2,73,0.309105684974969,0.413288558824356,0.231415879540655,0.293355720587822,0.231415879540655,0.293355720587822,0.293355720587822,NA,0,0,0,-0.337782533216065,-0.25288516458051,-0.25288516458051,11
6,3,3,1,1,74,0.0559641643199591,0.17374503486868,0.0559641643199591,0.17374503486868,0.440785763565235,0.652509930262639,0.652509930262639,NA,0,0,1,-0.0611561615078244,-0.0611561615078244,0.611094556247707,11
4,1,3,0,1,75,0.187448562396147,0.471767461388391,0.0559641643199591,0.264116269305804,0.0559641643199591,0.264116269305804,0.264116269305804,NA,0,0,0,-0.204838840990607,-0.0611561615078244,-0.0611561615078244,11
5,3,2,0,3,76,0.0559641643199591,0.193532749800097,0.317259710046792,0.612934500399806,0.0559641643199591,0.193532749800097,0.612934500399806,NA,0,0,0,-0.0611561615078244,-0.346693036576398,-0.0611561615078244,11
2,2,2,1,2,77,0.282863425690303,0.406250750871787,0.296666648942726,0.296874624564106,0.211769280307171,0.296874624564106,0.296874624564106,NA,0,1,0,-0.309105684974969,0.768584120459345,-0.231415879540655,11
2,3,2,0,2,78,0.258849065165958,0.356150924809126,0.271480431085561,0.376562103647655,0.193790625651247,0.267286971543219,0.376562103647655,NA,0,0,0,-0.282863425690303,-0.296666648942726,-0.211769280307171,11
4,1,0,0,1,1,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,NA,NA,0,0,0,-0.33,-0.33,-0.33,12
5,1,2,0,3,2,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,12
4,1,2,0,1,3,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.333333333333333,NA,0,0,0,-0.225466158935457,-0.225466158935457,-0.225466158935457,12
4,1,1,1,1,4,0.42201778899195,0.333333333333333,0.105248573644849,0.333333333333333,0.105248573644849,0.333333333333333,0.333333333333333,NA,1,0,0,0.845954579317853,-0.154045420682147,-0.154045420682147,12
4,2,1,0,3,5,0.288335545110452,0.699782128452633,0.0719090655549689,0.150108935773684,0.0719090655549689,0.150108935773684,0.699782128452633,NA,0,0,0,-0.42201778899195,-0.105248573644849,-0.105248573644849,12
1,3,2,0,2,6,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,12
5,2,3,0,1,7,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.333333333333333,NA,0,0,0,-0.225466158935457,-0.225466158935457,-0.225466158935457,12
1,2,1,0,2,8,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.333333333333333,NA,0,0,0,-0.225466158935457,-0.225466158935457,-0.225466158935457,12
6,3,2,0,1,9,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,12
3,2,3,0,2,10,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,12
6,3,1,0,1,11,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.333333333333333,NA,0,0,0,-0.225466158935457,-0.225466158935457,-0.225466158935457,12
2,3,2,0,2,12,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.225466158935457,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,12
5,2,1,0,1,13,0.105248573644849,0.333333333333333,0.105248573644849,0.333333333333333,0.105248573644849,0.333333333333333,0.333333333333333,NA,0,0,0,-0.154045420682147,-0.154045420682147,-0.154045420682147,12
4,1,2,0,1,14,0.196999720729135,0.588707205587981,0.0491304872827781,0.205646397206009,0.0491304872827781,0.205646397206009,0.205646397206009,NA,0,0,0,-0.288335545110452,-0.0719090655549689,-0.0719090655549689,12
5,2,1,0,1,15,0.0719090655549689,0.333333333333333,0.0719090655549689,0.333333333333333,0.0719090655549689,0.333333333333333,0.333333333333333,NA,0,0,0,-0.105248573644849,-0.105248573644849,-0.105248573644849,12
6,3,3,1,1,16,0.105248573644849,0.333333333333333,0.105248573644849,0.333333333333333,0.42201778899195,0.333333333333333,0.333333333333333,NA,0,0,1,-0.154045420682147,-0.154045420682147,0.845954579317853,12
6,1,3,0,3,17,0.0719090655549689,0.150108935773684,0.0719090655549689,0.150108935773684,0.288335545110452,0.699782128452633,0.699782128452633,NA,0,0,0,-0.105248573644849,-0.105248573644849,-0.42201778899195,12
6,3,1,0,1,18,0.0491304872827781,0.205646397206009,0.0491304872827781,0.205646397206009,0.196999720729135,0.588707205587981,0.205646397206009,NA,0,0,0,-0.0719090655549689,-0.0719090655549689,-0.288335545110452,12
6,3,2,0,1,19,0.0335674613765918,0.246818297429226,0.0335674613765918,0.246818297429226,0.134596273770169,0.506363405141548,0.246818297429226,NA,0,0,0,-0.0491304872827781,-0.0491304872827781,-0.196999720729135,12
6,3,3,1,1,20,0.0229343229751347,0.275186273856724,0.0229343229751347,0.275186273856724,0.40872953308645,0.449627452286551,0.449627452286551,NA,0,0,1,-0.0335674613765918,-0.0335674613765918,0.865403726229831,12
6,2,3,0,3,21,0.0156694354817843,0.117372689687301,0.0156694354817843,0.117372689687301,0.279256599601468,0.765254620625398,0.765254620625398,NA,0,0,0,-0.0229343229751347,-0.0229343229751347,-0.40872953308645,12
6,3,1,0,1,22,0.0107058406992875,0.178568630867171,0.0107058406992875,0.178568630867171,0.190796705665212,0.642862738265658,0.178568630867171,NA,0,0,0,-0.0156694354817843,-0.0156694354817843,-0.279256599601468,12
5,2,2,1,1,23,0.0491304872827781,0.333333333333333,0.365899702629879,0.333333333333333,0.0491304872827781,0.333333333333333,0.333333333333333,NA,0,1,0,-0.0719090655549689,0.928090934445031,-0.0719090655549689,12
4,1,3,0,1,24,0.134596273770169,0.506363405141548,0.0335674613765918,0.246818297429226,0.0335674613765918,0.246818297429226,0.246818297429226,NA,0,0,0,-0.196999720729135,-0.0491304872827781,-0.0491304872827781,12
2,1,1,1,2,25,0.470814636029248,0.333333333333333,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.333333333333333,NA,1,0,0,0.774533841064543,-0.225466158935457,-0.225466158935457,12
4,3,2,0,3,26,0.091960317739349,0.449627452286551,0.0229343229751347,0.275186273856724,0.0229343229751347,0.275186273856724,0.275186273856724,NA,0,0,0,-0.134596273770169,-0.0335674613765918,-0.0335674613765918,12
5,3,2,0,3,27,0.0335674613765918,0.150108935773684,0.249993940932075,0.699782128452633,0.0335674613765918,0.150108935773684,0.699782128452633,NA,0,0,0,-0.0491304872827781,-0.365899702629879,-0.0491304872827781,12
6,3,3,1,1,28,0.00731455994134311,0.227307271083339,0.00731455994134311,0.227307271083339,0.447127398267932,0.545385457833321,0.545385457833321,NA,0,0,1,-0.0107058406992875,-0.0107058406992875,0.809203294334788,12
5,2,3,0,1,29,0.0229343229751347,0.205646397206009,0.170803556421492,0.588707205587981,0.0229343229751347,0.205646397206009,0.205646397206009,NA,0,0,0,-0.0335674613765918,-0.249993940932075,-0.0335674613765918,12
4,1,1,1,1,30,0.379599335393086,0.411516301669107,0.0156694354817843,0.294241849165447,0.0156694354817843,0.294241849165447,0.411516301669107,NA,1,0,0,0.908039682260651,-0.0229343229751347,-0.0229343229751347,12
3,3,2,0,2,31,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.154045420682147,0.333333333333333,0.333333333333333,NA,0,0,0,-0.225466158935457,-0.225466158935457,-0.225466158935457,12
5,2,3,0,1,32,0.0156694354817843,0.246818297429226,0.116698247875362,0.506363405141548,0.0156694354817843,0.246818297429226,0.246818297429226,NA,0,0,0,-0.0229343229751347,-0.170803556421492,-0.0229343229751347,12
5,2,2,1,1,33,0.0107058406992875,0.275186273856724,0.396501050810603,0.449627452286551,0.0107058406992875,0.275186273856724,0.449627452286551,NA,0,1,0,-0.0156694354817843,0.883301752124638,-0.0156694354817843,12
3,1,2,0,2,34,0.105248573644849,0.333333333333333,0.105248573644849,0.333333333333333,0.105248573644849,0.333333333333333,0.333333333333333,NA,0,0,0,-0.154045420682147,-0.154045420682147,-0.154045420682147,12
5,2,2,1,1,35,0.00731455994134311,0.117372689687301,0.587670939408128,0.765254620625398,0.00731455994134311,0.117372689687301,0.765254620625398,NA,0,1,0,-0.0107058406992875,0.603498949189397,-0.0107058406992875,12
5,2,2,1,1,36,0.00499753252811451,0.0532396544224263,0.718284092396623,0.893520691155147,0.00499753252811451,0.0532396544224263,0.893520691155147,NA,0,1,0,-0.00731455994134311,0.412329060591872,-0.00731455994134311,12
6,3,3,1,1,37,0.00499753252811451,0.0954465545656032,0.00499753252811451,0.0954465545656032,0.622260418505509,0.809106890868794,0.809106890868794,NA,0,0,1,-0.00731455994134311,-0.00731455994134311,0.552872601732068,12
2,1,3,0,2,38,0.321675053200332,0.699782128452633,0.105248573644849,0.150108935773684,0.105248573644849,0.150108935773684,0.150108935773684,NA,0,0,0,-0.470814636029248,-0.154045420682147,-0.154045420682147,12
6,3,1,0,1,39,0.00341446807051207,0.0452899885763276,0.00341446807051207,0.0452899885763276,0.42514747399396,0.909420022847345,0.0452899885763276,NA,0,0,0,-0.00499753252811451,-0.00499753252811451,-0.622260418505509,12
6,1,3,0,3,40,0.00233286969898823,0.102416707989653,0.00233286969898823,0.102416707989653,0.290473842250092,0.795166584020694,0.795166584020694,NA,0,0,0,-0.00341446807051207,-0.00341446807051207,-0.42514747399396,12
1,3,3,1,2,41,0.105248573644849,0.333333333333333,0.105248573644849,0.333333333333333,0.42201778899195,0.333333333333333,0.333333333333333,NA,0,0,1,-0.154045420682147,-0.154045420682147,0.845954579317853,12
5,2,2,1,1,42,0.00341446807051207,0.0293942543688738,0.807523019398941,0.941211491262252,0.00341446807051207,0.0293942543688738,0.941211491262252,NA,0,1,0,-0.00499753252811451,0.281715907603377,-0.00499753252811451,12
5,2,2,1,1,43,0.00233286969898823,0.0193101692557424,0.868493801516318,0.961379661488515,0.00233286969898823,0.0193101692557424,0.961379661488515,NA,0,1,0,-0.00341446807051207,0.192476980601059,-0.00341446807051207,12
4,1,2,0,1,44,0.259353951774337,0.745631598818076,0.0107058406992875,0.127184200590962,0.0107058406992875,0.127184200590962,0.127184200590962,NA,0,0,0,-0.379599335393086,-0.0156694354817843,-0.0156694354817843,12
4,1,1,1,1,45,0.493967819320712,0.626027377597865,0.00731455994134311,0.186986311201068,0.00731455994134311,0.186986311201068,0.626027377597865,NA,1,0,0,0.740646048225663,-0.0107058406992875,-0.0107058406992875,12
4,1,1,1,1,46,0.654263236134872,0.84182211187315,0.00499753252811451,0.0790889440634248,0.00499753252811451,0.0790889440634248,0.84182211187315,NA,1,0,0,0.506032180679288,-0.00731455994134311,-0.00731455994134311,12
5,2,2,1,1,47,0.0015938883949327,0.014428135041817,0.910150916823274,0.971143729916366,0.0015938883949327,0.014428135041817,0.971143729916366,NA,0,1,0,-0.00233286969898823,0.131506198483682,-0.00233286969898823,12
4,3,1,0,3,48,0.447012784193974,0.921441694755855,0.00341446807051207,0.0392791526220724,0.00341446807051207,0.0392791526220724,0.921441694755855,NA,0,0,0,-0.654263236134872,-0.00499753252811451,-0.00499753252811451,12
6,3,3,1,1,49,0.0015938883949327,0.165116046969895,0.0015938883949327,0.165116046969895,0.515229886508773,0.66976790606021,0.66976790606021,NA,0,0,1,-0.00233286969898823,-0.00233286969898823,0.709526157749908,12
4,1,3,0,1,50,0.305412895294726,0.811932114238017,0.00233286969898823,0.0940339428809917,0.00233286969898823,0.0940339428809917,0.0940339428809917,NA,0,0,0,-0.447012784193974,-0.00341446807051207,-0.00341446807051207,12
5,2,2,1,1,51,0.00108899361871902,0.0118051344801014,0.938612340400822,0.976389731039797,0.00108899361871902,0.0118051344801014,0.976389731039797,NA,0,1,0,-0.0015938883949327,0.0898490831767262,-0.0015938883949327,12
4,1,1,1,1,52,0.52543670744243,0.685623007403185,0.0015938883949327,0.157188496298407,0.0015938883949327,0.157188496298407,0.685623007403185,NA,1,0,0,0.694587104705274,-0.00233286969898823,-0.00233286969898823,12
6,2,3,0,3,53,0.00108899361871902,0.0707445410976497,0.00108899361871902,0.0707445410976497,0.352020919636013,0.858510917804701,0.858510917804701,NA,0,0,0,-0.0015938883949327,-0.0015938883949327,-0.515229886508773,12
5,2,1,0,1,54,0.000744033964599395,0.0102869037144856,0.641288845816947,0.979426192571029,0.000744033964599395,0.0102869037144856,0.0102869037144856,NA,0,0,0,-0.00108899361871902,-0.938612340400822,-0.00108899361871902,12
4,1,1,1,1,55,0.675763749258428,0.864429631199572,0.00108899361871902,0.0677851844002142,0.00108899361871902,0.0677851844002142,0.864429631199572,NA,1,0,0,0.47456329255757,-0.0015938883949327,-0.0015938883949327,12
5,2,2,1,1,56,0.000508346909441652,0.0408407263572631,0.754917496663766,0.918318547285474,0.000508346909441652,0.0408407263572631,0.918318547285474,NA,0,1,0,-0.000744033964599395,0.358711154183053,-0.000744033964599395,12
4,1,2,0,1,57,0.461702596645821,0.929927690966093,0.000744033964599395,0.0350361545169534,0.000744033964599395,0.0350361545169534,0.0350361545169534,NA,0,0,0,-0.675763749258428,-0.00108899361871902,-0.00108899361871902,12
5,2,2,1,1,58,0.000347318257813696,0.0243288125513075,0.832552088940888,0.951342374897385,0.000347318257813696,0.0243288125513075,0.951342374897385,NA,0,1,0,-0.000508346909441652,0.245082503336234,-0.000508346909441652,12
3,2,3,0,2,59,0.0719090655549689,0.333333333333333,0.0719090655549689,0.333333333333333,0.0719090655549689,0.333333333333333,0.333333333333333,NA,0,0,0,-0.105248573644849,-0.105248573644849,-0.105248573644849,12
6,3,1,0,1,60,0.000744033964599395,0.133266788364858,0.000744033964599395,0.133266788364858,0.240511529137148,0.733466423270284,0.133266788364858,NA,0,0,0,-0.00108899361871902,-0.00108899361871902,-0.352020919636013,12
1,1,2,0,2,61,0.0719090655549689,0.150108935773684,0.0719090655549689,0.150108935773684,0.288335545110452,0.699782128452633,0.150108935773684,NA,0,0,0,-0.105248573644849,-0.105248573644849,-0.42201778899195,12
4,2,1,0,3,62,0.315449427382605,0.824477060225312,0.000508346909441652,0.087761469887344,0.000508346909441652,0.087761469887344,0.824477060225312,NA,0,0,0,-0.461702596645821,-0.000744033964599395,-0.000744033964599395,12
6,3,3,1,1,63,0.000508346909441652,0.192065071745629,0.000508346909441652,0.192065071745629,0.481094096117544,0.615869856508743,0.615869856508743,NA,0,0,1,-0.000744033964599395,-0.000744033964599395,0.759488470862852,12
4,1,2,0,1,64,0.215524759788925,0.697912363634615,0.000347318257813696,0.151043818182693,0.000347318257813696,0.151043818182693,0.151043818182693,NA,0,0,0,-0.315449427382605,-0.000508346909441652,-0.000508346909441652,12
6,3,3,1,1,65,0.000347318257813696,0.0810719546967344,0.000347318257813696,0.0810719546967344,0.645467512129367,0.837856090606531,0.837856090606531,NA,0,0,1,-0.000508346909441652,-0.000508346909441652,0.518905903882456,12
1,1,3,0,2,66,0.0491304872827781,0.205646397206009,0.0491304872827781,0.205646397206009,0.196999720729135,0.588707205587981,0.588707205587981,NA,0,0,0,-0.0719090655549689,-0.0719090655549689,-0.288335545110452,12
1,2,3,0,2,67,0.0335674613765918,0.246818297429226,0.0335674613765918,0.246818297429226,0.134596273770169,0.506363405141548,0.506363405141548,NA,0,0,0,-0.0491304872827781,-0.0491304872827781,-0.196999720729135,12
3,3,2,0,2,68,0.0491304872827781,0.333333333333333,0.0491304872827781,0.333333333333333,0.0491304872827781,0.333333333333333,0.333333333333333,NA,0,0,0,-0.0719090655549689,-0.0719090655549689,-0.0719090655549689,12
6,3,3,1,1,69,0.000237298525810329,0.0400145242346899,0.000237298525810329,0.0400145242346899,0.757772490127203,0.91997095153062,0.91997095153062,NA,0,0,1,-0.000347318257813696,-0.000347318257813696,0.354532487870633,12
4,1,1,1,1,70,0.464022366089816,0.587236690810957,0.000237298525810329,0.206381654594521,0.000237298525810329,0.206381654594521,0.587236690810957,NA,1,0,0,0.784475240211075,-0.000347318257813696,-0.000347318257813696,12
5,1,2,0,3,71,0.000237298525810329,0.0169290910398539,0.568825216991493,0.966141817920292,0.000237298525810329,0.0169290910398539,0.966141817920292,NA,0,0,0,-0.000347318257813696,-0.832552088940888,-0.000347318257813696,12
3,1,2,0,2,72,0.0335674613765918,0.333333333333333,0.0335674613765918,0.333333333333333,0.0335674613765918,0.333333333333333,0.333333333333333,NA,0,0,0,-0.0491304872827781,-0.0491304872827781,-0.0491304872827781,12
2,2,3,0,2,73,0.219778299001326,0.588707205587981,0.0719090655549689,0.205646397206009,0.0719090655549689,0.205646397206009,0.205646397206009,NA,0,0,0,-0.321675053200332,-0.105248573644849,-0.105248573644849,12
6,3,3,1,1,74,0.000162129657986368,0.0239796020366091,0.000162129657986368,0.0239796020366091,0.834502708365091,0.952040795926782,0.952040795926782,NA,0,0,1,-0.000237298525810329,-0.000237298525810329,0.242227509872797,12
4,1,1,1,1,75,0.633803580627141,0.826456009904626,0.000162129657986368,0.086771995047687,0.000162129657986368,0.086771995047687,0.826456009904626,NA,1,0,0,0.535977633910184,-0.000237298525810329,-0.000237298525810329,12
5,3,1,0,3,76,0.000162129657986368,0.0560221535291375,0.388638899335453,0.887955692941725,0.000162129657986368,0.0560221535291375,0.0560221535291375,NA,0,0,0,-0.000237298525810329,-0.568825216991493,-0.000237298525810329,12
2,2,0,0,2,77,0.150159299676355,0.506363405141548,0.0491304872827781,0.246818297429226,0.0491304872827781,0.246818297429226,NA,NA,0,0,0,-0.219778299001326,-0.0719090655549689,-0.0719090655549689,12
2,3,2,0,2,78,0.102593456140806,0.449627452286552,0.0335674613765918,0.275186273856724,0.0335674613765918,0.275186273856724,0.275186273856724,NA,0,0,0,-0.150159299676355,-0.0491304872827781,-0.0491304872827781,12
4,1,0,0,1,1,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,NA,NA,0,0,0,-0.33,-0.33,-0.33,14
5,1,2,0,3,2,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,14
4,1,1,1,1,3,0.3683112706829,0.333333333333333,0.26582547866454,0.333333333333333,0.26582547866454,0.333333333333333,0.333333333333333,NA,1,0,0,0.703820311366059,-0.296179688633941,-0.296179688633941,14
4,1,1,1,1,4,0.433050390416035,0.493273567729172,0.238582143944945,0.253363216135414,0.238582143944945,0.253363216135414,0.493273567729172,NA,1,0,0,0.6316887293171,-0.26582547866454,-0.26582547866454,14
4,2,1,0,3,5,0.388668878170388,0.639005966092669,0.214130863961309,0.180497016953665,0.214130863961309,0.180497016953665,0.639005966092669,NA,0,0,0,-0.433050390416035,-0.238582143944945,-0.238582143944945,14
1,3,2,0,2,6,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,14
5,2,3,0,1,7,0.26582547866454,0.333333333333333,0.26582547866454,0.333333333333333,0.26582547866454,0.333333333333333,0.333333333333333,NA,0,0,0,-0.296179688633941,-0.296179688633941,-0.296179688633941,14
1,2,2,1,2,8,0.26582547866454,0.333333333333333,0.3683112706829,0.333333333333333,0.26582547866454,0.333333333333333,0.333333333333333,NA,0,1,0,-0.296179688633941,0.703820311366059,-0.296179688633941,14
6,3,3,1,1,9,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.398665480652301,0.333333333333333,0.333333333333333,NA,0,0,1,-0.33,-0.33,0.67,14
3,2,1,0,2,10,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,14
6,3,2,0,1,11,0.26582547866454,0.253363216135414,0.26582547866454,0.253363216135414,0.35780793311727,0.493273567729172,0.253363216135414,NA,0,0,0,-0.296179688633941,-0.296179688633941,-0.398665480652301,14
2,3,3,1,2,12,0.296179688633941,0.333333333333333,0.296179688633941,0.333333333333333,0.398665480652301,0.333333333333333,0.333333333333333,NA,0,0,1,-0.33,-0.33,0.67,14
5,2,3,0,1,13,0.238582143944945,0.333333333333333,0.238582143944945,0.333333333333333,0.238582143944945,0.333333333333333,0.333333333333333,NA,0,0,0,-0.26582547866454,-0.26582547866454,-0.26582547866454,14
4,1,1,1,1,14,0.451321632376568,0.60861397920001,0.192185492772659,0.195693010399995,0.192185492772659,0.195693010399995,0.60861397920001,NA,1,0,0,0.611331121829612,-0.214130863961309,-0.214130863961309,14
5,2,2,1,1,15,0.214130863961309,0.333333333333333,0.316616655979669,0.333333333333333,0.214130863961309,0.333333333333333,0.333333333333333,NA,0,1,0,-0.238582143944945,0.761417856055055,-0.238582143944945,14
6,3,2,0,1,16,0.238582143944945,0.26188945777316,0.238582143944945,0.26188945777316,0.321137703701294,0.476221084453679,0.26188945777316,NA,0,0,0,-0.26582547866454,-0.26582547866454,-0.35780793311727,14
6,1,3,0,3,17,0.214130863961309,0.269518923500291,0.214130863961309,0.269518923500291,0.28822565179051,0.460962152999419,0.460962152999419,NA,0,0,0,-0.238582143944945,-0.238582143944945,-0.321137703701294,14
6,3,1,0,1,18,0.192185492772659,0.276335883133479,0.192185492772659,0.276335883133479,0.258686617586751,0.447328233733042,0.276335883133479,NA,0,0,0,-0.214130863961309,-0.214130863961309,-0.28822565179051,14
6,3,2,0,1,19,0.172489210331414,0.282420960878181,0.172489210331414,0.282420960878181,0.232174914698822,0.435158078243637,0.282420960878181,NA,0,0,0,-0.192185492772659,-0.192185492772659,-0.258686617586751,14
6,3,0,0,1,20,0.154811516995978,0.287849548425735,0.154811516995978,0.287849548425735,0.208380284679118,0.424300903148529,NA,NA,0,0,0,-0.172489210331414,-0.172489210331414,-0.232174914698822,14
6,2,3,0,3,21,0.138945536063081,0.292691027228739,0.138945536063081,0.292691027228739,0.187024266162768,0.414617945542523,0.414617945542523,NA,0,0,0,-0.154811516995978,-0.154811516995978,-0.208380284679118,14
6,3,3,1,1,22,0.124705592752241,0.297008527787846,0.124705592752241,0.297008527787846,0.270342728136784,0.405982944424307,0.405982944424307,NA,0,0,1,-0.138945536063081,-0.138945536063081,0.812975733837232,14
5,2,2,1,1,23,0.192185492772659,0.253363216135414,0.386653739243748,0.493273567729172,0.192185492772659,0.253363216135414,0.493273567729172,NA,0,1,0,-0.214130863961309,0.683383344020331,-0.214130863961309,14
4,1,1,1,1,24,0.507553369445796,0.729373345003794,0.172489210331414,0.135313327498103,0.172489210331414,0.135313327498103,0.729373345003794,NA,1,0,0,0.548678367623432,-0.192185492772659,-0.192185492772659,14
2,1,3,0,2,25,0.26582547866454,0.253363216135414,0.26582547866454,0.253363216135414,0.35780793311727,0.493273567729172,0.493273567729172,NA,0,0,0,-0.296179688633941,-0.296179688633941,-0.398665480652301,14
4,3,1,0,3,26,0.455536360386556,0.815332415085814,0.154811516995978,0.0923337924570932,0.154811516995978,0.0923337924570932,0.815332415085814,NA,0,0,0,-0.507553369445796,-0.172489210331414,-0.172489210331414,14
5,3,2,0,3,27,0.172489210331414,0.180497016953665,0.347027224540492,0.639005966092669,0.172489210331414,0.180497016953665,0.639005966092669,NA,0,0,0,-0.192185492772659,-0.386653739243748,-0.192185492772659,14
6,3,3,1,1,28,0.111925041309908,0.218467457023522,0.111925041309908,0.218467457023522,0.345122231545641,0.563065085952955,0.563065085952955,NA,0,0,1,-0.124705592752241,-0.124705592752241,0.729657271863216,14
5,2,3,0,1,29,0.154811516995978,0.195693010399995,0.311461864581527,0.60861397920001,0.154811516995978,0.195693010399995,0.195693010399995,NA,0,0,0,-0.172489210331414,-0.347027224540492,-0.172489210331414,14
4,1,2,0,1,30,0.408850355699179,0.779336748169536,0.138945536063081,0.110331625915232,0.138945536063081,0.110331625915232,0.110331625915232,NA,0,0,0,-0.455536360386556,-0.154811516995978,-0.154811516995978,14
