"scene_cat","object_cat","response","acc","pe_level","trialN","Q1","P1","Q2","P2","Q3","P3","Prob","Delta","x1","x2","x3","Delta1","Delta2","Delta3","SubNum"
3,2,3,0,2,59,0.188632113745171,0.333333333333333,0.188632113745171,0.333333333333333,0.188632113745171,0.333333333333333,0.333333333333333,NA,0,0,0,-0.216940286047463,-0.216940286047463,-0.216940286047463,1
6,3,3,1,1,60,0.035230654034855,0.0752098421565554,0.035230654034855,0.0752098421565554,0.585157749568338,0.849580315686889,0.849580315686889,NA,0,0,1,-0.0405177464866123,-0.0405177464866123,0.477097959018772,1
1,1,1,1,2,61,0.319120428377975,0.333333333333333,0.188632113745171,0.333333333333333,0.188632113745171,0.333333333333333,0.333333333333333,NA,1,0,0,0.783059713952537,-0.216940286047463,-0.216940286047463,1
4,2,1,0,3,62,0.566067818468444,0.909232560531785,0.0306334653664354,0.0411678368955968,0.062868329978701,0.0495996025726187,0.909232560531785,NA,0,0,0,-0.651018069100926,-0.035230654034855,-0.0723030305822188,1
6,3,3,1,1,63,0.0306334653664354,0.0559845855288014,0.0306334653664354,0.0559845855288014,0.639289815665645,0.888030828942397,0.888030828942397,NA,0,0,1,-0.035230654034855,-0.035230654034855,0.414842250431662,1
4,1,2,0,1,64,0.492202582868629,0.871429651760875,0.0266361560994069,0.0590890428095938,0.0546647475560013,0.0694813054295317,0.0590890428095938,NA,0,0,0,-0.566067818468444,-0.0306334653664354,-0.062868329978701,1
6,3,3,1,1,65,0.0266361560994069,0.0429029264633666,0.0266361560994069,0.0429029264633666,0.686358279690323,0.914194147073267,0.914194147073267,NA,0,0,1,-0.0306334653664354,-0.0306334653664354,0.360710184334355,1
1,1,1,1,2,66,0.407967256146839,0.490672645763481,0.164017827136941,0.254663677118259,0.164017827136941,0.254663677118259,0.490672645763481,NA,1,0,0,0.680879571622025,-0.188632113745171,-0.188632113745171,1
1,2,1,0,2,67,0.354732296466868,0.63016881278266,0.142615417304107,0.18491559360867,0.142615417304107,0.18491559360867,0.63016881278266,NA,0,0,0,-0.407967256146839,-0.164017827136941,-0.164017827136941,1
3,3,1,0,2,68,0.164017827136941,0.333333333333333,0.164017827136941,0.333333333333333,0.164017827136941,0.333333333333333,0.333333333333333,NA,0,0,0,-0.188632113745171,-0.188632113745171,-0.188632113745171,1
6,3,3,1,1,69,0.023160448981699,0.0338486265385818,0.023160448981699,0.0338486265385818,0.727284859172066,0.932302746922836,0.932302746922836,NA,0,0,1,-0.0266361560994069,-0.0266361560994069,0.313641720309677,1
4,1,1,1,1,70,0.558464212004992,0.82833494792292,0.023160448981699,0.079796824906843,0.047531636777591,0.0918682271702365,0.82833494792292,NA,1,0,0,0.507797417131371,-0.0266361560994069,-0.0546647475560013,1
5,1,2,0,3,71,0.033692894792935,0.0699372937703635,0.468669039411563,0.864256188746588,0.023160448981699,0.0658065174830485,0.864256188746588,NA,0,0,0,-0.0387492144843418,-0.539002577307105,-0.0266361560994069,1
3,1,3,0,2,72,0.142615417304107,0.333333333333333,0.142615417304107,0.333333333333333,0.142615417304107,0.333333333333333,0.333333333333333,NA,0,0,0,-0.164017827136941,-0.164017827136941,-0.164017827136941,1
2,2,1,0,2,73,0.188632113745171,0.333333333333333,0.188632113745171,0.333333333333333,0.188632113745171,0.333333333333333,0.333333333333333,NA,0,0,0,-0.216940286047463,-0.216940286047463,-0.216940286047463,1
6,3,3,1,1,74,0.0201382810279381,0.0274499945901546,0.0201382810279381,0.0274499945901546,0.762870998273551,0.945100010819691,0.945100010819691,NA,0,0,1,-0.023160448981699,-0.023160448981699,0.272715140827934,1
4,1,1,1,1,75,0.616079472830528,0.87370993847809,0.0201382810279381,0.0592825592826473,0.0413293136027445,0.0670075022392631,0.87370993847809,NA,1,0,0,0.441535787995008,-0.023160448981699,-0.047531636777591,1
5,3,2,0,3,76,0.0292963657363045,0.0921688583616293,0.407513206338173,0.820414444567688,0.0201382810279381,0.0874166970706831,0.820414444567688,NA,0,0,0,-0.033692894792935,-0.468669039411563,-0.023160448981699,1
2,2,2,1,2,77,0.164017827136941,0.333333333333333,0.294506141769745,0.333333333333333,0.164017827136941,0.333333333333333,0.333333333333333,NA,0,1,0,-0.188632113745171,0.811367886254829,-0.188632113745171,1
2,3,2,0,2,78,0.142615417304107,0.254663677118259,0.256076531681201,0.490672645763481,0.142615417304107,0.254663677118259,0.490672645763481,NA,0,0,0,-0.164017827136941,-0.294506141769745,-0.164017827136941,1
4,1,0,0,1,1,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,NA,NA,0,0,0,-0.33,-0.33,-0.33,2
6,3,1,0,1,2,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,2
2,1,3,0,2,3,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,2
2,2,3,0,2,4,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,0.333333333333333,NA,0,0,0,-0.306394958865753,-0.306394958865753,-0.306394958865753,2
4,3,2,0,3,5,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,0.333333333333333,NA,0,0,0,-0.306394958865753,-0.306394958865753,-0.306394958865753,2
1,3,2,0,2,6,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,2
6,3,0,0,1,7,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,NA,NA,0,0,0,-0.306394958865753,-0.306394958865753,-0.306394958865753,2
6,3,1,0,1,8,0.264129535057776,0.333333333333333,0.264129535057776,0.333333333333333,0.264129535057776,0.333333333333333,0.333333333333333,NA,0,0,0,-0.284478396419232,-0.284478396419232,-0.284478396419232,2
6,3,3,1,1,9,0.245236236452297,0.333333333333333,0.245236236452297,0.333333333333333,0.316766664131832,0.333333333333333,0.333333333333333,NA,0,0,1,-0.264129535057776,-0.264129535057776,0.735870464942224,2
5,2,3,0,1,10,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,2
6,2,3,0,3,11,0.227694383576344,0.303686331450705,0.227694383576344,0.303686331450705,0.294108209171862,0.39262733709859,0.39262733709859,NA,0,0,0,-0.245236236452297,-0.245236236452297,-0.316766664131832,2
5,2,0,0,1,12,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,0.284478396419232,0.333333333333333,NA,NA,0,0,0,-0.306394958865753,-0.306394958865753,-0.306394958865753,2
4,2,3,0,3,13,0.264129535057776,0.333333333333333,0.264129535057776,0.333333333333333,0.264129535057776,0.333333333333333,0.333333333333333,NA,0,0,0,-0.284478396419232,-0.284478396419232,-0.284478396419232,2
6,3,2,0,1,14,0.2114073069389,0.305872755101914,0.2114073069389,0.305872755101914,0.273070523185737,0.388254489796173,0.305872755101914,NA,0,0,0,-0.227694383576344,-0.227694383576344,-0.294108209171862,2
4,1,2,0,1,15,0.245236236452297,0.333333333333333,0.245236236452297,0.333333333333333,0.245236236452297,0.333333333333333,0.333333333333333,NA,0,0,0,-0.264129535057776,-0.264129535057776,-0.264129535057776,2
5,2,3,0,1,16,0.264129535057776,0.333333333333333,0.264129535057776,0.333333333333333,0.264129535057776,0.333333333333333,0.333333333333333,NA,0,0,0,-0.284478396419232,-0.284478396419232,-0.284478396419232,2
5,2,2,1,1,17,0.245236236452297,0.333333333333333,0.316766664131832,0.333333333333333,0.245236236452297,0.333333333333333,0.333333333333333,NA,0,1,0,-0.264129535057776,0.735870464942224,-0.264129535057776,2
4,1,1,1,1,18,0.29922481125588,0.333333333333333,0.227694383576344,0.333333333333333,0.227694383576344,0.333333333333333,0.333333333333333,NA,1,0,0,0.754763763547703,-0.245236236452297,-0.245236236452297,2
4,1,3,0,1,19,0.277821132534418,0.39262733709859,0.2114073069389,0.303686331450705,0.2114073069389,0.303686331450705,0.303686331450705,NA,0,0,0,-0.29922481125588,-0.227694383576344,-0.227694383576344,2
3,2,3,0,2,20,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.306394958865753,0.333333333333333,0.333333333333333,NA,0,0,0,-0.33,-0.33,-0.33,2
