"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs"
"2","0.5",2,0,0,"DelayedRec",1,NA,0.673487543934326
"5","0.1",5,0,1,"ImmediateRec",1,0.383920527169472,0.366783660121707
"6","0.9",6,0,0,"ImmediateRec",1,-0.66617661537381,0.82458782741348
"8","0.9",8,0,0,"DelayedRec",1,-0.793813562059395,0.823781326248096
"10","0.9",10,0,0,"ImmediateRec",1,-0.308100592337983,0.831948506062868
"11","0.9",11,0,1,"ImmediateRec",1,0.980740721324288,0.790991906140222
"14","0.5",14,0,0,"DelayedRec",1,-0.142615417304107,0.675678360852094
"15","0.5",15,0,0,"DelayedRec",1,-0.256076531681201,0.668759722910209
"17","0.5",17,0,0,"DelayedRec",1,-0.308443876955083,0.683183667830114
"18","0.1",18,0,0,"DelayedRec",1,-0.147234482493079,0.40924491431716
"19","0.5",19,0,0,"DelayedRec",1,-0.222661536645107,0.689761703097518
"21","0.9",21,0,0,"ImmediateRec",1,-0.575055007625213,0.868039048695572
"22","0.9",22,0,0,"DelayedRec",1,-0.730651511487496,0.848082952462956
"23","0.5",23,1,0,"DelayedRec",1,-0.268195555292406,0.649550720654788
"24","0.1",24,0,1,"ImmediateRec",1,0.499982951140956,0.345073448702213
"26","0.5",26,0,0,"ImmediateRec",1,-0.193606807994737,0.655804921025247
"31","0.9",31,1,0,"ImmediateRec",1,-0.791538665343421,0.839874993574128
"32","0.5",32,0,0,"ImmediateRec",1,-0.12400577185944,0.640331934315719
"33","0.1",33,0,1,"DelayedRec",1,0.311747881063941,0.354249987853085
"34","0.5",34,0,0,"DelayedRec",1,-0.107824467684761,0.696897525843093
"39","0.5",39,0,0,"ImmediateRec",1,-0.0937546346203977,0.712019217929
"40","0.9",40,1,0,"ImmediateRec",1,-0.764302836516653,0.863984973357677
"42","0.9",42,0,0,"ImmediateRec",1,-0.67131380472917,0.849856870965443
"43","0.5",43,1,0,"ImmediateRec",1,-0.0937546346203977,0.71569237072419
"44","0.9",44,0,0,"ImmediateRec",1,-0.664570247510524,0.826842582140278
"45","0.5",45,0,1,"DelayedRec",1,0.918479249640232,0.67920007930069
"47","0.5",47,0,0,"ImmediateRec",1,-0.201371559670524,0.696189944474363
"49","0.5",49,1,0,"ImmediateRec",1,-0.0937546346203977,0.676755902425837
"51","0.5",51,0,1,"ImmediateRec",1,0.938366190142956,0.680337486906689
"52","0.5",52,1,0,"ImmediateRec",1,-0.184079632517203,0.679782686307052
"54","0.5",54,1,1,"ImmediateRec",1,0.839940608488192,0.664230398487668
"57","0.1",57,1,1,"ImmediateRec",1,0.516626756534159,0.259814647467035
"59","0.1",59,0,1,"DelayedRec",1,0.361964499988169,0.314901655054698
"62","0.1",62,0,0,"ImmediateRec",1,-0.0316256300016934,0.23486311584566
"64","0.5",64,0,0,"DelayedRec",1,-0.0815207503597677,0.676966704421933
"66","0.5",66,0,0,"ImmediateRec",1,-0.269661825905084,0.709430185183203
"67","0.9",67,0,0,"ImmediateRec",1,-0.762046417677393,0.843122224905658
"70","0.9",70,0,0,"DelayedRec",1,-0.644568483555126,0.87770192044126
"71","0.5",71,0,0,"ImmediateRec",1,-0.0815207503597677,0.726196433935445
"75","0.1",75,1,1,"DelayedRec",1,0.241305290207989,0.315021281884875
"77","0.5",77,0,1,"DelayedRec",1,0.823689634903658,0.690445979919126
"78","0.1",78,0,1,"DelayedRec",1,0.382185315333119,0.229276714912964
"82","0.9",82,0,0,"DelayedRec",1,-0.711048574118364,0.936189164306469
"83","0.9",83,0,0,"DelayedRec",1,-0.790182230423231,0.833845189303527
"84","0.1",84,0,1,"DelayedRec",1,0.3817349559404,0.246284399035142
"85","0.1",85,0,1,"ImmediateRec",1,0.312927317077486,0.333997661354473
"86","0.5",86,1,0,"ImmediateRec",1,-0.100086441407079,0.649670168684717
"89","0.9",89,0,0,"DelayedRec",1,-0.807142678362921,0.83788992362502
"91","0.9",91,0,0,"DelayedRec",1,-0.683139775731128,0.889484957196015
"92","0.9",92,1,0,"ImmediateRec",1,-0.593998017737341,0.914616805527121
"95","0.5",95,0,1,"ImmediateRec",1,0.92911675496228,0.659675432135499
"96","0.9",96,0,0,"ImmediateRec",1,-0.740728997479571,0.92129931670363
"97","0.5",97,0,0,"DelayedRec",1,-0.0870263303502745,0.61768708200737
"99","0.5",99,0,0,"DelayedRec",1,-0.192122124489848,0.717073290408203
"107","0.5",107,0,0,"ImmediateRec",1,-0.28379223733543,0.671318891801025
"108","0.5",108,0,0,"ImmediateRec",1,-0.167052432261494,0.681771966280043
"109","0.5",109,1,0,"DelayedRec",1,-0.0535913178843995,0.63827004434035
"110","0.1",110,0,1,"DelayedRec",1,0.203452585094691,0.252521181835301
"113","0.9",113,0,0,"ImmediateRec",1,-0.823095599842003,0.903618043312712
"116","0.1",116,0,1,"ImmediateRec",1,0.203372623613301,0.234570060299287
"121","0.5",121,1,0,"ImmediateRec",1,-0.0465982771347134,0.693721893290774
"122","0.9",122,0,0,"ImmediateRec",1,-0.846240011793409,0.920390230879542
"123","0.1",123,0,1,"DelayedRec",1,0.264184421120357,0.250833829299623
"124","0.5",124,0,1,"DelayedRec",1,0.973363843900593,0.705764319577329
"125","0.1",125,0,1,"DelayedRec",1,0.186903100711868,0.238500600474667
"127","0.9",127,0,0,"DelayedRec",1,-0.837485569899669,0.889038867006293
"128","0.1",128,0,1,"ImmediateRec",1,0.199736782434735,0.226744778568662
"129","0.1",129,0,1,"ImmediateRec",1,0.317858134549172,0.238896188380305
"130","0.1",130,0,1,"ImmediateRec",1,0.173673466324648,0.215582194451125
"131","0.5",131,0,0,"ImmediateRec",1,-0.0465982771347134,0.689448112779514
"133","0.1",133,0,1,"ImmediateRec",1,0.236330242048581,0.251788413733062
"135","0.5",135,0,1,"DelayedRec",1,0.959482253513388,0.665527116353757
"137","0.5",137,0,0,"ImmediateRec",1,-0.165718968667659,0.676329421455608
"138","0.5",138,0,1,"DelayedRec",1,0.959482253513388,0.626202940324277
"141","0.5",141,1,0,"ImmediateRec",1,-0.165718968667659,0.672466077271203
"143","0.5",143,0,0,"ImmediateRec",1,-0.141051473109358,0.749583745930263
"145","0.5",145,0,0,"DelayedRec",1,-0.0266361560994069,0.657114926703798
"147","0.9",147,0,0,"ImmediateRec",1,-0.66055339860474,0.903669703289721
"149","0.5",149,0,0,"ImmediateRec",1,-0.153648763614503,0.725215680883502
"151","0.9",151,1,0,"ImmediateRec",1,-0.913680167945729,0.916586206202351
"153","0.5",153,0,1,"DelayedRec",1,0.85590542025647,0.65084235509288
"154","0.1",154,1,0,"ImmediateRec",1,-0.0016781202023828,0.244444014349543
"156","0.5",156,0,1,"DelayedRec",1,0.891057210708326,0.652240227253755
"158","0.1",158,0,1,"ImmediateRec",1,0.135089312422824,0.205749181057048
"162","0.5",162,0,0,"DelayedRec",1,-0.225215342958411,0.643238037586012
"164","0.5",164,1,1,"ImmediateRec",1,0.804172627573681,0.638831484249587
"165","0.5",165,0,0,"ImmediateRec",1,-0.255780235517878,0.660607251180418
"166","0.5",166,0,0,"DelayedRec",1,-0.300762503272242,0.765217729869452
"169","0.9",169,0,0,"ImmediateRec",1,-0.621529986041319,0.878972499816597
"171","0.5",171,0,1,"DelayedRec",1,0.777596096331231,0.637567857989644
"173","0.5",173,0,0,"ImmediateRec",1,-0.323871107744079,0.751067903700913
"176","0.9",176,0,0,"DelayedRec",1,-0.89783954938523,0.900136585135536
"177","0.5",177,0,1,"ImmediateRec",1,0.738483488884496,0.6267104618506
"179","0.1",179,0,1,"ImmediateRec",1,0.0583812686803207,0.15198183209239
"180","0.9",180,0,0,"DelayedRec",1,-0.949236804675899,0.94028357168378
"181","0.5",181,0,0,"ImmediateRec",1,-0.357879976964195,0.740959091539897
"182","0.5",182,0,0,"DelayedRec",1,NA,0.689513509074649
"183","0.5",183,0,0,"DelayedRec",1,-0.281609712736295,0.663802853369793
"185","0.9",185,0,0,"DelayedRec",1,-0.780681979775275,0.855823104524096
"186","0.1",186,1,0,"ImmediateRec",1,-0.000630595730210298,0.213986686404364
"187","0.9",187,0,0,"ImmediateRec",1,-0.678812103970199,0.81369116457696
"188","0.9",188,0,0,"ImmediateRec",1,-0.825372493846313,0.919730159454897
"192","0.9",192,0,0,"ImmediateRec",1,-0.715742635498848,0.892096319353786
"193","0.5",193,0,1,"DelayedRec",1,0.950254664710734,0.655568945526991
"194","0.5",194,0,0,"DelayedRec",1,-0.244862935937107,0.728168156559839
"195","0.1",195,0,1,"DelayedRec",1,0.40976494342922,0.279744026588199
"196","0.1",196,0,1,"DelayedRec",1,0.393185635645595,0.203452179713185
"197","0.5",197,1,0,"ImmediateRec",1,-0.311180821929311,0.682595305317313
"198","0.1",198,0,1,"ImmediateRec",1,0.356295406565535,0.265972303826241
"199","0.9",199,0,0,"ImmediateRec",1,-0.690196980548611,0.795372690171077
"203","0.1",203,1,1,"ImmediateRec",1,0.262869608200133,0.248951086245474
"204","0.5",204,0,0,"ImmediateRec",1,-0.212911184110634,0.692320635172045
"205","0.9",205,0,0,"ImmediateRec",1,-0.771431803942088,0.962763405748611
"209","0.1",209,0,1,"ImmediateRec",1,0.286270229516856,0.260770211211662
"210","0.1",210,0,1,"ImmediateRec",1,0.377653414718238,0.234444000166485
"211","0.9",211,0,1,"DelayedRec",1,0.999639543619672,0.9408691841515
"216","0.5",216,0,0,"ImmediateRec",1,-0.0358824802731473,0.678190012492693
"217","0.5",217,1,0,"DelayedRec",1,-0.270575360929704,0.71903015319944
"220","0.5",220,0,0,"DelayedRec",1,-0.160971622317023,0.682965037828767
"224","0.1",224,1,1,"ImmediateRec",1,0.233531698589601,0.185197691046029
"225","0.1",225,0,1,"DelayedRec",1,0.248267393381139,0.201495755867196
"226","0.1",226,1,1,"ImmediateRec",1,0.215871399640555,0.191576174307733
"228","0.1",228,0,1,"DelayedRec",1,0.142283093998024,0.202598369381644
"230","0.5",230,0,0,"DelayedRec",1,-0.17374246495933,0.662744180787701
"232","0.1",232,0,1,"DelayedRec",1,0.163209694958674,0.173177985376726
"233","0.9",233,0,0,"DelayedRec",1,-0.858087263068218,0.942158581243354
"234","0.1",234,0,1,"DelayedRec",1,0.203058540827308,0.176080458809306
"235","0.1",235,0,1,"ImmediateRec",1,0.176561774062956,0.167412065449508
"236","0.5",236,0,0,"ImmediateRec",1,-0.235268438100824,0.683632493245372
"239","0.5",239,1,1,"ImmediateRec",1,0.860033293382833,0.662289158696197
"241","0.9",241,0,0,"DelayedRec",1,-0.883929206756772,0.926743760370325
"242","0.5",242,1,0,"ImmediateRec",1,-0.204568656126756,0.649977450516254
"245","0.9",245,0,0,"DelayedRec",1,-0.798783496116089,0.886972825497792
"246","0.1",246,0,1,"DelayedRec",1,0.0935361670049983,0.174125640012227
"247","0.9",247,0,0,"DelayedRec",1,-0.808051539021123,0.905785578567108
"250","0.1",250,0,1,"DelayedRec",1,0.230934449361565,0.196517088012707
"254","0.1",254,0,1,"DelayedRec",1,0.0707180724723545,0.157403328721411
"256","0.5",256,0,0,"DelayedRec",1,-0.151071103526638,0.731173410600417
"257","0.5",257,0,0,"ImmediateRec",1,-0.252191001598793,0.706268374802793
"259","0.9",259,0,0,"DelayedRec",1,-0.741416142099154,0.917160027893936
"263","0.9",263,0,0,"DelayedRec",1,-0.814415196460953,0.959590729517039
"265","0.5",265,0,0,"DelayedRec",1,-0.131358089837729,0.695177941369086
"267","0.9",267,0,0,"DelayedRec",1,-0.708143530063419,0.900521587516705
"270","0.1",270,0,1,"ImmediateRec",1,0.176978008180919,0.135282210993718
"271","0.9",271,1,0,"DelayedRec",1,-0.84611555383368,0.960310599329129
"275","0.5",275,0,0,"DelayedRec",1,-0.177874836962078,0.698321310744308
"276","0.5",276,1,0,"DelayedRec",1,-0.11421739408142,0.665639463588646
"278","0.9",278,0,0,"ImmediateRec",1,-0.800181399548948,0.921386551942886
"279","0.1",279,0,1,"DelayedRec",1,0.203111057920651,0.207232839574288
"281","0.1",281,0,1,"DelayedRec",1,0.1766074382893,0.197030822935729
"282","0.9",282,0,0,"DelayedRec",1,-0.709479307720864,0.924668428312887
"287","0.5",287,0,1,"DelayedRec",1,0.900686641174016,0.692175471051081
"288","0.9",288,0,0,"DelayedRec",1,-0.883899187331544,0.916215405057725
"290","0.9",290,0,0,"DelayedRec",1,-0.710357441015112,0.888270048573074
"291","0.5",291,0,0,"ImmediateRec",1,-0.020510873031343,0.683018525841801
"293","0.1",293,0,1,"DelayedRec",1,0.201239200087495,0.199883937195346
"297","0.9",297,0,0,"ImmediateRec",1,-0.617664095750178,0.896131631218644
"298","0.1",298,0,1,"DelayedRec",1,0.462933851113457,0.295869285672068
"300","0.9",300,0,0,"ImmediateRec",1,-0.826096668861343,0.898695277752007
"301","0.9",301,0,0,"DelayedRec",1,-0.825020163969976,0.883488399320008
"302","0.1",302,0,1,"ImmediateRec",1,0.350001402464976,0.267455214682568
"303","0.1",303,0,0,"DelayedRec",1,-3.21203895107145e-07,0.254288466806767
"304","0.5",304,0,0,"ImmediateRec",1,-0.216842440645063,0.693515054771704
"305","0.5",305,0,0,"DelayedRec",1,-0.190669150757333,0.687670990414635
"307","0.5",307,0,0,"ImmediateRec",1,-0.04365237482592,0.674931511256286
"309","0.5",309,0,0,"DelayedRec",1,-0.163943851064587,0.676142446858374
"310","0.1",310,0,1,"DelayedRec",1,0.244940827181557,0.192062725169929
"311","0.1",311,1,1,"ImmediateRec",1,0.245754719319349,0.218598851402568
"314","0.5",2,0,0,"ImmediateRec",2,-0.277821132534418,0.424024490346856
"315","0.1",3,0,0,"DelayedRec",2,-0.103498020655908,0.0102920601171068
"317","0.1",5,0,0,"ImmediateRec",2,-0.0747941193901791,0.00543610867030042
"319","0.5",7,1,0,"DelayedRec",2,-0.277821132534418,0.924959209342084
"320","0.9",8,0,0,"DelayedRec",2,-0.385681851455412,0.99796114260584
"325","0.9",13,0,0,"DelayedRec",2,-0.390499132783627,0.949903047889732
"326","0.5",14,0,1,"DelayedRec",2,0.746462328124413,0.701455655284388
"328","0.5",16,1,1,"ImmediateRec",2,0.7885926930611,0.937308380851793
"331","0.5",19,1,1,"ImmediateRec",2,0.803714748141018,0.944347518232295
"332","0.9",20,1,0,"DelayedRec",2,-0.442423388457108,0.999917320993776
"333","0.5",21,1,0,"ImmediateRec",2,-0.267815679538517,0.837743350647782
"334","0.9",22,0,0,"DelayedRec",2,-0.332479256454655,0.999992446756337
"335","0.1",23,1,1,"ImmediateRec",2,0.663367978492767,0.279940144953929
"336","0.9",24,1,0,"ImmediateRec",2,-0.410776654265342,0.44911526479197
"338","0.5",26,1,0,"ImmediateRec",2,-0.248658709441842,0.376274436750389
"339","0.1",27,1,0,"DelayedRec",2,-0.044487825945673,0.798282168095835
"345","0.9",33,1,1,"ImmediateRec",2,0.958694407270754,0.999087580751476
"349","0.5",37,1,0,"ImmediateRec",2,-0.169208829362389,0.883192620172733
"351","0.5",39,1,0,"DelayedRec",2,-0.20292965876403,0.97655884981996
"352","0.5",40,0,0,"DelayedRec",2,-0.145867443748448,0.83235674405051
"354","0.9",42,1,0,"DelayedRec",2,-0.109881413695302,0.995292598607483
"357","0.5",45,1,1,"DelayedRec",2,0.746224688474141,0.424155954499339
"358","0.1",46,1,0,"ImmediateRec",2,-0.0330606878874597,0.0121041207265264
"363","0.5",51,1,1,"DelayedRec",2,0.825063321481536,0.373855029467935
"366","0.9",54,0,0,"ImmediateRec",2,-0.340692270295868,0.888446631167725
"367","0.1",55,0,0,"ImmediateRec",2,-0.0426738165706021,0.00294382847893704
"368","0.5",56,1,1,"ImmediateRec",2,0.828429722523486,0.945333272462641
"369","0.5",57,1,1,"DelayedRec",2,0.830791170637611,0.836683426660325
"370","0.1",58,1,0,"ImmediateRec",2,-0.0245687232486201,0.000492615583462364
"372","0.1",60,1,1,"DelayedRec",2,0.539833032641233,0.000221259471720581
"373","0.1",61,0,0,"DelayedRec",2,-0.0285001559840644,0.62338723202399
"374","0.5",62,1,0,"ImmediateRec",2,-0.230828209831057,0.9491331073067
"375","0.9",63,1,0,"DelayedRec",2,-0.0367872088093738,0.999999997494921
"378","0.5",66,1,1,"DelayedRec",2,0.891600051740041,0.426305413318795
"379","0.9",67,1,0,"DelayedRec",2,-0.567921672968611,0.999983321670113
"380","0.5",68,1,1,"DelayedRec",2,0.812745117385415,0.924604163748903
"382","0.1",70,0,1,"DelayedRec",2,0.638347655866699,0.247534330038154
"383","0.1",71,0,1,"ImmediateRec",2,0.592686375034326,0.11118063848489
"384","0.5",72,1,0,"ImmediateRec",2,-0.285182291273298,0.987789049902575
"386","0.5",74,0,0,"DelayedRec",2,-0.306932441452987,0.737446908478047
"387","0.9",75,1,0,"ImmediateRec",2,-0.52729799281269,0.999998486255933
"388","0.5",76,1,0,"DelayedRec",2,-0.184753174972412,0.636849549480174
"389","0.9",77,0,1,"ImmediateRec",2,0.924183694673185,0.98992319002865
"390","0.5",78,1,1,"DelayedRec",2,0.715022567352869,0.692357775608411
"391","0.9",79,1,0,"ImmediateRec",2,-0.0245687232486201,0.44462637688041
"392","0.1",80,0,1,"DelayedRec",2,0.510928695603917,0.0224293461565362
"395","0.9",83,1,0,"ImmediateRec",2,-0.0217797671959959,0.752585173019185
"397","0.9",85,1,0,"DelayedRec",2,-0.0125977118176592,0.977581204937459
"398","0.5",86,1,1,"ImmediateRec",2,0.663876697309599,0.310974156757393
"399","0.1",87,1,1,"DelayedRec",2,0.764928131896233,0.383912068436321
"400","0.9",88,0,0,"ImmediateRec",2,-0.289787504522412,0.989014787689607
"401","0.9",89,0,0,"ImmediateRec",2,-0.525618252506378,0.989930681301159
"403","0.5",91,0,1,"DelayedRec",2,0.73521691998811,0.836695338765538
"404","0.5",92,0,0,"ImmediateRec",2,-0.171537701351484,0.73737528233325
"407","0.1",95,1,1,"DelayedRec",2,0.76805624595437,0.126751345512282
"409","0.1",97,1,1,"ImmediateRec",2,0.662107300632954,0.025570547561553
"410","0.1",98,0,1,"ImmediateRec",2,0.546887764843353,0.249446868261788
"411","0.9",99,1,0,"DelayedRec",2,-0.492231350868597,0.999999558183792
"412","0.5",100,0,0,"ImmediateRec",2,-0.383610686775434,0.865082961821365
"413","0.9",101,1,0,"ImmediateRec",2,-0.0125977118176592,0.998674438443629
"414","0.9",102,0,0,"DelayedRec",2,-0.357696168861285,0.99543683113338
"415","0.1",103,0,0,"ImmediateRec",2,-0.0174323629792273,0.694462399443993
"418","0.5",106,1,0,"ImmediateRec",2,-0.31737346073587,0.874074887173039
"422","0.5",110,0,0,"ImmediateRec",2,-0.294671601355299,0.392592833586062
"431","0.9",119,1,0,"DelayedRec",2,-0.467708296427132,0.997951958783043
"432","0.9",120,1,0,"DelayedRec",2,-0.434252921954432,0.989930677694255
"433","0.1",121,1,1,"ImmediateRec",2,0.460832726712176,0.0146343308825542
"436","0.9",124,0,0,"DelayedRec",2,-0.403190624725944,0.444629739983389
"437","0.5",125,1,0,"DelayedRec",2,-0.169908342343323,0.874075966541429
"445","0.5",133,1,0,"DelayedRec",2,-0.356170850287947,0.997863718931497
"448","0.9",136,1,0,"ImmediateRec",2,-0.3660409509914,0.989913866160261
"449","0.1",137,0,1,"ImmediateRec",2,0.55547091559499,0.00115026666929885
"452","0.1",140,1,0,"DelayedRec",2,-0.00599747471931058,0.000516645035461671
"453","0.5",141,1,0,"DelayedRec",2,-0.254023347344978,0.977358297533421
"458","0.5",146,1,0,"ImmediateRec",2,-0.235852948668805,0.438982825257093
"459","0.1",147,1,1,"DelayedRec",2,0.219391637806237,4.89001418702006e-06
"460","0.5",148,0,1,"ImmediateRec",2,0.87719679266032,0.197170189639803
"461","0.5",149,0,0,"ImmediateRec",2,-0.18554946907779,0.966478300269044
"464","0.1",152,1,1,"ImmediateRec",2,0.203698460124644,2.19636160947445e-06
"465","0.5",153,1,0,"ImmediateRec",2,-0.211540625587106,0.989481847654358
"468","0.9",156,1,0,"DelayedRec",2,-0.449622677393236,0.999955376256525
"469","0.5",157,1,1,"ImmediateRec",2,0.874254131856572,0.725367601320811
"474","0.5",162,0,0,"DelayedRec",2,-0.188281640095729,0.752154509587711
"478","0.9",166,1,0,"ImmediateRec",2,-0.47207689941906,0.999992371998076
"481","0.5",169,0,0,"DelayedRec",2,-0.172277036198945,0.43409604837091
"482","0.5",170,0,1,"ImmediateRec",2,0.891151923996198,0.194975282071809
"484","0.1",172,0,1,"ImmediateRec",2,0.622153175893718,0.115650340631741
"486","0.5",174,0,0,"ImmediateRec",2,-0.147875061230034,0.855967729251205
"487","0.9",175,1,0,"ImmediateRec",2,-0.463669279377644,0.999087575239523
"489","0.5",177,1,0,"ImmediateRec",2,-0.148512409084042,0.995012970763508
"490","0.5",178,0,0,"DelayedRec",2,-0.11879884173151,0.75046356865702
"491","0.5",179,1,0,"ImmediateRec",2,-0.28507648814451,0.337832003352267
"493","0.1",181,1,1,"DelayedRec",2,0.140548470647065,4.01487906254161e-08
"494","0.9",182,1,0,"DelayedRec",2,-0.869505021568024,0.999999987546073
"495","0.5",183,1,0,"DelayedRec",2,-0.169315536612586,0.337072513174539
"496","0.5",184,0,1,"DelayedRec",2,0.848905949358574,0.4469124641143
"498","0.1",186,1,1,"DelayedRec",2,0.250438199351086,0.247414525239222
"501","0.9",189,1,0,"ImmediateRec",2,-0.784108311049949,0.999999999772945
"503","0.9",191,1,0,"DelayedRec",2,-0.563901320713272,0.999946052170022
"505","0.5",193,0,0,"ImmediateRec",2,-0.264684845026153,0.151738055192365
"506","0.1",194,1,1,"DelayedRec",2,0.513885625893336,0.247610982615822
"508","0.1",196,1,0,"DelayedRec",2,-0.00342186174722566,0.111215067174136
"512","0.5",200,0,0,"DelayedRec",2,-0.128025975710864,0.815929036840982
"514","0.1",202,0,1,"ImmediateRec",2,0.234461311474761,0.115649484957794
"515","0.1",203,0,1,"ImmediateRec",2,0.217690193590667,0.0519442437583277
"516","0.9",204,1,0,"ImmediateRec",2,-0.522275957919387,0.999983184609863
"517","0.5",205,1,1,"ImmediateRec",2,0.80333467975309,0.641006772193197
"518","0.5",206,1,0,"DelayedRec",2,-0.157204323865898,0.875822258126117
"520","0.5",208,1,0,"ImmediateRec",2,-0.12280320733968,0.99293641787227
"524","0.5",212,0,1,"DelayedRec",2,0.890108110663011,0.618847893497967
"525","0.9",213,1,0,"ImmediateRec",2,-0.740808489929964,0.989930681319862
"526","0.1",214,0,1,"DelayedRec",2,0.478238581419781,0.251940771499461
"528","0.1",216,1,1,"DelayedRec",2,0.444029971157969,0.113159802243868
"529","0.1",217,1,1,"DelayedRec",2,0.405152910127926,0.0020700071758778
"530","0.9",218,0,0,"DelayedRec",2,-0.587731682581492,0.950086434905661
"532","0.9",220,1,0,"ImmediateRec",2,-0.623827850809133,0.99908692963929
"535","0.5",223,1,1,"ImmediateRec",2,0.745871806540549,0.287909730317378
"541","0.5",229,1,0,"DelayedRec",2,-0.114019041398254,0.972561317034531
"542","0.5",230,0,0,"ImmediateRec",2,-0.307480722775404,0.99849034350813
"545","0.5",233,1,0,"DelayedRec",2,-0.129911127213152,0.75116048632448
"546","0.5",234,1,0,"ImmediateRec",2,-0.120618528723265,0.337385535417666
"547","0.5",235,1,0,"ImmediateRec",2,-0.182628038273425,0.886386925821388
"554","0.1",242,0,1,"ImmediateRec",2,0.42528875920961,0.0519814058823456
"555","0.5",243,1,0,"ImmediateRec",2,-0.173561703173738,0.994508859080515
"557","0.9",245,0,0,"ImmediateRec",2,-0.656501604487103,0.999999863064852
"558","0.9",246,1,0,"DelayedRec",2,-0.77351366903666,0.999586832509479
"559","0.5",247,1,0,"DelayedRec",2,-0.285486495172066,0.448474334429166
"561","0.5",249,1,0,"DelayedRec",2,-0.0847321230194137,0.61891104194127
"562","0.1",250,0,0,"DelayedRec",2,-0.00129785121698826,0.555373687025449
"563","0.1",251,1,1,"DelayedRec",2,0.434059019117745,0.249447424572096
"564","0.5",252,1,1,"ImmediateRec",2,0.92132880197836,0.992349202236751
"567","0.5",255,1,0,"DelayedRec",2,NA,0.201433323766587
"568","0.5",256,0,0,"ImmediateRec",2,-0.161146760316932,0.877621297882912
"569","0.1",257,0,1,"ImmediateRec",2,0.316049135497066,0.00211554818119175
"570","0.5",258,0,0,"ImmediateRec",2,-0.14617411768992,0.445716026086753
"571","0.5",259,1,0,"DelayedRec",2,-0.0761058884785428,0.751477707278156
"572","0.5",260,0,0,"DelayedRec",2,-0.108468307933884,0.727897058639853
"573","0.9",261,1,0,"DelayedRec",2,-0.596989408157907,0.888873161354259
"574","0.1",262,1,1,"DelayedRec",2,0.261657668757113,0.247497900759203
"575","0.1",263,1,1,"ImmediateRec",2,0.242941183805287,0.111164276186809
"576","0.9",264,1,0,"DelayedRec",2,-0.774436502973278,0.95007030409983
"577","0.9",265,0,0,"DelayedRec",2,-0.706557994332786,0.99905047525975
"578","0.9",266,1,1,"ImmediateRec",2,0.998961209580251,0.399239513954352
"579","0.5",267,1,0,"ImmediateRec",2,-0.134232783951809,0.854342302204137
"583","0.1",271,1,0,"ImmediateRec",2,-0.0724949129762905,0.82086481500088
"584","0.9",272,0,0,"ImmediateRec",2,-0.66301583923098,0.99999997237395
"585","0.1",273,1,1,"ImmediateRec",2,0.522174136935863,0.368693401951606
"587","0.9",275,1,0,"DelayedRec",2,-0.5498567844633,0.999983309355839
"589","0.1",277,0,1,"ImmediateRec",2,0.280959271295044,0.573273644995164
"591","0.9",279,0,0,"DelayedRec",2,-0.615590032692482,0.44915238785776
"592","0.5",280,0,1,"DelayedRec",2,0.871019336731582,0.970614170702038
"593","0.1",281,0,0,"ImmediateRec",2,-0.000720084807024804,0.808339241529351
"595","0.1",283,1,0,"DelayedRec",2,-0.000668576832812784,0.36306751056216
"596","0.1",284,1,1,"ImmediateRec",2,0.507286335996162,0.16307264382762
"600","0.9",288,1,0,"ImmediateRec",2,-0.512585466937408,0.977581204712358
"605","0.1",293,1,0,"ImmediateRec",2,-0.000331823986875979,0.561527600476196
"606","0.5",294,1,0,"DelayedRec",2,-0.246105273775444,0.0904742608633343
"607","0.5",295,1,0,"DelayedRec",2,-0.126010238177044,0.640765405323566
"610","0.9",298,1,0,"ImmediateRec",2,-0.649981061905005,0.999962838582406
"611","0.1",299,1,1,"DelayedRec",2,0.208792103905383,0.0233311892283111
"612","0.5",300,0,0,"DelayedRec",2,-0.11699667194824,0.988997876761408
"614","0.9",302,1,0,"ImmediateRec",2,-0.806142884583079,0.999999999954244
"615","0.9",303,0,0,"ImmediateRec",2,-0.452453248200363,0.999944677872482
"616","0.1",304,0,0,"DelayedRec",2,-0.0276240477823815,0.573700746425754
"621","0.1",309,0,1,"DelayedRec",2,0.566329372070336,0.115737171572326
"622","0.5",310,1,0,"ImmediateRec",2,-0.10743891762031,0.44421077020543
"623","0.9",311,0,0,"DelayedRec",2,-0.748479139278037,0.449152400245516
"624","0.5",312,1,0,"DelayedRec",2,-0.0618476364990223,0.856322549070326
"626","0.5",2,0,0,"DelayedRec",3,NA,0.692993841503765
"629","0.1",5,0,1,"ImmediateRec",3,0.176850848614817,0.207013776703567
"630","0.9",6,0,0,"ImmediateRec",3,-0.855571223908645,0.894859480578791
"632","0.9",8,0,0,"DelayedRec",3,-0.845472216224792,0.903456816083484
"634","0.9",10,0,0,"ImmediateRec",3,-0.354410849282391,0.891674520349025
"635","0.9",11,1,1,"ImmediateRec",3,0.994740298555831,0.777705701856463
"638","0.5",14,0,0,"DelayedRec",3,-0.097902422289143,0.70542115433127
"639","0.5",15,0,0,"DelayedRec",3,NA,0.662408855545826
"641","0.5",17,0,0,"DelayedRec",3,-0.079953967641947,0.697312602091451
"642","0.1",18,0,0,"DelayedRec",3,-0.187625476640597,0.419329397082933
