"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs"
"8412","0.9",300,1,0,"ImmediateRec",29,-0.863614694606824,0.893379238720152
"8413","0.9",301,1,0,"DelayedRec",29,-0.823293131660868,0.87972740430656
"8414","0.1",302,1,1,"ImmediateRec",29,0.331279252098937,0.280116568363064
"8415","0.1",303,1,1,"DelayedRec",29,0.286361566751932,0.26290136164002
"8416","0.5",304,1,0,"ImmediateRec",29,-0.1991322575614,0.695477594541925
"8417","0.5",305,1,0,"DelayedRec",29,-0.133435877535816,0.688802725854564
"8419","0.5",307,1,1,"ImmediateRec",29,0.994419312041759,0.675590913090041
"8421","0.5",309,1,0,"DelayedRec",29,-0.148793035242841,0.674077364249284
"8422","0.1",310,1,1,"DelayedRec",29,0.219112388845862,0.191724387228672
"8423","0.1",311,1,1,"ImmediateRec",29,0.249240946669369,0.220869150935034
"8426","0.5",2,0,0,"DelayedRec",30,-0.349478606762215,0.671938162291773
"8429","0.1",5,1,1,"ImmediateRec",30,0.383357675376428,0.415065250615637
"8430","0.9",6,1,0,"ImmediateRec",30,-0.656415430138008,0.800897746171986
"8432","0.9",8,0,0,"DelayedRec",30,-0.579165062881338,0.800029593109071
"8434","0.9",10,1,0,"ImmediateRec",30,-0.44961578936846,0.807979427059782
"8435","0.9",11,1,1,"ImmediateRec",30,0.964109571311642,0.777488831249442
"8438","0.5",14,1,0,"DelayedRec",30,-0.347360968557583,0.673256780075448
"8439","0.5",15,1,0,"DelayedRec",30,-0.171037316102969,0.66914376298391
"8441","0.5",17,1,0,"DelayedRec",30,-0.207065060697749,0.680454335193951
"8442","0.1",18,0,0,"DelayedRec",30,-0.135916159670798,0.43814989159408
"8443","0.5",19,1,0,"DelayedRec",30,-0.153292307571212,0.684412139989855
"8445","0.9",21,0,0,"ImmediateRec",30,-0.65967301079438,0.838425119609678
"8446","0.9",22,1,0,"DelayedRec",30,-0.568972506478454,0.819913837051649
"8447","0.5",23,0,0,"DelayedRec",30,-0.279022994173737,0.654776134231221
"8448","0.1",24,1,1,"ImmediateRec",30,0.408767628192664,0.385954144268113
"8450","0.5",26,1,0,"ImmediateRec",30,-0.137388331949504,0.658584583954104
"8455","0.9",31,1,0,"ImmediateRec",30,-0.600459150134513,0.817276302398081
"8456","0.5",32,0,0,"ImmediateRec",30,-0.313220432230707,0.646581334840688
"8457","0.1",33,0,1,"DelayedRec",30,0.461838089934982,0.390945995947189
"8458","0.5",34,1,1,"DelayedRec",30,0.719275980650962,0.691338082073928
"8463","0.5",39,1,0,"ImmediateRec",30,-0.176907136416439,0.703079967972367
"8464","0.9",40,1,0,"ImmediateRec",30,-0.629021512658016,0.838788775290962
"8466","0.9",42,0,0,"ImmediateRec",30,-0.705717144344819,0.827844437099333
"8467","0.5",43,1,1,"ImmediateRec",30,0.828671751189772,0.705385428792943
"8468","0.9",44,1,0,"ImmediateRec",30,-0.563760946349459,0.809711777508816
"8469","0.5",45,1,1,"DelayedRec",30,0.681518737434826,0.677881603862786
"8471","0.5",47,1,0,"ImmediateRec",30,-0.389188381256471,0.690888749840695
"8473","0.5",49,1,0,"ImmediateRec",30,-0.123134383289902,0.673926752969344
"8475","0.5",51,1,0,"ImmediateRec",30,-0.348810343859653,0.676064334984505
"8476","0.5",52,1,1,"ImmediateRec",30,0.687378498837273,0.678047507632616
"8478","0.5",54,1,1,"ImmediateRec",30,0.903813694025058,0.663738872000629
"8481","0.1",57,1,1,"ImmediateRec",30,0.55473351543962,0.309932710597372
"8483","0.1",59,0,1,"DelayedRec",30,0.329372604558379,0.354736187726817
"8486","0.1",62,1,0,"ImmediateRec",30,-0.00713749882700973,0.286982309948403
"8488","0.5",64,1,1,"DelayedRec",30,0.889640727614648,0.676547946973018
"8490","0.5",66,1,0,"ImmediateRec",30,-0.34410340116991,0.701349099630789
"8491","0.9",67,1,0,"ImmediateRec",30,-0.762875766183865,0.825611673941202
"8494","0.9",70,1,0,"DelayedRec",30,-0.521171663889467,0.853020110096127
"8495","0.5",71,1,1,"ImmediateRec",30,0.775870525692724,0.71428479371588
"8499","0.1",75,1,1,"DelayedRec",30,0.319216416595059,0.350876301141492
"8501","0.5",77,1,0,"DelayedRec",30,-0.0989095707959183,0.687329937924667
"8502","0.1",78,0,1,"DelayedRec",30,0.581360914725681,0.273081541691596
"8506","0.9",82,1,0,"DelayedRec",30,-0.533012981291673,0.908769753265576
"8507","0.9",83,1,0,"DelayedRec",30,-0.713902075702529,0.817797109351189
"8508","0.1",84,0,0,"DelayedRec",30,-0.0169602161671018,0.281054665566606
"8509","0.1",85,1,1,"ImmediateRec",30,0.360164792936558,0.362630889755148
"8510","0.5",86,1,1,"ImmediateRec",30,0.829751469331644,0.652326104914899
"8513","0.9",89,0,0,"DelayedRec",30,-0.795930159705701,0.823769579302756
"8515","0.9",91,1,0,"DelayedRec",30,-0.504972080535226,0.868290658797288
"8516","0.9",92,1,0,"ImmediateRec",30,-0.452581560843007,0.896438753790413
"8519","0.5",95,1,0,"ImmediateRec",30,-0.20265891003996,0.660853709894059
"8520","0.9",96,1,0,"ImmediateRec",30,-0.743092375499569,0.89374981853926
"8521","0.5",97,0,1,"DelayedRec",30,0.743665302651713,0.627709374667358
"8523","0.5",99,0,0,"DelayedRec",30,-0.181633182031397,0.706200847330451
"8531","0.5",107,1,1,"ImmediateRec",30,0.91135223181907,0.670386717232841
"8532","0.5",108,1,0,"ImmediateRec",30,-0.162788859410846,0.679551054185062
"8533","0.5",109,0,1,"DelayedRec",30,0.816800039949259,0.645088436426176
"8534","0.1",110,1,1,"DelayedRec",30,0.215510423706481,0.286242210435462
"8537","0.9",113,1,0,"ImmediateRec",30,-0.80684864035327,0.884514500773698
"8540","0.1",116,1,1,"ImmediateRec",30,0.167304521864099,0.277026802333338
"8545","0.5",121,0,1,"ImmediateRec",30,0.85410037718932,0.689053523284718
"8546","0.9",122,0,0,"ImmediateRec",30,-0.865610091936429,0.895779314953932
"8547","0.1",123,1,1,"DelayedRec",30,0.22419638314495,0.284569924079113
"8548","0.5",124,1,0,"DelayedRec",30,-0.333489481117123,0.698957232428204
"8549","0.1",125,1,1,"DelayedRec",30,0.199319979944497,0.269781990547329
"8551","0.9",127,0,1,"DelayedRec",30,0.99833367395521,0.86933449426494
"8552","0.1",128,1,1,"ImmediateRec",30,0.180089163062246,0.263497628232462
"8553","0.1",129,1,1,"ImmediateRec",30,0.427905519145189,0.264787556708368
"8554","0.1",130,1,1,"ImmediateRec",30,0.161405031389526,0.253554058618746
"8555","0.5",131,1,0,"ImmediateRec",30,-0.267942424489984,0.686466048194583
"8557","0.1",133,0,1,"ImmediateRec",30,0.236481250706593,0.276690669733881
"8559","0.5",135,1,1,"DelayedRec",30,0.936180077460912,0.666967400955796
"8561","0.5",137,1,0,"ImmediateRec",30,-0.160947986989094,0.675766215792657
"8562","0.5",138,0,0,"DelayedRec",30,-0.196555070331213,0.635056727080001
"8565","0.5",141,1,0,"ImmediateRec",30,-0.215228837764403,0.673370342259754
"8567","0.5",143,1,0,"ImmediateRec",30,-0.192898988060083,0.731472575861486
"8569","0.5",145,1,1,"DelayedRec",30,0.858494696249989,0.661244368423891
"8571","0.9",147,1,0,"ImmediateRec",30,-0.691939259766171,0.89092673388015
"8573","0.5",149,1,0,"ImmediateRec",30,-0.298890167806383,0.713269486836679
"8575","0.9",151,1,0,"ImmediateRec",30,-0.813675291878635,0.898537103036615
"8577","0.5",153,1,0,"DelayedRec",30,-0.188375317566534,0.65531556251524
"8578","0.1",154,1,1,"ImmediateRec",30,0.379848981231581,0.264761487485634
"8580","0.5",156,1,0,"DelayedRec",30,-0.230573561230462,0.653479611099086
"8582","0.1",158,1,1,"ImmediateRec",30,0.152585993252174,0.237230180579804
"8586","0.5",162,0,0,"DelayedRec",30,-0.138873191378452,0.650016318389795
"8588","0.5",164,1,0,"ImmediateRec",30,-0.185211728591665,0.64282653842444
"8589","0.5",165,0,0,"ImmediateRec",30,-0.129283924507736,0.663462828422809
"8590","0.5",166,0,0,"DelayedRec",30,-0.111552008361166,0.746102081427116
"8593","0.9",169,1,0,"ImmediateRec",30,-0.726536459335634,0.872858486348244
"8595","0.5",171,1,1,"DelayedRec",30,0.884129197234818,0.644526538328759
"8597","0.5",173,1,0,"ImmediateRec",30,-0.20759862278466,0.732358516754117
"8600","0.9",176,1,0,"DelayedRec",30,-0.656343827899614,0.888315102617157
"8601","0.5",177,1,1,"ImmediateRec",30,0.900021438797651,0.632962321774556
"8603","0.1",179,1,1,"ImmediateRec",30,0.0790845416992653,0.188335884807708
"8604","0.9",180,1,0,"DelayedRec",30,-0.929120427246451,0.922591958689885
"8605","0.5",181,1,1,"ImmediateRec",30,0.967833179573244,0.728590349661507
"8606","0.5",182,1,0,"DelayedRec",30,-0.0860475913468771,0.686352945525564
"8607","0.5",183,1,0,"DelayedRec",30,-0.186060402842778,0.665200264393721
"8609","0.9",185,1,0,"DelayedRec",30,-0.588248589438124,0.854792891730324
"8610","0.1",186,1,1,"ImmediateRec",30,0.354889553876104,0.235884669340649
"8611","0.9",187,1,0,"ImmediateRec",30,-0.527218186972678,0.822535703378209
"8612","0.9",188,1,0,"ImmediateRec",30,-0.83272479684149,0.900857003435417
"8616","0.9",192,1,0,"ImmediateRec",30,-0.817376223359174,0.881372541564012
"8617","0.5",193,1,0,"DelayedRec",30,-0.0771202106010973,0.660452149608754
"8618","0.5",194,1,0,"DelayedRec",30,-0.16675675898836,0.715864490783364
"8619","0.1",195,1,1,"DelayedRec",30,0.527480351563179,0.284706417095613
"8620","0.1",196,1,1,"DelayedRec",30,0.318069997156845,0.22698312572475
"8621","0.5",197,1,0,"ImmediateRec",30,-0.173294717499928,0.678898296462203
"8622","0.1",198,1,1,"ImmediateRec",30,0.472754613624284,0.273962494666966
"8623","0.9",199,1,0,"ImmediateRec",30,-0.576293365163808,0.806935457217123
"8627","0.1",203,1,0,"ImmediateRec",30,-0.000124004412066709,0.259650867370906
"8628","0.5",204,1,0,"ImmediateRec",30,-0.149455855428839,0.688850022206015
"8629","0.9",205,1,0,"ImmediateRec",30,-0.58428164603907,0.942389567436905
"8633","0.1",209,1,1,"ImmediateRec",30,0.426917520088038,0.26766375865724
"8634","0.1",210,1,1,"ImmediateRec",30,0.267426019728131,0.245102384976721
"8635","0.9",211,1,0,"DelayedRec",30,-0.771012818516455,0.920807232475742
"8640","0.5",216,1,0,"ImmediateRec",30,-0.0875045064219207,0.674369068012753
"8641","0.5",217,1,0,"DelayedRec",30,-0.155315505064827,0.712375355046692
"8644","0.5",220,1,0,"DelayedRec",30,-0.120052694612518,0.679324200680388
"8648","0.1",224,1,1,"ImmediateRec",30,0.222442508485936,0.207024417631049
"8649","0.1",225,1,0,"DelayedRec",30,-0.010549007434389,0.218388168352973
"8650","0.1",226,1,1,"ImmediateRec",30,0.276301982296157,0.210146887513383
"8652","0.1",228,0,1,"DelayedRec",30,0.350632473517175,0.220830397050257
"8654","0.5",230,1,1,"DelayedRec",30,0.784820895680464,0.660494418163865
"8656","0.1",232,0,1,"DelayedRec",30,0.221943780029599,0.194585589532701
"8657","0.9",233,1,0,"DelayedRec",30,-0.801082740497797,0.929268794236992
"8658","0.1",234,1,1,"DelayedRec",30,0.199364245210733,0.199211968910876
"8659","0.1",235,1,1,"ImmediateRec",30,0.178680336501232,0.191694337370742
"8660","0.5",236,1,0,"ImmediateRec",30,-0.139201624039997,0.685492555449903
"8663","0.5",239,1,1,"ImmediateRec",30,0.892402693127997,0.662169138910517
"8665","0.9",241,1,0,"DelayedRec",30,-0.87136319990039,0.913495247010528
"8666","0.5",242,0,0,"ImmediateRec",30,-0.0860349492880888,0.659624227941518
"8669","0.9",245,0,0,"DelayedRec",30,-0.803685115156388,0.883588114292778
"8670","0.1",246,1,1,"DelayedRec",30,0.25242978767252,0.196761634665634
"8671","0.9",247,1,0,"DelayedRec",30,-0.77345585386293,0.902035487424968
"8674","0.1",250,0,1,"DelayedRec",30,0.224670626334632,0.20821336359844
"8678","0.1",254,0,1,"DelayedRec",30,0.202768075721068,0.182191509623916
"8680","0.5",256,1,0,"DelayedRec",30,-0.296603753671301,0.719275976030486
"8681","0.5",257,1,0,"ImmediateRec",30,-0.200183496623636,0.699601126974561
"8683","0.9",259,1,1,"DelayedRec",30,0.996063801440139,0.904269832200089
"8687","0.9",263,1,0,"DelayedRec",30,-0.883554360801672,0.945138991581432
"8689","0.5",265,0,0,"DelayedRec",30,-0.265831310210601,0.692132768757201
"8691","0.9",267,1,0,"DelayedRec",30,-0.791886179682306,0.894067770971784
"8694","0.1",270,1,1,"ImmediateRec",30,0.145978214132889,0.162334079613338
"8695","0.9",271,0,0,"DelayedRec",30,-0.869166929127424,0.947676226595332
"8699","0.5",275,1,0,"DelayedRec",30,-0.0855445368594587,0.691068675563909
"8700","0.5",276,1,0,"DelayedRec",30,-0.115075760540715,0.662555387317423
"8702","0.9",278,1,0,"ImmediateRec",30,-0.822471500095681,0.918436655602915
"8703","0.1",279,0,1,"DelayedRec",30,0.300642187860168,0.216458820391978
"8705","0.1",281,1,1,"DelayedRec",30,0.269450759520793,0.208290347060705
"8706","0.9",282,1,0,"DelayedRec",30,-0.766835001348372,0.919339214073842
"8711","0.5",287,1,0,"DelayedRec",30,-0.0445980275184694,0.687508161179015
"8712","0.9",288,0,0,"DelayedRec",30,-0.806015120813671,0.910148101561597
"8714","0.9",290,1,0,"DelayedRec",30,-0.748799981476,0.884766921661124
"8715","0.5",291,1,0,"ImmediateRec",30,-0.179414591121372,0.679332872834991
"8717","0.1",293,1,0,"DelayedRec",30,-9.98424849076535e-06,0.208158380273215
"8721","0.9",297,1,0,"ImmediateRec",30,-0.671112478171914,0.897218895080322
"8722","0.1",298,0,1,"DelayedRec",30,0.398514997996854,0.279901212448445
"8724","0.9",300,1,0,"ImmediateRec",30,-0.830393916485753,0.900352892857686
"8725","0.9",301,1,0,"DelayedRec",30,-0.673257468423499,0.884998798649311
"8726","0.1",302,1,1,"ImmediateRec",30,0.320113248261484,0.259174632942066
"8727","0.1",303,1,1,"DelayedRec",30,0.286901710271091,0.249394199539094
"8728","0.5",304,1,0,"ImmediateRec",30,-0.092436359203575,0.690745408546486
"8729","0.5",305,1,0,"DelayedRec",30,-0.160800445841789,0.685532773396394
"8731","0.5",307,1,0,"ImmediateRec",30,-0.0358240455861212,0.674335287169645
"8733","0.5",309,1,1,"DelayedRec",30,0.967892675472487,0.677332817587137
"8734","0.1",310,1,1,"DelayedRec",30,0.229224086401212,0.199292318201729
"8735","0.1",311,1,1,"ImmediateRec",30,0.35544633415179,0.221783544385674
"8738","0.5",2,1,0,"DelayedRec",31,-0.191841239547133,0.674304326799052
"8741","0.1",5,0,1,"ImmediateRec",31,0.356614246220548,0.348359890000438
"8742","0.9",6,1,0,"ImmediateRec",31,-0.674210791957873,0.833453686676607
"8744","0.9",8,0,0,"DelayedRec",31,-0.672719789459248,0.832784660744158
"8746","0.9",10,0,0,"ImmediateRec",31,-0.615671786510919,0.840713075276659
"8747","0.9",11,0,0,"ImmediateRec",31,-0.562454321068333,0.795022650829729
"8750","0.5",14,1,1,"DelayedRec",31,0.808158760452867,0.67694562953947
"8751","0.5",15,1,1,"DelayedRec",31,0.808158760452867,0.668557605723772
"8753","0.5",17,0,0,"DelayedRec",31,-0.261696902659869,0.684336940265294
"8754","0.1",18,1,1,"DelayedRec",31,0.48616313071408,0.400451189557222
"8755","0.5",19,1,0,"DelayedRec",31,-0.313304745375458,0.692269098245571
"8757","0.9",21,1,0,"ImmediateRec",31,-0.653512020908505,0.879162026299693
"8758","0.9",22,0,0,"DelayedRec",31,-0.64788691751743,0.858849273093663
"8759","0.5",23,0,1,"DelayedRec",31,0.789640533740052,0.647145125144368
"8760","0.1",24,0,1,"ImmediateRec",31,0.402976280408833,0.33103297453982
"8762","0.5",26,0,0,"ImmediateRec",31,-0.239076334073061,0.654646192333319
"8767","0.9",31,1,0,"ImmediateRec",31,-0.715727564854779,0.848051020634978
"8768","0.5",32,1,1,"ImmediateRec",31,0.758836053150687,0.637657756400808
"8769","0.1",33,0,1,"DelayedRec",31,0.346138526435226,0.342057936953964
"8770","0.5",34,0,0,"DelayedRec",31,-0.160109824891384,0.699258711728646
"8775","0.5",39,0,1,"ImmediateRec",31,0.738517286282547,0.715867281549694
"8776","0.9",40,1,0,"ImmediateRec",31,-0.711114362133331,0.872977846947409
"8778","0.9",42,1,0,"ImmediateRec",31,-0.692748862158813,0.857406734680031
"8779","0.5",43,1,0,"ImmediateRec",31,-0.280240840974512,0.72021317045653
"8780","0.9",44,1,0,"ImmediateRec",31,-0.64964702706667,0.832527280327778
"8781","0.5",45,1,0,"DelayedRec",31,-0.256017370617555,0.67966574008619
"8783","0.5",47,0,1,"ImmediateRec",31,0.877923519896699,0.698404456889999
"8785","0.5",49,1,0,"ImmediateRec",31,-0.278614450063125,0.67820576766235
"8787","0.5",51,1,1,"ImmediateRec",31,0.786329068371879,0.682521574914392
"8788","0.5",52,1,0,"ImmediateRec",31,-0.281639678839568,0.680506052704527
"8790","0.5",54,1,0,"ImmediateRec",31,-0.165218578134744,0.664698402063206
"8793","0.1",57,1,1,"ImmediateRec",31,0.287629283629311,0.242178113165406
"8795","0.1",59,0,1,"DelayedRec",31,0.335396909618829,0.301733323755077
"8798","0.1",62,1,1,"ImmediateRec",31,0.240054090268787,0.216569997708812
"8800","0.5",64,0,1,"DelayedRec",31,0.674681296031601,0.676961879809733
"8802","0.5",66,0,0,"ImmediateRec",31,-0.235055193387604,0.712855004484656
"8803","0.9",67,0,0,"ImmediateRec",31,-0.744275067494657,0.848704104827049
"8806","0.9",70,0,0,"DelayedRec",31,-0.816969643216502,0.886494036461066
"8807","0.5",71,0,0,"ImmediateRec",31,-0.199532019676652,0.731309106932251
"8811","0.1",75,1,1,"DelayedRec",31,0.283152404963626,0.303313512734041
"8813","0.5",77,1,0,"DelayedRec",31,-0.232530351227513,0.691564484801038
"8814","0.1",78,0,1,"DelayedRec",31,0.231722811442816,0.215172070000618
"8818","0.9",82,1,0,"DelayedRec",31,-0.806605196823005,0.945266867009922
"8819","0.9",83,0,0,"DelayedRec",31,-0.741322735291757,0.839134359782134
"8820","0.1",84,0,1,"DelayedRec",31,0.263116179287149,0.236309351681586
"8821","0.1",85,0,1,"ImmediateRec",31,0.322755752486231,0.325588116314672
"8822","0.5",86,1,1,"ImmediateRec",31,0.785262517940529,0.648759866358666
"8825","0.9",89,1,0,"DelayedRec",31,-0.777063313626346,0.842122845350045
"8827","0.9",91,1,0,"DelayedRec",31,-0.816726541463856,0.896599682257676
"8828","0.9",92,1,0,"ImmediateRec",31,-0.746130296112561,0.919758786651157
"8831","0.5",95,0,0,"ImmediateRec",31,-0.383636836036456,0.659348055457921
"8832","0.9",96,1,0,"ImmediateRec",31,-0.734971547612512,0.930713837871822
"8833","0.5",97,0,0,"DelayedRec",31,-0.070967585644146,0.613501566553698
"8835","0.5",99,0,0,"DelayedRec",31,-0.350476018029879,0.721873321065357
"8843","0.5",107,0,0,"ImmediateRec",31,-0.111524427851456,0.671862944696025
"8844","0.5",108,1,0,"ImmediateRec",31,-0.320181556294577,0.682641507731732
"8845","0.5",109,0,0,"DelayedRec",31,-0.101884474364512,0.635349056645427
"8846","0.1",110,1,1,"DelayedRec",31,0.228856899162439,0.242215515759346
"8849","0.9",113,1,0,"ImmediateRec",31,-0.790925043731997,0.90935135419555
"8852","0.1",116,1,1,"ImmediateRec",31,0.171411528969521,0.220186378038991
"8857","0.5",121,1,1,"ImmediateRec",31,0.707494311401137,0.695707387226234
"8858","0.9",122,0,0,"ImmediateRec",31,-0.856940718520891,0.928646019598079
"8859","0.1",123,0,1,"DelayedRec",31,0.217131561667022,0.240549744702173
"8860","0.5",124,0,0,"DelayedRec",31,-0.258185433805605,0.708572841588791
"8861","0.1",125,1,1,"DelayedRec",31,0.211536157451164,0.229131782802689
"8863","0.9",127,0,0,"DelayedRec",31,-0.806748614395881,0.895851638583274
"8864","0.1",128,0,1,"ImmediateRec",31,0.181217012561882,0.215113814283555
"8865","0.1",129,1,1,"ImmediateRec",31,0.242737919131916,0.232331833554571
"8866","0.1",130,0,1,"ImmediateRec",31,0.165552968317994,0.203422974961496
"8867","0.5",131,0,1,"ImmediateRec",31,0.906922220391401,0.69056832922533
"8869","0.1",133,0,1,"ImmediateRec",31,0.240253235550492,0.245160882619082
"8871","0.5",135,0,0,"DelayedRec",31,-0.353660113558286,0.664805653084519
"8873","0.5",137,0,1,"ImmediateRec",31,0.676909575168834,0.676489935595446
"8874","0.5",138,0,0,"DelayedRec",31,-0.171470363092585,0.622513945177744
"8877","0.5",141,1,0,"ImmediateRec",31,-0.115995363588218,0.671894285869159
"8879","0.5",143,0,0,"ImmediateRec",31,-0.143108384170291,0.75745285283669
"8881","0.5",145,0,0,"DelayedRec",31,-0.123493950855076,0.655194851415733
"8883","0.9",147,0,0,"ImmediateRec",31,-0.814923345426639,0.906869253878051
"8885","0.5",149,0,0,"ImmediateRec",31,-0.235868389720809,0.730418116359971
"8887","0.9",151,0,0,"ImmediateRec",31,-0.894651829342728,0.922091647342332
"8889","0.5",153,0,0,"DelayedRec",31,-0.0953477713422536,0.648855776567629
"8890","0.1",154,0,1,"ImmediateRec",31,0.255517035184872,0.240142868375348
"8892","0.5",156,0,0,"DelayedRec",31,-0.119437605720666,0.65216540343921
"8894","0.1",158,0,1,"ImmediateRec",31,0.167348285168673,0.19605502482992
"8898","0.5",162,0,0,"DelayedRec",31,-0.103067488998858,0.640261229074532
"8900","0.5",164,1,0,"ImmediateRec",31,-0.0996820818220563,0.637552117451028
"8901","0.5",165,1,1,"ImmediateRec",31,0.651383693590593,0.659304553311101
"8902","0.5",166,1,0,"DelayedRec",31,-0.0860196569546639,0.773115180184992
"8905","0.9",169,1,0,"ImmediateRec",31,-0.805179849000766,0.879564189543184
"8907","0.5",171,1,1,"DelayedRec",31,0.911558795940485,0.634592453282261
"8909","0.5",173,0,0,"ImmediateRec",31,-0.167234564068367,0.759230168751495
"8912","0.9",176,0,0,"DelayedRec",31,-0.883753113969452,0.903185293184917
"8913","0.5",177,1,0,"ImmediateRec",31,-0.0616036816474096,0.624484052498283
"8915","0.1",179,1,1,"ImmediateRec",31,0.0972857650389253,0.140206510214287
"8916","0.9",180,0,0,"DelayedRec",31,-0.911123426274445,0.945827100318728
"8917","0.5",181,1,0,"ImmediateRec",31,-0.0717916139654865,0.74571256403451
"8918","0.5",182,0,0,"DelayedRec",31,-0.215480387291624,0.690721917095754
"8919","0.5",183,1,1,"DelayedRec",31,0.662055078448021,0.663287438763932
"8921","0.9",185,1,0,"DelayedRec",31,-0.807363222743516,0.854099676922479
"8922","0.1",186,1,1,"ImmediateRec",31,0.201606979133644,0.208361286644402
"8923","0.9",187,1,0,"ImmediateRec",31,-0.737576324354912,0.807681727795504
"8924","0.9",188,1,0,"ImmediateRec",31,-0.832367698768275,0.926084400790064
"8928","0.9",192,1,0,"ImmediateRec",31,-0.817330705620491,0.894930532104443
"8929","0.5",193,1,1,"DelayedRec",31,0.950567559546507,0.653183096188851
"8930","0.5",194,1,0,"DelayedRec",31,-0.139573205594279,0.733295765278276
"8931","0.1",195,0,1,"DelayedRec",31,0.326178330986811,0.282131888137539
"8932","0.1",196,1,1,"DelayedRec",31,0.184180466046482,0.197037428475598
"8933","0.5",197,0,0,"ImmediateRec",31,-0.0514141521630861,0.684490419906827
"8934","0.1",198,0,1,"ImmediateRec",31,0.297984113811809,0.266798802334424
"8935","0.9",199,1,0,"ImmediateRec",31,-0.727773050356925,0.78876388143224
"8939","0.1",203,1,1,"ImmediateRec",31,0.255524650559639,0.247722598507976
"8940","0.5",204,0,0,"ImmediateRec",31,-0.361013801726021,0.693443173774718
"8941","0.9",205,1,0,"ImmediateRec",31,-0.766562400623833,0.969115873056185
"8945","0.1",209,1,1,"ImmediateRec",31,0.273792466558794,0.260882366931662
"8946","0.1",210,1,1,"ImmediateRec",31,0.253317762499221,0.233725959380356
"8947","0.9",211,0,0,"DelayedRec",31,-0.85957074767902,0.94738476290444
"8952","0.5",216,1,1,"ImmediateRec",31,0.883512838219862,0.68020347618566
"8953","0.5",217,0,0,"DelayedRec",31,-0.0634318132375085,0.721207523346246
"8956","0.5",220,1,1,"DelayedRec",31,0.698699525116835,0.684771944140334
"8960","0.1",224,1,1,"ImmediateRec",31,0.163721022668862,0.179210251303387
"8961","0.1",225,0,1,"DelayedRec",31,0.193143305318878,0.197652381804636
"8962","0.1",226,0,1,"ImmediateRec",31,0.176448375647788,0.186910522919393
"8964","0.1",228,0,1,"DelayedRec",31,0.174225420327763,0.197289161869131
"8966","0.5",230,0,1,"DelayedRec",31,0.820161050052467,0.664253745988505
"8968","0.1",232,1,1,"DelayedRec",31,0.147263010779263,0.167146448501557
"8969","0.9",233,0,0,"DelayedRec",31,-0.86546611593861,0.94600599712941
"8970","0.1",234,0,1,"DelayedRec",31,0.149569297582544,0.169470671073119
"8971","0.1",235,0,1,"ImmediateRec",31,0.13664081994273,0.160260410021703
"8972","0.5",236,1,0,"ImmediateRec",31,-0.0547378497215081,0.682011894272479
"8975","0.5",239,0,1,"ImmediateRec",31,0.823813836072869,0.662625421025372
"8977","0.9",241,0,0,"DelayedRec",31,-0.895817571792654,0.931193337942743
"8978","0.5",242,0,1,"ImmediateRec",31,0.960799040734553,0.644946438954194
"8981","0.9",245,0,0,"DelayedRec",31,-0.834083310677629,0.887075405688277
"8982","0.1",246,0,0,"DelayedRec",31,-0.000181873063651624,0.166839288417321
"8983","0.9",247,0,0,"DelayedRec",31,-0.825283216321279,0.905738997793792
"8986","0.1",250,0,1,"DelayedRec",31,0.198644749402416,0.194551566879447
"8990","0.1",254,0,1,"DelayedRec",31,0.18983331815528,0.149197563058065
"8992","0.5",256,0,0,"DelayedRec",31,-0.250732067505955,0.736150257776964
"8993","0.5",257,1,0,"ImmediateRec",31,-0.247395021167098,0.708887469068877
"8995","0.9",259,0,0,"DelayedRec",31,-0.775215658810869,0.921390953785644
"8999","0.9",263,0,0,"DelayedRec",31,-0.818615350576834,0.963994782830292
"9001","0.5",265,1,0,"DelayedRec",31,-0.109830792488553,0.696142532521259
"9003","0.9",267,0,0,"DelayedRec",31,-0.74785584025888,0.902551685503647
"9006","0.1",270,0,1,"ImmediateRec",31,0.14473929568312,0.126170211370849
"9007","0.9",271,0,0,"DelayedRec",31,-0.8677716860363,0.963864258733124
"9011","0.5",275,1,0,"DelayedRec",31,-0.122250549758017,0.701727956657623
"9012","0.5",276,0,0,"DelayedRec",31,-0.100337233530922,0.667472766415565
"9014","0.9",278,0,0,"ImmediateRec",31,-0.827041108957465,0.92084099138587
"9015","0.1",279,1,1,"DelayedRec",31,0.203247914089268,0.205589746707306
"9017","0.1",281,1,1,"DelayedRec",31,0.185679561792957,0.194416514048943
"9018","0.9",282,0,0,"DelayedRec",31,-0.735610715032241,0.925247444055511
"9023","0.5",287,1,0,"DelayedRec",31,-0.191171830154173,0.694262426971744
"9024","0.9",288,1,0,"DelayedRec",31,-0.858427755160032,0.917941281172236
"9026","0.9",290,1,0,"DelayedRec",31,-0.726274362393631,0.889211512806174
"9027","0.5",291,1,0,"ImmediateRec",31,-0.226010679252976,0.684824158386744
"9029","0.1",293,1,1,"DelayedRec",31,0.19712206001275,0.198418763615285
"9033","0.9",297,0,0,"ImmediateRec",31,-0.663496626545842,0.894261218257873
"9034","0.1",298,0,1,"DelayedRec",31,0.393854724560531,0.304853425276599
"9036","0.9",300,1,0,"ImmediateRec",31,-0.829730753837402,0.896675500849243
"9037","0.9",301,0,0,"DelayedRec",31,-0.819916785434675,0.882005827681614
"9038","0.1",302,0,1,"ImmediateRec",31,0.328709359525056,0.272617970099486
