"","SimAlphaPos","fitAlphaPos","SimAlphaNeg","fitAlphaNeg","simBeta","fitBeta","BIC"
"result.1",0.414141414141414,0,0.787878787878788,0.107946293216146,1.82895903198844,1.95859695911427,1995.80784040856
"result.2",0.676767676767677,0.610104069639624,0.0909090909090909,0.0642174307386286,15.6086760750952,10,1711.60642316931
"result.3",0.232323232323232,0.127425254490116,0.202020202020202,0.157283303076437,7.02260319071884,6.92080543443911,1972.84095542717
"result.4",0.616161616161616,0.289584779991408,0.606060606060606,0.460312189087716,2.82423655968159,6.4841173688363,1988.36531339625
"result.5",0.808080808080808,0.477021641679133,0.505050505050505,0.291899053369451,18.7895040482956,9.55332153376528,1949.33751811253
"result.6",0.0909090909090909,0.0715283830128183,0.242424242424242,0.138088732319266,3.95934589186168,5.62288019188217,1990.3695692644
"result.7",0.95959595959596,1,0.353535353535354,0.663433404683836,1.6423981403932,1.95592953274439,1996.29122715637
"result.8",0.383838383838384,0.811221213279971,0.464646464646465,0.841976141591338,3.83671627358949,10,1977.78905445991
"result.9",0.313131313131313,0,0.565656565656566,0.879685111168173,4.25298053062821,2.62586112021265,1991.0400670145
"result.10",0.707070707070707,0.663811234994858,0,0,8.19953146348608,7.39585987914114,666.587771928156
"result.11",0.595959595959596,0.29713381376756,0.272727272727273,0.325697575728769,0.385801144875586,3.3433357930334,1994.48712135736
"result.12",0.97979797979798,0.757287880635842,0.333333333333333,0.172630038265467,3.00563231809065,3.10486802023865,1987.05176793704
"result.13",0.363636363636364,1,0.676767676767677,1,0.0166859780438244,0,1999.98874543425
"result.14",0.717171717171717,1,0.313131313131313,0,0.219981799040021,0.136457516268529,1999.92780654829
"result.15",0.111111111111111,0.944167807311612,0.212121212121212,0.222398502939477,3.45353177748621,1.85756360210146,1995.77022130518
"result.16",0.0303030303030303,0,0.616161616161616,0.630221424364393,8.47180111291719,5.67058270525167,1986.14327375988
"result.17",0.888888888888889,0.956668242817614,0.919191919191919,1,8.80400807223142,3.79138333742312,1988.6486069019
"result.18",0.797979797979798,0.880477808485733,0.131313131313131,0.356277536326088,0.908828710671514,1.21428442077927,1998.46419195262
"result.19",0.242424242424242,0.503722131083059,0.0606060606060606,0,2.49397369567305,1.82003610277148,1983.99095801399
"result.20",0.343434343434343,0,0.888888888888889,0.736685646682237,0.432883798581457,2.15117171334575,1995.54556353601
"result.21",0.474747474747475,0.747483989433741,0.878787878787879,0.809156275185707,9.29580407175136,10,1979.41886289068
"result.22",0,0,0.898989898989899,1,1.64027034225674,1.75277326214761,1996.33630699728
"result.23",0.191919191919192,0.233766114929565,0.939393939393939,0.521166625692472,0.819165306165814,2.76733598692434,1993.73084705512
"result.24",0.737373737373737,0.108053566016346,0.686868686868687,0.05080564452377,3.5487203018502,3.62699957035865,1992.17993305322
"result.25",0.646464646464647,1,0.717171717171717,0.648909555071376,4.21912315746254,5.45160778900402,1985.79008812648
"result.26",0.545454545454546,0.241542170130477,0.262626262626263,0.331732916207796,4.76369623199838,5.19270072833369,1979.93259968612
"result.27",0.585858585858586,0.877064131340694,0.848484848484849,0.644956436289019,0.574169235769659,1.76357438349043,1997.18120239187
"result.28",0.0101010101010101,0,0.282828282828283,0,2.76276804041117,0,1999.98874543425
"result.29",0.919191919191919,1,0.484848484848485,0.389288857347584,4.04620322701722,3.8445445738435,1980.16167091346
"result.30",0.777777777777778,0.840137922853684,0.0303030303030303,0.0259440748503893,9.34101275709438,8.18567273880754,1569.46591703632
"result.31",0.252525252525253,0.0142727397350863,0.111111111111111,0.0664397165787155,2.29876124765724,2.379297173141,1995.46303080798
"result.32",0.0606060606060606,0.397147918229861,0.636363636363636,0.391406728826353,1.88005849719048,7.60622263279306,1988.32711214699
"result.33",0.666666666666667,0.689518163403287,0.383838383838384,0.516743244281732,4.4382036149264,10,1961.88462267125
"result.34",0.161616161616162,0.125785546877777,0.424242424242424,0.608000463183244,14.2807075000348,10,1975.05740016282
"result.35",0.696969696969697,0.383556500511092,0.858585858585859,0.70696666631445,15.7866552091184,10,1969.97997109315
"result.36",0.222222222222222,1,0.818181818181818,0.564885826886439,3.10299164382741,3.67792151253782,1990.10631605243
"result.37",0.767676767676768,0.950465611473704,0.373737373737374,0.318627284887253,14.8976381114664,10,1934.13204465602
"result.38",0.181818181818182,0.16159146449815,0.0808080808080808,0.0740879661388318,2.05310892313719,2.45793463939029,1990.64811013542
"result.39",0.212121212121212,1,0.727272727272727,0.27134490860134,1.1443958315067,1.00570131212244,1998.11226596698
"result.40",0.929292929292929,0.792151707887884,0.101010101010101,0.145911941823284,2.49019942188095,1.52216492747514,1997.27006976646
"result.41",0.373737373737374,1,0.95959595959596,1,1.85175539692864,2.77820747775569,1992.20988530583
"result.42",0.747474747474748,0.457921900975732,0.222222222222222,0.604905498500766,0.691339753102511,1.19100080277723,1998.9675797161
"result.43",0.565656565656566,0.15764260319876,0.737373737373737,0.210869931818907,1.65988116896457,3.02498628266864,1993.17579938
