"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs","setup"
"39865","0.3",535,1,1,"DelayedRec",139,0.350273158201428,0.276749753314747,"three"
"39866","0.5",536,1,1,"DelayedRec",139,0.623420676370682,0.557226882444763,"three"
"39867","0.9",537,0,0,"DelayedRec",139,-0.823784997066248,0.939052973197887,"three"
"39870","0.5",540,0,0,"DelayedRec",139,-0.326147948688374,0.533414401878323,"three"
"39871","0.9",541,0,0,"DelayedRec",139,-0.733022253562622,0.886814410554562,"three"
"39878","0.1",548,0,1,"DelayedRec",139,0.149031050484661,0.0811605709071304,"three"
"39879","0.5",549,0,0,"DelayedRec",139,-0.44526638535756,0.473771082777591,"three"
"39880","0.1",550,0,1,"DelayedRec",139,0.244999425732593,0.136876812408702,"three"
"39882","0.3",552,0,1,"DelayedRec",139,0.408457771613737,0.278704120273417,"three"
"39886","0.9",556,0,0,"DelayedRec",139,-0.895000651034262,0.931644566449501,"three"
"39893","0.3",563,0,1,"DelayedRec",139,0.363454830204185,0.263200093278778,"three"
"39896","0.7",566,0,0,"DelayedRec",139,-0.676589790232528,0.751441460449176,"three"
"39897","0.5",567,0,1,"DelayedRec",139,0.741761367193948,0.524281504786573,"three"
"39900","0.1",570,1,1,"DelayedRec",139,0.161213869796257,0.107182595887802,"three"
"40141","0.3",241,0,0,"DelayedRec",140,NA,0.303676665756128,"three"
"40143","0.7",243,0,0,"DelayedRec",140,-0.75151960671985,0.703769521806014,"three"
"40144","0.1",244,1,1,"DelayedRec",140,0.0687496385511247,0.109680452452316,"three"
"40146","0.9",246,0,0,"DelayedRec",140,-0.791959944121339,0.891582762117498,"three"
"40147","0.5",247,1,1,"DelayedRec",140,0.592113167549396,0.506954162200434,"three"
"40148","0.7",248,1,1,"DelayedRec",140,0.999768304549976,0.702217066483343,"three"
"40149","0.3",249,0,1,"DelayedRec",140,0.522739787589739,0.311411505713783,"three"
"40150","0.5",250,1,0,"DelayedRec",140,-0.489655202693137,0.502884763297037,"three"
"40152","0.1",252,0,1,"DelayedRec",140,0.273573925170786,0.123281021117886,"three"
"40154","0.1",254,0,1,"DelayedRec",140,0.0592555988857769,0.107551783076127,"three"
"40159","0.1",259,1,1,"DelayedRec",140,0.0281854033886542,0.0975123274575667,"three"
"40164","0.9",264,1,0,"DelayedRec",140,-0.840965813862331,0.906235965609181,"three"
"40171","0.5",271,0,1,"DelayedRec",140,0.636245547020744,0.516445710303436,"three"
"40173","0.5",273,0,0,"DelayedRec",140,-0.472342332593996,0.50054705882231,"three"
"40174","0.3",274,0,0,"DelayedRec",140,NA,0.305367656324177,"three"
"40177","0.5",277,1,0,"DelayedRec",140,-0.451617321608359,0.493577426394188,"three"
"40179","0.3",279,0,1,"DelayedRec",140,0.352262130986,0.309889180318819,"three"
"40182","0.1",282,0,1,"DelayedRec",140,0.0833194668723826,0.105390939272961,"three"
"40184","0.1",284,0,1,"DelayedRec",140,0.0718133944034519,0.103345520422636,"three"
"40185","0.9",285,0,0,"DelayedRec",140,-0.938103737225722,0.89866020110359,"three"
"40191","0.1",291,0,1,"DelayedRec",140,0.0838049795401894,0.0951931747073017,"three"
"40195","0.3",295,0,1,"DelayedRec",140,0.526428137032331,0.299441105476128,"three"
"40199","0.1",299,0,1,"DelayedRec",140,0.172684899980117,0.0897575429177289,"three"
"40200","0.9",300,0,1,"DelayedRec",140,0.999999999999995,0.888001593797348,"three"
"40206","0.9",306,1,0,"DelayedRec",140,-0.87171605451232,0.913692662657081,"three"
"40217","0.1",317,0,1,"DelayedRec",140,0.234966135889786,0.11716940461954,"three"
"40219","0.3",319,0,1,"DelayedRec",140,0.286581707977794,0.28096247558645,"three"
"40224","0.9",324,0,0,"DelayedRec",140,-0.881720814238252,0.905671455929193,"three"
"40226","0.9",326,1,0,"DelayedRec",140,NA,0.891665259044612,"three"
"40227","0.3",327,1,1,"DelayedRec",140,0.453730596808561,0.293629576649001,"three"
"40229","0.1",329,0,1,"DelayedRec",140,0.30377627292405,0.123201695304292,"three"
"40232","0.3",332,1,0,"DelayedRec",140,-3.84218071933886e-12,0.275509578518041,"three"
"40239","0.5",339,1,0,"DelayedRec",140,-0.407589449204191,0.474448554878147,"three"
"40240","0.1",340,0,1,"DelayedRec",140,0.167644665947971,0.113912192260378,"three"
"40244","0.1",344,1,1,"DelayedRec",140,0.4108172643729,0.105515805409637,"three"
"40247","0.5",347,0,1,"DelayedRec",140,0.648696961596997,0.534759504413776,"three"
"40248","0.5",348,1,1,"DelayedRec",140,0.676753848885227,0.504811322673559,"three"
"40252","0.7",352,0,0,"DelayedRec",140,-0.649008685845071,0.729837489163803,"three"
"40255","0.7",355,0,0,"DelayedRec",140,-0.66293317392671,0.717657300969875,"three"
"40257","0.5",357,0,1,"DelayedRec",140,0.559114604307765,0.524380935076946,"three"
"40260","0.9",360,1,0,"DelayedRec",140,-0.804591455776294,0.904333601221929,"three"
"40262","0.9",362,0,0,"DelayedRec",140,-0.838173231754742,0.900690937824103,"three"
"40272","0.9",372,1,0,"DelayedRec",140,-0.772293332433338,0.891134359592269,"three"
"40274","0.9",374,0,0,"DelayedRec",140,-0.711816166597508,0.876287812578399,"three"
"40277","0.9",377,1,0,"DelayedRec",140,-0.867969207536882,0.894112163265098,"three"
"40279","0.7",379,1,0,"DelayedRec",140,-0.681590909650222,0.715117475155792,"three"
"40280","0.9",380,0,0,"DelayedRec",140,NA,0.864690015388251,"three"
"40283","0.7",383,1,0,"DelayedRec",140,-0.644435262643256,0.707036871328447,"three"
"40291","0.9",391,0,0,"DelayedRec",140,-0.838714885606148,0.883796481526886,"three"
"40294","0.1",394,0,1,"DelayedRec",140,0.312554785062911,0.143407213660773,"three"
"40301","0.5",401,0,0,"DelayedRec",140,-0.447655694767379,0.50498269015792,"three"
"40302","0.5",402,0,0,"DelayedRec",140,-0.446549783993093,0.476367914197991,"three"
"40303","0.7",403,0,0,"DelayedRec",140,-0.715353461887933,0.710826811185735,"three"
"40310","0.7",410,0,0,"DelayedRec",140,-0.701995673532949,0.742213469737545,"three"
"40312","0.9",412,0,0,"DelayedRec",140,-0.693062123942797,0.872502612219382,"three"
"40313","0.9",413,1,0,"DelayedRec",140,-0.597353121918444,0.855569151883019,"three"
"40317","0.3",417,0,1,"DelayedRec",140,0.394947014601595,0.272191349428492,"three"
"40319","0.3",419,0,1,"DelayedRec",140,0.330483254197034,0.297088863073933,"three"
"40328","0.7",428,1,0,"DelayedRec",140,-0.715155111185012,0.708677013622345,"three"
"40335","0.7",435,0,0,"DelayedRec",140,-0.659593528466858,0.733091318330776,"three"
"40337","0.9",437,1,0,"DelayedRec",140,-0.828573138006643,0.859608523261625,"three"
"40338","0.5",438,0,0,"DelayedRec",140,-0.491123200523389,0.471682993180517,"three"
"40340","0.7",440,0,0,"DelayedRec",140,-0.568506400530698,0.7188635411436,"three"
"40351","0.1",451,0,1,"DelayedRec",140,0.212351429226152,0.15103686872178,"three"
"40352","0.7",452,1,0,"DelayedRec",140,-0.596002724074994,0.706649971792363,"three"
"40354","0.1",454,0,1,"DelayedRec",140,0.183026578440687,0.148105557353757,"three"
"40360","0.1",460,1,1,"DelayedRec",140,0.0629496346242828,0.0937138929413797,"three"
"40361","0.5",461,1,0,"DelayedRec",140,-0.468661097324366,0.504599752078981,"three"
"40366","0.7",466,1,0,"DelayedRec",140,-0.513697222224021,0.692935366126484,"three"
"40371","0.5",471,1,1,"DelayedRec",140,0.428417348550531,0.516811437352349,"three"
"40375","0.3",475,1,1,"DelayedRec",140,0.439572817999928,0.289361058356249,"three"
"40386","0.5",486,0,0,"DelayedRec",140,-0.543642000132898,0.483646446702296,"three"
"40387","0.9",487,0,0,"DelayedRec",140,-0.977756351589062,0.918299888394844,"three"
"40388","0.3",488,0,1,"DelayedRec",140,0.480289392772406,0.314292575810326,"three"
"40389","0.3",489,1,1,"DelayedRec",140,0.413963421582956,0.308192810844626,"three"
"40390","0.1",490,1,1,"DelayedRec",140,0.157267741346775,0.0995224017842832,"three"
"40392","0.1",492,0,1,"DelayedRec",140,0.0265143390033105,0.114794297478932,"three"
"40399","0.7",499,0,0,"DelayedRec",140,-0.643203208341782,0.697788570374525,"three"
"40404","0.5",504,1,0,"DelayedRec",140,NA,0.495388724912611,"three"
"40407","0.7",507,0,0,"DelayedRec",140,-0.673450687184223,0.721761740956436,"three"
"40409","0.3",509,0,1,"DelayedRec",140,0.384082145552922,0.309625924712115,"three"
"40412","0.3",512,0,1,"DelayedRec",140,0.419550056841916,0.292246152706714,"three"
"40415","0.3",515,1,1,"DelayedRec",140,0.331041995793885,0.303616729734594,"three"
"40418","0.5",518,1,1,"DelayedRec",140,0.458044053096816,0.515536602592955,"three"
"40426","0.3",526,1,1,"DelayedRec",140,0.311674828705105,0.281012452757845,"three"
"40431","0.3",531,1,1,"DelayedRec",140,0.268633828799101,0.275558585736525,"three"
"40432","0.9",532,0,0,"DelayedRec",140,-0.969331795668269,0.919778081281437,"three"
"40433","0.1",533,0,1,"DelayedRec",140,0.164528901069994,0.0980728975460265,"three"
"40434","0.3",534,1,1,"DelayedRec",140,0.231536612292627,0.270210566926536,"three"
"40440","0.7",540,0,0,"DelayedRec",140,-0.714719757066299,0.719276206341378,"three"
"40442","0.5",542,1,1,"DelayedRec",140,0.394790070963601,0.505531109784463,"three"
"40445","0.7",545,1,0,"DelayedRec",140,-0.827996367064119,0.740176103364082,"three"
"40452","0.7",552,1,0,"DelayedRec",140,-0.713653506252933,0.725810825240321,"three"
"40455","0.9",555,0,0,"DelayedRec",140,-0.93254781343612,0.912807466723587,"three"
"40456","0.1",556,1,1,"DelayedRec",140,0.19623316806696,0.104908226978672,"three"
"40458","0.7",558,0,0,"DelayedRec",140,-0.668253884857759,0.717319177896457,"three"
"40459","0.3",559,1,1,"DelayedRec",140,0.424029202341955,0.296602494861089,"three"
"40460","0.5",560,0,1,"DelayedRec",140,0.529099144847825,0.495660683792458,"three"
"40465","0.5",565,0,0,"DelayedRec",140,-0.543967250466404,0.513959058786816,"three"
"40467","0.7",567,1,0,"DelayedRec",140,-0.684997709210923,0.714798659270439,"three"
"40717","0.7",247,1,0,"DelayedRec",141,-0.575236861192319,0.691589797164215,"three"
"40720","0.3",250,0,1,"DelayedRec",141,0.473651658150329,0.307191644291451,"three"
"40725","0.5",255,0,0,"DelayedRec",141,-0.272732952955343,0.510485336564435,"three"
"40728","0.5",258,0,0,"DelayedRec",141,-0.316128819134694,0.502240918591878,"three"
"40731","0.9",261,0,0,"DelayedRec",141,-0.85161460468126,0.891762231868115,"three"
"40733","0.3",263,1,1,"DelayedRec",141,0.459801075811276,0.302224442219756,"three"
"40739","0.3",269,1,1,"DelayedRec",141,0.441584288640696,0.319593014403336,"three"
"40744","0.9",274,0,0,"DelayedRec",141,-0.813086317235977,0.883196999493194,"three"
"40747","0.1",277,1,1,"DelayedRec",141,0.198548167143956,0.126879135620731,"three"
"40748","0.7",278,1,0,"DelayedRec",141,-0.55098055072147,0.712200428366986,"three"
"40750","0.3",280,1,1,"DelayedRec",141,0.416136159826255,0.309341117673074,"three"
"40751","0.5",281,0,1,"DelayedRec",141,0.742984416292814,0.505889999306227,"three"
"40754","0.1",284,0,1,"DelayedRec",141,0.171265516460156,0.0942343451758669,"three"
"40757","0.7",287,1,0,"DelayedRec",141,-0.59603254695805,0.695660840775732,"three"
"40762","0.7",292,1,0,"DelayedRec",141,-0.578603287023362,0.684412201583514,"three"
"40765","0.5",295,0,1,"DelayedRec",141,0.700166853215233,0.489662072549309,"three"
"40766","0.7",296,0,0,"DelayedRec",141,-0.548470135751657,0.705524198208327,"three"
"40772","0.5",302,1,0,"DelayedRec",141,NA,0.473954704821408,"three"
"40776","0.7",306,1,0,"DelayedRec",141,-0.58694349337655,0.683823866210067,"three"
"40777","0.5",307,0,0,"DelayedRec",141,-0.318441171338396,0.494439178869101,"three"
"40778","0.3",308,1,1,"DelayedRec",141,0.453895606128163,0.300937872006124,"three"
"40782","0.1",312,1,1,"DelayedRec",141,0.156329243809614,0.0813749795465902,"three"
"40783","0.5",313,0,0,"DelayedRec",141,-0.33023549019703,0.533709008809569,"three"
"40787","0.5",317,0,1,"DelayedRec",141,0.699910323849501,0.521421428755959,"three"
"40788","0.9",318,0,0,"DelayedRec",141,-0.852679878200087,0.921235365013964,"three"
"40789","0.5",319,0,1,"DelayedRec",141,0.679443456683264,0.512990191613696,"three"
"40791","0.1",321,1,1,"DelayedRec",141,0.192912989875374,0.115056544904509,"three"
"40792","0.5",322,1,1,"DelayedRec",141,0.659575084263177,0.504695285193242,"three"
"40794","0.5",324,0,0,"DelayedRec",141,-0.34044642623513,0.532758421947453,"three"
"40798","0.9",328,0,0,"DelayedRec",141,-0.818204422457024,0.888634236067985,"three"
"40799","0.9",329,0,0,"DelayedRec",141,-0.832782786334365,0.907853717380763,"three"
"40801","0.9",331,0,0,"DelayedRec",141,-0.800294121927078,0.876298366634499,"three"
"40805","0.1",335,0,1,"DelayedRec",141,0.180529563085175,0.103399258236233,"three"
"40806","0.7",336,0,0,"DelayedRec",141,-0.559377267212053,0.703928208335118,"three"
"40808","0.1",338,0,1,"DelayedRec",141,0.223108181095565,0.137871130300257,"three"
"40810","0.7",340,1,0,"DelayedRec",141,-0.55311843661961,0.678057898703224,"three"
"40812","0.5",342,0,1,"DelayedRec",141,0.640033035719223,0.468795019192557,"three"
"40822","0.9",352,0,0,"DelayedRec",141,-0.839678408544448,0.903128021934979,"three"
"40827","0.7",357,1,0,"DelayedRec",141,-0.543019885653692,0.692545888145935,"three"
"40828","0.9",358,1,0,"DelayedRec",141,-0.796536520243556,0.892100599038793,"three"
"40830","0.3",360,1,0,"DelayedRec",141,-0.0649140968297672,0.318652383142587,"three"
"40832","0.3",362,0,1,"DelayedRec",141,0.488273890765428,0.313499864162628,"three"
"40833","0.7",363,1,1,"DelayedRec",141,0.982789800889486,0.672476891757989,"three"
"40836","0.3",366,1,1,"DelayedRec",141,0.473995723230944,0.308430659958403,"three"
"40840","0.7",370,0,0,"DelayedRec",141,-0.539864920303182,0.696556576646464,"three"
"40842","0.9",372,0,0,"DelayedRec",141,-0.798626515562788,0.885397552168376,"three"
"40858","0.5",388,1,0,"DelayedRec",141,-0.367609398590419,0.530073258332651,"three"
"40859","0.7",389,1,0,"DelayedRec",141,-0.50875296186697,0.690382169572398,"three"
"40863","0.1",393,1,1,"DelayedRec",141,0.13077118963816,0.102810314296552,"three"
"40867","0.5",397,0,1,"DelayedRec",141,0.65357561991992,0.486930418403042,"three"
"40868","0.5",398,1,0,"DelayedRec",141,-0.366904855257836,0.495877010126231,"three"
"40869","0.5",399,0,0,"DelayedRec",141,-0.35617577657543,0.487858819014014,"three"
"40873","0.9",403,1,0,"DelayedRec",141,-0.85198166989894,0.902096719257112,"three"
"40876","0.9",406,1,0,"DelayedRec",141,NA,0.889329000624276,"three"
"40877","0.1",407,0,1,"DelayedRec",141,0.192208285037485,0.125051197979461,"three"
"40878","0.9",408,0,0,"DelayedRec",141,-0.77650143881685,0.888673422040407,"three"
"40882","0.3",412,1,1,"DelayedRec",141,0.491323912896961,0.315594175025828,"three"
"40886","0.1",416,1,0,"DelayedRec",141,-0.000527919955087686,0.119082629274951,"three"
"40887","0.7",417,1,0,"DelayedRec",141,-0.561220325744391,0.672458216794472,"three"
"40888","0.9",418,1,0,"DelayedRec",141,-0.767983476904527,0.878335902751391,"three"
"40891","0.9",421,0,0,"DelayedRec",141,-0.752967366961698,0.866330382996707,"three"
"40899","0.1",429,1,1,"DelayedRec",141,0.199919821982923,0.107986516581232,"three"
"40905","0.5",435,0,1,"DelayedRec",141,0.644923314637289,0.519256477469253,"three"
"40907","0.9",437,0,0,"DelayedRec",141,-0.817110564445932,0.897167571934431,"three"
"40913","0.1",443,0,1,"DelayedRec",141,0.200736697972634,0.115442029633754,"three"
"40920","0.5",450,0,1,"DelayedRec",141,0.589984824014837,0.49447288473993,"three"
"40921","0.9",451,0,0,"DelayedRec",141,-0.747278457725215,0.866082687161744,"three"
"40925","0.5",455,1,0,"DelayedRec",141,-0.344470773054747,0.504232308820731,"three"
"40933","0.1",463,0,1,"DelayedRec",141,0.255755199176628,0.134138296419278,"three"
"40935","0.3",465,1,1,"DelayedRec",141,0.463009331634332,0.305470552965197,"three"
"40939","0.9",469,1,0,"DelayedRec",141,-0.836919053527173,0.897007581444946,"three"
"40944","0.1",474,0,1,"DelayedRec",141,0.227126681382834,0.125670554412683,"three"
"40945","0.7",475,0,0,"DelayedRec",141,-0.595761844231959,0.682947880768296,"three"
"40953","0.3",483,0,1,"DelayedRec",141,0.454295682234116,0.281559562586668,"three"
"40954","0.7",484,0,0,"DelayedRec",141,-0.558988890182736,0.722993175967833,"three"
"40957","0.1",487,0,1,"DelayedRec",141,0.20777864918729,0.119672424444595,"three"
"40966","0.3",496,0,1,"DelayedRec",141,0.454988773321633,0.317570564036069,"three"
"40976","0.7",506,1,0,"DelayedRec",141,-0.55601696138772,0.715970736321315,"three"
"40978","0.9",508,1,0,"DelayedRec",141,-0.831198086306431,0.893233404965258,"three"
"40979","0.3",509,0,1,"DelayedRec",141,0.428768155400069,0.307383543418153,"three"
"40980","0.1",510,0,1,"DelayedRec",141,0.193107914393342,0.121209926753236,"three"
"40982","0.7",512,0,0,"DelayedRec",141,-0.583769937813674,0.697586761608188,"three"
"40983","0.3",513,0,1,"DelayedRec",141,0.460242157678145,0.295606308142024,"three"
"40988","0.3",518,0,1,"DelayedRec",141,0.433300737336768,0.313693019179599,"three"
"40990","0.5",520,1,0,"DelayedRec",141,-0.447669392306595,0.520833424457883,"three"
"40998","0.3",528,0,1,"DelayedRec",141,0.420630101782589,0.308620691713339,"three"
"41003","0.1",533,1,1,"DelayedRec",141,0.205899935525279,0.115424698085422,"three"
"41007","0.3",537,0,0,"DelayedRec",141,-0.0277435689342897,0.298720764876158,"three"
"41008","0.1",538,0,1,"DelayedRec",141,0.199878983288491,0.113558313337956,"three"
"41010","0.9",540,0,0,"DelayedRec",141,-0.803995489864217,0.913799557919061,"three"
"41013","0.7",543,0,0,"DelayedRec",141,-0.521334915051293,0.718502685519291,"three"
"41017","0.3",547,1,0,"DelayedRec",141,-0.0269322879447875,0.293890534530623,"three"
"41018","0.7",548,0,1,"DelayedRec",141,0.973855269462306,0.710861592355312,"three"
"41019","0.1",549,0,0,"DelayedRec",141,-0.000100038265120921,0.108138288531499,"three"
"41022","0.3",552,0,1,"DelayedRec",141,0.474559860505166,0.30063283869401,"three"
"41024","0.1",554,0,0,"DelayedRec",141,-0.000151784268747351,0.096156823713722,"three"
"41026","0.7",556,0,0,"DelayedRec",141,-0.491290825134666,0.711624291713177,"three"
"41033","0.1",563,1,0,"DelayedRec",141,-0.000138854361522797,0.0915673546161365,"three"
"41034","0.9",564,0,0,"DelayedRec",141,-0.765670058283493,0.909913263629838,"three"
"41036","0.3",566,0,1,"DelayedRec",141,0.460682720396748,0.295771690655218,"three"
"41281","0.3",241,0,0,"DelayedRec",142,-0.5,0.324406353510674,"three"
"41288","0.5",248,0,0,"DelayedRec",142,-0.5,0.53303648588128,"three"
"41290","0.9",250,1,1,"DelayedRec",142,0.5,0.945183762768264,"three"
"41297","0.9",257,0,1,"DelayedRec",142,0.5,0.992310374574915,"three"
"41305","0.7",265,0,0,"DelayedRec",142,-0.5,0.751585561252506,"three"
"41307","0.5",267,1,0,"DelayedRec",142,-0.5,0.674536535061338,"three"
"41309","0.3",269,0,0,"DelayedRec",142,-0.5,0.131598097330963,"three"
"41311","0.7",271,0,1,"DelayedRec",142,0.5,0.884842201950736,"three"
"41312","0.7",272,0,0,"DelayedRec",142,-0.5,0.700455369824758,"three"
"41315","0.5",275,1,0,"DelayedRec",142,-0.5,0.641455013049409,"three"
"41317","0.1",277,0,0,"DelayedRec",142,-0.5,0.0772003280261425,"three"
"41318","0.9",278,0,0,"DelayedRec",142,-0.5,0.92236670767527,"three"
"41320","0.5",280,0,1,"DelayedRec",142,0.5,0.383877190326306,"three"
"41330","0.9",290,0,0,"DelayedRec",142,-0.5,0.960386988963643,"three"
"41331","0.7",291,0,0,"DelayedRec",142,-0.5,0.612948816561827,"three"
"41333","0.9",293,0,1,"DelayedRec",142,0.5,0.886910196894417,"three"
"41336","0.1",296,0,0,"DelayedRec",142,-0.5,0.122207957953342,"three"
"41338","0.5",298,0,1,"DelayedRec",142,0.5,0.591826861468118,"three"
"41344","0.3",304,0,1,"DelayedRec",142,0.5,0.172829541502472,"three"
"41349","0.7",309,0,0,"DelayedRec",142,NA,0.848761723452321,"three"
"41353","0.7",313,0,0,"DelayedRec",142,-0.5,0.644978221691446,"three"
"41354","0.9",314,0,0,"DelayedRec",142,-0.5,0.8687167618562,"three"
"41355","0.7",315,0,0,"DelayedRec",142,-0.5,0.564402322724473,"three"
"41359","0.5",319,0,1,"DelayedRec",142,0.5,0.517891060549853,"three"
"41363","0.7",323,0,0,"DelayedRec",142,-0.5,0.742727540318855,"three"
"41364","0.5",324,1,0,"DelayedRec",142,-0.5,0.479871038617141,"three"
"41366","0.9",326,1,0,"DelayedRec",142,-0.5,0.876948571019312,"three"
"41369","0.5",329,0,1,"DelayedRec",142,0.5,0.546808081789137,"three"
"41370","0.7",330,0,1,"DelayedRec",142,0.5,0.693672332825534,"three"
"41372","0.3",332,0,1,"DelayedRec",142,0.5,0.506107382879707,"three"
"41374","0.1",334,0,0,"DelayedRec",142,-0.5,0.0548734086094251,"three"
"41378","0.3",338,1,1,"DelayedRec",142,0.5,0.392986828563443,"three"
"41382","0.5",342,0,1,"DelayedRec",142,0.5,0.47849639114473,"three"
"41387","0.1",347,0,1,"DelayedRec",142,0.5,0.104444390892924,"three"
"41399","0.5",359,0,0,"DelayedRec",142,-0.5,0.581281250289159,"three"
"41403","0.9",363,0,1,"DelayedRec",142,0.5,0.953102728869604,"three"
"41405","0.3",365,0,0,"DelayedRec",142,-0.5,0.23043739768844,"three"
"41409","0.5",369,0,1,"DelayedRec",142,0.5,0.492389745000962,"three"
"41418","0.3",378,1,1,"DelayedRec",142,0.5,0.387552155201205,"three"
"41426","0.3",386,0,0,"DelayedRec",142,-0.5,0.33913600369142,"three"
"41429","0.9",389,0,0,"DelayedRec",142,-0.5,0.942934901415464,"three"
"41430","0.1",390,1,1,"DelayedRec",142,0.5,0.00434703396651981,"three"
"41432","0.9",392,0,1,"DelayedRec",142,0.5,0.996196032695132,"three"
"41435","0.5",395,0,1,"DelayedRec",142,0.5,0.670056007821657,"three"
"41436","0.1",396,0,0,"DelayedRec",142,-0.5,0.128256837467269,"three"
"41437","0.5",397,1,0,"DelayedRec",142,-0.5,0.586347188868264,"three"
"41439","0.1",399,1,1,"DelayedRec",142,0.5,0.133902375832579,"three"
"41442","0.9",402,0,1,"DelayedRec",142,0.5,0.887766044592972,"three"
"41445","0.3",405,0,0,"DelayedRec",142,-0.5,0.296768389637972,"three"
"41449","0.3",409,0,1,"DelayedRec",142,0.5,0.259693680793772,"three"
"41450","0.1",410,0,1,"DelayedRec",142,0.5,0.0785169191139382,"three"
"41451","0.7",411,1,1,"DelayedRec",142,0.5,0.845586883739092,"three"
"41453","0.7",413,0,0,"DelayedRec",142,-0.5,0.739949327275127,"three"
"41454","0.1",414,0,1,"DelayedRec",142,0.5,0.068707950176768,"three"
"41457","0.1",417,0,0,"DelayedRec",142,-0.5,0.149523810207445,"three"
"41458","0.3",418,0,1,"DelayedRec",142,0.5,0.227250644607023,"three"
"41462","0.3",422,1,0,"DelayedRec",142,-0.5,0.308455086155353,"three"
"41464","0.5",424,0,0,"DelayedRec",142,-0.5,0.372847184561966,"three"
"41465","0.7",425,1,0,"DelayedRec",142,-0.5,0.801139344952647,"three"
"41467","0.1",427,0,0,"DelayedRec",142,-0.5,0.0460403077153225,"three"
"41468","0.9",428,0,1,"DelayedRec",142,0.5,0.912323072397574,"three"
"41472","0.9",432,0,0,"DelayedRec",142,-0.5,0.969148985975158,"three"
"41475","0.7",435,0,0,"DelayedRec",142,-0.5,0.701054534727454,"three"
"41490","0.1",450,0,0,"DelayedRec",142,-0.5,0.0606730159243238,"three"
"41495","0.3",455,0,1,"DelayedRec",142,0.5,0.206691759052807,"three"
"41498","0.5",458,0,0,"DelayedRec",142,-0.5,0.511018944862665,"three"
"41501","0.5",461,0,0,"DelayedRec",142,-0.5,0.552821677171797,"three"
"41506","0.3",466,0,0,"DelayedRec",142,-0.5,0.158274388781803,"three"
"41511","0.9",471,1,0,"DelayedRec",142,-0.5,0.976160245634517,"three"
"41515","0.7",475,0,0,"DelayedRec",142,-0.5,0.740993348830256,"three"
"41516","0.1",476,0,0,"DelayedRec",142,-0.5,0.145789591867826,"three"
"41517","0.3",477,1,1,"DelayedRec",142,0.5,0.121198746670171,"three"
"41521","0.5",481,0,1,"DelayedRec",142,0.5,0.410436138513304,"three"
"41524","0.9",484,1,0,"DelayedRec",142,-0.5,0.96936950612282,"three"
"41526","0.5",486,0,0,"DelayedRec",142,-0.5,0.640838865381422,"three"
"41527","0.1",487,0,0,"DelayedRec",142,-0.5,0.151731977245378,"three"
"41529","0.9",489,1,0,"DelayedRec",142,-0.5,0.902308282316425,"three"
"41530","0.7",490,0,1,"DelayedRec",142,0.5,0.907191957539821,"three"
"41531","0.3",491,1,0,"DelayedRec",142,-0.5,0.206141803284972,"three"
"41536","0.7",496,0,1,"DelayedRec",142,0.5,0.819611098992565,"three"
"41539","0.9",499,0,1,"DelayedRec",142,0.5,0.838874252782585,"three"
"41546","0.5",506,0,0,"DelayedRec",142,-0.5,0.392984770839779,"three"
"41547","0.3",507,0,1,"DelayedRec",142,0.5,0.269220795282046,"three"
"41549","0.7",509,1,0,"DelayedRec",142,-0.5,0.793843948999775,"three"
"41558","0.1",518,0,1,"DelayedRec",142,0.5,0.0521707466293652,"three"
"41561","0.9",521,0,0,"DelayedRec",142,-0.5,0.895512368885352,"three"
"41571","0.3",531,0,0,"DelayedRec",142,-0.5,0.204597318327443,"three"
"41573","0.5",533,0,0,"DelayedRec",142,-0.5,0.611737901271782,"three"
"41574","0.1",534,0,0,"DelayedRec",142,-0.5,0.0267698391294943,"three"
"41575","0.1",535,0,1,"DelayedRec",142,0.5,0.0234255341893933,"three"
"41578","0.1",538,0,0,"DelayedRec",142,-0.5,0.144981564305434,"three"
"41580","0.3",540,0,1,"DelayedRec",142,0.5,0.17903736560961,"three"
"41582","0.7",542,0,0,"DelayedRec",142,-0.5,0.717218647769262,"three"
"41587","0.7",547,0,0,"DelayedRec",142,-0.5,0.843329430969723,"three"
"41590","0.9",550,0,0,"DelayedRec",142,-0.5,0.984302852876549,"three"
"41596","0.9",556,0,1,"DelayedRec",142,0.5,0.92560709968804,"three"
"41598","0.1",558,0,1,"DelayedRec",142,0.5,0.190027229719218,"three"
"41602","0.3",562,1,0,"DelayedRec",142,-0.5,0.372382109832026,"three"
"41607","0.1",567,1,0,"DelayedRec",142,-0.5,0.071151348917593,"three"
"41610","0.7",570,0,1,"DelayedRec",142,0.5,0.674138876846014,"three"
"41853","0.5",243,1,0,"DelayedRec",143,NA,0.4946561052585,"three"
"41854","0.9",244,0,0,"DelayedRec",143,-0.814856121460946,0.883503896857212,"three"
"41856","0.7",246,1,1,"DelayedRec",143,0.837940705490342,0.684330597395655,"three"
"41857","0.5",247,0,1,"DelayedRec",143,0.754383778240703,0.493470778725803,"three"
"41858","0.9",248,1,0,"DelayedRec",143,-0.69401006144059,0.869759176561572,"three"
"41861","0.1",251,1,0,"DelayedRec",143,-2.4806878595784e-13,0.14153505158432,"three"
"41865","0.7",255,0,1,"DelayedRec",143,0.713671119581562,0.673684427430349,"three"
"41867","0.1",257,1,1,"DelayedRec",143,0.688978839184764,0.13503167597422,"three"
