"","SimAlphaPos","fitAlphaPos","SimAlphaNeg","fitAlphaNeg","simBeta","fitBeta","BIC"
"result.1",0.101010101010101,0,0.656565656565657,1,2.17951566679403,0.446291408499807,1270.04020996824
"result.2",0.727272727272727,0.577187201263963,0.464646464646465,0.374590861888383,3.11454745708033,4.86309827565369,1265.67439563513
"result.3",0.626262626262626,0.0462802015380834,0.353535353535354,0.335814274352595,2.17128596958629,4.17235552448795,1267.61437327126
"result.4",0.0101010101010101,0.108722624649297,0.181818181818182,0.0758951041162134,0.899217370863375,8.1890144731819,1260.67006863934
"result.5",0.585858585858586,0.671899315006193,0.141414141414141,0.376054894651805,4.52489736468947,7.61585575134468,1252.84298062931
"result.6",0.171717171717172,0.768228060669428,0.434343434343434,1,0.520017733797431,3.04775147612555,1268.19331198443
"result.7",0.656565656565657,1,0.222222222222222,1,2.13145837653428,10,1261.9143688547
"result.8",0.464646464646465,0.253590847803803,0.323232323232323,0.897169473509923,0.832692205676077,3.8554965016102,1264.59940976699
"result.9",0.0606060606060606,0.299998011488395,0.808080808080808,0.205064954973147,0.698572415858507,2.60115037159348,1269.63487575386
"result.10",0.0202020202020202,0,0.555555555555556,0.916366537369436,2.49433289747685,3.98831840272361,1266.03109324209
"result.11",0.282828282828283,0,0.454545454545455,0.107862781747139,1.46001684104993,3.96503103610737,1259.92541650678
"result.12",0.747474747474748,0.585943680758443,0.373737373737374,0.493459368172892,8.95893562543106,10,1255.64011395163
"result.13",0.191919191919192,1,0.606060606060606,0,6.94197020451439,1.88892284891679,1265.14185768393
"result.14",0.151515151515152,0,0.848484848484849,0.650607515471937,10.066468854946,10,1258.04545633161
"result.15",0.94949494949495,1,0.242424242424242,0.496061974878272,4.91506388855583,7.44476002640564,1251.72011979782
"result.16",0.818181818181818,0,0.868686868686869,1,1.00374552254342,1.27198892432822,1267.64962133778
"result.17",0.262626262626263,1,1,1,7.67914928264777,10,1256.42291419814
"result.18",0.0707070707070707,0.111545312032516,0,0,5.33490705748505,5.67208250152982,1100.56996143152
"result.19",0.292929292929293,0.485366128517947,0.898989898989899,0.372558524320936,1.18910915683955,10,1254.93720592093
"result.20",0.424242424242424,0,0.0101010101010101,1,0.13267148584072,1.62186178678792,1268.17801015799
"result.21",0.929292929292929,0,0.262626262626263,0.699994916309676,0.946233751229276,1.61750112488766,1269.11166210287
"result.22",0.434343434343434,1,0.94949494949495,0.912125568229755,0.805274865124375,2.80880234613018,1266.25912557436
"result.23",0.787878787878788,0.529272682510054,0.383838383838384,0.593182983159295,0.539318533477285,0,1270.15155083955
"result.24",0.939393939393939,0,0.272727272727273,0.123485647393,1.7630189540796,0.75033232588241,1269.53324417647
"result.25",0.717171717171717,0.133117568111174,0.575757575757576,0.556108000880158,25.4719542790402,0,1270.15155083955
"result.26",0.333333333333333,0.256495781180664,0.0404040404040404,0.0163287836272393,4.15860279907888,3.35366439301717,1250.12832131243
"result.27",0.737373737373737,1,0.919191919191919,0,0.655407849250573,1.62186022364991,1266.20446947641
"result.28",0.525252525252525,0.17898249482954,0.696969696969697,0.744567391457943,1.39024440664798,4.45903765399574,1265.77189179311
"result.29",0.353535353535354,1,0.111111111111111,0.509834803834338,1.97638445108185,2.87209891268191,1267.95527281404
"result.30",0.111111111111111,0,0.212121212121212,0.147211235102615,0.110488614052018,0.684914317531285,1269.66536976305
"result.31",0.838383838383838,0.140706575667616,0.686868686868687,0.10322110121943,1.49797194404528,3.38259707555553,1268.6255024563
"result.32",0.797979797979798,1,0.818181818181818,0.69919129269562,2.42776281929451,3.64081476681472,1266.75758233211
"result.33",0.888888888888889,0,0.343434343434343,0.500440713891476,1.27166792517528,2.37741969219948,1268.71819076116
"result.34",0.393939393939394,0.788328967795678,0.636363636363636,0.469001077545272,2.92051014956087,0,1270.15155083955
"result.35",0.97979797979798,0.884629796112836,0.494949494949495,0.0620091225713262,0.419385500717908,1.45930897903909,1268.10246594027
"result.36",0.535353535353535,0.59489208067275,0.484848484848485,0.501543534656481,7.51892361747933,10,1261.47366121556
