"","SimAlphaPos","fitAlphaPos","SimAlphaNeg","fitAlphaNeg","simBeta","fitBeta","BIC"
"result.37",0.676767676767677,0,0.787878787878788,1,2.86958240205422,4.15888254240978,1263.95387931465
"result.38",0.696969696969697,0.210392912796024,0.858585858585859,0.484451257098369,6.87314673771566,10,1251.68207269804
"result.39",0.303030303030303,1,0.232323232323232,0,1.47309306077659,0.575364154904183,1269.86485671549
"result.40",0.323232323232323,0.104897058834009,0.0303030303030303,0.0700295576778917,2.56942826323211,5.6254712300752,1245.47277790556
"result.41",0.343434343434343,0.189545815479004,0.151515151515152,0.032279151867362,6.60429764517999,5.48103017275889,1262.61256080326
"result.42",0.373737373737374,1,0.838383838383838,0.850236985124348,0.947663031984121,10,1262.53647134075
"result.43",0.454545454545455,0.130992780725425,0.97979797979798,1,5.04686528795815,10,1265.71882698465
"result.44",0.383838383838384,0.212102710789797,0.535353535353535,0.227102609285115,38.1483148480944,10,1237.7592999059
"result.45",0.494949494949495,0,0.96969696969697,1,5.36909353432661,3.21887583803817,1267.24051917923
"result.46",0.202020202020202,0,0.444444444444444,0.840174880155671,8.20604292758342,4.00023573766985,1266.92988822581
"result.47",0.777777777777778,0.58630426169724,0.313131313131313,0.936367877630687,1.21288672555238,10,1264.87917939568
"result.48",0.212121212121212,0.981395334612816,0.727272727272727,0.131290221651415,1.01115677505732,0.854619655572418,1269.44639368295
"result.49",0.0909090909090909,1,0.292929292929293,0.602711251178578,3.35107478545979,2.60678347022151,1269.36881946234
"result.50",0.616161616161616,0.306917737945685,0.303030303030303,0.287813288245907,4.92835254387415,8.57533499032418,1252.66672335465
"result.51",0.363636363636364,0.684196300233757,0.414141414141414,0.611659515958702,8.01798909860563,10,1254.89691847802
"result.52",0.313131313131313,1,0.707070707070707,0.789217420532826,12.5081724946605,10,1263.0747027934
"result.53",0.565656565656566,0,0.282828282828283,0.247935977685014,0.875104784499854,1.33028764100606,1268.74458853556
"result.54",0.0505050505050505,1,0.191919191919192,0.669798988149691,1.38990341918543,0.357335825105785,1270.12180832816
"result.55",0.515151515151515,1,0.0505050505050505,0.549794991057209,0.479603848605507,3.04215059273743,1265.96642982251
"result.56",0.474747474747475,0,0.757575757575758,0.173610815862705,2.56889573984973,2.10886488864951,1268.26488156886
"result.57",0.444444444444444,0.898285981993032,0.565656565656566,1,0.61761099146679,10,1264.41357284564
"result.58",0.222222222222222,0.234187538527931,0.0202020202020202,0.0181628574481652,9.97211929522244,10,897.016213704437
"result.59",0.505050505050505,0.790724777046981,0.828282828282828,0.891294665075588,13.1807750922846,10,1265.30444605848
"result.60",0.181818181818182,0.174612136592259,0.717171717171717,0.179058057637121,0.0687610357999802,0,1270.15155083955
"result.61",0.0404040404040404,0.789375969357934,0.202020202020202,0.65473760640225,2.19208188354969,0,1270.15155083955
"result.62",0,0,0.0808080808080808,0.10556166971683,5.42542230782515,3.20428569807891,1264.4557785824
"result.63",0.141414141414141,0.896184346813698,0.939393939393939,0.472913052137301,0.0597298215143383,0,1270.15155083955
"result.64",0.909090909090909,1,0.595959595959596,0.229069127782451,0.405521907377988,1.56530851939477,1267.91855445288
"result.65",0.0808080808080808,1,0.909090909090909,0.671917652909853,7.78429944545898,4.82784459149121,1262.51479161962
"result.66",0.919191919191919,1,0.676767676767677,0.76889903840125,9.78566968771529,10,1252.57301808265
"result.67",0.121212121212121,0.236976971763016,0.171717171717172,0.264485698580631,6.3534240562231,8.41156970897835,1255.02432788404
"result.68",0.646464646464647,0,0.616161616161616,0.340732289664258,2.37136105308309,3.63783266129242,1267.47334619972
"result.69",1,0.809740504854671,0.131313131313131,0.0645268052168159,6.90646172945804,7.49040730414781,1201.30022361914
"result.70",0.858585858585859,0.996734417455697,0.161616161616162,0.413220323102466,1.7996537782234,6.17666143609803,1260.72326896703
"result.71",0.767676767676768,0.998174573160105,0.525252525252525,1,0.103419545909132,0,1270.15155083955
"result.72",0.666666666666667,0,0.98989898989899,0.958490032060589,9.10452881785941,10,1264.46005366251
"result.73",0.272727272727273,0.253811267681222,0.474747474747475,0.617970360601828,6.48655560312277,10,1243.3475694418
"result.74",0.878787878787879,1,0.515151515151515,0.683640681023077,3.36642174283043,4.58702144516692,1263.86055101393
"result.75",0.484848484848485,0.47994551364225,0.646464646464647,0.468976032448719,17.6341682105753,10,1233.9657157423
"result.76",0.636363636363636,0.890128404038932,0.252525252525253,0.167305752734355,11.8078867619144,9.09314893681229,1231.63097086522
"result.77",0.898989898989899,0.451971381152081,0.121212121212121,0.0525269194686733,10.4436706069304,10,1169.18693978736
"result.78",0.595959595959596,0.0511292196496508,0.404040404040404,0.14570964782499,4.03241857399648,8.53981029917346,1254.48727246156
"result.79",0.868686868686869,0,0.626262626262626,0.207489186051536,0.133860413916409,3.65130960304199,1265.66020621522
"result.80",0.757575757575758,0.572489484243165,0.101010101010101,0.110188748634006,10.8539526437627,9.49874580791504,1193.21371100516
"result.81",0.232323232323232,0.126316724820804,0.333333333333333,0.402499442196309,3.97627481238401,10,1261.59116910984
"result.82",0.161616161616162,0.499999989836246,0.777777777777778,1,3.35860456572846,10,1260.83020273378
"result.83",0.96969696969697,1,0.878787878787879,0.363290184518583,4.87956700301486,3.79504684362317,1266.13856047647
"result.84",0.848484848484849,1,0.929292929292929,1,31.0255908204203,10,1253.67718686985
"result.85",0.606060606060606,1,0.545454545454546,0.324946934672883,25.6914102364529,10,1235.13559593109
"result.86",0.414141414141414,0.905493000490103,0.767676767676768,0.351337199493012,2.77146671665832,2.10017936150588,1267.32808550691
"result.87",0.555555555555556,1,0.747474747474748,0.490326318253172,0.734205434453447,0.956543358014002,1269.91285576735
"result.88",0.808080808080808,0,0.797979797979798,0.559817824518045,1.30956668872386,0.296191490312868,1270.09129240543
"result.89",0.98989898989899,0.652435402055999,0.0707070707070707,0.629985686449511,1.13701647846028,1.45776819223759,1269.02320319223
"result.90",0.545454545454546,0,0.737373737373737,0.965260464476405,0.633817217312753,2.8747180022408,1268.18978428701
"result.91",0.707070707070707,1,0.505050505050505,0.409759143279487,12.2157666841276,10,1235.65942889129
"result.92",0.252525252525253,0.504921756442399,0.585858585858586,0.76617212203837,0.634819926917442,0,1270.15155083955
"result.93",0.828282828282828,1,0.424242424242424,0.382782124041247,12.9462163050877,10,1246.82287721166
"result.94",0.575757575757576,0,0.363636363636364,0.319100803042308,2.48863873465284,3.44464625254761,1267.81912040391
"result.95",0.0303030303030303,0.00949569249665019,0.666666666666667,0.48719911692593,7.25409482563746,5.19804093336631,1263.22769398387
"result.96",0.686868686868687,0.791376778320544,0.0909090909090909,0,1.41503388062119,1.27140410632769,1269.2823426999
"result.97",0.95959595959596,0.0950651241034462,0.95959595959596,0.414002982372916,5.28948212487108,8.02884224338827,1264.66976606541
"result.98",0.404040404040404,1,0.393939393939394,0.386294324107435,2.93071858817711,2.19722333260917,1268.9545169907
"result.99",0.242424242424242,1,0.888888888888889,0.946213247224144,9.22919752750891,10,1256.29352725332
"result.100",0.131313131313131,0.169808800855244,0.0606060606060606,0.152950980271892,5.55355783065266,7.10263679661371,1260.00605312789
