"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"242",54,"stim/11.jpeg",1,"Household items",45,55,0,6.005000114,1,50,1
"244",54,"stim/21.jpeg",2,"Music items",45,55,NA,NA,1,50,1
"246",54,"stim/31.jpeg",3,"Household items",65,75,77,9.470000029,1,70,1
"245",54,"stim/41.jpeg",4,"Household items",65,75,NA,NA,1,70,1
"241",54,"stim/51.jpeg",5,"Music items",5,15,85,9.286000013,1,10,1
"243",54,"stim/61.jpeg",6,"Household items",5,15,80,6.571000099,1,10,1
"581",54,"stim/11.jpeg",1,"Household items",45,55,NA,NA,2,50,1
"582",54,"stim/21.jpeg",2,"Music items",45,55,NA,NA,2,50,1
"583",54,"stim/31.jpeg",3,"Household items",65,75,70,5.107000113,2,70,1
"579",54,"stim/41.jpeg",4,"Household items",65,75,NA,NA,2,70,1
"580",54,"stim/51.jpeg",5,"Music items",5,15,85,13.6170001,2,10,1
"578",54,"stim/61.jpeg",6,"Household items",5,15,80,6.151000023,2,10,1
