"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"251",54,1,"stim/11.jpeg",1,"Household items",45,55,NA,NA,0,50,1
"252",54,1,"stim/21.jpeg",2,"Music items",45,55,0,9.31799984,0,50,1
"256",54,1,"stim/31.jpeg",3,"Household items",65,75,40,9.592000008,0,70,1
"253",54,1,"stim/41.jpeg",4,"Household items",65,75,60,10.22399998,0,70,1
"254",54,1,"stim/51.jpeg",5,"Music items",5,15,50,9.052999973,0,10,1
"255",54,1,"stim/61.jpeg",6,"Household items",5,15,80,15.30000019,0,10,1
"502",54,2,"stim/11.jpeg",1,"Household items",45,55,NA,NA,0,50,1
"500",54,2,"stim/21.jpeg",2,"Music items",45,55,10,12.73900008,0,50,1
"499",54,2,"stim/31.jpeg",3,"Household items",65,75,40,5.156000137,0,70,1
"501",54,2,"stim/41.jpeg",4,"Household items",65,75,55,9.644000053,0,70,1
"498",54,2,"stim/51.jpeg",5,"Music items",5,15,75,9.217000008,0,10,1
"503",54,2,"stim/61.jpeg",6,"Household items",5,15,70,6.140000105,0,10,1
"746",54,3,"stim/11.jpeg",1,"Household items",45,55,NA,NA,0,50,1
"747",54,3,"stim/21.jpeg",2,"Music items",45,55,NA,NA,0,50,1
"748",54,3,"stim/31.jpeg",3,"Household items",65,75,60,11.22000003,0,70,1
"749",54,3,"stim/41.jpeg",4,"Household items",65,75,NA,NA,0,70,1
"750",54,3,"stim/51.jpeg",5,"Music items",5,15,80,5.889000177,0,10,1
"745",54,3,"stim/61.jpeg",6,"Household items",5,15,80,11.66800022,0,10,1
"992",54,4,"stim/11.jpeg",1,"Household items",45,55,NA,NA,0,50,1
"997",54,4,"stim/21.jpeg",2,"Music items",45,55,NA,NA,1,50,1
"993",54,4,"stim/31.jpeg",3,"Household items",65,75,70,4.84100008,1,70,1
"995",54,4,"stim/41.jpeg",4,"Household items",65,75,40,12.5940001,1,70,1
"994",54,4,"stim/51.jpeg",5,"Music items",5,15,80,5.605000019,1,10,1
"996",54,4,"stim/61.jpeg",6,"Household items",5,15,75,6.819000006,1,10,1
