"","participant","trial_index","trial_cond","scn_file","scn_cat","scn_inst","scn_condition","obj_cat","obj_cat_num","obj_file","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","iteration_index","trial_acc_manual","group"
"11",54,1,0.5,"stim/43.jpeg",4,3,1,"HouseObjects",1,"stim/objects/HouseObjects/teapot.png",2,"left","left",1.127000093,1,1,1,0
"12",54,2,0.9,"stim/23.jpeg",2,3,3,"HouseObjects",1,"stim/objects/HouseObjects/vacuumcleaner2.png",3,"left","left",0.91899991,1,1,1,0
"13",54,3,0.9,"stim/14.jpeg",1,4,3,"Instruments",2,"stim/objects/Instruments/trumpet2.png",3,"right","right",1.103999853,1,1,1,0
"14",54,4,0.5,"stim/34.jpeg",3,4,1,"HouseObjects",1,"stim/objects/HouseObjects/scale.png",3,"left","right",1.264999866,0,1,0,0
"15",54,5,0.5,"stim/31.jpeg",3,1,1,"Instruments",2,"stim/objects/Instruments/record_player.png",4,"right","left",0.81799984,0,1,0,0
"16",54,6,0.7,"stim/51.jpeg",5,1,2,"Instruments",2,"stim/objects/Instruments/tuba.png",2,"right","right",1.389999866,1,1,1,0
"17",54,7,0.3,"stim/54.jpeg",5,4,2,"HouseObjects",1,"stim/objects/HouseObjects/wateringcan.png",3,"left","right",0.934999943,0,1,0,0
"18",54,8,0.5,"stim/32.jpeg",3,2,1,"Instruments",2,"stim/objects/Instruments/saxophone.png",1,"right","left",1.235000134,0,1,0,0
"19",54,9,0.9,"stim/12.jpeg",1,2,3,"Instruments",2,"stim/objects/Instruments/triangle2.png",3,"right","right",1.16899991,1,1,1,0
"20",54,10,0.7,"stim/54.jpeg",5,4,2,"Instruments",2,"stim/objects/Instruments/xylophone.png",1,"right","left",1.059999943,0,1,0,0
"21",54,11,0.5,"stim/32.jpeg",3,2,1,"Instruments",2,"stim/objects/Instruments/saxophone.png",3,"right","right",1.572999716,1,1,1,0
"22",54,12,0.5,"stim/44.jpeg",4,4,1,"HouseObjects",1,"stim/objects/HouseObjects/thermometer.png",2,"left","left",1.080999851,1,1,1,0
"23",54,13,0.7,"stim/64.jpeg",6,4,2,"HouseObjects",1,"stim/objects/HouseObjects/scale2.png",3,"left","right",0.890999794,0,1,0,0
"24",54,14,0.5,"stim/31.jpeg",3,1,1,"HouseObjects",1,"stim/objects/HouseObjects/rug.png",2,"left","right",1.382999897,0,1,0,0
"25",54,15,0.9,"stim/12.jpeg",1,2,3,"Instruments",2,"stim/objects/Instruments/triangle2.png",3,"right","right",0.936999798,1,1,1,0
