"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"251",33,1,"stim/11.jpeg",1,"Music items",45,55,30,11.71099997,0,50,1
"255",33,1,"stim/21.jpeg",2,"Household items",45,55,50,3.128999949,1,50,1
"256",33,1,"stim/31.jpeg",3,"Music items",65,75,40,5.046999931,1,70,1
"254",33,1,"stim/41.jpeg",4,"Music items",65,75,50,3.061000109,0,70,1
"253",33,1,"stim/51.jpeg",5,"Household items",5,15,80,4.882999897,0,10,1
"252",33,1,"stim/61.jpeg",6,"Music items",5,15,90,6.080999851,0,10,1
"500",33,2,"stim/11.jpeg",1,"Music items",45,55,50,2.879999876,1,50,1
"499",33,2,"stim/21.jpeg",2,"Household items",45,55,60,4.962999821,0,50,1
"498",33,2,"stim/31.jpeg",3,"Music items",65,75,30,4.922999859,0,70,1
"502",33,2,"stim/41.jpeg",4,"Music items",65,75,80,3.076999903,1,70,1
"503",33,2,"stim/51.jpeg",5,"Household items",5,15,90,5.55099988,1,10,1
"501",33,2,"stim/61.jpeg",6,"Music items",5,15,90,3.255999804,1,10,1
"749",33,3,"stim/11.jpeg",1,"Music items",45,55,60,2.499000072,0,50,1
"745",33,3,"stim/21.jpeg",2,"Household items",45,55,70,5.222000122,0,50,1
"746",33,3,"stim/31.jpeg",3,"Music items",65,75,59,4.211999893,0,70,1
"750",33,3,"stim/41.jpeg",4,"Music items",65,75,40,5.101000071,0,70,1
"748",33,3,"stim/51.jpeg",5,"Household items",5,15,70,2.429999828,0,10,1
"747",33,3,"stim/61.jpeg",6,"Music items",5,15,80,3.062999964,0,10,1
"995",33,4,"stim/11.jpeg",1,"Music items",45,55,81,3.244999886,1,50,1
"993",33,4,"stim/21.jpeg",2,"Household items",45,55,30,3.501999855,0,50,1
"992",33,4,"stim/31.jpeg",3,"Music items",65,75,60,3.378999949,0,70,1
"994",33,4,"stim/41.jpeg",4,"Music items",65,75,69,2.93599987,1,70,1
"996",33,4,"stim/51.jpeg",5,"Household items",5,15,85,5.069999933,1,10,1
"997",33,4,"stim/61.jpeg",6,"Music items",5,15,82,3.861000061,1,10,1
