"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"245",71,"stim/11.jpeg",1,"Music items",45,55,18,9.230000019,1,50,1
"243",71,"stim/21.jpeg",2,"Household items",45,55,10,3.739000082,1,50,1
"241",71,"stim/31.jpeg",3,"Music items",65,75,70,6.210999966,1,70,1
"244",71,"stim/41.jpeg",4,"Music items",65,75,32,3.305000067,1,70,1
"242",71,"stim/51.jpeg",5,"Household items",5,15,90,3.235999823,1,10,1
"246",71,"stim/61.jpeg",6,"Music items",5,15,88,2.797999859,1,10,1
"578",71,"stim/11.jpeg",1,"Music items",45,55,4,4.914000034,2,50,1
"580",71,"stim/21.jpeg",2,"Household items",45,55,13,3.151000023,2,50,1
"582",71,"stim/31.jpeg",3,"Music items",65,75,63,2.951999903,2,70,1
"583",71,"stim/41.jpeg",4,"Music items",65,75,38,3.012000084,2,70,1
"579",71,"stim/51.jpeg",5,"Household items",5,15,85,3.971000195,2,10,1
"581",71,"stim/61.jpeg",6,"Music items",5,15,79,4.345000029,2,10,1
