"PartNum","alpha","beta","BIC","LogLikel"
1,0.139744571171352,10,226.938456572224,-107.503081546988
2,0.0508716194642704,10,512.135921640465,-250.101814081109
3,0.119992046890585,10,276.071246257815,-132.069476389784
4,0.467815153744872,3.57643124205402,373.776754755073,-180.922230638413
6,0.136198716498219,10,238.869369784014,-113.468538152883
7,0.0401217034005645,10,580.464697557353,-284.266202039553
8,0.359714453425269,6.73994570694557,157.522740705264,-72.7952236135085
9,0.0739955799529789,10,434.037340529347,-211.05252352555
10,0.28196552470886,10,80.1671838731287,-34.1174451974407
11,0.190330035002829,4.41736825304245,399.279553034268,-193.67362977801
12,0.123975924591133,10,269.166350584003,-128.617028552878
14,0.150440720898444,10,202.037928593514,-95.0528175576334
15,0.123670338476053,10,258.482113495849,-123.274910008801
16,1,1.59690992477571,565.750311280363,-276.909008901058
17,0.345791403565563,8.93299990610197,82.6203905453803,-35.3440485335665
18,0.258542316783434,8.71813074801212,132.717584092773,-60.392645307263
19,0.126894198062511,10,258.304210048964,-123.185958285358
20,0.116455435359205,10,274.040997313641,-131.054351917697
21,0.105381927593816,8.06185549978769,407.402089054209,-197.734897787981
22,0.194353775774564,10,132.902825891526,-60.4852662066392
23,0.10415352129784,10,320.798199981179,-154.432953251466
24,0.494951404512352,2.68524010619027,473.596044571157,-230.831875546455
25,0.348070052847424,5.86710094910634,216.712401516331,-102.390054019042
26,0.498654983581378,5.97708362792691,151.394057913982,-69.7308822178671
27,0.202669241186123,9.87505431857034,143.495977580511,-65.7818420511317
28,0.134690437333304,10,236.17140783027,-112.119557176011
29,0.186482858648437,10,155.548456777422,-71.8080816495872
30,0.109365171326964,10,308.942302554045,-148.505004537899
31,0.19072371220035,10,147.525150999246,-67.7964287604991
32,1,1.76272900179972,534.129154408171,-261.098430464962
33,0.205438047761643,10,130.34969385645,-59.2087001891013
34,0.332074956741588,6.43888853310404,182.912082205913,-85.4898943638328
