"","X","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"611",499,26,2,"stim/51.jpeg",5,"Household items",5,15,28,4.559000015,0,10,1
"612",500,26,2,"stim/61.jpeg",6,"Music items",5,15,58,7.524999857,0,10,1
"613",745,26,3,"stim/11.jpeg",1,"Music items",45,55,10,6.163999796,0,50,1
"614",749,26,3,"stim/21.jpeg",2,"Household items",45,55,88,5.68900013,0,50,1
"615",750,26,3,"stim/31.jpeg",3,"Music items",65,75,44,4.488000154,0,70,1
"616",748,26,3,"stim/41.jpeg",4,"Music items",65,75,39,3.577000141,0,70,1
"617",746,26,3,"stim/51.jpeg",5,"Household items",5,15,0,2.881999969,0,10,1
"618",747,26,3,"stim/61.jpeg",6,"Music items",5,15,50,3.262000084,0,10,1
"619",992,26,4,"stim/11.jpeg",1,"Music items",45,55,2,5.220999956,0,50,1
"620",996,26,4,"stim/21.jpeg",2,"Household items",45,55,8,3.51699996,0,50,1
"621",994,26,4,"stim/31.jpeg",3,"Music items",65,75,77,4.022000074,0,70,1
"622",993,26,4,"stim/41.jpeg",4,"Music items",65,75,30,2.597000122,0,70,1
"623",997,26,4,"stim/51.jpeg",5,"Household items",5,15,87,4.088999987,0,10,1
"624",995,26,4,"stim/61.jpeg",6,"Music items",5,15,50,2.815999985,0,10,1
"625",251,27,1,"stim/11.jpeg",1,"Household items",45,55,10,10.8130002,0,50,1
"626",253,27,1,"stim/21.jpeg",2,"Music items",45,55,50,4.763999939,1,50,1
"627",254,27,1,"stim/31.jpeg",3,"Household items",65,75,0,8.871999979,1,70,1
"628",252,27,1,"stim/41.jpeg",4,"Household items",65,75,100,14.95600009,0,70,1
"629",255,27,1,"stim/51.jpeg",5,"Music items",5,15,60,5.967000008,1,10,1
"630",256,27,1,"stim/61.jpeg",6,"Household items",5,15,50,6.710000038,1,10,1
"631",499,27,2,"stim/11.jpeg",1,"Household items",45,55,10,9.849999905,0,50,1
"632",501,27,2,"stim/21.jpeg",2,"Music items",45,55,10,3.76699996,0,50,1
"633",503,27,2,"stim/31.jpeg",3,"Household items",65,75,1,5.694000006,0,70,1
"634",498,27,2,"stim/41.jpeg",4,"Household items",65,75,0,4.372999907,0,70,1
"635",502,27,2,"stim/51.jpeg",5,"Music items",5,15,50,4.463999987,0,10,1
"636",500,27,2,"stim/61.jpeg",6,"Household items",5,15,50,4.763999939,0,10,1
"637",749,27,3,"stim/11.jpeg",1,"Household items",45,55,10,5.895999908,1,50,1
"638",748,27,3,"stim/21.jpeg",2,"Music items",45,55,50,3.84800005,1,50,1
"639",746,27,3,"stim/31.jpeg",3,"Household items",65,75,0,9.904000044,0,70,1
"640",745,27,3,"stim/41.jpeg",4,"Household items",65,75,0,4.320000172,0,70,1
"641",747,27,3,"stim/51.jpeg",5,"Music items",5,15,30,7.128999949,0,10,1
"642",750,27,3,"stim/61.jpeg",6,"Household items",5,15,30,5.163000107,1,10,1
"643",992,27,4,"stim/11.jpeg",1,"Household items",45,55,70,4.006000042,0,50,1
"644",997,27,4,"stim/21.jpeg",2,"Music items",45,55,50,5.229000092,1,50,1
"645",996,27,4,"stim/31.jpeg",3,"Household items",65,75,0,3.365999937,0,70,1
"646",993,27,4,"stim/41.jpeg",4,"Household items",65,75,100,4.646000147,0,70,1
"647",995,27,4,"stim/51.jpeg",5,"Music items",5,15,36,7.405999899,0,10,1
"648",994,27,4,"stim/61.jpeg",6,"Household items",5,15,50,2.821000099,0,10,1
"649",253,28,1,"stim/11.jpeg",1,"Music items",45,55,85,5.984999895,0,50,1
"650",255,28,1,"stim/21.jpeg",2,"Household items",45,55,30,6.684000015,0,50,1
"651",252,28,1,"stim/31.jpeg",3,"Music items",65,75,36,6.084000111,0,70,1
"652",251,28,1,"stim/41.jpeg",4,"Music items",65,75,63,6.33100009,0,70,1
"653",256,28,1,"stim/51.jpeg",5,"Household items",5,15,98,4.459000111,0,10,1
"654",254,28,1,"stim/61.jpeg",6,"Music items",5,15,85,5.236000061,0,10,1
"655",502,28,2,"stim/11.jpeg",1,"Music items",45,55,41,3.118000031,2,50,1
"656",500,28,2,"stim/21.jpeg",2,"Household items",45,55,55,5.15199995,2,50,1
"657",501,28,2,"stim/31.jpeg",3,"Music items",65,75,39,5.30099988,2,70,1
"658",498,28,2,"stim/41.jpeg",4,"Music items",65,75,68,4.65199995,1,70,1
"659",503,28,2,"stim/51.jpeg",5,"Household items",5,15,98,6.047999859,2,10,1
"660",499,28,2,"stim/61.jpeg",6,"Music items",5,15,98,3.464999914,1,10,1
"661",745,28,3,"stim/11.jpeg",1,"Music items",45,55,47,6.186000109,1,50,1
"662",749,28,3,"stim/21.jpeg",2,"Household items",45,55,53,5.082999945,2,50,1
"663",747,28,3,"stim/31.jpeg",3,"Music items",65,75,47,5.436000109,1,70,1
"664",750,28,3,"stim/41.jpeg",4,"Music items",65,75,75,5.947000027,3,70,1
"665",746,28,3,"stim/51.jpeg",5,"Household items",5,15,97,3.917999983,1,10,1
"666",748,28,3,"stim/61.jpeg",6,"Music items",5,15,97,4.301000118,1,10,1
"667",995,28,4,"stim/11.jpeg",1,"Music items",45,55,50,4.770999908,1,50,1
"668",997,28,4,"stim/21.jpeg",2,"Household items",45,55,45,5.049999952,2,50,1
"669",992,28,4,"stim/31.jpeg",3,"Music items",65,75,47,5.421000004,0,70,1
"670",994,28,4,"stim/41.jpeg",4,"Music items",65,75,85,4.407999992,0,70,1
"671",993,28,4,"stim/51.jpeg",5,"Household items",5,15,97,4.671000004,0,10,1
"672",996,28,4,"stim/61.jpeg",6,"Music items",5,15,95,2.934000015,1,10,1
"673",253,29,1,"stim/11.jpeg",1,"Household items",45,55,20,11.64899993,0,50,1
"674",252,29,1,"stim/21.jpeg",2,"Music items",45,55,90,3.65199995,0,50,1
"675",254,29,1,"stim/31.jpeg",3,"Household items",65,75,40,8.761999846,0,70,1
"676",256,29,1,"stim/41.jpeg",4,"Household items",65,75,79,5.429999828,0,70,1
"677",255,29,1,"stim/51.jpeg",5,"Music items",5,15,70,4.540999889,0,10,1
"678",251,29,1,"stim/61.jpeg",6,"Household items",5,15,80,17.14299989,0,10,1
"679",498,29,2,"stim/11.jpeg",1,"Household items",45,55,10,7.44900012,0,50,1
"680",499,29,2,"stim/21.jpeg",2,"Music items",45,55,10,9.134000063,0,50,1
"681",501,29,2,"stim/31.jpeg",3,"Household items",65,75,15,7.149999857,0,70,1
"682",500,29,2,"stim/41.jpeg",4,"Household items",65,75,80,4.967999935,0,70,1
"683",503,29,2,"stim/51.jpeg",5,"Music items",5,15,60,5.570000172,0,10,1
"684",502,29,2,"stim/61.jpeg",6,"Household items",5,15,90,11.6500001,0,10,1
"685",750,29,3,"stim/11.jpeg",1,"Household items",45,55,15,6.551000118,0,50,1
"686",749,29,3,"stim/21.jpeg",2,"Music items",45,55,10,12.81500006,0,50,1
"687",748,29,3,"stim/31.jpeg",3,"Household items",65,75,60,3.994000196,0,70,1
"688",745,29,3,"stim/41.jpeg",4,"Household items",65,75,50,6.480000019,0,70,1
"689",747,29,3,"stim/51.jpeg",5,"Music items",5,15,80,3.559000015,0,10,1
"690",746,29,3,"stim/61.jpeg",6,"Household items",5,15,70,5.911999941,0,10,1
"691",997,29,4,"stim/11.jpeg",1,"Household items",45,55,10,5.992000103,1,50,1
"692",992,29,4,"stim/21.jpeg",2,"Music items",45,55,10,8.782000065,0,50,1
"693",994,29,4,"stim/31.jpeg",3,"Household items",65,75,50,7.367000103,0,70,1
"694",995,29,4,"stim/41.jpeg",4,"Household items",65,75,70,4.135999918,1,70,1
"695",996,29,4,"stim/51.jpeg",5,"Music items",5,15,80,3.643000126,1,10,1
"696",993,29,4,"stim/61.jpeg",6,"Household items",5,15,80,4.372999907,0,10,1
"697",251,30,1,"stim/11.jpeg",1,"Household items",45,55,39,12.50699997,0,50,1
"698",253,30,1,"stim/21.jpeg",2,"Music items",45,55,NA,NA,0,50,1
"699",254,30,1,"stim/31.jpeg",3,"Household items",65,75,NA,NA,0,70,1
"700",252,30,1,"stim/41.jpeg",4,"Household items",65,75,NA,NA,0,70,1
"701",255,30,1,"stim/51.jpeg",5,"Music items",5,15,69,10.28299999,0,10,1
"702",256,30,1,"stim/61.jpeg",6,"Household items",5,15,61,6.655999899,0,10,1
"703",500,30,2,"stim/11.jpeg",1,"Household items",45,55,70,6.069000006,0,50,1
"704",502,30,2,"stim/21.jpeg",2,"Music items",45,55,21,5.118000031,0,50,1
"705",501,30,2,"stim/31.jpeg",3,"Household items",65,75,0,5.976999998,0,70,1
"706",499,30,2,"stim/41.jpeg",4,"Household items",65,75,50,7.046999931,0,70,1
"707",498,30,2,"stim/51.jpeg",5,"Music items",5,15,79,5.008000135,0,10,1
"708",503,30,2,"stim/61.jpeg",6,"Household items",5,15,79,4.082999945,0,10,1
"709",749,30,3,"stim/11.jpeg",1,"Household items",45,55,50,6.309999943,1,50,1
"710",747,30,3,"stim/21.jpeg",2,"Music items",45,55,70,5.440000057,0,50,1
"711",746,30,3,"stim/31.jpeg",3,"Household items",65,75,8,4.002000093,0,70,1
"712",745,30,3,"stim/41.jpeg",4,"Household items",65,75,50,6.950999975,0,70,1
"713",748,30,3,"stim/51.jpeg",5,"Music items",5,15,80,3.718999863,0,10,1
"714",750,30,3,"stim/61.jpeg",6,"Household items",5,15,90,3.660999775,1,10,1
"715",996,30,4,"stim/11.jpeg",1,"Household items",45,55,43,4.950999975,0,50,1
"716",995,30,4,"stim/21.jpeg",2,"Music items",45,55,60,5.496999979,0,50,1
"717",993,30,4,"stim/31.jpeg",3,"Household items",65,75,12,5.226999998,0,70,1
"718",997,30,4,"stim/41.jpeg",4,"Household items",65,75,79,4.559000015,0,70,1
"719",994,30,4,"stim/51.jpeg",5,"Music items",5,15,80,3.842999935,0,10,1
"720",992,30,4,"stim/61.jpeg",6,"Household items",5,15,81,6.483999968,0,10,1
"721",251,31,1,"stim/11.jpeg",1,"Music items",45,55,7,28.86300015,0,50,1
"722",252,31,1,"stim/21.jpeg",2,"Household items",45,55,40,5.828999996,0,50,1
"723",255,31,1,"stim/31.jpeg",3,"Music items",65,75,60,5.378000021,0,70,1
"724",256,31,1,"stim/41.jpeg",4,"Music items",65,75,20,4.131999969,0,70,1
"725",254,31,1,"stim/51.jpeg",5,"Household items",5,15,90,3.890000105,0,10,1
"726",253,31,1,"stim/61.jpeg",6,"Music items",5,15,80,8.855000019,0,10,1
"727",499,31,2,"stim/11.jpeg",1,"Music items",45,55,13,5.249000072,0,50,1
"728",500,31,2,"stim/21.jpeg",2,"Household items",45,55,28,6.856999874,0,50,1
"729",503,31,2,"stim/31.jpeg",3,"Music items",65,75,73,4.887000084,1,70,1
"730",501,31,2,"stim/41.jpeg",4,"Music items",65,75,46,5.587000132,0,70,1
"731",502,31,2,"stim/51.jpeg",5,"Household items",5,15,70,4.212000132,0,10,1
"732",498,31,2,"stim/61.jpeg",6,"Music items",5,15,64,7.358999968,0,10,1
"733",746,31,3,"stim/11.jpeg",1,"Music items",45,55,20,4.631000042,0,50,1
"734",748,31,3,"stim/21.jpeg",2,"Household items",45,55,10,3.79700017,0,50,1
"735",747,31,3,"stim/31.jpeg",3,"Music items",65,75,38,4.113000154,0,70,1
"736",745,31,3,"stim/41.jpeg",4,"Music items",65,75,50,3.633999825,0,70,1
"737",749,31,3,"stim/51.jpeg",5,"Household items",5,15,79,3.166000128,0,10,1
"738",750,31,3,"stim/61.jpeg",6,"Music items",5,15,71,5.276000023,0,10,1
"739",996,31,4,"stim/11.jpeg",1,"Music items",45,55,12,4.743999958,0,50,1
"740",992,31,4,"stim/21.jpeg",2,"Household items",45,55,68,5.052999973,0,50,1
"741",997,31,4,"stim/31.jpeg",3,"Music items",65,75,41,3.424999952,0,70,1
"742",993,31,4,"stim/41.jpeg",4,"Music items",65,75,56,4.375,0,70,1
"743",995,31,4,"stim/51.jpeg",5,"Household items",5,15,93,3.09800005,0,10,1
"744",994,31,4,"stim/61.jpeg",6,"Music items",5,15,70,2.562999964,0,10,1
"745",256,32,1,"stim/11.jpeg",1,"Household items",45,55,19,1.978000164,1,50,1
"746",254,32,1,"stim/21.jpeg",2,"Music items",45,55,30,2.950999975,0,50,1
"747",255,32,1,"stim/31.jpeg",3,"Household items",65,75,71,2.200999975,1,70,1
"748",253,32,1,"stim/41.jpeg",4,"Household items",65,75,0,2.835000038,0,70,1
"749",251,32,1,"stim/51.jpeg",5,"Music items",5,15,100,5.836999893,0,10,1
"750",252,32,1,"stim/61.jpeg",6,"Household items",5,15,80,5.597999811,0,10,1
"751",501,32,2,"stim/11.jpeg",1,"Household items",45,55,70,3.207000017,0,50,1
"752",502,32,2,"stim/21.jpeg",2,"Music items",45,55,10,3.887000084,0,50,1
"753",503,32,2,"stim/31.jpeg",3,"Household items",65,75,80,1.93599987,0,70,1
"754",500,32,2,"stim/41.jpeg",4,"Household items",65,75,10,2.505999804,0,70,1
"755",498,32,2,"stim/51.jpeg",5,"Music items",5,15,64,9.015000105,0,10,1
"756",499,32,2,"stim/61.jpeg",6,"Household items",5,15,80,3.282999992,0,10,1
"757",746,32,3,"stim/11.jpeg",1,"Household items",45,55,60,10.35899997,0,50,1
"758",748,32,3,"stim/21.jpeg",2,"Music items",45,55,20,9.609999895,0,50,1
"759",747,32,3,"stim/31.jpeg",3,"Household items",65,75,83,1.574999809,0,70,1
"760",745,32,3,"stim/41.jpeg",4,"Household items",65,75,30,5.364000082,0,70,1
"761",749,32,3,"stim/51.jpeg",5,"Music items",5,15,50,4.137999773,0,10,1
"762",750,32,3,"stim/61.jpeg",6,"Household items",5,15,80,7.805000067,0,10,1
"763",997,32,4,"stim/11.jpeg",1,"Household items",45,55,91,6.515999794,0,50,1
"764",992,32,4,"stim/21.jpeg",2,"Music items",45,55,21,9.970000029,0,50,1
"765",993,32,4,"stim/31.jpeg",3,"Household items",65,75,3,4.828999996,0,70,1
"766",994,32,4,"stim/41.jpeg",4,"Household items",65,75,97,3.180000067,0,70,1
"767",996,32,4,"stim/51.jpeg",5,"Music items",5,15,80,2.700000048,0,10,1
"768",995,32,4,"stim/61.jpeg",6,"Household items",5,15,70,6.868999958,0,10,1
"769",251,33,1,"stim/11.jpeg",1,"Music items",45,55,30,11.71099997,0,50,1
"770",255,33,1,"stim/21.jpeg",2,"Household items",45,55,50,3.128999949,1,50,1
"771",256,33,1,"stim/31.jpeg",3,"Music items",65,75,40,5.046999931,1,70,1
"772",254,33,1,"stim/41.jpeg",4,"Music items",65,75,50,3.061000109,0,70,1
"773",253,33,1,"stim/51.jpeg",5,"Household items",5,15,80,4.882999897,0,10,1
"774",252,33,1,"stim/61.jpeg",6,"Music items",5,15,90,6.080999851,0,10,1
"775",500,33,2,"stim/11.jpeg",1,"Music items",45,55,50,2.879999876,1,50,1
"776",499,33,2,"stim/21.jpeg",2,"Household items",45,55,60,4.962999821,0,50,1
"777",498,33,2,"stim/31.jpeg",3,"Music items",65,75,30,4.922999859,0,70,1
"778",502,33,2,"stim/41.jpeg",4,"Music items",65,75,80,3.076999903,1,70,1
"779",503,33,2,"stim/51.jpeg",5,"Household items",5,15,90,5.55099988,1,10,1
"780",501,33,2,"stim/61.jpeg",6,"Music items",5,15,90,3.255999804,1,10,1
"781",749,33,3,"stim/11.jpeg",1,"Music items",45,55,60,2.499000072,0,50,1
"782",745,33,3,"stim/21.jpeg",2,"Household items",45,55,70,5.222000122,0,50,1
"783",746,33,3,"stim/31.jpeg",3,"Music items",65,75,59,4.211999893,0,70,1
"784",750,33,3,"stim/41.jpeg",4,"Music items",65,75,40,5.101000071,0,70,1
"785",748,33,3,"stim/51.jpeg",5,"Household items",5,15,70,2.429999828,0,10,1
"786",747,33,3,"stim/61.jpeg",6,"Music items",5,15,80,3.062999964,0,10,1
"787",995,33,4,"stim/11.jpeg",1,"Music items",45,55,81,3.244999886,1,50,1
"788",993,33,4,"stim/21.jpeg",2,"Household items",45,55,30,3.501999855,0,50,1
"789",992,33,4,"stim/31.jpeg",3,"Music items",65,75,60,3.378999949,0,70,1
"790",994,33,4,"stim/41.jpeg",4,"Music items",65,75,69,2.93599987,1,70,1
"791",996,33,4,"stim/51.jpeg",5,"Household items",5,15,85,5.069999933,1,10,1
"792",997,33,4,"stim/61.jpeg",6,"Music items",5,15,82,3.861000061,1,10,1
"793",251,34,1,"stim/11.jpeg",1,"Household items",45,55,38,9.54399991,0,50,1
"794",256,34,1,"stim/21.jpeg",2,"Music items",45,55,NA,NA,1,50,1
"795",253,34,1,"stim/31.jpeg",3,"Household items",65,75,71,9.002000093,1,70,1
"796",255,34,1,"stim/41.jpeg",4,"Household items",65,75,47,4.143000126,1,70,1
"797",252,34,1,"stim/51.jpeg",5,"Music items",5,15,42,4.566999912,0,10,1
"798",254,34,1,"stim/61.jpeg",6,"Household items",5,15,79,5.055999994,1,10,1
"799",502,34,2,"stim/11.jpeg",1,"Household items",45,55,37,4.511000156,1,50,1
"800",501,34,2,"stim/21.jpeg",2,"Music items",45,55,12,8.103999853,1,50,1
"801",498,34,2,"stim/31.jpeg",3,"Household items",65,75,40,7.09800005,0,70,1
"802",500,34,2,"stim/41.jpeg",4,"Household items",65,75,72,7.404000044,1,70,1
"803",503,34,2,"stim/51.jpeg",5,"Music items",5,15,37,1.96600008,1,10,1
"804",499,34,2,"stim/61.jpeg",6,"Household items",5,15,71,4.590999842,0,10,1
"805",745,34,3,"stim/11.jpeg",1,"Household items",45,55,18,8.855000019,0,50,1
"806",747,34,3,"stim/21.jpeg",2,"Music items",45,55,0,7.270999908,0,50,1
"807",748,34,3,"stim/31.jpeg",3,"Household items",65,75,42,3.302000046,0,70,1
"808",749,34,3,"stim/41.jpeg",4,"Household items",65,75,35,2.917999983,0,70,1
"809",750,34,3,"stim/51.jpeg",5,"Music items",5,15,92,3.907999992,0,10,1
"810",746,34,3,"stim/61.jpeg",6,"Household items",5,15,18,4.467999935,0,10,1
"811",994,34,4,"stim/11.jpeg",1,"Household items",45,55,0,4.447999954,1,50,1
"812",996,34,4,"stim/21.jpeg",2,"Music items",45,55,0,11.73200011,1,50,1
"813",993,34,4,"stim/31.jpeg",3,"Household items",65,75,74,5.21600008,1,70,1
"814",992,34,4,"stim/41.jpeg",4,"Household items",65,75,29,7.145999908,0,70,1
"815",995,34,4,"stim/51.jpeg",5,"Music items",5,15,0,2.161999941,1,10,1
"816",997,34,4,"stim/61.jpeg",6,"Household items",5,15,0,2.108999968,1,10,1
"817",256,35,1,"stim/11.jpeg",1,"Household items",45,55,80,5.636000156,1,50,1
"818",255,35,1,"stim/21.jpeg",2,"Music items",45,55,50,3.204000235,1,50,1
"819",253,35,1,"stim/31.jpeg",3,"Household items",65,75,82,6.860999823,0,70,1
"820",254,35,1,"stim/41.jpeg",4,"Household items",65,75,50,3.506000042,0,70,1
"821",251,35,1,"stim/51.jpeg",5,"Music items",5,15,62,21.34399986,0,10,1
"822",252,35,1,"stim/61.jpeg",6,"Household items",5,15,71,8.947000027,0,10,1
"823",499,35,2,"stim/11.jpeg",1,"Household items",45,55,60,17.6789999,0,50,1
"824",498,35,2,"stim/21.jpeg",2,"Music items",45,55,40,10.36000013,0,50,1
"825",502,35,2,"stim/31.jpeg",3,"Household items",65,75,30,3.872999907,1,70,1
"826",500,35,2,"stim/41.jpeg",4,"Household items",65,75,67,6.15199995,1,70,1
"827",503,35,2,"stim/51.jpeg",5,"Music items",5,15,90,3.851999998,1,10,1
"828",501,35,2,"stim/61.jpeg",6,"Household items",5,15,90,4.838000059,1,10,1
"829",747,35,3,"stim/11.jpeg",1,"Household items",45,55,61,3.983999968,2,50,1
"830",745,35,3,"stim/21.jpeg",2,"Music items",45,55,45,5.296999931,1,50,1
"831",749,35,3,"stim/31.jpeg",3,"Household items",65,75,29,4.534000158,2,70,1
"832",746,35,3,"stim/41.jpeg",4,"Household items",65,75,75,4.315000057,2,70,1
"833",750,35,3,"stim/51.jpeg",5,"Music items",5,15,86,6.677000046,2,10,1
"834",748,35,3,"stim/61.jpeg",6,"Household items",5,15,93,4.360000134,2,10,1
"835",995,35,4,"stim/11.jpeg",1,"Household items",45,55,56,3.600999832,1,50,1
"836",992,35,4,"stim/21.jpeg",2,"Music items",45,55,60,4.43599987,0,50,1
"837",994,35,4,"stim/31.jpeg",3,"Household items",65,75,31,6.493000031,1,70,1
"838",993,35,4,"stim/41.jpeg",4,"Household items",65,75,75,7.055000067,1,70,1
"839",996,35,4,"stim/51.jpeg",5,"Music items",5,15,83,3.565999985,1,10,1
"840",997,35,4,"stim/61.jpeg",6,"Household items",5,15,91,3.065999985,1,10,1
"841",252,36,1,"stim/11.jpeg",1,"Music items",45,55,6,7.242000103,0,50,1
"842",255,36,1,"stim/21.jpeg",2,"Household items",45,55,26,16.546,1,50,1
"843",251,36,1,"stim/31.jpeg",3,"Music items",65,75,60,15.26699996,0,70,1
"844",254,36,1,"stim/41.jpeg",4,"Music items",65,75,69,9.568000078,1,70,1
"845",256,36,1,"stim/51.jpeg",5,"Household items",5,15,94,5.426999807,1,10,1
"846",253,36,1,"stim/61.jpeg",6,"Music items",5,15,NA,NA,0,10,1
"847",503,36,2,"stim/11.jpeg",1,"Music items",45,55,3,4.911999941,1,50,1
"848",500,36,2,"stim/21.jpeg",2,"Household items",45,55,NA,NA,1,50,1
"849",499,36,2,"stim/31.jpeg",3,"Music items",65,75,60,9.494999886,1,70,1
"850",498,36,2,"stim/41.jpeg",4,"Music items",65,75,70,13.67599988,1,70,1
"851",501,36,2,"stim/51.jpeg",5,"Household items",5,15,91,5.180999994,1,10,1
"852",502,36,2,"stim/61.jpeg",6,"Music items",5,15,78,3.458000183,1,10,1
"853",747,36,3,"stim/11.jpeg",1,"Music items",45,55,24,7.717999935,0,50,1
"854",746,36,3,"stim/21.jpeg",2,"Household items",45,55,20,6.996000051,0,50,1
"855",749,36,3,"stim/31.jpeg",3,"Music items",65,75,70,2.759000063,1,70,1
"856",748,36,3,"stim/41.jpeg",4,"Music items",65,75,80,8.457000017,0,70,1
"857",745,36,3,"stim/51.jpeg",5,"Household items",5,15,90,7.412000179,0,10,1
"858",750,36,3,"stim/61.jpeg",6,"Music items",5,15,69,2.773000002,1,10,1
"859",996,36,4,"stim/11.jpeg",1,"Music items",45,55,23,7.460999966,1,50,1
"860",993,36,4,"stim/21.jpeg",2,"Household items",45,55,NA,NA,0,50,1
"861",992,36,4,"stim/31.jpeg",3,"Music items",65,75,60,5.899999857,0,70,1
"862",995,36,4,"stim/41.jpeg",4,"Music items",65,75,70,3.243000031,1,70,1
"863",994,36,4,"stim/51.jpeg",5,"Household items",5,15,81,4.796000004,0,10,1
"864",997,36,4,"stim/61.jpeg",6,"Music items",5,15,40,2.747999907,1,10,1
"865",253,37,1,"stim/11.jpeg",1,"Household items",45,55,30,2.620000124,0,50,1
"866",254,37,1,"stim/21.jpeg",2,"Music items",45,55,10,5.295000076,0,50,1
"867",252,37,1,"stim/31.jpeg",3,"Household items",65,75,20,5.906999826,0,70,1
"868",251,37,1,"stim/41.jpeg",4,"Household items",65,75,90,12.4940002,0,70,1
"869",255,37,1,"stim/51.jpeg",5,"Music items",5,15,40,9.524000168,0,10,1
"870",256,37,1,"stim/61.jpeg",6,"Household items",5,15,30,6.871999979,0,10,1
"871",501,37,2,"stim/11.jpeg",1,"Household items",45,55,30,8.724999905,0,50,1
"872",498,37,2,"stim/21.jpeg",2,"Music items",45,55,20,7.032000065,0,50,1
"873",500,37,2,"stim/31.jpeg",3,"Household items",65,75,20,4.611000061,0,70,1
"874",502,37,2,"stim/41.jpeg",4,"Household items",65,75,90,3.077000141,0,70,1
"875",503,37,2,"stim/51.jpeg",5,"Music items",5,15,50,14.60500002,0,10,1
"876",499,37,2,"stim/61.jpeg",6,"Household items",5,15,60,8.17200017,0,10,1
"877",746,37,3,"stim/11.jpeg",1,"Household items",45,55,30,6.853999853,0,50,1
"878",750,37,3,"stim/21.jpeg",2,"Music items",45,55,20,10.08899999,0,50,1
"879",745,37,3,"stim/31.jpeg",3,"Household items",65,75,10,8.878000021,0,70,1
"880",748,37,3,"stim/41.jpeg",4,"Household items",65,75,90,7.761000156,0,70,1
"881",747,37,3,"stim/51.jpeg",5,"Music items",5,15,30,5.807999849,0,10,1
"882",749,37,3,"stim/61.jpeg",6,"Household items",5,15,30,6.24000001,0,10,1
"883",992,37,4,"stim/11.jpeg",1,"Household items",45,55,30,7.710999966,0,50,1
"884",994,37,4,"stim/21.jpeg",2,"Music items",45,55,20,6.10800004,0,50,1
"885",993,37,4,"stim/31.jpeg",3,"Household items",65,75,10,4.127000093,0,70,1
"886",997,37,4,"stim/41.jpeg",4,"Household items",65,75,90,4.464999914,0,70,1
"887",995,37,4,"stim/51.jpeg",5,"Music items",5,15,70,6.772000074,0,10,1
"888",996,37,4,"stim/61.jpeg",6,"Household items",5,15,40,6.202000141,0,10,1
"889",251,38,1,"stim/11.jpeg",1,"Music items",45,55,40,22.87100005,0,50,1
"890",254,38,1,"stim/21.jpeg",2,"Household items",45,55,60,4.669000149,1,50,1
"891",252,38,1,"stim/31.jpeg",3,"Music items",65,75,40,5.023999929,0,70,1
"892",253,38,1,"stim/41.jpeg",4,"Music items",65,75,66,14.50200009,1,70,1
"893",256,38,1,"stim/51.jpeg",5,"Household items",5,15,96,7.027999878,1,10,1
"894",255,38,1,"stim/61.jpeg",6,"Music items",5,15,95,4.84800005,1,10,1
"895",503,38,2,"stim/11.jpeg",1,"Music items",45,55,44,5.789999962,2,50,1
"896",499,38,2,"stim/21.jpeg",2,"Household items",45,55,55,8.417999983,1,50,1
"897",500,38,2,"stim/31.jpeg",3,"Music items",65,75,34,8.93599987,1,70,1
"898",502,38,2,"stim/41.jpeg",4,"Music items",65,75,73,5.071000099,2,70,1
"899",501,38,2,"stim/51.jpeg",5,"Household items",5,15,93,6.643999815,1,10,1
"900",498,38,2,"stim/61.jpeg",6,"Music items",5,15,97,7.170000076,0,10,1
"901",747,38,3,"stim/11.jpeg",1,"Music items",45,55,43,12.65199995,0,50,1
"902",748,38,3,"stim/21.jpeg",2,"Household items",45,55,58,9.105000019,0,50,1
"903",749,38,3,"stim/31.jpeg",3,"Music items",65,75,23,8.863999844,0,70,1
"904",750,38,3,"stim/41.jpeg",4,"Music items",65,75,83,4.820999861,0,70,1
"905",746,38,3,"stim/51.jpeg",5,"Household items",5,15,95,5.197000027,0,10,1
"906",745,38,3,"stim/61.jpeg",6,"Music items",5,15,95,12.77699995,0,10,1
"907",996,38,4,"stim/11.jpeg",1,"Music items",45,55,42,11.36899996,1,50,1
"908",993,38,4,"stim/21.jpeg",2,"Household items",45,55,54,8.772000074,1,50,1
"909",992,38,4,"stim/31.jpeg",3,"Music items",65,75,25,14.28900003,0,70,1
"910",997,38,4,"stim/41.jpeg",4,"Music items",65,75,70,4.585000038,2,70,1
"911",995,38,4,"stim/51.jpeg",5,"Household items",5,15,93,6.573999882,1,10,1
"912",994,38,4,"stim/61.jpeg",6,"Music items",5,15,95,16.42199993,1,10,1
"913",256,39,1,"stim/11.jpeg",1,"Household items",45,55,31,5.628000021,1,50,1
"914",255,39,1,"stim/21.jpeg",2,"Music items",45,55,37,4.225000143,1,50,1
"915",254,39,1,"stim/31.jpeg",3,"Household items",65,75,34,3.509000063,1,70,1
"916",251,39,1,"stim/41.jpeg",4,"Household items",65,75,70,6.381999969,1,70,1
"917",252,39,1,"stim/51.jpeg",5,"Music items",5,15,57,2.480999947,1,10,1
"918",253,39,1,"stim/61.jpeg",6,"Household items",5,15,32,3.089999914,1,10,1
"919",501,39,2,"stim/11.jpeg",1,"Household items",45,55,14,4.313000202,0,50,1
