"","X","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"301",747,13,3,"stim/11.jpeg",1,"Music items",45,55,50,5.848999977,2,50,1
"302",746,13,3,"stim/21.jpeg",2,"Household items",45,55,50,3.632999897,1,50,1
"303",749,13,3,"stim/31.jpeg",3,"Music items",65,75,37,7.901000023,2,70,1
"304",745,13,3,"stim/41.jpeg",4,"Music items",65,75,60,7.455999851,0,70,1
"305",750,13,3,"stim/51.jpeg",5,"Household items",5,15,90,4.976000071,2,10,1
"306",748,13,3,"stim/61.jpeg",6,"Music items",5,15,98,5.730000019,2,10,1
"307",992,13,4,"stim/11.jpeg",1,"Music items",45,55,60,8.459000111,0,50,1
"308",994,13,4,"stim/21.jpeg",2,"Household items",45,55,50,3.391000032,1,50,1
"309",996,13,4,"stim/31.jpeg",3,"Music items",65,75,30,8.754999876,1,70,1
"310",997,13,4,"stim/41.jpeg",4,"Music items",65,75,80,6.00999999,1,70,1
"311",993,13,4,"stim/51.jpeg",5,"Household items",5,15,90,4.565999985,0,10,1
"312",995,13,4,"stim/61.jpeg",6,"Music items",5,15,90,4.608999968,1,10,1
"313",254,14,1,"stim/11.jpeg",1,"Household items",45,55,50,5.180000067,1,50,1
"314",252,14,1,"stim/21.jpeg",2,"Music items",45,55,90,4.317000151,0,50,1
"315",251,14,1,"stim/31.jpeg",3,"Household items",65,75,20,12.22000003,0,70,1
"316",253,14,1,"stim/41.jpeg",4,"Household items",65,75,63,6.069999933,0,70,1
"317",255,14,1,"stim/51.jpeg",5,"Music items",5,15,32,5.501000166,1,10,1
"318",256,14,1,"stim/61.jpeg",6,"Household items",5,15,80,5.954999924,1,10,1
"319",502,14,2,"stim/11.jpeg",1,"Household items",45,55,10,2.876999855,0,50,1
"320",498,14,2,"stim/21.jpeg",2,"Music items",45,55,10,9.128000021,0,50,1
"321",501,14,2,"stim/31.jpeg",3,"Household items",65,75,10,5.139999866,0,70,1
"322",500,14,2,"stim/41.jpeg",4,"Household items",65,75,40,6.102999926,0,70,1
"323",499,14,2,"stim/51.jpeg",5,"Music items",5,15,40,3.940999985,0,10,1
"324",503,14,2,"stim/61.jpeg",6,"Household items",5,15,80,3.826000214,0,10,1
"325",749,14,3,"stim/11.jpeg",1,"Household items",45,55,20,4.133000135,0,50,1
"326",746,14,3,"stim/21.jpeg",2,"Music items",45,55,10,3.74000001,0,50,1
"327",750,14,3,"stim/31.jpeg",3,"Household items",65,75,48,3.345000029,0,70,1
"328",747,14,3,"stim/41.jpeg",4,"Household items",65,75,40,6.773000002,0,70,1
"329",745,14,3,"stim/51.jpeg",5,"Music items",5,15,80,5.177000046,0,10,1
"330",748,14,3,"stim/61.jpeg",6,"Household items",5,15,34,12.07500005,0,10,1
"331",992,14,4,"stim/11.jpeg",1,"Household items",45,55,10,5.680999994,0,50,1
"332",996,14,4,"stim/21.jpeg",2,"Music items",45,55,10,5.506000042,0,50,1
"333",997,14,4,"stim/31.jpeg",3,"Household items",65,75,10,7.282000065,0,70,1
"334",993,14,4,"stim/41.jpeg",4,"Household items",65,75,40,3.100999832,0,70,1
"335",995,14,4,"stim/51.jpeg",5,"Music items",5,15,31,4.58100009,0,10,1
"336",994,14,4,"stim/61.jpeg",6,"Household items",5,15,30,8.450000048,0,10,1
"337",254,15,1,"stim/11.jpeg",1,"Household items",45,55,50,4.006000042,2,50,1
"338",256,15,1,"stim/21.jpeg",2,"Music items",45,55,20,8.68200016,2,50,1
"339",251,15,1,"stim/31.jpeg",3,"Household items",65,75,20,14.49699998,0,70,1
"340",252,15,1,"stim/41.jpeg",4,"Household items",65,75,70,13.62700009,1,70,1
"341",255,15,1,"stim/51.jpeg",5,"Music items",5,15,90,4.568000078,2,10,1
"342",253,15,1,"stim/61.jpeg",6,"Household items",5,15,80,16.01499987,1,10,1
"343",502,15,2,"stim/11.jpeg",1,"Household items",45,55,50,6.035000086,1,50,1
"344",503,15,2,"stim/21.jpeg",2,"Music items",45,55,30,7.042000055,1,50,1
"345",501,15,2,"stim/31.jpeg",3,"Household items",65,75,16,8.909000158,0,70,1
"346",499,15,2,"stim/41.jpeg",4,"Household items",65,75,80,4.590000153,0,70,1
"347",500,15,2,"stim/51.jpeg",5,"Music items",5,15,90,10.352,0,10,1
"348",498,15,2,"stim/61.jpeg",6,"Household items",5,15,85,6.75,0,10,1
"349",747,15,3,"stim/11.jpeg",1,"Household items",45,55,50,3.842000008,1,50,1
"350",746,15,3,"stim/21.jpeg",2,"Music items",45,55,37,9.652000189,0,50,1
"351",745,15,3,"stim/31.jpeg",3,"Household items",65,75,NA,NA,0,70,1
"352",748,15,3,"stim/41.jpeg",4,"Household items",65,75,87,4.113000154,1,70,1
"353",750,15,3,"stim/51.jpeg",5,"Music items",5,15,80,4.349999905,1,10,1
"354",749,15,3,"stim/61.jpeg",6,"Household items",5,15,87,2.948999882,1,10,1
"355",992,15,4,"stim/11.jpeg",1,"Household items",45,55,50,5.710999966,1,50,1
"356",993,15,4,"stim/21.jpeg",2,"Music items",45,55,35,7.981999874,1,50,1
"357",997,15,4,"stim/31.jpeg",3,"Household items",65,75,21,5.351999998,1,70,1
"358",996,15,4,"stim/41.jpeg",4,"Household items",65,75,80,3.575999975,1,70,1
"359",994,15,4,"stim/51.jpeg",5,"Music items",5,15,83,4.717999935,1,10,1
"360",995,15,4,"stim/61.jpeg",6,"Household items",5,15,84,5.237999916,1,10,1
"361",252,16,1,"stim/11.jpeg",1,"Music items",45,55,26,17.03100014,0,50,1
"362",253,16,1,"stim/21.jpeg",2,"Household items",45,55,40,8.671000004,0,50,1
"363",256,16,1,"stim/31.jpeg",3,"Music items",65,75,70,15.68299985,2,70,1
"364",254,16,1,"stim/41.jpeg",4,"Music items",65,75,70,9.262000084,1,70,1
"365",251,16,1,"stim/51.jpeg",5,"Household items",5,15,80,15.6500001,0,10,1
"366",255,16,1,"stim/61.jpeg",6,"Music items",5,15,60,8.253999949,1,10,1
"367",498,16,2,"stim/11.jpeg",1,"Music items",45,55,90,10.03799987,0,50,1
"368",501,16,2,"stim/21.jpeg",2,"Household items",45,55,6,11.05500007,0,50,1
"369",503,16,2,"stim/31.jpeg",3,"Music items",65,75,70,5.31099987,1,70,1
"370",500,16,2,"stim/41.jpeg",4,"Music items",65,75,50,4.467000008,0,70,1
"371",499,16,2,"stim/51.jpeg",5,"Household items",5,15,65,4.258999825,0,10,1
"372",502,16,2,"stim/61.jpeg",6,"Music items",5,15,70,5.616999865,0,10,1
"373",748,16,3,"stim/11.jpeg",1,"Music items",45,55,15,12.18099999,0,50,1
"374",745,16,3,"stim/21.jpeg",2,"Household items",45,55,30,10.75399995,0,50,1
"375",749,16,3,"stim/31.jpeg",3,"Music items",65,75,70,7.302999973,1,70,1
"376",747,16,3,"stim/41.jpeg",4,"Music items",65,75,55,5.947999954,0,70,1
"377",746,16,3,"stim/51.jpeg",5,"Household items",5,15,70,12.55799985,0,10,1
"378",750,16,3,"stim/61.jpeg",6,"Music items",5,15,75,9.157000065,1,10,1
"379",992,16,4,"stim/11.jpeg",1,"Music items",45,55,18,9.943000078,0,50,1
"380",996,16,4,"stim/21.jpeg",2,"Household items",45,55,20,5.568000078,0,50,1
"381",997,16,4,"stim/31.jpeg",3,"Music items",65,75,68,9.583000183,1,70,1
"382",993,16,4,"stim/41.jpeg",4,"Music items",65,75,60,5.888999939,0,70,1
"383",995,16,4,"stim/51.jpeg",5,"Household items",5,15,60,7.983999968,0,10,1
"384",994,16,4,"stim/61.jpeg",6,"Music items",5,15,73,6.556999922,0,10,1
"385",255,17,1,"stim/11.jpeg",1,"Household items",45,55,43,8.986999989,0,50,1
"386",251,17,1,"stim/21.jpeg",2,"Music items",45,55,14,18.8039999,0,50,1
"387",254,17,1,"stim/31.jpeg",3,"Household items",65,75,7,2.923999786,0,70,1
"388",253,17,1,"stim/41.jpeg",4,"Household items",65,75,91,3.663000107,0,70,1
"389",256,17,1,"stim/51.jpeg",5,"Music items",5,15,62,6.57799983,0,10,1
"390",252,17,1,"stim/61.jpeg",6,"Household items",5,15,29,8.377000093,0,10,1
"391",502,17,2,"stim/11.jpeg",1,"Household items",45,55,16,9.042999983,0,50,1
"392",501,17,2,"stim/21.jpeg",2,"Music items",45,55,16,4.469000101,0,50,1
"393",498,17,2,"stim/31.jpeg",3,"Household items",65,75,10,7.020999908,0,70,1
"394",503,17,2,"stim/41.jpeg",4,"Household items",65,75,100,3.361999989,0,70,1
"395",499,17,2,"stim/51.jpeg",5,"Music items",5,15,38,6.892999887,0,10,1
"396",500,17,2,"stim/61.jpeg",6,"Household items",5,15,32,11.0079999,0,10,1
"397",750,17,3,"stim/11.jpeg",1,"Household items",45,55,20,4.068000078,0,50,1
"398",747,17,3,"stim/21.jpeg",2,"Music items",45,55,13,9.923000097,0,50,1
"399",746,17,3,"stim/31.jpeg",3,"Household items",65,75,10,10.82399988,0,70,1
"400",748,17,3,"stim/41.jpeg",4,"Household items",65,75,97,6.279999971,0,70,1
"401",745,17,3,"stim/51.jpeg",5,"Music items",5,15,50,14.92600012,0,10,1
"402",749,17,3,"stim/61.jpeg",6,"Household items",5,15,25,7.207999945,0,10,1
"403",992,17,4,"stim/11.jpeg",1,"Household items",45,55,20,6.661000013,0,50,1
"404",995,17,4,"stim/21.jpeg",2,"Music items",45,55,19,3.770999908,0,50,1
"405",997,17,4,"stim/31.jpeg",3,"Household items",65,75,10,5.007999897,0,70,1
"406",996,17,4,"stim/41.jpeg",4,"Household items",65,75,86,4.699999809,0,70,1
"407",993,17,4,"stim/51.jpeg",5,"Music items",5,15,51,5.707999945,0,10,1
"408",994,17,4,"stim/61.jpeg",6,"Household items",5,15,20,6.518999815,0,10,1
"409",253,18,1,"stim/11.jpeg",1,"Music items",45,55,58,10.00600004,0,50,1
"410",254,18,1,"stim/21.jpeg",2,"Household items",45,55,28,13.80899978,0,50,1
"411",256,18,1,"stim/31.jpeg",3,"Music items",65,75,31,9.088000059,0,70,1
"412",252,18,1,"stim/41.jpeg",4,"Music items",65,75,87,11.10699987,0,70,1
"413",251,18,1,"stim/51.jpeg",5,"Household items",5,15,100,8.375,0,10,1
"414",255,18,1,"stim/61.jpeg",6,"Music items",5,15,95,10.08800006,0,10,1
"415",500,18,2,"stim/11.jpeg",1,"Music items",45,55,76,17.875,0,50,1
"416",503,18,2,"stim/21.jpeg",2,"Household items",45,55,25,38.55299997,0,50,1
"417",502,18,2,"stim/31.jpeg",3,"Music items",65,75,1,16.75,0,70,1
"418",498,18,2,"stim/41.jpeg",4,"Music items",65,75,53,12.00199986,0,70,1
"419",501,18,2,"stim/51.jpeg",5,"Household items",5,15,96,7.200000048,0,10,1
"420",499,18,2,"stim/61.jpeg",6,"Music items",5,15,93,5.589999914,0,10,1
"421",750,18,3,"stim/11.jpeg",1,"Music items",45,55,19,10.64700007,0,50,1
"422",745,18,3,"stim/21.jpeg",2,"Household items",45,55,86,8.11500001,0,50,1
"423",747,18,3,"stim/31.jpeg",3,"Music items",65,75,18,6.722000122,0,70,1
"424",748,18,3,"stim/41.jpeg",4,"Music items",65,75,78,7.335999966,0,70,1
"425",749,18,3,"stim/51.jpeg",5,"Household items",5,15,88,6.381999969,0,10,1
"426",746,18,3,"stim/61.jpeg",6,"Music items",5,15,92,10.41599989,0,10,1
"427",992,18,4,"stim/11.jpeg",1,"Music items",45,55,22,8.886000156,0,50,1
"428",997,18,4,"stim/21.jpeg",2,"Household items",45,55,67,8.803999901,1,50,1
"429",994,18,4,"stim/31.jpeg",3,"Music items",65,75,23,16.56800008,0,70,1
"430",996,18,4,"stim/41.jpeg",4,"Music items",65,75,73,8.446000099,1,70,1
"431",993,18,4,"stim/51.jpeg",5,"Household items",5,15,94,7.859999895,0,10,1
"432",995,18,4,"stim/61.jpeg",6,"Music items",5,15,95,11.75,0,10,1
"433",255,19,1,"stim/11.jpeg",1,"Household items",45,55,10,5.734999895,0,50,1
"434",256,19,1,"stim/21.jpeg",2,"Music items",45,55,10,5.003000021,0,50,1
"435",254,19,1,"stim/31.jpeg",3,"Household items",65,75,80,3.84499979,0,70,1
"436",253,19,1,"stim/41.jpeg",4,"Household items",65,75,30,6.756000042,0,70,1
"437",252,19,1,"stim/51.jpeg",5,"Music items",5,15,90,5.055000067,0,10,1
"438",251,19,1,"stim/61.jpeg",6,"Household items",5,15,70,11.76499987,0,10,1
"439",502,19,2,"stim/11.jpeg",1,"Household items",45,55,10,7.046999931,0,50,1
"440",498,19,2,"stim/21.jpeg",2,"Music items",45,55,10,11.18099999,0,50,1
"441",503,19,2,"stim/31.jpeg",3,"Household items",65,75,60,7.164000034,0,70,1
"442",499,19,2,"stim/41.jpeg",4,"Household items",65,75,30,4.57400012,0,70,1
"443",500,19,2,"stim/51.jpeg",5,"Music items",5,15,90,7.568000078,0,10,1
"444",501,19,2,"stim/61.jpeg",6,"Household items",5,15,70,6.414000034,0,10,1
"445",745,19,3,"stim/11.jpeg",1,"Household items",45,55,10,7.192000151,0,50,1
"446",750,19,3,"stim/21.jpeg",2,"Music items",45,55,90,2.846999884,0,50,1
"447",748,19,3,"stim/31.jpeg",3,"Household items",65,75,50,2.705999851,0,70,1
"448",746,19,3,"stim/41.jpeg",4,"Household items",65,75,60,4.596999884,0,70,1
"449",747,19,3,"stim/51.jpeg",5,"Music items",5,15,50,2.593999863,0,10,1
"450",749,19,3,"stim/61.jpeg",6,"Household items",5,15,60,3.484999895,0,10,1
"451",995,19,4,"stim/11.jpeg",1,"Household items",45,55,98,2.014000177,0,50,1
"452",994,19,4,"stim/21.jpeg",2,"Music items",45,55,90,4.06799984,0,50,1
"453",992,19,4,"stim/31.jpeg",3,"Household items",65,75,60,7.912999868,0,70,1
"454",996,19,4,"stim/41.jpeg",4,"Household items",65,75,75,5.302000046,1,70,1
"455",997,19,4,"stim/51.jpeg",5,"Music items",5,15,60,3.2099998,1,10,1
"456",993,19,4,"stim/61.jpeg",6,"Household items",5,15,80,2.971999884,0,10,1
"457",252,20,1,"stim/11.jpeg",1,"Household items",45,55,34,17.72000003,0,50,1
"458",255,20,1,"stim/21.jpeg",2,"Music items",45,55,6,5.207000017,0,50,1
"459",251,20,1,"stim/31.jpeg",3,"Household items",65,75,20,24.01100016,0,70,1
"460",256,20,1,"stim/41.jpeg",4,"Household items",65,75,90,5.680999994,0,70,1
"461",254,20,1,"stim/51.jpeg",5,"Music items",5,15,97,5.588000059,0,10,1
"462",253,20,1,"stim/61.jpeg",6,"Household items",5,15,95,9.540999889,0,10,1
"463",499,20,2,"stim/11.jpeg",1,"Household items",45,55,60,6.823999882,1,50,1
"464",503,20,2,"stim/21.jpeg",2,"Music items",45,55,56,5.282999992,1,50,1
"465",502,20,2,"stim/31.jpeg",3,"Household items",65,75,10,6.88499999,1,70,1
"466",498,20,2,"stim/41.jpeg",4,"Household items",65,75,75,14.31500006,1,70,1
"467",501,20,2,"stim/51.jpeg",5,"Music items",5,15,99,3.632999897,1,10,1
"468",500,20,2,"stim/61.jpeg",6,"Household items",5,15,98,7.480999947,1,10,1
"469",746,20,3,"stim/11.jpeg",1,"Household items",45,55,30,6.345999956,0,50,1
"470",748,20,3,"stim/21.jpeg",2,"Music items",45,55,39,6.820999861,0,50,1
"471",750,20,3,"stim/31.jpeg",3,"Household items",65,75,80,3.713000059,0,70,1
"472",745,20,3,"stim/41.jpeg",4,"Household items",65,75,85,8.148000002,0,70,1
"473",749,20,3,"stim/51.jpeg",5,"Music items",5,15,98,4.073999882,0,10,1
"474",747,20,3,"stim/61.jpeg",6,"Household items",5,15,95,7.742999792,0,10,1
"475",993,20,4,"stim/11.jpeg",1,"Household items",45,55,29,6.717000008,0,50,1
"476",995,20,4,"stim/21.jpeg",2,"Music items",45,55,40,6.914999962,0,50,1
"477",996,20,4,"stim/31.jpeg",3,"Household items",65,75,15,6.214999914,0,70,1
"478",992,20,4,"stim/41.jpeg",4,"Household items",65,75,97,7.217999935,0,70,1
"479",994,20,4,"stim/51.jpeg",5,"Music items",5,15,100,5.830999851,0,10,1
"480",997,20,4,"stim/61.jpeg",6,"Household items",5,15,97,5.443000078,0,10,1
"481",254,21,1,"stim/11.jpeg",1,"Music items",45,55,20,8.163000107,0,50,1
"482",256,21,1,"stim/21.jpeg",2,"Household items",45,55,9,6.487999916,0,50,1
"483",253,21,1,"stim/31.jpeg",3,"Music items",65,75,60,4.832000017,0,70,1
"484",255,21,1,"stim/41.jpeg",4,"Music items",65,75,50,5.662999868,0,70,1
"485",251,21,1,"stim/51.jpeg",5,"Household items",5,15,90,21.17900014,0,10,1
"486",252,21,1,"stim/61.jpeg",6,"Music items",5,15,77,18.90799999,0,10,1
"487",501,21,2,"stim/11.jpeg",1,"Music items",45,55,26,5.414999962,0,50,1
"488",498,21,2,"stim/21.jpeg",2,"Household items",45,55,35,7.312000036,0,50,1
"489",503,21,2,"stim/31.jpeg",3,"Music items",65,75,48,6.964999914,0,70,1
"490",502,21,2,"stim/41.jpeg",4,"Music items",65,75,50,3.315999985,0,70,1
"491",499,21,2,"stim/51.jpeg",5,"Household items",5,15,59,6.195000172,0,10,1
"492",500,21,2,"stim/61.jpeg",6,"Music items",5,15,59,7.618999958,0,10,1
"493",748,21,3,"stim/11.jpeg",1,"Music items",45,55,20,6.413999796,0,50,1
"494",745,21,3,"stim/21.jpeg",2,"Household items",45,55,30,10.30099988,0,50,1
"495",747,21,3,"stim/31.jpeg",3,"Music items",65,75,50,4.32400012,0,70,1
"496",750,21,3,"stim/41.jpeg",4,"Music items",65,75,60,4.190999985,0,70,1
"497",746,21,3,"stim/51.jpeg",5,"Household items",5,15,64,5.834000111,0,10,1
"498",749,21,3,"stim/61.jpeg",6,"Music items",5,15,66,4.350999832,0,10,1
"499",997,21,4,"stim/11.jpeg",1,"Music items",45,55,25,5.016000032,0,50,1
"500",993,21,4,"stim/21.jpeg",2,"Household items",45,55,34,4.187999964,0,50,1
"501",992,21,4,"stim/31.jpeg",3,"Music items",65,75,54,8.368000031,0,70,1
"502",996,21,4,"stim/41.jpeg",4,"Music items",65,75,63,3.494000196,0,70,1
"503",994,21,4,"stim/51.jpeg",5,"Household items",5,15,43,6.05099988,0,10,1
"504",995,21,4,"stim/61.jpeg",6,"Music items",5,15,72,3.451999903,0,10,1
"505",253,22,1,"stim/11.jpeg",1,"Household items",45,55,64,3.527999878,0,50,1
"506",256,22,1,"stim/21.jpeg",2,"Music items",45,55,27,5.823999882,0,50,1
"507",255,22,1,"stim/31.jpeg",3,"Household items",65,75,26,7.687999964,0,70,1
"508",252,22,1,"stim/41.jpeg",4,"Household items",65,75,79,9.292000055,0,70,1
"509",254,22,1,"stim/51.jpeg",5,"Music items",5,15,65,4.438999891,0,10,1
"510",251,22,1,"stim/61.jpeg",6,"Household items",5,15,34,15.21599984,0,10,1
"511",502,22,2,"stim/11.jpeg",1,"Household items",45,55,66,5.273000002,0,50,1
"512",501,22,2,"stim/21.jpeg",2,"Music items",45,55,30,4.523000002,0,50,1
"513",498,22,2,"stim/31.jpeg",3,"Household items",65,75,10,8.915999889,0,70,1
"514",503,22,2,"stim/41.jpeg",4,"Household items",65,75,97,6.99000001,0,70,1
"515",500,22,2,"stim/51.jpeg",5,"Music items",5,15,43,7.338000059,0,10,1
"516",499,22,2,"stim/61.jpeg",6,"Household items",5,15,49,11.13599992,0,10,1
"517",748,22,3,"stim/11.jpeg",1,"Household items",45,55,45,6.808000088,1,50,1
"518",747,22,3,"stim/21.jpeg",2,"Music items",45,55,20,4.506000042,0,50,1
"519",750,22,3,"stim/31.jpeg",3,"Household items",65,75,14,6.757999897,1,70,1
"520",749,22,3,"stim/41.jpeg",4,"Household items",65,75,97,4.960999966,1,70,1
"521",746,22,3,"stim/51.jpeg",5,"Music items",5,15,38,5.794000149,0,10,1
"522",745,22,3,"stim/61.jpeg",6,"Household items",5,15,43,10.01600003,0,10,1
"523",996,22,4,"stim/11.jpeg",1,"Household items",45,55,60,4.955999851,0,50,1
"524",992,22,4,"stim/21.jpeg",2,"Music items",45,55,NA,NA,0,50,1
"525",993,22,4,"stim/31.jpeg",3,"Household items",65,75,NA,NA,0,70,1
"526",994,22,4,"stim/41.jpeg",4,"Household items",65,75,90,6.55700016,0,70,1
"527",997,22,4,"stim/51.jpeg",5,"Music items",5,15,50,2.81099987,0,10,1
"528",995,22,4,"stim/61.jpeg",6,"Household items",5,15,55,7.423000097,0,10,1
"529",254,23,1,"stim/11.jpeg",1,"Music items",45,55,79,13.93499994,1,50,1
"530",253,23,1,"stim/21.jpeg",2,"Household items",45,55,15,15.32799983,1,50,1
"531",255,23,1,"stim/31.jpeg",3,"Music items",65,75,67,7.891000032,2,70,1
"532",256,23,1,"stim/41.jpeg",4,"Music items",65,75,85,6.759000063,2,70,1
"533",252,23,1,"stim/51.jpeg",5,"Household items",5,15,70,8.027999878,1,10,1
"534",251,23,1,"stim/61.jpeg",6,"Music items",5,15,10,9.237999916,1,10,1
"535",500,23,2,"stim/11.jpeg",1,"Music items",45,55,NA,NA,0,50,1
"536",498,23,2,"stim/21.jpeg",2,"Household items",45,55,9,8.838999987,0,50,1
"537",502,23,2,"stim/31.jpeg",3,"Music items",65,75,30,4.414000034,1,70,1
"538",503,23,2,"stim/41.jpeg",4,"Music items",65,75,5,3.023999929,1,70,1
"539",499,23,2,"stim/51.jpeg",5,"Household items",5,15,69,5.052000046,0,10,1
"540",501,23,2,"stim/61.jpeg",6,"Music items",5,15,10,6.71600008,1,10,1
"541",749,23,3,"stim/11.jpeg",1,"Music items",45,55,66,4.128999949,0,50,1
"542",748,23,3,"stim/21.jpeg",2,"Household items",45,55,16,8.648999929,0,50,1
"543",747,23,3,"stim/31.jpeg",3,"Music items",65,75,49,3.337000132,0,70,1
"544",750,23,3,"stim/41.jpeg",4,"Music items",65,75,81,2.536999941,0,70,1
"545",745,23,3,"stim/51.jpeg",5,"Household items",5,15,32,3.123000145,0,10,1
"546",746,23,3,"stim/61.jpeg",6,"Music items",5,15,86,4.042999983,0,10,1
"547",996,23,4,"stim/11.jpeg",1,"Music items",45,55,67,2.313999891,0,50,1
"548",994,23,4,"stim/21.jpeg",2,"Household items",45,55,NA,NA,0,50,1
"549",995,23,4,"stim/31.jpeg",3,"Music items",65,75,57,7.197000027,0,70,1
"550",992,23,4,"stim/41.jpeg",4,"Music items",65,75,86,3.921999931,0,70,1
"551",997,23,4,"stim/51.jpeg",5,"Household items",5,15,74,3.097000122,0,10,1
"552",993,23,4,"stim/61.jpeg",6,"Music items",5,15,85,1.66899991,0,10,1
"553",256,24,1,"stim/11.jpeg",1,"Household items",45,55,86,3.946000099,1,50,1
"554",252,24,1,"stim/21.jpeg",2,"Music items",45,55,70,13.0769999,1,50,1
"555",254,24,1,"stim/31.jpeg",3,"Household items",65,75,14,6.250999928,1,70,1
"556",255,24,1,"stim/41.jpeg",4,"Household items",65,75,10,5.627000093,1,70,1
"557",253,24,1,"stim/51.jpeg",5,"Music items",5,15,87,6.312999964,1,10,1
"558",251,24,1,"stim/61.jpeg",6,"Household items",5,15,9,14.79399991,1,10,1
"559",499,24,2,"stim/11.jpeg",1,"Household items",45,55,96,4.15899992,0,50,1
"560",498,24,2,"stim/21.jpeg",2,"Music items",45,55,96,6.906000137,0,50,1
"561",500,24,2,"stim/31.jpeg",3,"Household items",65,75,16,2.344000101,0,70,1
"562",501,24,2,"stim/41.jpeg",4,"Household items",65,75,24,2.806999922,0,70,1
"563",502,24,2,"stim/51.jpeg",5,"Music items",5,15,34,2.259000063,0,10,1
"564",503,24,2,"stim/61.jpeg",6,"Household items",5,15,18,6.195999861,0,10,1
"565",748,24,3,"stim/11.jpeg",1,"Household items",45,55,10,2.325999975,1,50,1
"566",747,24,3,"stim/21.jpeg",2,"Music items",45,55,85,5.661000013,1,50,1
"567",745,24,3,"stim/31.jpeg",3,"Household items",65,75,36,9.653000116,0,70,1
"568",746,24,3,"stim/41.jpeg",4,"Household items",65,75,70,2.133000135,1,70,1
"569",749,24,3,"stim/51.jpeg",5,"Music items",5,15,10,4.342999935,2,10,1
"570",750,24,3,"stim/61.jpeg",6,"Household items",5,15,75,3.693000078,2,10,1
"571",993,24,4,"stim/11.jpeg",1,"Household items",45,55,94,4.593999863,0,50,1
"572",994,24,4,"stim/21.jpeg",2,"Music items",45,55,94,3.588999987,0,50,1
"573",995,24,4,"stim/31.jpeg",3,"Household items",65,75,28,3.246999979,0,70,1
"574",992,24,4,"stim/41.jpeg",4,"Household items",65,75,82,6.207000017,0,70,1
"575",997,24,4,"stim/51.jpeg",5,"Music items",5,15,16,3.160000086,1,10,1
"576",996,24,4,"stim/61.jpeg",6,"Household items",5,15,14,3.760999918,1,10,1
"577",254,25,1,"stim/11.jpeg",1,"Household items",45,55,80,5.960000038,0,50,1
"578",251,25,1,"stim/21.jpeg",2,"Music items",45,55,74,18.82399988,0,50,1
"579",252,25,1,"stim/31.jpeg",3,"Household items",65,75,6,6.532000065,0,70,1
"580",256,25,1,"stim/41.jpeg",4,"Household items",65,75,80,11.54699993,0,70,1
"581",255,25,1,"stim/51.jpeg",5,"Music items",5,15,70,4.70600009,0,10,1
"582",253,25,1,"stim/61.jpeg",6,"Household items",5,15,89,6.23300004,0,10,1
"583",503,25,2,"stim/11.jpeg",1,"Household items",45,55,85,15.602,2,50,1
"584",501,25,2,"stim/21.jpeg",2,"Music items",45,55,50,2.638000011,2,50,1
"585",498,25,2,"stim/31.jpeg",3,"Household items",65,75,31,11.41600013,0,70,1
"586",499,25,2,"stim/41.jpeg",4,"Household items",65,75,66,6.792000055,1,70,1
"587",502,25,2,"stim/51.jpeg",5,"Music items",5,15,90,9.167999983,2,10,1
"588",500,25,2,"stim/61.jpeg",6,"Household items",5,15,90,6.187999964,1,10,1
"589",746,25,3,"stim/11.jpeg",1,"Household items",45,55,77,6.25999999,0,50,1
"590",747,25,3,"stim/21.jpeg",2,"Music items",45,55,30,10.29099989,0,50,1
"591",749,25,3,"stim/31.jpeg",3,"Household items",65,75,15,14.38800001,0,70,1
"592",750,25,3,"stim/41.jpeg",4,"Household items",65,75,79,9.92599988,0,70,1
"593",748,25,3,"stim/51.jpeg",5,"Music items",5,15,94,6.826999903,0,10,1
"594",745,25,3,"stim/61.jpeg",6,"Household items",5,15,86,12.70000005,0,10,1
"595",997,25,4,"stim/11.jpeg",1,"Household items",45,55,61,5.160000086,0,50,1
"596",996,25,4,"stim/21.jpeg",2,"Music items",45,55,40,5.927999973,0,50,1
"597",994,25,4,"stim/31.jpeg",3,"Household items",65,75,20,10.83800006,0,70,1
"598",993,25,4,"stim/41.jpeg",4,"Household items",65,75,84,6.062000036,0,70,1
"599",995,25,4,"stim/51.jpeg",5,"Music items",5,15,94,4.238000154,0,10,1
"600",992,25,4,"stim/61.jpeg",6,"Household items",5,15,95,6.91899991,0,10,1
"601",256,26,1,"stim/11.jpeg",1,"Music items",45,55,41,2.076999903,0,50,1
"602",252,26,1,"stim/21.jpeg",2,"Household items",45,55,75,3.270999908,0,50,1
"603",251,26,1,"stim/31.jpeg",3,"Music items",65,75,31,7.554999828,0,70,1
"604",254,26,1,"stim/41.jpeg",4,"Music items",65,75,84,4.066999912,0,70,1
"605",253,26,1,"stim/51.jpeg",5,"Household items",5,15,50,4.0400002,0,10,1
"606",255,26,1,"stim/61.jpeg",6,"Music items",5,15,68,2.141000032,0,10,1
"607",501,26,2,"stim/11.jpeg",1,"Music items",45,55,1,5.777999878,0,50,1
"608",498,26,2,"stim/21.jpeg",2,"Household items",45,55,72,8.842000008,0,50,1
"609",503,26,2,"stim/31.jpeg",3,"Music items",65,75,90,3.791000128,0,70,1
"610",502,26,2,"stim/41.jpeg",4,"Music items",65,75,40,3.493999958,0,70,1
