"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"252",40,1,"stim/11.jpeg",1,"Household items",45,55,15,17.03600001,0,50,1
"253",40,1,"stim/21.jpeg",2,"Music items",45,55,84,7.04399991,0,50,1
"254",40,1,"stim/31.jpeg",3,"Household items",65,75,85,4.779000044,0,70,1
"256",40,1,"stim/41.jpeg",4,"Household items",65,75,89,7.343000174,0,70,1
"251",40,1,"stim/51.jpeg",5,"Music items",5,15,90,11.24899983,0,10,1
"255",40,1,"stim/61.jpeg",6,"Household items",5,15,3,3.344000101,0,10,1
"501",40,2,"stim/11.jpeg",1,"Household items",45,55,2,3.499000072,0,50,1
"503",40,2,"stim/21.jpeg",2,"Music items",45,55,2,5.023999929,0,50,1
"502",40,2,"stim/31.jpeg",3,"Household items",65,75,1,6.34100008,0,70,1
"500",40,2,"stim/41.jpeg",4,"Household items",65,75,99,5.674999952,0,70,1
"498",40,2,"stim/51.jpeg",5,"Music items",5,15,0,4.377000093,0,10,1
"499",40,2,"stim/61.jpeg",6,"Household items",5,15,1,3.396999836,0,10,1
"750",40,3,"stim/11.jpeg",1,"Household items",45,55,57,2.57400012,0,50,1
"747",40,3,"stim/21.jpeg",2,"Music items",45,55,11,4.789999962,0,50,1
"746",40,3,"stim/31.jpeg",3,"Household items",65,75,55,3.840999842,0,70,1
"748",40,3,"stim/41.jpeg",4,"Household items",65,75,44,2.425000191,0,70,1
"745",40,3,"stim/51.jpeg",5,"Music items",5,15,99,3.5,0,10,1
"749",40,3,"stim/61.jpeg",6,"Household items",5,15,83,6.637000084,0,10,1
"995",40,4,"stim/11.jpeg",1,"Household items",45,55,62,2.133000135,0,50,1
"993",40,4,"stim/21.jpeg",2,"Music items",45,55,36,3.673000097,0,50,1
"997",40,4,"stim/31.jpeg",3,"Household items",65,75,57,2.104000092,0,70,1
"994",40,4,"stim/41.jpeg",4,"Household items",65,75,45,1.890000105,0,70,1
"992",40,4,"stim/51.jpeg",5,"Music items",5,15,100,3.427999973,0,10,1
"996",40,4,"stim/61.jpeg",6,"Household items",5,15,92,3.253999949,0,10,1
