"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"246",41,"stim/11.jpeg",1,"Music items",45,55,11,2.832000017,1,50,1
"245",41,"stim/21.jpeg",2,"Household items",45,55,11,5.785000086,1,50,1
"244",41,"stim/31.jpeg",3,"Music items",65,75,31,4.24000001,1,70,1
"242",41,"stim/41.jpeg",4,"Music items",65,75,68,2.211000204,1,70,1
"241",41,"stim/51.jpeg",5,"Household items",5,15,88,4.30099988,1,10,1
"243",41,"stim/61.jpeg",6,"Music items",5,15,84,4.263000011,1,10,1
"583",41,"stim/11.jpeg",1,"Music items",45,55,21,4.537999868,2,50,1
"579",41,"stim/21.jpeg",2,"Household items",45,55,12,5.111000061,2,50,1
"582",41,"stim/31.jpeg",3,"Music items",65,75,69,2.828999996,2,70,1
"581",41,"stim/41.jpeg",4,"Music items",65,75,59,3.319000006,2,70,1
"580",41,"stim/51.jpeg",5,"Household items",5,15,87,3.161000013,2,10,1
"578",41,"stim/61.jpeg",6,"Music items",5,15,87,4.056999922,2,10,1
