"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"245",11,"stim/11.jpeg",1,"Music items",45,55,10,5.101000071,1,50,1
"243",11,"stim/21.jpeg",2,"Household items",45,55,0,4.022000074,1,50,1
"246",11,"stim/31.jpeg",3,"Music items",65,75,90,6.042000055,1,70,1
"241",11,"stim/41.jpeg",4,"Music items",65,75,50,8.667999983,1,70,1
"242",11,"stim/51.jpeg",5,"Household items",5,15,100,8.885999918,1,10,1
"244",11,"stim/61.jpeg",6,"Music items",5,15,50,3.768000126,1,10,1
"579",11,"stim/11.jpeg",1,"Music items",45,55,0,4.717000008,2,50,1
"582",11,"stim/21.jpeg",2,"Household items",45,55,10,4.419000149,2,50,1
"583",11,"stim/31.jpeg",3,"Music items",65,75,80,5.916999817,2,70,1
"578",11,"stim/41.jpeg",4,"Music items",65,75,40,6.096999884,2,70,1
"580",11,"stim/51.jpeg",5,"Household items",5,15,100,4.555000067,2,10,1
"581",11,"stim/61.jpeg",6,"Music items",5,15,50,3.404000044,2,10,1
