"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"246",43,"stim/11.jpeg",1,"Music items",45,55,0,3.776000023,1,50,1
"241",43,"stim/21.jpeg",2,"Household items",45,55,0,4.558999777,1,50,1
"245",43,"stim/31.jpeg",3,"Music items",65,75,0,3.74000001,1,70,1
"242",43,"stim/41.jpeg",4,"Music items",65,75,100,6.348999977,1,70,1
"244",43,"stim/51.jpeg",5,"Household items",5,15,100,2.904999971,1,10,1
"243",43,"stim/61.jpeg",6,"Music items",5,15,0,3.376000166,1,10,1
"579",43,"stim/11.jpeg",1,"Music items",45,55,0,2.170000076,2,50,1
"583",43,"stim/21.jpeg",2,"Household items",45,55,21,2.770000219,2,50,1
"578",43,"stim/31.jpeg",3,"Music items",65,75,0,2.45600009,2,70,1
"580",43,"stim/41.jpeg",4,"Music items",65,75,100,2.169000149,2,70,1
"582",43,"stim/51.jpeg",5,"Household items",5,15,49,5.375,2,10,1
"581",43,"stim/61.jpeg",6,"Music items",5,15,100,1.756000042,2,10,1
