"","obj_file","X.x","participant.x","trialN.x","trial_cond","scn_file.x","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group.x","practice","X.y","participant.y","OvsN","PE_level","object_cat","scn_file.y","corr_scn_cat","corr_scn_inst","scn_file.1","corr_loc","key_resp_id.keys","key_resp_id.rt","key_resp_conf.keys","key_resp_assoc.keys","key_resp_assoc.rt","key_resp_loc.keys","key_resp_loc.rt","trialN.y","id_acc","assoc.acc","cond_assoc","loc.acc","cond_loc","group.y"
"133","stim/objects/Instruments/pipepiano.png",1,43,1,0.5,"stim/12.jpeg",1,2,1,NA,"Instruments",1,4,"left","",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","stim/objects/Instruments/trombone.png",2,43,2,0.3,"stim/32.jpeg",3,2,2,NA,"Instruments",1,2,"left","right",0.89199996,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","stim/objects/Instruments/timbal.png",3,43,3,0.5,"stim/24.jpeg",2,4,1,NA,"Instruments",1,3,"left","left",0.792999983,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","stim/objects/HouseObjects/spraybottle.png",4,43,4,0.7,"stim/31.jpeg",3,1,2,NA,"HouseObjects",2,2,"right","right",0.592000008,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","stim/objects/Instruments/triangle.png",5,43,5,0.3,"stim/31.jpeg",3,1,2,NA,"Instruments",1,2,"left","right",0.378000021,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","stim/objects/HouseObjects/safetypin2.png",6,43,6,0.9,"stim/51.jpeg",5,1,3,NA,"HouseObjects",2,3,"right","left",0.559000015,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","stim/objects/HouseObjects/remote.png",7,43,7,0.5,"stim/12.jpeg",1,2,1,NA,"HouseObjects",2,2,"right","right",0.289000034,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","stim/objects/Instruments/trombone2.png",8,43,8,0.9,"stim/62.jpeg",6,2,3,NA,"Instruments",1,1,"left","right",0.25999999,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","stim/objects/Instruments/tuba2.png",9,43,9,0.9,"stim/64.jpeg",6,4,3,NA,"Instruments",1,2,"left","left",0.228000164,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","stim/objects/Instruments/pipepiano2.png",10,43,10,0.7,"stim/42.jpeg",4,2,2,NA,"Instruments",1,4,"left","right",0.518000126,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","stim/objects/Instruments/pipepiano2.png",11,43,11,0.7,"stim/42.jpeg",4,2,2,NA,"Instruments",1,2,"left","left",0.565999985,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","stim/objects/Instruments/record.png",12,43,12,0.5,"stim/13.jpeg",1,3,1,NA,"Instruments",1,1,"left","",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","stim/objects/HouseObjects/rug.png",13,43,13,0.5,"stim/14.jpeg",1,4,1,NA,"HouseObjects",2,2,"right","left",0.789000034,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","stim/objects/HouseObjects/teapot.png",14,43,14,0.7,"stim/32.jpeg",3,2,2,NA,"HouseObjects",2,4,"right","left",0.914000034,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","stim/objects/HouseObjects/recyclingbin2.png",15,43,15,0.3,"stim/41.jpeg",4,1,2,NA,"HouseObjects",2,4,"right","",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","stim/objects/Instruments/trombone2.png",16,43,16,0.9,"stim/62.jpeg",6,2,3,NA,"Instruments",1,4,"left","left",0.729000092,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","stim/objects/HouseObjects/rug2.png",17,43,17,0.3,"stim/44.jpeg",4,4,2,NA,"HouseObjects",2,2,"right","",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","stim/objects/Instruments/trombone2.png",18,43,18,0.9,"stim/62.jpeg",6,2,3,NA,"Instruments",1,4,"left","left",0.546999931,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","stim/objects/Instruments/saxophone.png",19,43,19,0.5,"stim/21.jpeg",2,1,1,NA,"Instruments",1,3,"left","left",0.774999857,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","stim/objects/HouseObjects/safetypin2.png",20,43,20,0.9,"stim/51.jpeg",5,1,3,NA,"HouseObjects",2,4,"right","right",0.715000153,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","stim/objects/HouseObjects/sponge2.png",21,43,21,0.9,"stim/54.jpeg",5,4,3,NA,"HouseObjects",2,1,"right","right",0.58100009,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","stim/objects/HouseObjects/recyclingbin.png",22,43,22,0.5,"stim/11.jpeg",1,1,1,NA,"HouseObjects",2,2,"right","right",0.919999838,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","stim/objects/HouseObjects/rug.png",23,43,23,0.5,"stim/14.jpeg",1,4,1,NA,"HouseObjects",2,1,"right","left",0.852999926,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
