"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"256",43,1,"stim/11.jpeg",1,"Music items",45,55,100,3.162000179,1,50,1
"251",43,1,"stim/21.jpeg",2,"Household items",45,55,50,13.41599989,1,50,1
"253",43,1,"stim/31.jpeg",3,"Music items",65,75,0,2.224999905,1,70,1
"252",43,1,"stim/41.jpeg",4,"Music items",65,75,0,8.903000116,1,70,1
"255",43,1,"stim/51.jpeg",5,"Household items",5,15,0,3.323000193,1,10,1
"254",43,1,"stim/61.jpeg",6,"Music items",5,15,100,2.698999882,1,10,1
"498",43,2,"stim/11.jpeg",1,"Music items",45,55,100,6.209000111,0,50,1
"501",43,2,"stim/21.jpeg",2,"Household items",45,55,0,6.278999805,0,50,1
"499",43,2,"stim/31.jpeg",3,"Music items",65,75,0,3.921000004,0,70,1
"503",43,2,"stim/41.jpeg",4,"Music items",65,75,0,2.513999939,0,70,1
"502",43,2,"stim/51.jpeg",5,"Household items",5,15,99,3.318000078,0,10,1
"500",43,2,"stim/61.jpeg",6,"Music items",5,15,0,2.368000031,0,10,1
"750",43,3,"stim/11.jpeg",1,"Music items",45,55,100,2.851999998,0,50,1
"745",43,3,"stim/21.jpeg",2,"Household items",45,55,0,8.032000065,0,50,1
"747",43,3,"stim/31.jpeg",3,"Music items",65,75,0,2.499000072,0,70,1
"748",43,3,"stim/41.jpeg",4,"Music items",65,75,0,3.96600008,0,70,1
"749",43,3,"stim/51.jpeg",5,"Household items",5,15,1,2.040999889,0,10,1
"746",43,3,"stim/61.jpeg",6,"Music items",5,15,100,2.629999876,0,10,1
"992",43,4,"stim/11.jpeg",1,"Music items",45,55,100,3.907000065,0,50,1
"996",43,4,"stim/21.jpeg",2,"Household items",45,55,0,3.215000153,0,50,1
"995",43,4,"stim/31.jpeg",3,"Music items",65,75,0,4.717999935,0,70,1
"993",43,4,"stim/41.jpeg",4,"Music items",65,75,100,2.752000093,0,70,1
"994",43,4,"stim/51.jpeg",5,"Household items",5,15,0,2.07400012,0,10,1
"997",43,4,"stim/61.jpeg",6,"Music items",5,15,100,4.117000103,0,10,1
