"","participant","OvsN","PE_level","object_cat","obj_file","scn_file","corr_scn_cat","corr_scn_inst","scn_file.1","corr_loc","key_resp_id.keys","key_resp_id.rt","key_resp_conf.keys","key_resp_assoc.keys","key_resp_assoc.rt","key_resp_loc.keys","key_resp_loc.rt","trialN","id_acc","assoc.acc","cond_assoc","loc.acc","cond_loc","group"
"1",43,1,0.7,2,"stim/objects/HouseObjects/pan3.png","stim/32.jpeg",3,2,"stim/32.jpeg",2,"right",2.539000034,1,3,7.458000183,1,3.342000008,1,0,0,NA,0,NA,0
"2",43,2,0,1,"stim/objects/Instruments/xylophone.png","",0,0,"",0,"left",8.603000164,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0
"3",43,2,0,1,"stim/objects/Instruments/vuvuzela.png","",0,0,"",0,"left",2.967000246,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0
"4",43,2,0,2,"stim/objects/HouseObjects/basket.png","",0,0,"",0,"right",1.721000195,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,0
"5",43,2,0,1,"stim/objects/Instruments/electricdrumset.png","",0,0,"",0,"left",3.984000206,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0
"6",43,1,0.1,2,"stim/objects/HouseObjects/match4.png","stim/63.jpeg",6,3,"stim/63.jpeg",2,"left",1.06400013,4,1,7.489000082,1,2.872000217,6,1,0,0,0,0,0
"7",43,1,0.3,2,"stim/objects/HouseObjects/cushion4.png","stim/42.jpeg",4,2,"stim/42.jpeg",2,"left",3.229000092,4,2,2.881000042,1,1.373000145,7,1,1,1,0,0,0
"8",43,1,0.1,1,"stim/objects/Instruments/flute4.png","stim/51.jpeg",5,1,"stim/51.jpeg",3,"left",2.104000092,4,1,5.134000063,1,2.049000263,8,1,1,1,0,0,0
"9",43,1,0.7,1,"stim/objects/Instruments/electricdrumset4.png","stim/44.jpeg",4,4,"stim/44.jpeg",3,"right",4.069000244,4,3,0.88499999,4,0.599000216,9,0,0,NA,0,NA,0
"10",43,1,0.9,1,"stim/objects/Instruments/maraca4.png","stim/62.jpeg",6,2,"stim/62.jpeg",4,"left",2.936000109,4,4,3.793000221,4,1.055000305,10,1,0,0,1,1,0
"11",43,2,0,1,"stim/objects/Instruments/electricguitar.png","",0,0,"",0,"left",1.785000086,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,0
"12",43,1,0.1,1,"stim/objects/Instruments/guitarcase4.png","stim/52.jpeg",5,2,"stim/52.jpeg",2,"left",1.050000191,4,2,2.93200016,2,1.380000114,12,1,1,1,1,1,0
"13",43,1,0.9,1,"stim/objects/Instruments/violin4.png","stim/64.jpeg",6,4,"stim/64.jpeg",3,"left",1.721000195,2,1,1.333000183,3,1.258000135,13,1,0,0,1,1,0
"14",43,1,0.9,1,"stim/objects/Instruments/laud4.png","stim/61.jpeg",6,1,"stim/61.jpeg",2,"left",1.268000126,3,4,1.678000212,2,2.144000292,14,1,0,0,1,1,0
"15",43,2,0,1,"stim/objects/Instruments/acousticguitar2.png","",0,0,"",0,"left",1.86400032,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,0
"16",43,2,0,2,"stim/objects/HouseObjects/clothespin.png","",0,0,"",0,"left",0.973000288,NA,NA,NA,NA,NA,16,0,NA,NA,NA,NA,0
"17",43,1,0.7,2,"stim/objects/HouseObjects/ashtray4.png","stim/33.jpeg",3,3,"stim/33.jpeg",1,"right",1.156000137,1,2,1.868999958,2,1.594000101,17,0,0,NA,0,NA,0
"18",43,2,0,2,"stim/objects/HouseObjects/clothespin2.png","",0,0,"",0,"left",3.940000296,NA,NA,NA,NA,NA,18,0,NA,NA,NA,NA,0
"19",43,1,0.5,1,"stim/objects/Instruments/guitarcase3.png","stim/13.jpeg",1,3,"stim/13.jpeg",1,"left",0.626000166,2,4,1.041000128,2,1.409000158,19,1,0,0,0,0,0
"20",43,1,0.3,1,"stim/objects/Instruments/oboe3.png","stim/32.jpeg",3,2,"stim/32.jpeg",4,"left",2.917000294,4,1,4.25,2,0.586000204,20,1,0,0,0,0,0
"21",43,2,0,2,"stim/objects/HouseObjects/pitcher.png","",0,0,"",0,"right",2.179000139,NA,NA,NA,NA,NA,21,1,NA,NA,NA,NA,0
"22",43,1,0.9,2,"stim/objects/HouseObjects/hairdryer4.png","stim/51.jpeg",5,1,"stim/51.jpeg",4,"right",1.254000187,4,3,3.343000174,2,1.184000015,22,0,0,NA,0,NA,0
"23",43,2,0,2,"stim/objects/HouseObjects/dustpan.png","",0,0,"",0,"right",1.685000181,NA,NA,NA,NA,NA,23,1,NA,NA,NA,NA,0
"24",43,2,0,1,"stim/objects/Instruments/clarinet.png","",0,0,"",0,"right",3.345000267,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,0
"25",43,1,0.1,2,"stim/objects/HouseObjects/lintroller4.png","stim/62.jpeg",6,2,"stim/62.jpeg",4,"right",0.603000164,1,1,0.72300005,3,1.174000263,25,0,0,NA,0,NA,0
"26",43,2,0,2,"stim/objects/HouseObjects/lintroller.png","",0,0,"",0,"right",2.118000031,NA,NA,NA,NA,NA,26,1,NA,NA,NA,NA,0
"27",43,2,0,2,"stim/objects/HouseObjects/ashtray2.png","",0,0,"",0,"right",0.803000212,NA,NA,NA,NA,NA,27,1,NA,NA,NA,NA,0
"28",43,1,0.9,1,"stim/objects/Instruments/vuvuzela4.png","stim/61.jpeg",6,1,"stim/61.jpeg",4,"left",0.585000038,4,4,3.042000294,2,1.871000051,28,1,0,0,0,0,0
"29",43,2,0,1,"stim/objects/Instruments/cello.png","",0,0,"",0,"left",1.351000071,NA,NA,NA,NA,NA,29,0,NA,NA,NA,NA,0
