"PartNum","alpha","beta","BIC","LogLikel"
1,0.994387823779944,3.31421386908233,759.056783805451,-372.195368888339
2,1,4.59397353342305,519.253863679953,-252.29390882559
3,0.313851254348863,3.16660139779716,954.687311952079,-470.010632961653
4,0.462876483520208,4.49128410322779,667.446938241026,-326.390446106126
5,1,3.13493287141998,774.703567864632,-380.01876091793
6,0.229053121870878,6.32184319320692,439.331537047544,-212.332745509386
7,0.916803192083674,3.76842558838183,679.575554094197,-332.454754032712
8,0.753692804799165,2.84854043717948,921.073885258358,-453.203919614793
9,0.0621158471155998,10,729.186291753665,-357.260122862446
10,0.435634611421096,4.16534347917559,692.342872063825,-338.838413017526
11,0.337972103365997,6.05772375467211,531.582768877108,-258.458361424168
12,0.0831674025767579,10,640.44249666931,-312.888225320269
13,0.430013521309953,3.86566068997345,710.129319608722,-347.731636789974
14,0.49422415689622,2.41409905419636,1065.54385332397,-525.438903647599
15,0.898512598098032,5.17120828531822,445.573543393934,-215.45374868258
16,0.537542890774484,3.07418497675276,926.591468193959,-455.962711082593
17,1,2.49879029281299,982.020282879798,-483.677118425512
18,0.705589363934693,2.85753620439397,882.406074959227,-433.870014465227
19,0.378437500495373,5.55606616411708,423.628738737885,-204.481346354556
20,0.254035384720476,5.72814209673773,548.302637822346,-266.818295896787
21,0.109762370576705,4.44005213525775,1068.99316746657,-527.163560718898
22,0.231634080777436,5.7317264847224,573.792534109278,-279.563244040253
23,0.0363127524477104,10,1078.00687362939,-531.67041380031
24,0.260511424834498,5.35403939868465,833.050632075459,-409.192293023343
25,0.111228135827646,10,649.280837466633,-317.30739571893
26,0.108737775697912,5.26441377409948,955.668003831699,-470.500978901463
27,0.101001418157161,9.50255626847535,561.904204196675,-273.619079083951
28,1,2.95015295431648,549.491855872791,-267.412904922009
29,0.091108718175875,10,674.742628226219,-330.038291098723
30,0.099020854411988,10,555.48159426473,-270.407774117979
31,1,2.44522030449476,1014.97324688376,-500.153600427495
32,0.0372568585159179,8.81561157269556,1216.77497065789,-601.05446231456
33,1,2.37796418487121,1009.07663664563,-497.205295308427
34,0.543379829678045,2.94102462766161,904.501225950013,-444.91758996062
35,0.480616553873457,2.58596584567043,1027.49526507197,-506.4146095216
36,1,3.31675171473161,798.385036597418,-391.859495284322
37,0.397283711845309,2.2334820497626,1113.81297932385,-549.573466647537
38,1,4.43548071481541,549.721320025683,-267.527636998455
39,0.0303912963055466,10,1253.09834437056,-619.216149170893
40,0.128774018020664,4.25612815725249,1044.35589992203,-514.844926946628
41,0.0618584424537781,6.94002028862026,1115.28113891903,-550.307546445127
42,1,0.0115828906072326,1479.96299000168,-732.648471986452
43,0.469060346753078,1.99726691923247,1136.51922349705,-560.926588734138
44,0.126714714413093,5.87247864224278,908.699479275331,-447.016716623279
45,0.362901787283491,3.81580788426605,735.054547371906,-360.194250671567
47,0.839218297566424,3.58007448114516,700.116458899006,-342.725206435117
48,1,3.90349196780381,660.864108347518,-323.099031159372
49,0.562994376683209,3.02462184570658,865.641119198309,-425.487536584768
50,0.372308519152553,1.41952019665101,1308.34969835084,-646.841826161032
51,0.0610908853242106,10,875.877972935752,-430.605963453489
52,0.0376115461605495,10,1133.97005767777,-559.652005824498
53,0.230370976645941,4.5467859201696,784.632629252742,-384.983291611985
54,0.108253578363322,10,429.385572059461,-207.359763015344
55,1,0.94232119532673,1328.53248780163,-656.933220886428
56,1,3.02536451593483,854.222742813677,-419.778348392452
57,0.823359805506356,2.77343212352718,902.22643553396,-443.780194752594
58,0.0480295456891637,10,1041.44695680561,-513.390455388416
59,0.086155020013376,10,789.686887398357,-387.510420684792
60,1,3.18004470879499,805.487093300498,-395.410523635863
61,0.0179883844271233,10,1339.43503470485,-662.384494338037
62,0,0,1453.63959287122,-719.486773421223
63,0.265607908772528,2.65954613562646,1093.33123524306,-539.332594607144
64,0.230620702607701,7.77098042943779,507.486408506612,-246.41018123892
65,1,1.51011474607042,1232.41673867674,-608.875346323985
66,1,3.97915287745835,644.46581134355,-314.899882657388
67,0.0748312917613622,10,760.650670115997,-372.992312043612
68,1,0.558790505031635,1426.69970097997,-706.016827475598
69,1,2.68805508279723,909.783152091125,-447.558553031176
70,1,4.6115692645548,539.716166486307,-262.525060228767
71,0.868241307300172,3.31879976877083,784.20204770219,-384.768000836709
72,0.633117282679486,4.5113381301088,545.217243930532,-265.27559895088
73,0.0603547387035141,10,891.711485321484,-438.522719646355
74,0.022258946287766,10,1367.7798333845,-676.556893677863
75,0.142043055507936,5.36520091600424,817.565068985249,-401.449511478238
76,0.0934597670155238,10,779.094223390583,-382.214088680905
77,0.0510900093990764,10,996.050249255119,-490.692101613173
78,0.679662959617095,3.08057601412571,830.763334156779,-408.048644064003
79,0.633004130263682,1.51750152026028,1289.71063544362,-637.522294707422
80,1,3.52637334612946,713.021037573512,-349.177495772369
