"PartNum","alpha","beta","BIC","LogLikel"
1,0.0480582381599512,3.71943996094698,728.106298302252,-356.72012613674
2,0.0246940464202115,6.13289497486284,480.303840924866,-232.818897448047
3,0.0249384730050286,2.99941469708723,952.978604491488,-469.156279231357
4,0.0220104336321626,5.20167643504023,604.36002465936,-294.846989315293
5,0.0379346049455,3.76651382626396,727.813494762194,-356.573724366711
6,0.0588657881966191,5.66468779345757,456.861523780931,-221.097738876079
7,0.0477934271333225,4.01645034262753,697.506821734569,-341.420387852898
8,0.0502766777669469,2.8850308474012,932.58413951006,-458.959046740643
9,0.0845178193291617,3.43866793581166,759.290422360532,-372.31218816588
10,0.0304173571397374,4.6976341550674,605.339542270136,-295.336748120681
11,0.0274955921977658,6.15277633987393,468.599241547476,-226.966597759352
12,0.0302107868044898,4.69649981088581,626.219938726261,-305.776946348744
13,0.0488698170212228,3.85893204841825,713.421796719824,-349.377875345526
14,0.0117895938160521,3.35829182772689,1016.44450589258,-500.889229931905
15,0.0700014775228075,5.88680149407409,426.561628529638,-205.947791250432
16,0.0311457295669064,2.98556689336085,918.085803742728,-451.709878856978
17,0.0142627922822726,3.60724561357733,926.976556493262,-456.155255232244
18,0.0413229146699103,3.1639425762604,870.855626750285,-428.094790360756
19,0.042834773777355,6.3126774609321,401.410780737343,-193.372367354285
20,0.0570626175394505,4.93306612216381,533.321458108565,-259.327706039896
21,0.0805946823294055,2.14280288651802,1105.42831410851,-545.381134039868
22,0.0249647855260073,5.70187003270038,519.764699680609,-252.549326825918
23,0.0148776868070649,2.16194404165416,1083.30221722504,-534.318085598135
24,0.00539623981002797,7.23242845676708,796.250873775874,-390.792413873551
25,0.023824634018022,4.72372866572756,657.755741704446,-321.544847837836
26,0.0345909242149023,3.03663151080041,930.283539351801,-457.808746661514
27,0.0435172827322777,4.97356726836444,548.987050402345,-267.160502186786
28,0.0839660887633803,2.93849395357618,565.845363855917,-275.589658913572
29,0.0384458486889383,4.34176308635569,653.169734107746,-319.251844039487
30,0.0115745962635792,7.84110302335723,491.157783138654,-238.24586855494
31,0.0873495068968125,2.47556974217381,1018.98379642532,-502.158875198276
32,0.00818916989840318,2.82764841618287,1178.05361496599,-581.69378446861
33,0.0934980202771481,2.34040500221968,1033.56834068624,-509.451147328735
34,0.0145598323898923,3.99956925866779,855.008107096982,-420.171030534105
35,0.0549451986926175,2.51719650291775,1021.45948382742,-503.396718899325
36,0.0285356467531025,3.90916880691864,767.310118714604,-376.322036342916
37,0.0369289204415667,2.13283362137371,1134.7122597926,-560.023106881913
38,0.0391578700742827,5.31195587914348,512.556913184854,-248.945433578041
39,0.00331003811307334,4.33794629243484,1218.73457966759,-602.034266819408
40,0.0355597011967032,2.59969635449813,1034.74405929185,-510.039006631539
41,0.00569040685777818,4.6363286218178,1011.47982170636,-498.406887838793
42,0.0122523835626512,0,1479.9791857325,-732.656569851862
43,0.0879205024550929,2.02539376290666,1132.08785747833,-558.71090572478
44,0.0361582902299415,2.89710140604638,949.061402474683,-467.197678222955
45,0.0532598294035422,3.752156805087,751.606736642222,-368.470345306725
47,0.0719407093631893,3.80361939598218,713.345972549254,-349.339963260241
48,0.016021075131382,5.99220338007248,571.972296680038,-278.653125325632
49,0.0496998483075145,3.1350271616211,868.265481655753,-426.79971781349
50,0.0690617298415974,1.33218390991024,1288.27347987835,-636.803716924789
51,0.0243176351549953,3.41338478961555,873.786310332285,-429.560132151756
52,0.028370438905323,2.21056078449666,1116.41183628557,-550.872895128399
53,0.0260197586769044,3.726379979982,774.85325039307,-380.093602182149
54,0.0263005514802935,7.06864392134575,390.774378200042,-188.054166085635
55,0.608694785531355,0.808896025764505,1315.73353990612,-650.533746938672
56,0.0501187342075521,3.36262621361386,829.792366368028,-407.563160169627
57,0.0693850818199112,2.87753366326441,919.469260832926,-452.401607402077
58,0.00874291486316309,3.33589771822802,1069.53484227386,-527.434398122543
59,0.0642714514050447,3.48063351337886,787.284852154335,-386.309403062781
60,0.0500211392619583,3.44818994328702,803.805278267945,-394.569616119586
61,0.0543593782069043,0.830370702443361,1357.97185940912,-671.652906690173
62,0,0,1453.63959287122,-719.486773421223
63,0.0664339529551558,2.1215748615023,1094.45088528933,-539.892419630278
64,0.0470539968665515,5.2685370447328,509.615182346241,-247.474568158734
65,0.0114669376114759,2.39726380761203,1183.1570760922,-584.245515031713
66,0.0400266767167147,4.71260282034365,595.959766968843,-290.646860470035
67,0.0253945807272357,4.15161553974842,733.121350761035,-359.227652366131
68,0.546577049148824,0.49296152439498,1422.96096382992,-704.147458900572
69,0.0625385133976051,2.863999470909,912.612116029717,-448.973035000472
70,0.0345868959467384,5.4298143308486,515.806588459762,-250.570271215495
71,0.0556216528047476,3.61173057926038,774.087585561258,-379.710769766242
72,0.0194114203586831,6.60356952469405,444.554453934292,-214.944203952759
73,0.0161402758611817,3.63015736512786,893.320335993003,-439.327144982115
74,0.124926103971403,0.717165743326314,1408.8245866817,-697.079270326461
75,0.0155023731736108,3.97875643200687,776.32019804575,-380.827076008489
76,0.0137375394225414,4.62731002231486,778.081790104609,-381.707872037918
77,0.0159522590906779,3.24507655978462,971.861873017729,-478.597913494478
78,0.0393518718760881,3.5727100766805,793.85119818337,-389.592576077299
79,0.0698844756294073,1.45648726333656,1280.20110335769,-632.767528664458
80,0.0396759791472128,3.88573452168415,727.299462894715,-356.316708432971
