"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"242",26,"stim/11.jpeg",1,"Music items",45,55,10,4.011999846,1,50,1
"241",26,"stim/21.jpeg",2,"Household items",45,55,5,7.322999954,1,50,1
"245",26,"stim/31.jpeg",3,"Music items",65,75,41,2.900000095,1,70,1
"246",26,"stim/41.jpeg",4,"Music items",65,75,50,2.726000071,1,70,1
"243",26,"stim/51.jpeg",5,"Household items",5,15,71,5.184999943,1,10,1
"244",26,"stim/61.jpeg",6,"Music items",5,15,76,5.965999842,1,10,1
"583",26,"stim/11.jpeg",1,"Music items",45,55,1,2.713000059,2,50,1
"580",26,"stim/21.jpeg",2,"Household items",45,55,8,2.539000034,2,50,1
"578",26,"stim/31.jpeg",3,"Music items",65,75,40,7.095999956,2,70,1
"581",26,"stim/41.jpeg",4,"Music items",65,75,52,5.049999952,2,70,1
"579",26,"stim/51.jpeg",5,"Household items",5,15,50,2.420000076,2,10,1
"582",26,"stim/61.jpeg",6,"Music items",5,15,45,1.845000029,2,10,1
