"PartNum","alpha","beta","BIC","LogLikel"
1,0.0490146963902563,4.21679121068161,434.491401337528,-210.378767384302
2,0.0290517815696871,5.74455457028863,374.00291869499,-180.134526063033
3,0.0282423344251291,3.00676638609183,627.91955674015,-307.092845085613
4,0.0262906927453358,4.60589674515267,485.07587745008,-235.671005440578
5,0.0128128492933561,7.62382427966203,394.216102465698,-190.241117948387
6,0.0590670341366331,5.68907007772779,334.724055811357,-160.495094621216
7,0.0404302651808965,4.56968738449983,440.941534690717,-213.603834060896
8,0.0237936349720587,4.57778529088256,497.375816468994,-241.820974950035
9,0.103824872582046,2.91579886147129,567.437096235971,-276.851614833523
10,0.0108695296608227,10,326.589563321697,-156.427848376387
11,0.0265222410267943,6.4901460334895,339.335696333347,-162.800914882212
12,0.0295881440430803,4.82278187091635,438.240605161818,-212.253369296447
13,0.0498018441609988,4.12391180166462,454.768119731361,-220.517126581219
14,0.0150376324155138,3.0393097112625,699.100805770015,-342.683469600546
15,0.0685165657614958,6.33500714740685,278.926779426017,-132.596456428546
16,0.0294725597783901,3.17528010142711,608.138691306416,-297.202412368746
17,0.0250777547427235,2.72537172316727,683.074085540523,-334.6701094858
18,0.0351805472077089,4.00606652865379,497.543813125778,-241.904973278427
19,0.0509219934332921,5.86386823116044,309.750803828664,-148.00846862987
20,0.0539600009427767,5.7223178933807,324.208905942334,-155.237519686705
21,0.126662424927135,1.79256076548993,736.428367109726,-361.347250270401
22,0.0217621131962538,6.12387520868158,388.832969395432,-187.549551413254
23,0.0276062541059046,1.61629383092584,676.164556524489,-331.215344977783
24,0.00423535959975072,8.67979938687144,638.205058261371,-312.235595846224
25,0.0179358073975955,5.60249724621841,462.208223330139,-224.237178380608
26,0.0410198370024971,2.82468664172037,630.260574732302,-308.263354081689
27,0.0422583362027721,5.42959660596538,362.826913490354,-174.546523460715
28,0.073055703402275,3.43665047950416,473.738886998279,-230.002510214678
29,0.0268970353009377,5.603429854652,402.760303151134,-194.513218291105
30,0.00835075432151256,10,394.368047693475,-190.317090562276
31,0.104890599161125,2.16869499942042,682.078525794088,-334.172329612582
32,0.0102188380315434,2.22845412499024,807.520302267655,-396.893217849366
33,0.0811110664340829,2.97523322051418,574.315030949126,-280.290582190101
34,0.00770081130542792,5.84771095424604,615.417373799512,-300.841753615294
35,0.0469215265763606,3.12738514082063,586.995739319197,-286.630936375137
36,0.0575861069029736,3.18746177158377,559.377363703348,-272.821748567212
37,0.01891776408689,3.08549923146062,667.954893040419,-327.110513235748
38,0.0432863428621766,5.58337517762568,349.50490886098,-167.885521146028
39,0.00369693183714038,2.6086783182298,858.306292324688,-422.286212877882
40,0.0371529883232178,2.56216003231417,677.684819764163,-331.97547659762
41,0.00446141713801815,5.19645874794556,759.952105175802,-373.109119303439
42,0.0978361352711501,0.116937146003547,887.6669307836,-436.966532107338
43,0.0751683713555271,2.12621969774869,691.054215613494,-338.660174522285
44,0.103285261666438,2.47520653431844,635.370765162752,-310.818449296914
45,0.0674452398436673,3.51608313162104,514.788674740831,-250.527404085954
47,0.0760613168604909,4.09759698753875,436.547247042525,-211.4066902368
48,0.0102337865263108,8.13084356944032,427.007667981616,-206.636900706346
49,0.0243435722921226,4.86961362750635,459.252086728791,-222.759110079934
50,0.0833183941325261,1.0822888515366,818.387099021644,-402.32661622636
51,0.0252024885480187,3.33982718204337,601.028382761756,-293.647258096416
52,0.0437580955996922,1.91911881850624,732.389918251954,-359.328025841515
53,0.0173786513199056,4.89879468469505,509.621824444672,-247.943978937874
54,0.0213576755258216,7.96640516064369,290.012680761078,-138.139407096077
55,0.864627094565539,0.594379872638319,842.832672034148,-414.549402732612
56,0.0362409336671439,4.7165223218367,434.36237737684,-210.314255403958
57,0.0644219857845944,3.04455409078064,586.827671251315,-286.546902341195
58,0.0601381767594735,1.66493597384236,760.238335489251,-373.252234460163
59,0.0949783920791542,3.09747347739985,552.302402154475,-269.284267792776
60,0.0522884101125225,3.94710349956997,477.441018867448,-231.853576149262
61,0.106386287148249,0.730560688806115,841.476134451837,-413.871133941456
62,1,0.134387201890059,884.279304797614,-435.272719114345
63,0.10320068482687,1.70506723615696,745.645045268527,-365.955589349801
64,0.0460413878239636,5.86780960176323,322.887395636411,-154.576764533744
65,0.00559673816544176,4.12425576289384,771.440324752557,-378.853229091817
66,0.039379039194139,4.9247754019009,403.734344196212,-195.000238813644
67,0.0160782615898636,4.99735163611891,517.190387135766,-251.728260283421
68,0.107513800050177,0.757007662973357,852.53401950408,-419.400076467578
69,0.105885077684111,2.99638720877343,549.731678015647,-267.998905723362
70,0.0345198960407995,5.68697575991995,360.860080880438,-173.563107155757
71,0.0720140870904411,3.38374881861456,531.118933412573,-258.692533421825
72,0.012128111932365,8.86508809541564,336.619216318311,-161.442674874694
73,0.00692542497165111,6.44451488744476,604.34455060191,-295.305342016493
74,0.139971304114473,0.667883401941007,863.283634671714,-424.774884051395
75,0.00624709250137373,7.48245415009676,531.402953142395,-258.834543286736
76,0.0115703194079689,5.03275410432487,580.324790004593,-283.295461717835
77,0.0153294765255171,3.28046599735587,677.288474329359,-331.777303880217
78,0.0691118407086716,2.90334352290135,593.741262601365,-290.003698016221
79,0.0318327000063072,2.14439200890404,731.382472803088,-358.824303117082
80,0.0345260949465103,4.35739118981307,457.622843378768,-221.944488404922
