"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"241",27,"stim/11.jpeg",1,"Household items",45,55,20,9.930999994,1,50,1
"244",27,"stim/21.jpeg",2,"Music items",45,55,30,6.210000038,1,50,1
"242",27,"stim/31.jpeg",3,"Household items",65,75,0,5.690000057,1,70,1
"245",27,"stim/41.jpeg",4,"Household items",65,75,100,4.186000109,1,70,1
"246",27,"stim/51.jpeg",5,"Music items",5,15,50,17.94799995,1,10,1
"243",27,"stim/61.jpeg",6,"Household items",5,15,50,4.796000004,1,10,1
"581",27,"stim/11.jpeg",1,"Household items",45,55,20,8.737999916,2,50,1
"580",27,"stim/21.jpeg",2,"Music items",45,55,NA,NA,2,50,1
"578",27,"stim/31.jpeg",3,"Household items",65,75,0,5.046999931,2,70,1
"583",27,"stim/41.jpeg",4,"Household items",65,75,90,4.885999918,2,70,1
"582",27,"stim/51.jpeg",5,"Music items",5,15,50,5.112999916,2,10,1
"579",27,"stim/61.jpeg",6,"Household items",5,15,50,4.071000099,2,10,1
