"","participant","trial_index","trial_cond","scn_file","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","obj_file","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group"
"1",58,1,0.1,"stim/61.jpeg",6,1,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/spraybottle2.png",2,"right","",NA,0,0,0
"2",58,2,0.5,"stim/13.jpeg",1,3,1,NA,"Instruments",1,"stim/objects/Instruments/record.png",1,"left","right",0.724999905,0,0,0
"3",58,3,0.7,"stim/34.jpeg",3,4,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/thread.png",4,"right","right",0.588999987,1,1,0
"4",58,4,0.5,"stim/21.jpeg",2,1,1,NA,"Instruments",1,"stim/objects/Instruments/saxophone.png",4,"left","right",0.45600009,0,0,0
"5",58,5,0.7,"stim/32.jpeg",3,2,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/teapot.png",1,"right","right",0.871999979,1,1,0
"6",58,6,0.7,"stim/34.jpeg",3,4,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/thread.png",3,"right","left",0.933000088,0,0,0
"7",58,7,0.9,"stim/64.jpeg",6,4,3,NA,"Instruments",1,"stim/objects/Instruments/tuba2.png",3,"left","left",0.555999994,1,1,0
"8",58,8,0.7,"stim/31.jpeg",3,1,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/spraybottle.png",2,"right","right",0.64199996,1,1,0
"9",58,9,0.7,"stim/33.jpeg",3,3,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/thermometer.png",4,"right","right",0.694000006,1,1,0
"10",58,10,0.5,"stim/12.jpeg",1,2,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/remote.png",2,"right","left",0.72300005,0,0,0
"11",58,11,0.7,"stim/42.jpeg",4,2,2,NA,"Instruments",1,"stim/objects/Instruments/pipepiano2.png",1,"left","left",0.895000219,1,1,0
"12",58,12,0.7,"stim/33.jpeg",3,3,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/thermometer.png",2,"right","right",0.419000149,1,1,0
"13",58,13,0.9,"stim/53.jpeg",5,3,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/scale2.png",2,"right","right",0.866999865,1,1,0
"14",58,14,0.9,"stim/52.jpeg",5,2,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/saw2.png",1,"right","",NA,0,0,0
"15",58,15,0.7,"stim/41.jpeg",4,1,2,NA,"Instruments",1,"stim/objects/Instruments/panflute2.png",1,"left","left",0.795000076,1,1,0
"16",58,16,0.5,"stim/11.jpeg",1,1,1,NA,"Instruments",1,"stim/objects/Instruments/panflute.png",4,"left","right",0.585999966,0,0,0
"17",58,17,0.7,"stim/32.jpeg",3,2,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/teapot.png",3,"right","right",0.656999826,1,1,0
"18",58,18,0.9,"stim/61.jpeg",6,1,3,NA,"Instruments",1,"stim/objects/Instruments/triangle2.png",4,"left","left",0.589000225,1,1,0
"19",58,19,0.1,"stim/53.jpeg",5,3,3,NA,"Instruments",1,"stim/objects/Instruments/tambourine2.png",4,"left","right",0.55099988,0,0,0
"20",58,20,0.5,"stim/14.jpeg",1,4,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/rug.png",3,"right","right",0.529999971,1,1,0
"21",58,21,0.5,"stim/22.jpeg",2,2,1,NA,"Instruments",1,"stim/objects/Instruments/speaker.png",3,"left","right",0.610999823,0,0,0
"22",58,22,0.9,"stim/61.jpeg",6,1,3,NA,"Instruments",1,"stim/objects/Instruments/triangle2.png",3,"left","left",0.540999889,1,1,0
"23",58,23,0.9,"stim/63.jpeg",6,3,3,NA,"Instruments",1,"stim/objects/Instruments/trumpet2.png",3,"left","left",0.576000214,1,1,0
"24",58,24,0.5,"stim/12.jpeg",1,2,1,NA,"Instruments",1,"stim/objects/Instruments/pipepiano.png",3,"left","left",0.421000004,1,1,0
"25",58,25,0.5,"stim/13.jpeg",1,3,1,NA,"Instruments",1,"stim/objects/Instruments/record.png",3,"left","left",0.559999943,1,1,0
"26",58,26,0.5,"stim/24.jpeg",2,4,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/sponge.png",2,"right","right",0.541000128,1,1,0
"27",58,27,0.5,"stim/23.jpeg",2,3,1,NA,"Instruments",1,"stim/objects/Instruments/tambourine.png",4,"left","",NA,0,0,0
"28",58,28,0.9,"stim/61.jpeg",6,1,3,NA,"Instruments",1,"stim/objects/Instruments/triangle2.png",2,"left","left",0.480000019,1,1,0
"29",58,29,0.7,"stim/33.jpeg",3,3,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/thermometer.png",4,"right","right",0.505000114,1,1,0
"30",58,30,0.3,"stim/42.jpeg",4,2,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/remote2.png",2,"right","right",0.673000097,1,1,0
"31",58,31,0.7,"stim/44.jpeg",4,4,2,NA,"Instruments",1,"stim/objects/Instruments/record_player2.png",4,"left","right",0.773999929,0,0,0
"32",58,32,0.5,"stim/24.jpeg",2,4,1,NA,"Instruments",1,"stim/objects/Instruments/timbal.png",2,"left","",NA,0,0,0
"33",58,33,0.3,"stim/34.jpeg",3,4,2,NA,"Instruments",1,"stim/objects/Instruments/tuba.png",3,"left","left",0.868999958,1,1,0
"34",58,34,0.9,"stim/52.jpeg",5,2,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/saw2.png",4,"right","right",0.437000036,1,1,0
"35",58,35,0.9,"stim/53.jpeg",5,3,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/scale2.png",2,"right","right",0.498000145,1,1,0
"36",58,36,0.5,"stim/11.jpeg",1,1,1,NA,"Instruments",1,"stim/objects/Instruments/panflute.png",2,"left","right",0.587000132,0,0,0
"37",58,37,0.5,"stim/12.jpeg",1,2,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/remote.png",3,"right","right",0.738000154,1,1,0
"38",58,38,0.9,"stim/63.jpeg",6,3,3,NA,"Instruments",1,"stim/objects/Instruments/trumpet2.png",3,"left","left",0.63499999,1,1,0
"39",58,39,0.5,"stim/14.jpeg",1,4,1,NA,"Instruments",1,"stim/objects/Instruments/record_player.png",3,"left","right",0.670000076,0,0,0
"40",58,40,0.7,"stim/43.jpeg",4,3,2,NA,"Instruments",1,"stim/objects/Instruments/record2.png",1,"left","right",0.737999916,0,0,0
"41",58,41,0.7,"stim/44.jpeg",4,4,2,NA,"Instruments",1,"stim/objects/Instruments/record_player2.png",1,"left","left",0.552999973,1,1,0
"42",58,42,0.9,"stim/53.jpeg",5,3,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/scale2.png",1,"right","right",0.707000017,1,1,0
"43",58,43,0.9,"stim/62.jpeg",6,2,3,NA,"Instruments",1,"stim/objects/Instruments/trombone2.png",1,"left","left",0.730000019,1,1,0
"44",58,44,0.5,"stim/22.jpeg",2,2,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/saw.png",3,"right","right",0.505000114,1,1,0
"45",58,45,0.5,"stim/13.jpeg",1,3,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/rubbergloves.png",1,"right","right",0.496999979,1,1,0
"46",58,46,0.9,"stim/54.jpeg",5,4,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/sponge2.png",4,"right","right",0.740999937,1,1,0
"47",58,47,0.7,"stim/33.jpeg",3,3,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/thermometer.png",1,"right","right",0.544999838,1,1,0
"48",58,48,0.7,"stim/34.jpeg",3,4,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/thread.png",4,"right","right",0.584000111,1,1,0
"49",58,49,0.5,"stim/21.jpeg",2,1,1,NA,"Instruments",1,"stim/objects/Instruments/saxophone.png",2,"left","right",0.671000004,0,0,0
"50",58,50,0.5,"stim/14.jpeg",1,4,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/rug.png",2,"right","right",0.904000044,1,1,0
"51",58,51,0.5,"stim/13.jpeg",1,3,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/rubbergloves.png",4,"right","right",0.671999931,1,1,0
"52",58,52,0.5,"stim/12.jpeg",1,2,1,NA,"Instruments",1,"stim/objects/Instruments/pipepiano.png",4,"left","right",0.720000029,0,0,0
"53",58,53,0.7,"stim/42.jpeg",4,2,2,NA,"Instruments",1,"stim/objects/Instruments/pipepiano2.png",3,"left","left",0.757000208,1,1,0
"54",58,54,0.5,"stim/12.jpeg",1,2,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/remote.png",1,"right","",NA,0,0,0
"55",58,55,0.9,"stim/64.jpeg",6,4,3,NA,"Instruments",1,"stim/objects/Instruments/tuba2.png",4,"left","left",0.699999809,1,1,0
"56",58,56,0.3,"stim/44.jpeg",4,4,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/rug2.png",1,"right","right",0.397000074,1,1,0
"57",58,57,0.9,"stim/61.jpeg",6,1,3,NA,"Instruments",1,"stim/objects/Instruments/triangle2.png",4,"left","left",0.702000141,1,1,0
"58",58,58,0.5,"stim/12.jpeg",1,2,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/remote.png",2,"right","right",0.518000126,1,1,0
"59",58,59,0.9,"stim/62.jpeg",6,2,3,NA,"Instruments",1,"stim/objects/Instruments/trombone2.png",4,"left","left",0.562000036,1,1,0
"60",58,60,0.7,"stim/32.jpeg",3,2,2,NA,"HouseObjects",2,"stim/objects/HouseObjects/teapot.png",1,"right","right",0.603999853,1,1,0
"61",58,61,0.9,"stim/52.jpeg",5,2,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/saw2.png",3,"right","right",0.804999828,1,1,0
"62",58,62,0.5,"stim/23.jpeg",2,3,1,NA,"HouseObjects",2,"stim/objects/HouseObjects/scale.png",2,"right","right",0.637000084,1,1,0
"63",58,63,0.5,"stim/14.jpeg",1,4,1,NA,"Instruments",1,"stim/objects/Instruments/record_player.png",1,"left","right",0.926000118,0,0,0
"64",58,64,0.9,"stim/51.jpeg",5,1,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/safetypin2.png",1,"right","right",0.772000074,1,1,0
"65",58,65,0.9,"stim/52.jpeg",5,2,3,NA,"HouseObjects",2,"stim/objects/HouseObjects/saw2.png",3,"right","right",0.656999826,1,1,0
"66",58,66,0.5,"stim/24.jpeg",2,4,1,NA,"Instruments",1,"stim/objects/Instruments/timbal.png",1,"left","right",0.667000055,0,0,0
