"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"244",58,"stim/11.jpeg",1,"Music items",45,55,90,2.48300004,1,50,1
"241",58,"stim/21.jpeg",2,"Household items",45,55,69,10.71700001,1,50,1
"243",58,"stim/31.jpeg",3,"Music items",65,75,90,2.582000017,1,70,1
"245",58,"stim/41.jpeg",4,"Music items",65,75,95,3.281000137,1,70,1
"242",58,"stim/51.jpeg",5,"Household items",5,15,90,3.08100009,1,10,1
"246",58,"stim/61.jpeg",6,"Music items",5,15,85,2.865999937,1,10,1
"583",58,"stim/11.jpeg",1,"Music items",45,55,80,3.559999943,2,50,1
"578",58,"stim/21.jpeg",2,"Household items",45,55,78,10.28399992,2,50,1
"582",58,"stim/31.jpeg",3,"Music items",65,75,84,6.31099987,2,70,1
"581",58,"stim/41.jpeg",4,"Music items",65,75,83,3.480999947,2,70,1
"579",58,"stim/51.jpeg",5,"Household items",5,15,93,4.325999975,2,10,1
"580",58,"stim/61.jpeg",6,"Music items",5,15,90,3.149999857,2,10,1
