"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"255",5,1,"stim/11.jpeg",1,"Household items",45,55,68,9.626999855,0,50,1
"252",5,1,"stim/21.jpeg",2,"Music items",45,55,26,18.42799997,0,50,1
"254",5,1,"stim/31.jpeg",3,"Household items",65,75,79,5.888000011,0,70,1
"251",5,1,"stim/41.jpeg",4,"Household items",65,75,78,30.46099997,0,70,1
"253",5,1,"stim/51.jpeg",5,"Music items",5,15,86,5.839999914,0,10,1
"256",5,1,"stim/61.jpeg",6,"Household items",5,15,70,10.78200006,0,10,1
"499",5,2,"stim/11.jpeg",1,"Household items",45,55,65,12.80100012,0,50,1
"503",5,2,"stim/21.jpeg",2,"Music items",45,55,44,11.36000013,0,50,1
"500",5,2,"stim/31.jpeg",3,"Household items",65,75,16,8.463000059,0,70,1
"502",5,2,"stim/41.jpeg",4,"Household items",65,75,79,7.173999786,0,70,1
"501",5,2,"stim/51.jpeg",5,"Music items",5,15,90,5.905999899,0,10,1
"498",5,2,"stim/61.jpeg",6,"Household items",5,15,90,6.921000004,0,10,1
"749",5,3,"stim/11.jpeg",1,"Household items",45,55,53,14.86600018,2,50,1
"750",5,3,"stim/21.jpeg",2,"Music items",45,55,53,2.192000151,3,50,1
"747",5,3,"stim/31.jpeg",3,"Household items",65,75,15,7.663000107,1,70,1
"746",5,3,"stim/41.jpeg",4,"Household items",65,75,75,8.818000078,1,70,1
"745",5,3,"stim/51.jpeg",5,"Music items",5,15,93,7.50999999,0,10,1
"748",5,3,"stim/61.jpeg",6,"Household items",5,15,93,10.04899979,1,10,1
"996",5,4,"stim/11.jpeg",1,"Household items",45,55,41,12.41299987,1,50,1
"994",5,4,"stim/21.jpeg",2,"Music items",45,55,43,8.008000135,0,50,1
"997",5,4,"stim/31.jpeg",3,"Household items",65,75,10,5.710000038,1,70,1
"995",5,4,"stim/41.jpeg",4,"Household items",65,75,73,15.75700021,1,70,1
"993",5,4,"stim/51.jpeg",5,"Music items",5,15,90,3.50999999,0,10,1
"992",5,4,"stim/61.jpeg",6,"Household items",5,15,90,6.662999868,0,10,1
