"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"245",19,"stim/11.jpeg",1,"Household items",45,55,5,4.523999929,1,50,1
"242",19,"stim/21.jpeg",2,"Music items",45,55,20,5.453999996,1,50,1
"246",19,"stim/31.jpeg",3,"Household items",65,75,60,8.470000029,1,70,1
"241",19,"stim/41.jpeg",4,"Household items",65,75,50,7.187999964,1,70,1
"244",19,"stim/51.jpeg",5,"Music items",5,15,50,4.601000071,1,10,1
"243",19,"stim/61.jpeg",6,"Household items",5,15,85,8.31099987,1,10,1
"579",19,"stim/11.jpeg",1,"Household items",45,55,5,6.383999825,2,50,1
"578",19,"stim/21.jpeg",2,"Music items",45,55,5,6.072999954,2,50,1
"583",19,"stim/31.jpeg",3,"Household items",65,75,50,3.932999849,2,70,1
"580",19,"stim/41.jpeg",4,"Household items",65,75,55,11.24600005,2,70,1
"582",19,"stim/51.jpeg",5,"Music items",5,15,85,4.632999897,2,10,1
"581",19,"stim/61.jpeg",6,"Household items",5,15,70,4.051000118,2,10,1
