"","participant","trialN","trial_cond","scn_file","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","obj_file","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group"
"248",25,241,0.5,"stim/13.jpeg",1,3,1,2,"Instruments",2,"stim/objects/Instruments/flute.png",2,"right","left",0.768999815,0,0,1
"249",25,242,0.1,"stim/63.jpeg",6,3,3,1,"Instruments",2,"stim/objects/Instruments/vuvuzela2.png",2,"right","left",0.710000038,0,0,1
"250",25,243,0.9,"stim/64.jpeg",6,4,3,1,"HouseObjects",1,"stim/objects/HouseObjects/towel2.png",2,"left","left",0.595000029,1,1,1
"251",25,244,0.9,"stim/53.jpeg",5,3,3,2,"Instruments",2,"stim/objects/Instruments/metronome.png",2,"right","right",0.677999973,1,1,1
"252",25,245,0.5,"stim/14.jpeg",1,4,1,2,"Instruments",2,"stim/objects/Instruments/drums.png",2,"right","left",0.640000105,0,0,1
"253",25,246,0.9,"stim/53.jpeg",5,3,3,2,"Instruments",2,"stim/objects/Instruments/oboe.png",1,"right","right",0.710000038,1,1,1
"254",25,247,0.9,"stim/64.jpeg",6,4,3,2,"HouseObjects",1,"stim/objects/HouseObjects/pitcher.png",3,"left","left",0.572999954,1,1,1
"255",25,248,0.9,"stim/64.jpeg",6,4,3,2,"HouseObjects",1,"stim/objects/HouseObjects/match.png",3,"left","left",0.663000107,1,1,1
"256",25,249,0.9,"stim/63.jpeg",6,3,3,2,"HouseObjects",1,"stim/objects/HouseObjects/pan.png",1,"left","left",0.55099988,1,1,1
"257",25,250,0.9,"stim/54.jpeg",5,4,3,2,"Instruments",2,"stim/objects/Instruments/marimba.png",4,"right","right",0.60800004,1,1,1
"258",25,251,0.9,"stim/51.jpeg",5,1,3,2,"Instruments",2,"stim/objects/Instruments/metronome.png",4,"right","right",0.653000116,1,1,1
"259",25,252,0.3,"stim/43.jpeg",4,3,2,1,"Instruments",2,"stim/objects/Instruments/maraca2.png",2,"right","left",0.757999897,0,0,1
"260",25,253,0.9,"stim/61.jpeg",6,1,3,2,"HouseObjects",1,"stim/objects/HouseObjects/lintroller.png",3,"left","left",0.744000196,1,1,1
"261",25,254,0.9,"stim/51.jpeg",5,1,3,2,"Instruments",2,"stim/objects/Instruments/oboe.png",3,"right","right",0.552999973,1,1,1
"262",25,255,0.9,"stim/51.jpeg",5,1,3,2,"Instruments",2,"stim/objects/Instruments/musicsheet.png",2,"right","right",0.555000067,1,1,1
"263",25,256,0.9,"stim/52.jpeg",5,2,3,2,"Instruments",2,"stim/objects/Instruments/metronome.png",4,"right","right",0.834000111,1,1,1
"264",25,257,0.7,"stim/41.jpeg",4,1,2,1,"HouseObjects",1,"stim/objects/HouseObjects/garbagebin2.png",1,"left","",NA,0,0,1
"265",25,258,0.9,"stim/61.jpeg",6,1,3,2,"HouseObjects",1,"stim/objects/HouseObjects/pan.png",4,"left","left",0.776000023,1,1,1
"266",25,259,0.9,"stim/54.jpeg",5,4,3,2,"Instruments",2,"stim/objects/Instruments/marimba.png",3,"right","right",0.52699995,1,1,1
"267",25,260,0.9,"stim/53.jpeg",5,3,3,2,"Instruments",2,"stim/objects/Instruments/metronome.png",1,"right","right",0.707999945,1,1,1
"268",25,261,0.5,"stim/12.jpeg",1,2,1,2,"HouseObjects",1,"stim/objects/HouseObjects/coffee.png",3,"left","right",0.781000137,0,0,1
"269",25,262,0.5,"stim/24.jpeg",2,4,1,2,"Instruments",2,"stim/objects/Instruments/grandpiano.png",1,"right","right",0.694999933,1,1,1
"270",25,263,0.9,"stim/62.jpeg",6,2,3,2,"HouseObjects",1,"stim/objects/HouseObjects/lintroller.png",3,"left","left",0.464999914,1,1,1
"271",25,264,0.9,"stim/51.jpeg",5,1,3,2,"Instruments",2,"stim/objects/Instruments/musicsheet.png",4,"right","right",0.569000006,1,1,1
"272",25,265,0.5,"stim/22.jpeg",2,2,1,1,"Instruments",2,"stim/objects/Instruments/timbal.png",2,"right","right",0.755999804,1,1,1
"273",25,266,0.1,"stim/52.jpeg",5,2,3,1,"HouseObjects",1,"stim/objects/HouseObjects/safetypin2.png",4,"left","right",0.57799983,0,0,1
"274",25,267,0.7,"stim/33.jpeg",3,3,2,1,"Instruments",2,"stim/objects/Instruments/tuba.png",4,"right","right",0.789999962,1,1,1
"275",25,268,0.7,"stim/34.jpeg",3,4,2,2,"Instruments",2,"stim/objects/Instruments/hihat.png",4,"right","right",0.579999924,1,1,1
"276",25,269,0.9,"stim/61.jpeg",6,1,3,2,"HouseObjects",1,"stim/objects/HouseObjects/pitcher.png",2,"left","left",0.614000082,1,1,1
