"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"243",66,"stim/11.jpeg",1,"Music items",45,55,15,8.711999893,1,50,1
"246",66,"stim/21.jpeg",2,"Household items",45,55,3,8.156999826,1,50,1
"244",66,"stim/31.jpeg",3,"Music items",65,75,50,3.269000053,1,70,1
"242",66,"stim/41.jpeg",4,"Music items",65,75,61,5.063999891,1,70,1
"245",66,"stim/51.jpeg",5,"Household items",5,15,27,4.769000053,1,10,1
"241",66,"stim/61.jpeg",6,"Music items",5,15,54,11.97899985,1,10,1
"578",66,"stim/11.jpeg",1,"Music items",45,55,82,8.162000179,2,50,1
"583",66,"stim/21.jpeg",2,"Household items",45,55,NA,NA,2,50,1
"582",66,"stim/31.jpeg",3,"Music items",65,75,55,7.391000032,2,70,1
"580",66,"stim/41.jpeg",4,"Music items",65,75,55,10.68999982,2,70,1
"581",66,"stim/51.jpeg",5,"Household items",5,15,70,7.621000051,2,10,1
"579",66,"stim/61.jpeg",6,"Music items",5,15,NA,NA,2,10,1
