"","participant","OvsN","PE_level","object_cat","obj_file","scn_file","corr_scn_cat","corr_scn_inst","scn_file.1","corr_loc","key_resp_id.keys","key_resp_id.rt","key_resp_conf.keys","key_resp_assoc.keys","key_resp_assoc.rt","key_resp_loc.keys","key_resp_loc.rt","trialN","id_acc","assoc.acc","cond_assoc","loc.acc","cond_loc","group"
"1",8,1,0.3,1,"stim/objects/Instruments/accordion4.png","stim/32.jpeg",3,2,"stim/32.jpeg",4,"right",0.970999956,3,3,6.878999949,4,5.705999851,1,0,0,NA,1,NA,1
"2",8,1,0.1,1,"stim/objects/Instruments/flute4.png","stim/51.jpeg",5,1,"stim/51.jpeg",3,"right",2.245999813,4,2,9.919999838,3,2.957999945,2,0,0,NA,1,NA,1
"3",8,1,0.1,1,"stim/objects/Instruments/grandpiano4.png","stim/51.jpeg",5,1,"stim/51.jpeg",4,"left",1.690999746,4,2,8.035000086,4,4.094000101,3,1,0,0,1,1,1
"4",8,1,0.3,1,"stim/objects/Instruments/banjo4.png","stim/31.jpeg",3,1,"stim/31.jpeg",3,"right",2.955999851,3,2,3.197999954,3,2.069999933,4,0,0,NA,1,NA,1
"5",8,2,0,1,"stim/objects/Instruments/harp.png","",0,0,"",0,"right",2.600999832,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,1
"6",8,1,0.5,2,"stim/objects/HouseObjects/knife3.png","stim/22.jpeg",2,2,"stim/22.jpeg",2,"left",4.006999969,4,2,8.687000036,2,6.52699995,6,1,1,1,1,1,1
"7",8,1,0.9,1,"stim/objects/Instruments/metronome4.png","stim/64.jpeg",6,4,"stim/64.jpeg",2,"left",1.502999783,4,1,7.105999947,2,1.678999901,7,1,0,0,1,1,1
"8",8,2,0,2,"stim/objects/HouseObjects/blender.png","",0,0,"",0,"right",2.487999916,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,1
"9",8,1,0.1,1,"stim/objects/Instruments/frenchhorn4.png","stim/53.jpeg",5,3,"stim/53.jpeg",4,"left",1.648000002,4,2,8.995999813,1,3.38499999,9,1,0,0,0,0,1
"10",8,1,0.1,2,"stim/objects/HouseObjects/towel4.png","stim/62.jpeg",6,2,"stim/62.jpeg",2,"right",1.644999981,3,1,4.879999876,2,1.688999891,10,0,0,NA,1,NA,1
"11",8,2,0,2,"stim/objects/HouseObjects/pan.png","",0,0,"",0,"right",2.532999992,NA,NA,NA,NA,NA,11,1,NA,NA,NA,NA,1
"12",8,1,0.7,1,"stim/objects/Instruments/clarinet4.png","stim/43.jpeg",4,3,"stim/43.jpeg",3,"left",1.342999935,4,4,8.462000132,2,4.815000057,12,1,0,0,0,0,1
"13",8,2,0,2,"stim/objects/HouseObjects/bleachbottle2.png","",0,0,"",0,"right",1.372999907,NA,NA,NA,NA,NA,13,1,NA,NA,NA,NA,1
"14",8,2,0,1,"stim/objects/Instruments/banjo2.png","",0,0,"",0,"right",1.20299983,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,1
"15",8,2,0,2,"stim/objects/HouseObjects/ashtray.png","",0,0,"",0,"right",1.237999916,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,1
"16",8,2,0,1,"stim/objects/Instruments/banjo.png","",0,0,"",0,"left",1.133999825,NA,NA,NA,NA,NA,16,0,NA,NA,NA,NA,1
"17",8,1,0.5,1,"stim/objects/Instruments/keyboard3.png","stim/13.jpeg",1,3,"stim/13.jpeg",2,"left",1.389999866,4,1,5.414999962,4,2.409999847,17,1,0,0,0,0,1
"18",8,2,0,1,"stim/objects/Instruments/bassdrum2.png","",0,0,"",0,"right",1.019000053,NA,NA,NA,NA,NA,18,1,NA,NA,NA,NA,1
"19",8,2,0,1,"stim/objects/Instruments/flutetrans.png","",0,0,"",0,"right",2.423000097,NA,NA,NA,NA,NA,19,1,NA,NA,NA,NA,1
"20",8,2,0,1,"stim/objects/Instruments/drums.png","",0,0,"",0,"right",1.403999805,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,1
"21",8,2,0,2,"stim/objects/HouseObjects/cushion2.png","",0,0,"",0,"right",0.940000057,NA,NA,NA,NA,NA,21,1,NA,NA,NA,NA,1
"22",8,1,0.3,2,"stim/objects/HouseObjects/dishsoap4.png","stim/43.jpeg",4,3,"stim/43.jpeg",1,"left",1.055000067,4,2,4.94299984,1,0.765999794,22,1,0,0,1,1,1
"23",8,1,0.3,2,"stim/objects/HouseObjects/broom4.png","stim/44.jpeg",4,4,"stim/44.jpeg",2,"left",1.273999929,3,3,4.102999926,2,2.736000061,23,1,0,0,1,1,1
"24",8,2,0,1,"stim/objects/Instruments/guitarcase.png","",0,0,"",0,"right",1.076999903,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,1
"25",8,2,0,1,"stim/objects/Instruments/metronome.png","",0,0,"",0,"right",1.148999929,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,1
"26",8,1,0.7,2,"stim/objects/HouseObjects/bleachbottle4.png","stim/33.jpeg",3,3,"stim/33.jpeg",2,"left",1.483999968,3,4,6.759000063,4,2.287999868,26,1,0,0,0,0,1
"27",8,2,0,2,"stim/objects/HouseObjects/dishsoap2.png","",0,0,"",0,"right",0.971999884,NA,NA,NA,NA,NA,27,1,NA,NA,NA,NA,1
"28",8,2,0,1,"stim/objects/Instruments/cornet.png","",0,0,"",0,"left",1.127000093,NA,NA,NA,NA,NA,28,0,NA,NA,NA,NA,1
"29",8,1,0.9,1,"stim/objects/Instruments/vuvuzela4.png","stim/61.jpeg",6,1,"stim/61.jpeg",4,"right",1.253999949,3,3,4.335999966,2,2.885999918,29,0,0,NA,0,NA,1
"30",8,2,0,2,"stim/objects/HouseObjects/flyswatter.png","",0,0,"",0,"right",1.075000048,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,1
"31",8,1,0.7,1,"stim/objects/Instruments/drums4.png","stim/43.jpeg",4,3,"stim/43.jpeg",4,"right",1.991999865,2,4,2.795000076,3,1.586999893,31,0,0,NA,0,NA,1
"32",8,1,0.1,1,"stim/objects/Instruments/hihat4.png","stim/51.jpeg",5,1,"stim/51.jpeg",2,"right",1.246999979,2,2,4.532999992,2,3.358999968,32,0,0,NA,1,NA,1
"33",8,1,0.3,1,"stim/objects/Instruments/violin3.png","stim/33.jpeg",3,3,"stim/33.jpeg",1,"right",1.570999861,3,2,1.924000025,2,5.187000036,33,0,0,NA,0,NA,1
"34",8,1,0.7,1,"stim/objects/Instruments/cello4.png","stim/41.jpeg",4,1,"stim/41.jpeg",1,"left",1.445999861,4,4,3.358999968,1,0.742000103,34,1,0,0,1,1,1
"35",8,2,0,2,"stim/objects/HouseObjects/cushion.png","",0,0,"",0,"right",1.023999929,NA,NA,NA,NA,NA,35,1,NA,NA,NA,NA,1
"36",8,1,0.5,1,"stim/objects/Instruments/hihat3.png","stim/12.jpeg",1,2,"stim/12.jpeg",3,"left",1.273999929,4,3,3.789000034,1,2.701999903,36,1,0,0,0,0,1
"37",8,1,0.5,2,"stim/objects/Instruments/laud3.png","stim/21.jpeg",2,1,"stim/21.jpeg",1,"right",0.977999926,3,4,5.431999922,3,3.559999943,37,0,0,NA,0,NA,1
"38",8,2,0,1,"stim/objects/Instruments/frenchhorn.png","",0,0,"",0,"left",1.068999767,NA,NA,NA,NA,NA,38,0,NA,NA,NA,NA,1
"39",8,1,0.3,2,"stim/objects/HouseObjects/bucket4.png","stim/41.jpeg",4,1,"stim/41.jpeg",1,"right",1.069999933,4,1,0.940999985,2,0.745999813,39,0,1,NA,0,NA,1
"40",8,1,0.7,2,"stim/objects/HouseObjects/ballofstring4.png","stim/34.jpeg",3,4,"stim/34.jpeg",4,"right",2.723999977,2,2,2.40899992,4,3.105999947,40,0,0,NA,1,NA,1
"41",8,2,0,2,"stim/objects/HouseObjects/vacuumcleaner.png","",0,0,"",0,"right",0.953000069,NA,NA,NA,NA,NA,41,1,NA,NA,NA,NA,1
"42",8,1,0.9,1,"stim/objects/Instruments/maraca4.png","stim/62.jpeg",6,2,"stim/62.jpeg",4,"left",3.477999926,3,1,4.221999884,2,4.303999901,42,1,0,0,0,0,1
"43",8,1,0.9,1,"stim/objects/Instruments/xylophone4.png","stim/62.jpeg",6,2,"stim/62.jpeg",4,"right",1.954999924,2,4,2.245999813,1,0.851999998,43,0,0,NA,0,NA,1
"44",8,2,0,1,"stim/objects/Instruments/bassguitar.png","",0,0,"",0,"right",0.922999859,NA,NA,NA,NA,NA,44,1,NA,NA,NA,NA,1
"45",8,1,0.7,1,"stim/objects/Instruments/doublebass4.png","stim/42.jpeg",4,2,"stim/42.jpeg",4,"left",1.056999922,3,3,5.273999929,1,2.502999783,45,1,0,0,0,0,1
"46",8,2,0,2,"stim/objects/HouseObjects/ashtray2.png","",0,0,"",0,"left",1.111000061,NA,NA,NA,NA,NA,46,0,NA,NA,NA,NA,1
"47",8,1,0.5,2,"stim/objects/Instruments/metronome3.png","stim/24.jpeg",2,4,"stim/24.jpeg",2,"right",0.974999905,3,4,1.011999846,4,2.34499979,47,0,1,NA,0,NA,1
"48",8,1,0.7,2,"stim/objects/HouseObjects/vacuumcleaner3.png","stim/31.jpeg",3,1,"stim/31.jpeg",3,"left",1.46600008,4,3,3.616999865,3,1.661999941,48,1,0,0,1,1,1
"49",8,2,0,2,"stim/objects/HouseObjects/handbrush.png","",0,0,"",0,"right",0.974999905,NA,NA,NA,NA,NA,49,1,NA,NA,NA,NA,1
"50",8,1,0.9,2,"stim/objects/HouseObjects/iron4.png","stim/54.jpeg",5,4,"stim/54.jpeg",2,"right",1.055000067,3,2,0.851999998,2,4.219000101,50,0,0,NA,1,NA,1
"51",8,1,0.5,1,"stim/objects/HouseObjects/hairdryer3.png","stim/13.jpeg",1,3,"stim/13.jpeg",1,"left",0.99000001,4,2,4.374999762,2,2.284999847,51,1,0,0,0,0,1
"52",8,1,0.3,1,"stim/objects/Instruments/oboe3.png","stim/32.jpeg",3,2,"stim/32.jpeg",4,"right",1.241999865,3,4,1.041999817,2,0.746999979,52,0,0,NA,0,NA,1
"53",8,1,0.7,2,"stim/objects/HouseObjects/ashtray4.png","stim/33.jpeg",3,3,"stim/33.jpeg",1,"left",0.998999834,4,2,3.299999952,2,4.328000069,53,1,0,0,0,0,1
"54",8,1,0.9,1,"stim/objects/Instruments/musicsheet4.png","stim/61.jpeg",6,1,"stim/61.jpeg",1,"left",1.089999914,4,3,6.426999807,2,1.883999825,54,1,0,0,0,0,1
"55",8,2,0,1,"stim/objects/Instruments/electricdrumset.png","",0,0,"",0,"right",1.61199975,NA,NA,NA,NA,NA,55,1,NA,NA,NA,NA,1
"56",8,1,0.9,2,"stim/objects/HouseObjects/dustpan4.png","stim/54.jpeg",5,4,"stim/54.jpeg",2,"right",1.079999924,3,3,0.915999889,3,2.563999891,56,0,0,NA,0,NA,1
"57",8,1,0.7,1,"stim/objects/Instruments/bassguitar4.png","stim/44.jpeg",4,4,"stim/44.jpeg",1,"right",0.808999777,3,4,4.618999958,2,1.497999907,57,0,1,NA,0,NA,1
"58",8,1,0.1,2,"stim/objects/HouseObjects/pan4.png","stim/64.jpeg",6,4,"stim/64.jpeg",2,"left",1.371999979,3,2,3.996999741,2,2.111000061,58,1,0,0,1,1,1
"59",8,1,0.1,1,"stim/objects/Instruments/flutetrans4.png","stim/52.jpeg",5,2,"stim/52.jpeg",4,"right",1.00999999,2,2,4.684999943,1,1.223999977,59,0,1,NA,0,NA,1
"60",8,1,0.3,1,"stim/objects/Instruments/vuvuzela3.png","stim/34.jpeg",3,4,"stim/34.jpeg",4,"right",1.06099987,2,4,2.338999987,3,4.717000008,60,0,1,NA,0,NA,1
"61",8,1,0.1,2,"stim/objects/HouseObjects/pitcher4.png","stim/61.jpeg",6,1,"stim/61.jpeg",4,"right",0.988999844,4,2,0.593999863,1,0.580000162,61,0,0,NA,0,NA,1
