"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"253",29,1,"stim/11.jpeg",1,"Household items",45,55,20,11.64899993,0,50,1
"252",29,1,"stim/21.jpeg",2,"Music items",45,55,90,3.65199995,0,50,1
"254",29,1,"stim/31.jpeg",3,"Household items",65,75,40,8.761999846,0,70,1
"256",29,1,"stim/41.jpeg",4,"Household items",65,75,79,5.429999828,0,70,1
"255",29,1,"stim/51.jpeg",5,"Music items",5,15,70,4.540999889,0,10,1
"251",29,1,"stim/61.jpeg",6,"Household items",5,15,80,17.14299989,0,10,1
"498",29,2,"stim/11.jpeg",1,"Household items",45,55,10,7.44900012,0,50,1
"499",29,2,"stim/21.jpeg",2,"Music items",45,55,10,9.134000063,0,50,1
"501",29,2,"stim/31.jpeg",3,"Household items",65,75,15,7.149999857,0,70,1
"500",29,2,"stim/41.jpeg",4,"Household items",65,75,80,4.967999935,0,70,1
"503",29,2,"stim/51.jpeg",5,"Music items",5,15,60,5.570000172,0,10,1
"502",29,2,"stim/61.jpeg",6,"Household items",5,15,90,11.6500001,0,10,1
"750",29,3,"stim/11.jpeg",1,"Household items",45,55,15,6.551000118,0,50,1
"749",29,3,"stim/21.jpeg",2,"Music items",45,55,10,12.81500006,0,50,1
"748",29,3,"stim/31.jpeg",3,"Household items",65,75,60,3.994000196,0,70,1
"745",29,3,"stim/41.jpeg",4,"Household items",65,75,50,6.480000019,0,70,1
"747",29,3,"stim/51.jpeg",5,"Music items",5,15,80,3.559000015,0,10,1
"746",29,3,"stim/61.jpeg",6,"Household items",5,15,70,5.911999941,0,10,1
"997",29,4,"stim/11.jpeg",1,"Household items",45,55,10,5.992000103,1,50,1
"992",29,4,"stim/21.jpeg",2,"Music items",45,55,10,8.782000065,0,50,1
"994",29,4,"stim/31.jpeg",3,"Household items",65,75,50,7.367000103,0,70,1
"995",29,4,"stim/41.jpeg",4,"Household items",65,75,70,4.135999918,1,70,1
"996",29,4,"stim/51.jpeg",5,"Music items",5,15,80,3.643000126,1,10,1
"993",29,4,"stim/61.jpeg",6,"Household items",5,15,80,4.372999907,0,10,1
