"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"245",29,"stim/11.jpeg",1,"Household items",45,55,20,3.593999863,1,50,1
"242",29,"stim/21.jpeg",2,"Music items",45,55,10,7.352999926,1,50,1
"246",29,"stim/31.jpeg",3,"Household items",65,75,60,5.720000029,1,70,1
"243",29,"stim/41.jpeg",4,"Household items",65,75,50,5.703000069,1,70,1
"244",29,"stim/51.jpeg",5,"Music items",5,15,61,3.526000023,1,10,1
"241",29,"stim/61.jpeg",6,"Household items",5,15,80,7.138999939,1,10,1
"581",29,"stim/11.jpeg",1,"Household items",45,55,85,7.819999933,2,50,1
"580",29,"stim/21.jpeg",2,"Music items",45,55,5,7.190000057,2,50,1
"583",29,"stim/31.jpeg",3,"Household items",65,75,60,6.384000063,2,70,1
"582",29,"stim/41.jpeg",4,"Household items",65,75,50,6.88499999,2,70,1
"578",29,"stim/51.jpeg",5,"Music items",5,15,60,6.851999998,2,10,1
"579",29,"stim/61.jpeg",6,"Household items",5,15,80,8.588000059,2,10,1
