"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"244",52,"stim/11.jpeg",1,"Household items",45,55,70,9.90199995,1,50,1
"241",52,"stim/21.jpeg",2,"Music items",45,55,0,19.16999984,1,50,1
"243",52,"stim/31.jpeg",3,"Household items",65,75,10,4.345000029,1,70,1
"245",52,"stim/41.jpeg",4,"Household items",65,75,90,5.035000086,1,70,1
"242",52,"stim/51.jpeg",5,"Music items",5,15,50,5.644000053,1,10,1
"246",52,"stim/61.jpeg",6,"Household items",5,15,20,12.37000012,1,10,1
"580",52,"stim/11.jpeg",1,"Household items",45,55,30,4.495999813,2,50,1
"583",52,"stim/21.jpeg",2,"Music items",45,55,15,9.369999886,2,50,1
"582",52,"stim/31.jpeg",3,"Household items",65,75,10,5.486999989,2,70,1
"579",52,"stim/41.jpeg",4,"Household items",65,75,90,8.384000063,2,70,1
"578",52,"stim/51.jpeg",5,"Music items",5,15,30,12.625,2,10,1
"581",52,"stim/61.jpeg",6,"Household items",5,15,20,13.20099998,2,10,1
