"","participant","trialN","trial_cond","scn_file","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","obj_file","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group"
"248",13,241,0.3,"stim/31.jpeg",3,1,2,1,"Instruments",1,"stim/objects/Instruments/banjo4.png",3,"left","",NA,0,0,1
"249",13,242,0.9,"stim/51.jpeg",5,1,3,2,"HouseObjects",2,"stim/objects/HouseObjects/glass3.png",1,"right","right",0.827000141,1,1,1
"250",13,243,0.7,"stim/43.jpeg",4,3,2,1,"Instruments",1,"stim/objects/Instruments/clarinet4.png",3,"left","left",0.621999979,1,1,1
"251",13,244,0.9,"stim/61.jpeg",6,1,3,2,"Instruments",1,"stim/objects/Instruments/gong3.png",4,"left","left",0.553999901,1,1,1
"252",13,245,0.9,"stim/54.jpeg",5,4,3,2,"HouseObjects",2,"stim/objects/HouseObjects/garbagebin3.png",2,"right","right",0.508999825,1,1,1
"253",13,246,0.9,"stim/64.jpeg",6,4,3,2,"Instruments",1,"stim/objects/Instruments/flute3.png",4,"left","left",0.506999969,1,1,1
"254",13,247,0.5,"stim/23.jpeg",2,3,1,1,"HouseObjects",2,"stim/objects/HouseObjects/lintroller3.png",3,"right","left",0.657999992,0,0,1
"255",13,248,0.9,"stim/64.jpeg",6,4,3,1,"Instruments",1,"stim/objects/Instruments/violin4.png",3,"left","left",0.646000147,1,1,1
"256",13,249,0.9,"stim/54.jpeg",5,4,3,2,"HouseObjects",2,"stim/objects/HouseObjects/glass3.png",1,"right","right",0.593999863,1,1,1
"257",13,250,0.7,"stim/44.jpeg",4,4,2,2,"Instruments",1,"stim/objects/Instruments/doublebass3.png",2,"left","left",0.692000151,1,1,1
"258",13,251,0.5,"stim/21.jpeg",2,1,1,1,"Instruments",1,"stim/objects/Instruments/musicsheet3.png",1,"left","left",0.623000145,1,1,1
"259",13,252,0.9,"stim/61.jpeg",6,1,3,1,"Instruments",1,"stim/objects/Instruments/vuvuzela4.png",4,"left","left",0.629999876,1,1,1
"260",13,253,0.1,"stim/51.jpeg",5,1,3,1,"Instruments",1,"stim/objects/Instruments/hihat4.png",2,"left","right",0.787999868,0,0,1
"261",13,254,0.9,"stim/52.jpeg",5,2,3,1,"HouseObjects",2,"stim/objects/HouseObjects/garbagebin4.png",1,"right","right",0.641000032,1,1,1
"262",13,255,0.9,"stim/51.jpeg",5,1,3,1,"HouseObjects",2,"stim/objects/HouseObjects/hairdryer4.png",4,"right","right",0.723999977,1,1,1
"263",13,256,0.1,"stim/52.jpeg",5,2,3,1,"Instruments",1,"stim/objects/Instruments/guitarcase4.png",2,"left","left",0.729999781,1,1,1
"264",13,257,0.5,"stim/11.jpeg",1,1,1,2,"HouseObjects",2,"stim/objects/HouseObjects/bleachbottle3.png",1,"right","left",0.743999958,0,0,1
"265",13,258,0.9,"stim/53.jpeg",5,3,3,2,"HouseObjects",2,"stim/objects/HouseObjects/glass3.png",2,"right","",NA,0,0,1
"266",13,259,0.9,"stim/53.jpeg",5,3,3,2,"HouseObjects",2,"stim/objects/HouseObjects/garbagebin3.png",3,"right","right",0.618000031,1,1,1
"267",13,260,0.3,"stim/43.jpeg",4,3,2,1,"HouseObjects",2,"stim/objects/HouseObjects/dishsoap4.png",1,"right","left",0.74000001,0,0,1
