"scene_cat","object_cat","response","acc","pe_level","trialN","Q1","befQ1","P1","variance1","Q2","befQ2","P2","variance2","Q3","befQ3","P3","variance3","Prob","Delta","x1","x2","x3","Delta1","Delta2","Delta3","SubNum"
6,2,3,0,3,21,0.260566443249532,0.274061732514472,0.203028711246211,0.0174858223062382,0.26957229035838,0.231741888615893,0.161884612578386,0.0174858223062382,0.463184584450864,0.487173897396427,0.635086676175403,0.0174858223062382,0.635086676175403,NA,0,1,0,-0.274061732514472,0.768258111384107,-0.487173897396427,1
6,3,2,0,1,22,0.247735686134607,0.260566443249532,0.199735650931753,0.0174858223062382,0.256298069244688,0.26957229035838,0.209597114432935,0.0174858223062382,0.489618334424811,0.463184584450864,0.590667234635312,0.0174858223062382,0.209597114432935,NA,0,0,1,-0.260566443249532,-0.26957229035838,0.536815415549136,1
5,2,1,0,1,23,0.296604266583617,0.311966031225459,0.286607104393341,0.0174858223062382,0.439258668828154,0.410216684861998,0.484867187236954,0.0174858223062382,0.256368327394457,0.26964618732688,0.228525708369706,0.0174858223062382,0.286607104393341,NA,0,1,0,-0.311966031225459,0.589783315138002,-0.26964618732688,1
4,1,1,1,1,24,0.460613544839367,0.432677575237125,0.529275469884025,0.0174858223062382,0.288255971460242,0.303185360174646,0.264691571985381,0.0174858223062382,0.243744293003321,0.256368327394457,0.206032958130595,0.0174858223062382,0.529275469884025,NA,1,0,0,0.567322424762875,-0.303185360174646,-0.256368327394457,1
2,1,2,0,2,25,0.347542376002203,0.313750210521657,0.302894163502433,0.0666666666666667,0.298300589704195,0.313750210521657,0.302894163502433,0.0666666666666667,0.345117622484384,0.362991996819665,0.394211672995134,0.0666666666666667,0.302894163502433,NA,1,0,0,0.686249789478343,-0.313750210521657,-0.362991996819665,1
4,3,3,1,3,26,0.437932111098418,0.460613544839367,0.58448208471257,0.0174858223062382,0.274061732514472,0.288255971460242,0.232385956980747,0.0174858223062382,0.280983674913901,0.243744293003321,0.183131958306683,0.0174858223062382,0.183131958306683,NA,0,0,1,-0.460613544839367,-0.288255971460242,0.756255706996679,1
5,3,2,0,3,27,0.281998942673429,0.296604266583617,0.253049193248329,0.0174858223062382,0.417628787328171,0.439258668828154,0.542919837796542,0.0174858223062382,0.292986079301329,0.256368327394457,0.204030968955129,0.0174858223062382,0.542919837796542,NA,0,0,1,-0.296604266583617,-0.439258668828154,0.743631672605543,1
6,3,3,1,1,28,0.235536738419576,0.247735686134607,0.175574483179644,0.0174858223062382,0.243677494490349,0.256298069244688,0.183806342161775,0.0174858223062382,0.514750439331486,0.489618334424811,0.640619174658581,0.0174858223062382,0.640619174658581,NA,0,0,1,-0.247735686134607,-0.256298069244688,0.510381665575189,1
5,2,1,0,1,29,0.26811281100204,0.281998942673429,0.242311710881024,0.0174858223062382,0.446305786128669,0.417628787328171,0.500702766639442,0.0174858223062382,0.278558921396082,0.292986079301329,0.256985522479534,0.0174858223062382,0.242311710881024,NA,0,1,0,-0.281998942673429,0.582371212671829,-0.292986079301329,1
4,1,1,1,1,30,0.465609337968683,0.437932111098418,0.541174141022251,0.0174858223062382,0.260566443249532,0.274061732514472,0.225164576878909,0.0174858223062382,0.267147536840561,0.280983674913901,0.233661282098839,0.0174858223062382,0.541174141022251,NA,1,0,0,0.562067888901582,-0.274061732514472,-0.280983674913901,1
3,3,2,0,2,31,0.298300589704195,0.313750210521657,0.302894163502433,0.0666666666666667,0.345117622484384,0.362991996819665,0.394211672995134,0.0666666666666667,0.347542376002203,0.313750210521657,0.302894163502433,0.0666666666666667,0.394211672995134,NA,0,0,1,-0.313750210521657,-0.362991996819665,0.686249789478343,1
5,2,1,0,1,32,0.254910457258919,0.26811281100204,0.214942595007004,0.0174858223062382,0.473570678282565,0.446305786128669,0.557757429355941,0.0174858223062382,0.264842182517293,0.278558921396082,0.227299975637054,0.0174858223062382,0.214942595007004,NA,0,1,0,-0.26811281100204,0.553694213871331,-0.278558921396082,1
5,2,2,1,1,33,0.242358210997448,0.254910457258919,0.189504864434795,0.0174858223062382,0.49949299844358,0.473570678282565,0.610646206288825,0.0174858223062382,0.251800880363078,0.264842182517293,0.199848929276379,0.0174858223062382,0.610646206288825,NA,0,1,0,-0.254910457258919,0.526429321717435,-0.264842182517293,1
3,1,3,0,2,34,0.332853522111419,0.298300589704195,0.278847605407749,0.0666666666666667,0.328123414270332,0.345117622484384,0.358236913595892,0.0666666666666667,0.3304287685936,0.347542376002203,0.362915480996359,0.0666666666666667,0.362915480996359,NA,1,0,0,0.701699410295805,-0.345117622484384,-0.347542376002203,1
5,2,2,1,1,35,0.230424059763944,0.242358210997448,0.166366619072732,0.0174858223062382,0.524138857254878,0.49949299844358,0.658644246967508,0.0174858223062382,0.239401755222589,0.251800880363078,0.17498913395976,0.0174858223062382,0.658644246967508,NA,0,1,0,-0.242358210997448,0.50050700155642,-0.251800880363078,1
5,2,2,1,1,36,0.219077567455129,0.230424059763944,0.145682891412095,0.0174858223062382,0.547571109953459,0.524138857254878,0.701464506022446,0.0174858223062382,0.22761318515255,0.239401755222589,0.152852602565459,0.0174858223062382,0.701464506022446,NA,0,1,0,-0.230424059763944,0.475861142745122,-0.239401755222589,1
6,3,3,1,1,37,0.223938488680989,0.235536738419576,0.15384555065468,0.0174858223062382,0.231678379381021,0.243677494490349,0.160695667307766,0.0174858223062382,0.538644994499127,0.514750439331486,0.685458782037554,0.0174858223062382,0.685458782037554,NA,0,0,1,-0.235536738419576,-0.243677494490349,0.485249560668514,1
2,1,2,0,2,38,0.379670554891609,0.347542376002203,0.362915480996359,0.0666666666666667,0.283611735813411,0.298300589704195,0.278847605407749,0.0666666666666667,0.328123414270332,0.345117622484384,0.358236913595892,0.0666666666666667,0.278847605407749,NA,1,0,0,0.652457623997797,-0.298300589704195,-0.345117622484384,1
6,3,3,1,1,39,0.212911357477461,0.223938488680989,0.134594498907519,0.0174858223062382,0.220270122133672,0.231678379381021,0.140286189926078,0.0174858223062382,0.561362939087518,0.538644994499127,0.725119311166403,0.0174858223062382,0.725119311166403,NA,0,0,1,-0.223938488680989,-0.231678379381021,0.461355005500873,1
6,1,3,0,3,40,0.251669008210145,0.212911357477461,0.117732581620807,0.0174858223062382,0.20942362785173,0.220270122133672,0.122461206972442,0.0174858223062382,0.533720425205348,0.561362939087518,0.759806211406751,0.0174858223062382,0.759806211406751,NA,1,0,0,0.787088642522539,-0.220270122133672,-0.561362939087518,1
1,3,1,0,2,41,0.283611735813411,0.298300589704195,0.278847605407749,0.0666666666666667,0.3304287685936,0.347542376002203,0.362915480996359,0.0666666666666667,0.37736520056834,0.345117622484384,0.358236913595892,0.0666666666666667,0.278847605407749,NA,0,0,1,-0.298300589704195,-0.347542376002203,0.654882377515616,1
5,2,2,1,1,42,0.208289796695816,0.219077567455129,0.127442527245606,0.0174858223062382,0.569849516672176,0.547571109953459,0.739158874604248,0.0174858223062382,0.216405105330659,0.22761318515255,0.133398598150146,0.0174858223062382,0.739158874604248,NA,0,1,0,-0.219077567455129,0.452428890046541,-0.22761318515255,1
5,2,2,1,1,43,0.198033235038865,0.208289796695816,0.111520136354978,0.0174858223062382,0.59103089484819,0.569849516672176,0.772010050583049,0.0174858223062382,0.205748931380169,0.216405105330659,0.116469813061973,0.0174858223062382,0.772010050583049,NA,0,1,0,-0.208289796695816,0.430150483327824,-0.216405105330659,1
4,1,1,1,1,44,0.49192368874808,0.465609337968683,0.59539717292892,0.0174858223062382,0.247735686134607,0.260566443249532,0.198739556881097,0.0174858223062382,0.253992714921419,0.267147536840561,0.205863270189983,0.0174858223062382,0.59539717292892,NA,1,0,0,0.534390662031317,-0.260566443249532,-0.267147536840561,1
4,1,1,1,1,45,0.516942273889827,0.49192368874808,0.644896277929077,0.0174858223062382,0.235536738419576,0.247735686134607,0.174579667084137,0.0174858223062382,0.241485659932008,0.253992714921419,0.180524054986786,0.0174858223062382,0.644896277929077,NA,1,0,0,0.50807631125192,-0.247735686134607,-0.253992714921419,1
4,1,1,1,1,46,0.540728899208546,0.516942273889827,0.689263278618925,0.0174858223062382,0.223938488680989,0.235536738419576,0.152895563584854,0.0174858223062382,0.229594474671602,0.241485659932008,0.157841157796221,0.0174858223062382,0.689263278618925,NA,1,0,0,0.483057726110173,-0.235536738419576,-0.241485659932008,1
5,2,1,0,1,47,0.188281724799178,0.198033235038865,0.0977225067734902,0.0174858223062382,0.611169264126563,0.59103089484819,0.800435713252053,0.0174858223062382,0.195617486470103,0.205748931380169,0.101841779974457,0.0174858223062382,0.0977225067734902,NA,0,1,0,-0.198033235038865,0.40896910515181,-0.205748931380169,1
4,3,1,0,3,48,0.514102442308562,0.540728899208546,0.728460578627023,0.0174858223062382,0.212911357477461,0.223938488680989,0.13371522839827,0.0174858223062382,0.267530618912628,0.229594474671602,0.137824192974706,0.0174858223062382,0.728460578627023,NA,0,0,1,-0.540728899208546,-0.223938488680989,0.770405525328398,1
6,3,3,1,1,49,0.23927637669003,0.251669008210145,0.158194304276853,0.0174858223062382,0.199111234323301,0.20942362785173,0.126186242819543,0.0174858223062382,0.556680864382513,0.533720425205348,0.715619452903604,0.0174858223062382,0.715619452903604,NA,0,0,1,-0.251669008210145,-0.20942362785173,0.466279574794652,1
4,1,2,0,1,50,0.538028906007128,0.514102442308562,0.681748131936401,0.0174858223062382,0.202427221912137,0.212911357477461,0.136035361735687,0.0174858223062382,0.254356933347959,0.267530618912628,0.182216506327912,0.0174858223062382,0.136035361735687,NA,1,0,0,0.485897557691438,-0.212911357477461,-0.267530618912628,1
5,2,3,0,1,51,0.179010396342796,0.188281724799178,0.0858247505211975,0.0174858223062382,0.63031598412854,0.611169264126563,0.824914411704739,0.0174858223062382,0.185984932005189,0.195617486470103,0.0892608377740635,0.0174858223062382,0.0892608377740635,NA,0,1,0,-0.188281724799178,0.388830735873437,-0.195617486470103,1
4,1,1,1,1,52,0.560777187893382,0.538028906007128,0.721953343903525,0.0174858223062382,0.19245934390984,0.202427221912137,0.119830202983162,0.0174858223062382,0.241831943592622,0.254356933347959,0.158216453113313,0.0174858223062382,0.721953343903525,NA,1,0,0,0.461971093992872,-0.202427221912137,-0.254356933347959,1
6,2,3,0,3,53,0.227493980482898,0.23927637669003,0.13750661730999,0.0174858223062382,0.238548427771229,0.199111234323301,0.110912186313638,0.0174858223062382,0.529268904222399,0.556680864382513,0.751581196376372,0.0174858223062382,0.751581196376372,NA,0,1,0,-0.23927637669003,0.800888765676699,-0.556680864382513,1
5,2,1,0,1,54,0.170195604660963,0.179010396342796,0.0755955607422863,0.0174858223062382,0.648519885435872,0.63031598412854,0.845934158273882,0.0174858223062382,0.17682670172874,0.185984932005189,0.0784702809838312,0.0174858223062382,0.0755955607422863,NA,0,1,0,-0.179010396342796,0.36968401587146,-0.185984932005189,1
4,1,1,1,1,55,0.582405303744346,0.560777187893382,0.757129700987683,0.0174858223062382,0.182982302025977,0.19245934390984,0.105485957501845,0.0174858223062382,0.229923706706202,0.241831943592622,0.137384341510472,0.0174858223062382,0.757129700987683,NA,1,0,0,0.439222812106618,-0.19245934390984,-0.241831943592622,1
5,2,2,1,1,56,0.161814869067387,0.170195604660963,0.0668131183375961,0.0174858223062382,0.665827394125238,0.648519885435872,0.863960361577805,0.0174858223062382,0.168119439070432,0.17682670172874,0.0692265200845985,0.0174858223062382,0.863960361577805,NA,0,1,0,-0.170195604660963,0.351480114564128,-0.17682670172874,1
4,1,1,1,1,57,0.602968412536549,0.582405303744346,0.787646434165057,0.0174858223062382,0.173971926613296,0.182982302025977,0.0929109437601409,0.0174858223062382,0.218601852675729,0.229923706706202,0.119442622074803,0.0174858223062382,0.787646434165057,NA,1,0,0,0.417594696255654,-0.182982302025977,-0.229923706706202,1
5,2,2,1,1,58,0.153846815864931,0.161814869067387,0.0592739139778537,0.0174858223062382,0.682282650170372,0.665827394125238,0.879418317186194,0.0174858223062382,0.159840937579184,0.168119439070432,0.061307768835952,0.0174858223062382,0.879418317186194,NA,0,1,0,-0.161814869067387,0.334172605874762,-0.168119439070432,1
3,2,3,0,2,59,0.316463220107069,0.332853522111419,0.337596717639433,0.0666666666666667,0.361207817523467,0.328123414270332,0.329158732320367,0.0666666666666667,0.3141578657838,0.3304287685936,0.3332445500402,0.0666666666666667,0.3332445500402,NA,0,1,0,-0.332853522111419,0.671876585729668,-0.3304287685936,1
6,3,3,1,1,60,0.216291770511876,0.227493980482898,0.141080090311348,0.0174858223062382,0.226801877069192,0.238548427771229,0.149677463049808,0.0174858223062382,0.552448544244507,0.529268904222399,0.709242446638844,0.0174858223062382,0.709242446638844,NA,0,0,1,-0.227493980482898,-0.238548427771229,0.470731095777601,1
1,1,1,1,2,61,0.318887973624888,0.283611735813411,0.254050400375511,0.0666666666666667,0.3141578657838,0.3304287685936,0.326379820243545,0.0666666666666667,0.358783064005649,0.37736520056834,0.419569779380944,0.0666666666666667,0.254050400375511,NA,1,0,0,0.716388264186589,-0.3304287685936,-0.37736520056834,1
4,2,1,0,3,62,0.573277170821975,0.602968412536549,0.813966121349102,0.0174858223062382,0.21464702447916,0.173971926613296,0.0819620313827463,0.0174858223062382,0.207837506961922,0.218601852675729,0.104071847268152,0.0174858223062382,0.813966121349102,NA,0,1,0,-0.602968412536549,0.826028073386704,-0.218601852675729,1
6,3,3,1,1,63,0.205641177370312,0.216291770511876,0.123447960632463,0.0174858223062382,0.215633747506564,0.226801877069192,0.130589887895482,0.0174858223062382,0.574486777386181,0.552448544244507,0.745962151472055,0.0174858223062382,0.745962151472055,NA,0,0,1,-0.216291770511876,-0.226801877069192,0.447551455755493,1
4,1,2,0,1,64,0.59428976518484,0.573277170821975,0.776263339215504,0.0174858223062382,0.204077421570254,0.21464702447916,0.113906309752941,0.0174858223062382,0.197603216859392,0.207837506961922,0.109830351031555,0.0174858223062382,0.113906309752941,NA,1,0,0,0.426722829178025,-0.21464702447916,-0.207837506961922,1
6,3,3,1,1,65,0.195515038460172,0.205641177370312,0.10807577403817,0.0174858223062382,0.205015556593207,0.215633747506564,0.114012172785967,0.0174858223062382,0.595439808561107,0.574486777386181,0.777912053175862,0.0174858223062382,0.777912053175862,NA,0,0,1,-0.205641177370312,-0.215633747506564,0.425513222613819,1
1,1,1,1,2,66,0.352427146472655,0.318887973624888,0.311236132395114,0.0666666666666667,0.298688171293036,0.3141578657838,0.303457010802119,0.0666666666666667,0.341115945040538,0.358783064005649,0.385306856802767,0.0666666666666667,0.311236132395114,NA,1,0,0,0.681112026375112,-0.3141578657838,-0.358783064005649,1
1,2,1,0,2,67,0.335073004240431,0.352427146472655,0.371560668956482,0.0666666666666667,0.33322201849049,0.298688171293036,0.278701710055967,0.0666666666666667,0.324318786572009,0.341115945040538,0.349737620987551,0.0666666666666667,0.371560668956482,NA,0,1,0,-0.352427146472655,0.701311828706964,-0.341115945040538,1
3,3,1,0,2,68,0.300880005851377,0.316463220107069,0.306910818969009,0.0666666666666667,0.343421299363807,0.361207817523467,0.389941309310183,0.0666666666666667,0.347929957591044,0.3141578657838,0.303147871720808,0.0666666666666667,0.306910818969009,NA,0,0,1,-0.316463220107069,-0.361207817523467,0.6858421342162,1
