"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"242",38,"stim/11.jpeg",1,"Music items",45,55,57,8.366999865,1,50,1
"243",38,"stim/21.jpeg",2,"Household items",45,55,54,10.24499989,1,50,1
"245",38,"stim/31.jpeg",3,"Music items",65,75,25,9.101999998,1,70,1
"241",38,"stim/41.jpeg",4,"Music items",65,75,72,9.723999977,1,70,1
"244",38,"stim/51.jpeg",5,"Household items",5,15,93,9.265000105,1,10,1
"246",38,"stim/61.jpeg",6,"Music items",5,15,95,4.710000038,1,10,1
"580",38,"stim/11.jpeg",1,"Music items",45,55,45,6.907000065,2,50,1
"578",38,"stim/21.jpeg",2,"Household items",45,55,54,12.79399991,2,50,1
"583",38,"stim/31.jpeg",3,"Music items",65,75,28,5.485000134,2,70,1
"579",38,"stim/41.jpeg",4,"Music items",65,75,75,8.63499999,2,70,1
"581",38,"stim/51.jpeg",5,"Household items",5,15,89,6.05700016,2,10,1
"582",38,"stim/61.jpeg",6,"Music items",5,15,92,4.042000055,2,10,1
