"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"251",38,1,"stim/11.jpeg",1,"Music items",45,55,40,22.87100005,0,50,1
"254",38,1,"stim/21.jpeg",2,"Household items",45,55,60,4.669000149,1,50,1
"252",38,1,"stim/31.jpeg",3,"Music items",65,75,40,5.023999929,0,70,1
"253",38,1,"stim/41.jpeg",4,"Music items",65,75,66,14.50200009,1,70,1
"256",38,1,"stim/51.jpeg",5,"Household items",5,15,96,7.027999878,1,10,1
"255",38,1,"stim/61.jpeg",6,"Music items",5,15,95,4.84800005,1,10,1
"503",38,2,"stim/11.jpeg",1,"Music items",45,55,44,5.789999962,2,50,1
"499",38,2,"stim/21.jpeg",2,"Household items",45,55,55,8.417999983,1,50,1
"500",38,2,"stim/31.jpeg",3,"Music items",65,75,34,8.93599987,1,70,1
"502",38,2,"stim/41.jpeg",4,"Music items",65,75,73,5.071000099,2,70,1
"501",38,2,"stim/51.jpeg",5,"Household items",5,15,93,6.643999815,1,10,1
"498",38,2,"stim/61.jpeg",6,"Music items",5,15,97,7.170000076,0,10,1
"747",38,3,"stim/11.jpeg",1,"Music items",45,55,43,12.65199995,0,50,1
"748",38,3,"stim/21.jpeg",2,"Household items",45,55,58,9.105000019,0,50,1
"749",38,3,"stim/31.jpeg",3,"Music items",65,75,23,8.863999844,0,70,1
"750",38,3,"stim/41.jpeg",4,"Music items",65,75,83,4.820999861,0,70,1
"746",38,3,"stim/51.jpeg",5,"Household items",5,15,95,5.197000027,0,10,1
"745",38,3,"stim/61.jpeg",6,"Music items",5,15,95,12.77699995,0,10,1
"996",38,4,"stim/11.jpeg",1,"Music items",45,55,42,11.36899996,1,50,1
"993",38,4,"stim/21.jpeg",2,"Household items",45,55,54,8.772000074,1,50,1
"992",38,4,"stim/31.jpeg",3,"Music items",65,75,25,14.28900003,0,70,1
"997",38,4,"stim/41.jpeg",4,"Music items",65,75,70,4.585000038,2,70,1
"995",38,4,"stim/51.jpeg",5,"Household items",5,15,93,6.573999882,1,10,1
"994",38,4,"stim/61.jpeg",6,"Music items",5,15,95,16.42199993,1,10,1
