"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"256",44,1,"stim/11.jpeg",1,"Household items",45,55,0,2.945999861,0,50,1
"251",44,1,"stim/21.jpeg",2,"Music items",45,55,0,11.79399991,0,50,1
"252",44,1,"stim/31.jpeg",3,"Household items",65,75,79,7.125,0,70,1
"253",44,1,"stim/41.jpeg",4,"Household items",65,75,0,5.101999998,0,70,1
"254",44,1,"stim/51.jpeg",5,"Music items",5,15,43,7.087000132,0,10,1
"255",44,1,"stim/61.jpeg",6,"Household items",5,15,100,3.667999983,0,10,1
"501",44,2,"stim/11.jpeg",1,"Household items",45,55,0,3.07799983,0,50,1
"500",44,2,"stim/21.jpeg",2,"Music items",45,55,1,3.755000114,0,50,1
"503",44,2,"stim/31.jpeg",3,"Household items",65,75,62,7.22300005,0,70,1
"499",44,2,"stim/41.jpeg",4,"Household items",65,75,50,5.583999872,0,70,1
"498",44,2,"stim/51.jpeg",5,"Music items",5,15,85,6.853999853,0,10,1
"502",44,2,"stim/61.jpeg",6,"Household items",5,15,0,4.870000124,0,10,1
"747",44,3,"stim/11.jpeg",1,"Household items",45,55,10,2.330000162,0,50,1
"750",44,3,"stim/21.jpeg",2,"Music items",45,55,0,3.968000174,0,50,1
"746",44,3,"stim/31.jpeg",3,"Household items",65,75,21,2.503000021,0,70,1
"745",44,3,"stim/41.jpeg",4,"Household items",65,75,86,3.67599988,0,70,1
"748",44,3,"stim/51.jpeg",5,"Music items",5,15,1,3.335999966,0,10,1
"749",44,3,"stim/61.jpeg",6,"Household items",5,15,71,5.460999966,0,10,1
"995",44,4,"stim/11.jpeg",1,"Household items",45,55,9,3.479000092,0,50,1
"997",44,4,"stim/21.jpeg",2,"Music items",45,55,0,4.185000181,0,50,1
"994",44,4,"stim/31.jpeg",3,"Household items",65,75,8,4.767999887,0,70,1
"993",44,4,"stim/41.jpeg",4,"Household items",65,75,50,3.666000128,0,70,1
"996",44,4,"stim/51.jpeg",5,"Music items",5,15,0,2.693000078,0,10,1
"992",44,4,"stim/61.jpeg",6,"Household items",5,15,36,5.752000093,0,10,1
