"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"241",49,"stim/11.jpeg",1,"Household items",45,55,16,12.74599981,1,50,1
"242",49,"stim/21.jpeg",2,"Music items",45,55,7,3.163000107,1,50,1
"244",49,"stim/31.jpeg",3,"Household items",65,75,30,5.525000095,1,70,1
"243",49,"stim/41.jpeg",4,"Household items",65,75,24,4.041999817,1,70,1
"245",49,"stim/51.jpeg",5,"Music items",5,15,78,3.676999807,1,10,1
"246",49,"stim/61.jpeg",6,"Household items",5,15,76,5.218000174,1,10,1
"582",49,"stim/11.jpeg",1,"Household items",45,55,90,3.741000175,2,50,1
"583",49,"stim/21.jpeg",2,"Music items",45,55,18,3.140000105,2,50,1
"581",49,"stim/31.jpeg",3,"Household items",65,75,74,2.694999933,2,70,1
"580",49,"stim/41.jpeg",4,"Household items",65,75,65,2.343999863,2,70,1
"579",49,"stim/51.jpeg",5,"Music items",5,15,88,3.49000001,2,10,1
"578",49,"stim/61.jpeg",6,"Household items",5,15,79,7.90899992,2,10,1
