"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"255",64,1,"stim/11.jpeg",1,"Household items",45,55,NA,NA,0,50,1
"256",64,1,"stim/21.jpeg",2,"Music items",45,55,6,13.17799997,0,50,1
"252",64,1,"stim/31.jpeg",3,"Household items",65,75,10,6.679999828,0,70,1
"251",64,1,"stim/41.jpeg",4,"Household items",65,75,40,14.12199998,0,70,1
"253",64,1,"stim/51.jpeg",5,"Music items",5,15,4,4.542000055,0,10,1
"254",64,1,"stim/61.jpeg",6,"Household items",5,15,90,8.309999943,0,10,1
"498",64,2,"stim/11.jpeg",1,"Household items",45,55,12,7.654000044,0,50,1
"500",64,2,"stim/21.jpeg",2,"Music items",45,55,10,6.490999937,0,50,1
"499",64,2,"stim/31.jpeg",3,"Household items",65,75,29,8.915999889,0,70,1
"501",64,2,"stim/41.jpeg",4,"Household items",65,75,40,6.633999825,0,70,1
"503",64,2,"stim/51.jpeg",5,"Music items",5,15,95,9.31099987,0,10,1
"502",64,2,"stim/61.jpeg",6,"Household items",5,15,70,5.200000048,0,10,1
"745",64,3,"stim/11.jpeg",1,"Household items",45,55,10,8.775000095,0,50,1
"748",64,3,"stim/21.jpeg",2,"Music items",45,55,5,8.523999929,1,50,1
"746",64,3,"stim/31.jpeg",3,"Household items",65,75,70,6.529000044,1,70,1
"749",64,3,"stim/41.jpeg",4,"Household items",65,75,70,8.777999878,2,70,1
"750",64,3,"stim/51.jpeg",5,"Music items",5,15,90,5.19299984,2,10,1
"747",64,3,"stim/61.jpeg",6,"Household items",5,15,70,4.361000061,1,10,1
"993",64,4,"stim/11.jpeg",1,"Household items",45,55,12,10.83399987,0,50,1
"992",64,4,"stim/21.jpeg",2,"Music items",45,55,10,6.09100008,0,50,1
"994",64,4,"stim/31.jpeg",3,"Household items",65,75,25,7.33100009,0,70,1
"995",64,4,"stim/41.jpeg",4,"Household items",65,75,20,5.645999908,0,70,1
"997",64,4,"stim/51.jpeg",5,"Music items",5,15,85,4.457999945,0,10,1
"996",64,4,"stim/61.jpeg",6,"Household items",5,15,25,5.097000122,0,10,1
