id_acc,key_resp_id.keys,key_resp_id.rt,key_resp_conf.keys,key_resp_conf.rt,assoc_acc,key_resp_assoc.keys,key_resp_assoc.rt,loc_acc,key_resp_loc.keys,key_resp_loc.rt,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order,context_type,object_cat,PE_level,OvsN,obj_file,scn_file,corr_scn_cat,assoc_file,corr_scn_inst,corr_loc,participant,date,expName,psychopyVersion,OS,frameRate
1,right,1.45299983,4,2.075000048,0,4,4.682999849,0,4,2.509000063,1,0,200,8,1,199,1,1,0.5,1,stim/objects/Instruments/record_player.png,stim/11.jpeg,1,stim/1.png,1,4,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,2.661999941,,,0,,,0,,,1,0,200,161,1,199,0,1,0,2,stim/objects/HouseObjects/thread3.png,,0,stim/0.png,0,0,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,1.760999918,,,0,,,0,,,1,0,200,142,1,199,0,1,0,2,stim/objects/HouseObjects/rubbergloves3.png,,0,stim/0.png,0,0,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,2.189999819,4,2.78399992,0,1,4.401999712,0,1,1.407999992,1,0,200,62,1,199,3,1,0.1,1,stim/objects/HouseObjects/match2.png,stim/53.jpeg,5,stim/5.png,3,3,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,2.30099988,4,1.950999975,0,1,1.613999844,0,1,0.836999893,1,0,200,47,1,199,2,1,0.7,1,stim/objects/HouseObjects/iron2.png,stim/43.jpeg,4,stim/4.png,3,4,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,2.036999941,,,0,,,0,,,1,0,200,122,1,199,0,1,0,2,stim/objects/HouseObjects/iron3.png,,0,stim/0.png,0,0,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,7.595999956,,,0,,,0,,,1,0,200,198,1,199,0,2,0,2,stim/objects/Instruments/laud4.png,,0,stim/0.png,0,0,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,1.40899992,,,0,,,0,,,1,0,200,168,1,199,0,1,0,2,stim/objects/HouseObjects/doormat4.png,,0,stim/0.png,0,0,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,1.249999762,,,0,,,0,,,1,0,200,106,1,199,0,1,0,2,stim/objects/HouseObjects/garbagebin3.png,,0,stim/0.png,0,0,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,1.319000006,4,1.15199995,0,1,0.946000099,0,1,1.885999918,1,0,200,72,1,199,3,2,0.9,1,stim/objects/Instruments/musicsheet2.png,stim/51.jpeg,5,stim/5.png,1,1,10,2020-11-19_17h06.01.353,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
