id_acc,key_resp_id.keys,key_resp_id.rt,key_resp_conf.keys,key_resp_conf.rt,assoc_acc,key_resp_assoc.keys,key_resp_assoc.rt,loc_acc,key_resp_loc.keys,key_resp_loc.rt,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order,context_type,object_cat,PE_level,OvsN,obj_file,scn_file,corr_scn_cat,assoc_file,corr_scn_inst,corr_loc,participant,date,expName,psychopyVersion,OS,frameRate
1,left,1.726999998,4,2.45600009,0,4,9.988999844,0,3,9.448999882,1,0,200,50,1,199,2,2,0.3,1,stim/objects/Instruments/bassguitar2.png,stim/22.jpeg,2,stim/2.png,2,4,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,2.131999969,3,2.655999899,0,1,4.753000021,0,1,0.993999958,1,0,200,59,1,199,2,2,0.3,1,stim/objects/Instruments/electricguitar2.png,stim/23.jpeg,2,stim/2.png,3,1,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,2.305999994,,,0,,,0,,,1,0,200,108,1,199,0,1,0,2,stim/objects/HouseObjects/bucket3.png,,0,stim/0.png,0,0,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,3.036000013,,,0,,,0,,,1,0,200,116,1,199,0,2,0,2,stim/objects/Instruments/cello3.png,,0,stim/0.png,0,0,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,2.775999784,,,0,,,0,,,1,0,200,167,1,199,0,1,0,2,stim/objects/HouseObjects/barbecuelighter4.png,,0,stim/0.png,0,0,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.256000042,,,0,,,0,,,1,0,200,195,1,199,0,2,0,2,stim/objects/Instruments/cymbal4.png,,0,stim/0.png,0,0,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,3.536999941,4,3.269999743,0,3,3.895999908,0,2,0.989000082,1,0,200,14,1,199,1,2,0.5,1,stim/objects/HouseObjects/teapot.png,stim/61.jpeg,6,stim/6.png,1,1,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,2.612999916,,,0,,,0,,,1,0,200,157,1,199,0,2,0,2,stim/objects/Instruments/timbal3.png,,0,stim/0.png,0,0,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.217000008,2,2.323999882,0,3,1.251999855,0,2,1.297999859,1,0,200,83,1,199,3,1,0.9,1,stim/objects/HouseObjects/spraybottle2.png,stim/44.jpeg,4,stim/4.png,4,1,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.299000025,4,1.235999823,0,2,1.606999874,0,2,1.056999922,1,0,200,27,1,199,2,1,0.3,1,stim/objects/HouseObjects/barbecuelighter2.png,stim/14.jpeg,1,stim/1.png,4,3,12,2020-11-30_18h47.44.610,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
