id_acc,key_resp_id.keys,key_resp_id.rt,key_resp_conf.keys,key_resp_conf.rt,assoc_acc,key_resp_assoc.keys,key_resp_assoc.rt,loc_acc,key_resp_loc.keys,key_resp_loc.rt,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order,context_type,object_cat,PE_level,OvsN,obj_file,scn_file,corr_scn_cat,assoc_file,corr_scn_inst,corr_loc,participant,date,expName,psychopyVersion,OS,frameRate
1,left,2.074999809,,,0,,,0,,,1,0,200,163,1,199,0,1,0,2,stim/objects/HouseObjects/remote3.png,,0,stim/0.png,0,0,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,1.751000166,3,2.73300004,0,3,3.695000172,0,3,5.159000158,1,0,200,34,1,199,2,2,0.7,1,stim/objects/Instruments/record.png,stim/52.jpeg,5,stim/5.png,2,3,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.526000023,3,1.351000071,0,3,4.501999855,0,3,1.361000061,1,0,200,82,1,199,3,1,0.9,1,stim/objects/HouseObjects/knife2.png,stim/23.jpeg,2,stim/2.png,3,3,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,2.023999929,,,0,,,0,,,1,0,200,136,1,199,0,2,0,2,stim/objects/Instruments/flutetrans3.png,,0,stim/0.png,0,0,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.02699995,4,2.177000046,0,2,2.691999912,0,4,2.823999882,1,0,200,68,1,199,3,1,0.1,1,stim/objects/HouseObjects/handvacuum2.png,stim/11.jpeg,1,stim/1.png,1,2,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,1.857000113,2,1.577000141,0,2,3.88499999,0,1,1.309999943,1,0,200,41,1,199,2,1,0.7,1,stim/objects/HouseObjects/bottle2.png,stim/61.jpeg,6,stim/6.png,1,4,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,3.721000195,,,0,,,0,,,1,0,200,141,1,199,0,1,0,2,stim/objects/HouseObjects/hairdryer3.png,,0,stim/0.png,0,0,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,0.995999813,4,3.744999886,0,3,2.393000126,0,2,1.73300004,1,0,200,71,1,199,3,2,0.9,1,stim/objects/Instruments/flutetrans2.png,stim/14.jpeg,1,stim/1.png,4,4,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.386000156,,,0,,,0,,,1,0,200,111,1,199,0,2,0,2,stim/objects/Instruments/acousticguitar3.png,,0,stim/0.png,0,0,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.220000029,,,0,,,0,,,1,0,200,190,1,199,0,2,0,2,stim/objects/Instruments/bassguitar4.png,,0,stim/0.png,0,0,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.035000086,3,1.482000113,0,2,1.288000107,0,1,1.151000023,1,0,200,66,1,199,3,1,0.1,1,stim/objects/HouseObjects/hairdryer2.png,stim/13.jpeg,1,stim/1.png,3,4,49,2021-01-14_00h58.33.137,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
