id_acc,key_resp_id.keys,key_resp_id.rt,key_resp_conf.keys,key_resp_conf.rt,assoc_acc,key_resp_assoc.keys,key_resp_assoc.rt,loc_acc,key_resp_loc.keys,key_resp_loc.rt,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order,context_type,object_cat,PE_level,OvsN,obj_file,scn_file,corr_scn_cat,assoc_file,corr_scn_inst,corr_loc,participant,date,expName,psychopyVersion,OS,frameRate
1,right,1.943000078,,,0,,,0,,,1,0,200,110,1,199,0,2,0,2,stim/objects/Instruments/drums3.png,,0,stim/0.png,0,0,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.323999882,4,5.448999882,0,2,7.720999956,0,2,6.457000017,1,0,200,76,1,199,3,2,0.9,1,stim/objects/Instruments/pipepiano2.png,stim/51.jpeg,5,stim/5.png,1,1,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,2.894000053,3,5.453000069,0,1,1.817000151,0,1,0.607000113,1,0,200,79,1,199,3,2,0.9,1,stim/objects/Instruments/saxophone2.png,stim/54.jpeg,5,stim/5.png,4,1,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,2.64199996,,,0,,,0,,,1,0,200,192,1,199,0,2,0,2,stim/objects/Instruments/grandpiano4.png,,0,stim/0.png,0,0,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.326999903,4,2.885999918,0,3,2.917000055,0,3,1.977999926,1,0,200,81,1,199,3,1,0.9,1,stim/objects/HouseObjects/scale2.png,stim/62.jpeg,6,stim/6.png,2,3,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,1.782000065,3,2.583999872,0,3,3.772000074,0,3,1.230999947,1,0,200,53,1,199,2,2,0.3,1,stim/objects/Instruments/guitarcase2.png,stim/41.jpeg,4,stim/4.png,1,4,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,2.072000027,,,0,,,0,,,1,0,200,195,1,199,0,2,0,2,stim/objects/Instruments/harp4.png,,0,stim/0.png,0,0,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.088000059,4,4.056999922,0,4,2.967999935,0,1,1.970000029,1,0,200,69,1,199,3,1,0.1,1,stim/objects/HouseObjects/safetypin2.png,stim/52.jpeg,5,stim/5.png,2,4,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.265000105,,,0,,,0,,,1,0,200,154,1,199,0,2,0,2,stim/objects/Instruments/saxophone3.png,,0,stim/0.png,0,0,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.061000109,4,2.539000034,0,3,5.032999992,0,3,2.15199995,1,0,200,95,1,199,3,2,0.1,1,stim/objects/Instruments/trumpet2.png,stim/64.jpeg,6,stim/6.png,4,4,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,1.736000061,4,2.687999964,0,4,1.440999985,0,1,2.454000235,1,0,200,45,1,199,2,1,0.7,1,stim/objects/HouseObjects/handbrush2.png,stim/41.jpeg,4,stim/4.png,1,1,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,3.707000017,,,0,,,0,,,1,0,200,159,1,199,0,2,0,2,stim/objects/Instruments/trombone3.png,,0,stim/0.png,0,0,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,0.855000019,,,0,,,0,,,1,0,200,112,1,199,0,2,0,2,stim/objects/Instruments/electricguitar3.png,,0,stim/0.png,0,0,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,0.957000017,4,1.657999992,0,1,3.470000029,0,1,1.380000114,1,0,200,21,1,199,2,1,0.3,1,stim/objects/HouseObjects/thread.png,stim/32.jpeg,3,stim/3.png,2,1,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,3.366000175,4,1.307999849,0,2,4.055000067,0,2,1.115999937,1,0,200,3,1,199,1,1,0.5,1,stim/objects/HouseObjects/rug.png,stim/12.jpeg,1,stim/1.png,2,2,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,right,1.339999914,4,1.175000191,0,4,1.400000095,0,2,1.646000147,1,0,200,68,1,199,3,1,0.1,1,stim/objects/HouseObjects/rug2.png,stim/51.jpeg,5,stim/5.png,1,2,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,1.513000011,4,0.983999968,0,2,2.937000036,0,2,3.052999973,1,0,200,92,1,199,3,2,0.1,1,stim/objects/Instruments/timbal2.png,stim/61.jpeg,6,stim/6.png,1,2,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
1,left,2.065000057,,,0,,,0,,,1,0,200,190,1,199,0,2,0,2,stim/objects/Instruments/frenchhorn4.png,,0,stim/0.png,0,0,10,2020-12-16_13h15.59.811,premup-three_ses-02_part-03_label-phase3,3.2.4,Win32,60
