id_acc,key_resp_id.keys,key_resp_id.rt,key_resp_conf.keys,key_resp_conf.rt,assoc_acc,key_resp_assoc.keys,key_resp_assoc.rt,loc_acc,key_resp_loc.keys,key_resp_loc.rt,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order,context_type,object_cat,PE_level,OvsN,obj_file,scn_file,corr_scn_cat,assoc_file,corr_scn_inst,corr_loc,participant,date,expName,psychopyVersion,OS,frameRate
1,right,1.596999884,1,1.18200016,0,4,4.088999987,0,2,2.277999878,1,0,200,37,1,199,2,2,0.7,1,stim/objects/HouseObjects/barbecuelighter4.png,stim/51.jpeg,5,stim/5.png,1,4,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,2.148999929,,,0,,,0,,,1,0,200,135,1,199,0,2,0,2,stim/objects/HouseObjects/knife.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.085000038,3,1.494999886,0,2,3.893000126,0,4,3.039000034,1,0,200,60,1,199,3,1,0.1,1,stim/objects/Instruments/marimba4.png,stim/11.jpeg,1,stim/1.png,1,4,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.265000105,,,0,,,0,,,1,0,200,191,1,199,0,2,0,2,stim/objects/HouseObjects/bottle2.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,2.409000158,,,0,,,0,,,1,0,200,161,1,199,0,1,0,2,stim/objects/Instruments/tuba.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,0.930999994,4,1.648000002,0,3,2.085000038,0,4,1.440000057,1,0,200,4,1,199,1,1,0.5,1,stim/objects/Instruments/saxophone3.png,stim/33.jpeg,3,stim/3.png,3,3,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,2.125,,,0,,,0,,,1,0,200,177,1,199,0,2,0,2,stim/objects/HouseObjects/barbecuelighter2.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,1.641000032,,,0,,,0,,,1,0,200,116,1,199,0,2,0,2,stim/objects/HouseObjects/bottle.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,0.971000195,2,2.145999908,0,3,1.128999949,0,1,2.124000072,1,0,200,15,1,199,1,2,0.5,1,stim/objects/HouseObjects/saw3.png,stim/44.jpeg,4,stim/4.png,4,2,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.248000145,3,2.370000124,0,2,1.092000008,0,2,1.088000059,1,0,200,7,1,199,1,1,0.5,1,stim/objects/HouseObjects/rubbergloves3.png,stim/34.jpeg,3,stim/3.png,4,3,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.718999863,,,0,,,0,,,1,0,200,165,1,199,0,1,0,2,stim/objects/Instruments/accordion2.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,2.230999947,4,1.926000118,0,1,1.096999884,0,1,0.674999952,1,0,200,66,1,199,3,1,0.1,1,stim/objects/Instruments/pipepiano4.png,stim/13.jpeg,1,stim/1.png,3,3,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,5.085999966,3,2.146000147,0,1,1.269999981,0,1,0.476999998,1,0,200,33,1,199,2,2,0.7,1,stim/objects/HouseObjects/vacuumcleaner3.png,stim/51.jpeg,5,stim/5.png,1,1,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.583000183,3,1.27699995,0,2,1.157999992,0,2,2.218999863,1,0,200,78,1,199,3,2,0.9,1,stim/objects/HouseObjects/rug4.png,stim/13.jpeg,1,stim/1.png,3,2,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,1.653000116,1,2.719000101,0,3,1.312999964,0,3,2.539000034,1,0,200,97,1,199,3,2,0.1,1,stim/objects/HouseObjects/towel4.png,stim/22.jpeg,2,stim/2.png,2,2,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,2.694999933,,,0,,,0,,,1,0,200,111,1,199,0,2,0,2,stim/objects/HouseObjects/ballofstring.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,2.20600009,4,2.088000059,0,1,1.187999964,0,1,0.802000046,1,0,200,80,1,199,3,1,0.9,1,stim/objects/Instruments/speaker4.png,stim/21.jpeg,2,stim/2.png,1,2,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.311000109,,,0,,,0,,,1,0,200,142,1,199,0,1,0,2,stim/objects/Instruments/record.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.026000023,,,0,,,0,,,1,0,200,166,1,199,0,1,0,2,stim/objects/Instruments/acousticguitar2.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,2.06799984,3,1.753000021,0,3,0.927999973,0,1,1.14199996,1,0,200,54,1,199,2,2,0.3,1,stim/objects/HouseObjects/clock4.png,stim/62.jpeg,6,stim/6.png,2,2,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,right,1.450000048,4,1.59800005,0,1,0.901000023,0,1,1.144000053,1,0,200,83,1,199,3,1,0.9,1,stim/objects/Instruments/triangle4.png,stim/24.jpeg,2,stim/2.png,4,3,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.690999985,4,1.461999893,0,2,2.947000027,0,4,2.161000013,1,0,200,53,1,199,2,2,0.3,1,stim/objects/HouseObjects/bucket4.png,stim/61.jpeg,6,stim/6.png,1,3,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
1,left,1.470999956,,,0,,,0,,,1,0,200,143,1,199,0,1,0,2,stim/objects/Instruments/record_player.png,,0,stim/0.png,0,0,41,2020-12-09_01h07.51.110,premup-three_ses-02_part-03_label-phase3,3.2.4,MacIntel,60
