id_acc,key_resp_id.keys,key_resp_id.rt,key_resp_conf.keys,key_resp_conf.rt,assoc_acc,key_resp_assoc.keys,key_resp_assoc.rt,loc_acc,key_resp_loc.keys,key_resp_loc.rt,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order,context_type,object_cat,PE_level,OvsN,obj_file,scn_file,corr_scn_cat,assoc_file,corr_scn_inst,corr_loc,participant,date,expName,psychopyVersion,OS,frameRate
1,right,1.473999977,,,0,,,0,,,1,0,200,195,1,199,0,2,0,2,stim/objects/Instruments/cymbal4.png,,0,stim/0.png,0,0,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,0.931999922,3,3.008999825,0,3,3.227999926,0,1,4.532000065,1,0,200,47,1,199,2,1,0.7,1,stim/objects/HouseObjects/coffee2.png,stim/23.jpeg,2,stim/2.png,3,3,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,1.632999897,,,0,,,0,,,1,0,200,106,1,199,0,1,0,2,stim/objects/HouseObjects/bottle3.png,,0,stim/0.png,0,0,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,1.622999907,3,2.434000015,0,3,2.501999855,0,1,3.984999895,1,0,200,62,1,199,3,1,0.1,1,stim/objects/HouseObjects/flyswatter2.png,stim/33.jpeg,3,stim/3.png,3,1,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,1.430999994,3,1.927000046,0,1,3.187000036,0,1,3.215999842,1,0,200,32,1,199,2,2,0.7,1,stim/objects/Instruments/violin.png,stim/14.jpeg,1,stim/1.png,4,1,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,1.062999964,,,0,,,0,,,1,0,200,143,1,199,0,1,0,2,stim/objects/HouseObjects/handvacuum3.png,,0,stim/0.png,0,0,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,1.127000093,,,0,,,0,,,1,0,200,190,1,199,0,2,0,2,stim/objects/Instruments/bassguitar4.png,,0,stim/0.png,0,0,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,1.114000082,2,1.878000021,0,2,2.353000164,0,1,2.960000038,1,0,200,51,1,199,2,2,0.3,1,stim/objects/Instruments/cello2.png,stim/23.jpeg,2,stim/2.png,3,4,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,1.159999847,3,2.225000143,0,3,3.796000004,0,2,6.766000032,1,0,200,31,1,199,2,2,0.7,1,stim/objects/Instruments/tuba.png,stim/13.jpeg,1,stim/1.png,3,4,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,1.002000093,,,0,,,0,,,1,0,200,173,1,199,0,2,0,2,stim/objects/Instruments/vuvuzela3.png,,0,stim/0.png,0,0,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,4.398999929,,,0,,,0,,,1,0,200,126,1,199,0,1,0,2,stim/objects/HouseObjects/dustpan3.png,,0,stim/0.png,0,0,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,2.746000051,,,0,,,0,,,1,0,200,166,1,199,0,1,0,2,stim/objects/HouseObjects/ballofstring4.png,,0,stim/0.png,0,0,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,2.149999857,4,2.969000101,0,1,1.986000061,0,4,3.232999802,1,0,200,60,1,199,3,1,0.1,1,stim/objects/HouseObjects/doormat2.png,stim/31.jpeg,3,stim/3.png,1,3,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,4.51699996,3,1.667999983,0,3,3.019999981,0,3,2.000999928,1,0,200,80,1,199,3,1,0.9,1,stim/objects/HouseObjects/saw2.png,stim/41.jpeg,4,stim/4.png,1,4,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,1.244999886,3,1.154999971,0,3,1.618000031,0,2,4.414999962,1,0,200,66,1,199,3,1,0.1,1,stim/objects/HouseObjects/hairdryer2.png,stim/33.jpeg,3,stim/3.png,3,2,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,1.007999897,4,0.948999882,0,3,2.73300004,0,4,1.90199995,1,0,200,82,1,199,3,1,0.9,1,stim/objects/HouseObjects/sponge2.png,stim/43.jpeg,4,stim/4.png,3,4,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,left,1.833000183,3,0.986000061,0,3,3.046000004,0,2,2.578000069,1,0,200,23,1,199,2,1,0.3,1,stim/objects/HouseObjects/vacuumcleaner.png,stim/14.jpeg,1,stim/1.png,4,2,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
1,right,2.470999956,2,2.44900012,0,1,2.097000122,0,2,2.509000063,1,0,200,77,1,199,3,2,0.9,1,stim/objects/Instruments/harp2.png,stim/32.jpeg,3,stim/3.png,2,2,7,2020-11-18_11h52.23.478,premup-three_ses-02_part-03_label-phase3,3.2.4,Linux x86_64,60
