key_resp_pract.keys,key_resp_pract.rt,trial_acc,trial_index,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,practice_loop.order,scn_condition,scn_cat,scn_inst,scn_file,obj_cat,obj_cat_num,obj_file,trial_cond,quadrant,obj_x,obj_y,corr_ans,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.rt,iterations.thisRepN,iterations.thisTrialN,iterations.thisN,iterations.thisIndex,iterations.ran,iterations.order,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order
,,1,1,,,,,,,2,2,3,stim/23.jpeg,Instruments,2,stim/objects/Instruments/maraca2.png,0.3,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.150000095,4,0,4,0,1,3,1,0,240,154,1,239
,,0,2,,,,,,,2,2,3,stim/23.jpeg,HouseObjects,1,stim/objects/HouseObjects/key2.png,0.7,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.201999903,4,0,4,0,1,3,1,0,240,146,1,239
,,0,3,,,,,,,2,1,1,stim/11.jpeg,HouseObjects,1,stim/objects/HouseObjects/recyclingbin.png,0.3,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,88,1,239
,,0,4,,,,,,,1,6,3,stim/63.jpeg,Instruments,2,stim/objects/Instruments/musicstand.png,0.5,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.986999989,4,0,4,0,1,3,1,0,240,78,1,239
,,0,5,,,,,,,1,6,2,stim/62.jpeg,HouseObjects,1,stim/objects/HouseObjects/match.png,0.5,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.075999975,4,0,4,0,1,3,1,0,240,57,1,239
,,1,6,,,,,,,2,2,1,stim/21.jpeg,Instruments,2,stim/objects/Instruments/keyboard2.png,0.3,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.644000053,4,0,4,0,1,3,1,0,240,156,1,239
,,1,7,,,,,,,2,2,1,stim/21.jpeg,HouseObjects,1,stim/objects/HouseObjects/iron2.png,0.7,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.016000032,4,0,4,0,1,3,1,0,240,124,1,239
,,0,8,,,,,,,3,4,4,stim/44.jpeg,HouseObjects,1,stim/objects/HouseObjects/rug2.png,0.9,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.78399992,4,0,4,0,1,3,1,0,240,231,1,239
,,0,9,,,,,,,1,5,4,stim/54.jpeg,HouseObjects,1,stim/objects/HouseObjects/knife.png,0.5,4,0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.631000042,4,0,4,0,1,3,1,0,240,3,1,239
,,1,10,,,,,,,1,6,1,stim/61.jpeg,HouseObjects,1,stim/objects/HouseObjects/lintroller.png,0.5,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.875999928,4,0,4,0,1,3,1,0,240,52,1,239
,,0,11,,,,,,,1,6,4,stim/64.jpeg,Instruments,2,stim/objects/Instruments/oboe.png,0.5,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.019000053,4,0,4,0,1,3,1,0,240,67,1,239
,,0,12,,,,,,,2,1,4,stim/14.jpeg,HouseObjects,1,stim/objects/HouseObjects/rug.png,0.3,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.947000027,4,0,4,0,1,3,1,0,240,87,1,239
,,0,13,,,,,,,1,5,4,stim/54.jpeg,HouseObjects,1,stim/objects/HouseObjects/knife.png,0.5,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.213999987,4,0,4,0,1,3,1,0,240,15,1,239
,,0,14,,,,,,,2,1,2,stim/12.jpeg,Instruments,2,stim/objects/Instruments/pipepiano.png,0.7,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.412999868,4,0,4,0,1,3,1,0,240,97,1,239
,,0,15,,,,,,,2,1,4,stim/14.jpeg,Instruments,2,stim/objects/Instruments/record_player.png,0.7,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.251000166,4,0,4,0,1,3,1,0,240,111,1,239
,,0,16,,,,,,,3,3,1,stim/31.jpeg,Instruments,2,stim/objects/Instruments/metronome2.png,0.9,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.728000164,4,0,4,0,1,3,1,0,240,188,1,239
,,1,17,,,,,,,2,1,3,stim/13.jpeg,Instruments,2,stim/objects/Instruments/record.png,0.7,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.503000021,4,0,4,0,1,3,1,0,240,118,1,239
,,1,18,,,,,,,2,1,3,stim/13.jpeg,Instruments,2,stim/objects/Instruments/record.png,0.7,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.647000074,4,0,4,0,1,3,1,0,240,106,1,239
,,0,19,,,,,,,2,1,4,stim/14.jpeg,Instruments,2,stim/objects/Instruments/record_player.png,0.7,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.006000042,4,0,4,0,1,3,1,0,240,119,1,239
,,1,20,,,,,,,3,3,2,stim/32.jpeg,Instruments,2,stim/objects/Instruments/musicsheet2.png,0.9,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.657000065,4,0,4,0,1,3,1,0,240,197,1,239
,,0,21,,,,,,,3,4,1,stim/41.jpeg,HouseObjects,1,stim/objects/HouseObjects/recyclingbin2.png,0.9,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.804000139,4,0,4,0,1,3,1,0,240,200,1,239
,,1,22,,,,,,,3,4,1,stim/41.jpeg,HouseObjects,1,stim/objects/HouseObjects/recyclingbin2.png,0.9,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.618999958,4,0,4,0,1,3,1,0,240,232,1,239
,,0,23,,,,,,,1,5,4,stim/54.jpeg,Instruments,2,stim/objects/Instruments/marimba.png,0.5,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.76699996,4,0,4,0,1,3,1,0,240,39,1,239
,,0,24,,,,,,,3,4,4,stim/44.jpeg,HouseObjects,1,stim/objects/HouseObjects/rug2.png,0.9,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,219,1,239
,,1,25,,,,,,,1,5,3,stim/53.jpeg,Instruments,2,stim/objects/Instruments/maraca.png,0.5,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.736000061,4,0,4,0,1,3,1,0,240,22,1,239
,,1,26,,,,,,,2,1,2,stim/12.jpeg,Instruments,2,stim/objects/Instruments/pipepiano.png,0.7,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.992999792,4,0,4,0,1,3,1,0,240,105,1,239
,,0,27,,,,,,,2,2,2,stim/22.jpeg,HouseObjects,1,stim/objects/HouseObjects/ironingboard2.png,0.7,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.620999813,4,0,4,0,1,3,1,0,240,133,1,239
,,1,28,,,,,,,2,2,4,stim/24.jpeg,HouseObjects,1,stim/objects/HouseObjects/knife2.png,0.7,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.572000027,4,0,4,0,1,3,1,0,240,135,1,239
,,1,29,,,,,,,3,3,3,stim/33.jpeg,Instruments,2,stim/objects/Instruments/musicstand2.png,0.9,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.755000114,4,0,4,0,1,3,1,0,240,186,1,239
,,1,30,,,,,,,3,4,1,stim/41.jpeg,HouseObjects,1,stim/objects/HouseObjects/recyclingbin2.png,0.9,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.781999826,4,0,4,0,1,3,1,0,240,228,1,239
,,1,31,,,,,,,2,1,3,stim/13.jpeg,Instruments,2,stim/objects/Instruments/record.png,0.7,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.603000164,4,0,4,0,1,3,1,0,240,98,1,239
,,1,32,,,,,,,2,2,3,stim/23.jpeg,HouseObjects,1,stim/objects/HouseObjects/key2.png,0.7,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.779000044,4,0,4,0,1,3,1,0,240,130,1,239
,,1,33,,,,,,,2,2,4,stim/24.jpeg,HouseObjects,1,stim/objects/HouseObjects/knife2.png,0.7,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.492999792,4,0,4,0,1,3,1,0,240,131,1,239
,,1,34,,,,,,,2,1,3,stim/13.jpeg,Instruments,2,stim/objects/Instruments/record.png,0.7,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.35800004,4,0,4,0,1,3,1,0,240,114,1,239
,,1,35,,,,,,,1,5,4,stim/54.jpeg,Instruments,2,stim/objects/Instruments/marimba.png,0.5,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.299000025,4,0,4,0,1,3,1,0,240,27,1,239
,,1,36,,,,,,,2,2,1,stim/21.jpeg,HouseObjects,1,stim/objects/HouseObjects/iron2.png,0.7,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.380000114,4,0,4,0,1,3,1,0,240,136,1,239
,,0,37,,,,,,,3,3,3,stim/33.jpeg,Instruments,2,stim/objects/Instruments/musicstand2.png,0.9,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.284999847,4,0,4,0,1,3,1,0,240,190,1,239
,,0,38,,,,,,,3,4,2,stim/42.jpeg,HouseObjects,1,stim/objects/HouseObjects/remote2.png,0.9,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.243000031,4,0,4,0,1,3,1,0,240,213,1,239
,,1,39,,,,,,,2,2,1,stim/21.jpeg,Instruments,2,stim/objects/Instruments/keyboard2.png,0.3,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.256999969,4,0,4,0,1,3,1,0,240,152,1,239
,,0,40,,,,,,,3,3,1,stim/31.jpeg,Instruments,2,stim/objects/Instruments/metronome2.png,0.9,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.296999931,4,0,4,0,1,3,1,0,240,164,1,239
,,1,41,,,,,,,3,4,1,stim/41.jpeg,HouseObjects,1,stim/objects/HouseObjects/recyclingbin2.png,0.9,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.273000002,4,0,4,0,1,3,1,0,240,212,1,239
,,0,42,,,,,,,2,2,3,stim/23.jpeg,HouseObjects,1,stim/objects/HouseObjects/key2.png,0.7,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.553000212,4,0,4,0,1,3,1,0,240,138,1,239
,,1,43,,,,,,,2,1,3,stim/13.jpeg,Instruments,2,stim/objects/Instruments/record.png,0.7,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.545000076,4,0,4,0,1,3,1,0,240,94,1,239
,,0,44,,,,,,,2,2,1,stim/21.jpeg,HouseObjects,1,stim/objects/HouseObjects/iron2.png,0.7,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.68599987,4,0,4,0,1,3,1,0,240,132,1,239
,,0,45,,,,,,,2,2,2,stim/22.jpeg,HouseObjects,1,stim/objects/HouseObjects/ironingboard2.png,0.7,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.551000118,4,0,4,0,1,3,1,0,240,145,1,239
,,0,46,,,,,,,1,6,4,stim/64.jpeg,Instruments,2,stim/objects/Instruments/oboe.png,0.5,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.282999992,4,0,4,0,1,3,1,0,240,63,1,239
,,0,47,,,,,,,2,1,1,stim/11.jpeg,Instruments,2,stim/objects/Instruments/panflute.png,0.7,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.275000095,4,0,4,0,1,3,1,0,240,112,1,239
,,1,48,,,,,,,2,2,3,stim/23.jpeg,HouseObjects,1,stim/objects/HouseObjects/key2.png,0.7,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.289999962,4,0,4,0,1,3,1,0,240,134,1,239
,,0,49,,,,,,,2,1,4,stim/14.jpeg,HouseObjects,1,stim/objects/HouseObjects/rug.png,0.3,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.395999908,4,0,4,0,1,3,1,0,240,91,1,239
,,0,50,,,,,,,3,3,3,stim/33.jpeg,Instruments,2,stim/objects/Instruments/musicstand2.png,0.9,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.306999922,4,0,4,0,1,3,1,0,240,182,1,239
,,1,51,,,,,,,1,6,2,stim/62.jpeg,Instruments,2,stim/objects/Instruments/musicsheet.png,0.5,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.113000154,4,0,4,0,1,3,1,0,240,69,1,239
,,1,52,,,,,,,2,1,3,stim/13.jpeg,HouseObjects,1,stim/objects/HouseObjects/rubbergloves.png,0.3,4,0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.183000088,4,0,4,0,1,3,1,0,240,82,1,239
,,0,53,,,,,,,1,5,4,stim/54.jpeg,HouseObjects,1,stim/objects/HouseObjects/knife.png,0.5,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.249000072,4,0,4,0,1,3,1,0,240,7,1,239
,,1,54,,,,,,,2,1,4,stim/14.jpeg,Instruments,2,stim/objects/Instruments/record_player.png,0.7,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.231999874,4,0,4,0,1,3,1,0,240,95,1,239
,,1,55,,,,,,,1,5,2,stim/52.jpeg,HouseObjects,1,stim/objects/HouseObjects/ironingboard.png,0.5,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.084000111,4,0,4,0,1,3,1,0,240,5,1,239
,,1,56,,,,,,,1,5,1,stim/51.jpeg,Instruments,2,stim/objects/Instruments/keyboard.png,0.5,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.983999968,4,0,4,0,1,3,1,0,240,24,1,239
,,0,57,,,,,,,3,3,3,stim/33.jpeg,Instruments,2,stim/objects/Instruments/musicstand2.png,0.9,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.983999968,4,0,4,0,1,3,1,0,240,174,1,239
,,0,58,,,,,,,2,1,2,stim/12.jpeg,HouseObjects,1,stim/objects/HouseObjects/remote.png,0.3,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.855000019,4,0,4,0,1,3,1,0,240,89,1,239
,,1,59,,,,,,,2,1,1,stim/11.jpeg,Instruments,2,stim/objects/Instruments/panflute.png,0.7,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.665999889,4,0,4,0,1,3,1,0,240,92,1,239
,,1,60,,,,,,,2,1,2,stim/12.jpeg,Instruments,2,stim/objects/Instruments/pipepiano.png,0.7,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.621999979,4,0,4,0,1,3,1,0,240,117,1,239
,,1,61,,,,,,,1,5,1,stim/51.jpeg,HouseObjects,1,stim/objects/HouseObjects/iron.png,0.5,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.431999922,4,0,4,0,1,3,1,0,240,12,1,239
,,1,62,,,,,,,2,2,4,stim/24.jpeg,HouseObjects,1,stim/objects/HouseObjects/knife2.png,0.7,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.815999985,4,0,4,0,1,3,1,0,240,139,1,239
,,1,63,,,,,,,2,1,4,stim/14.jpeg,Instruments,2,stim/objects/Instruments/record_player.png,0.7,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.71600008,4,0,4,0,1,3,1,0,240,107,1,239
,,0,64,,,,,,,1,5,4,stim/54.jpeg,Instruments,2,stim/objects/Instruments/marimba.png,0.5,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.730999947,4,0,4,0,1,3,1,0,240,35,1,239
,,1,65,,,,,,,3,3,1,stim/31.jpeg,Instruments,2,stim/objects/Instruments/metronome2.png,0.9,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.877000093,4,0,4,0,1,3,1,0,240,196,1,239
,,0,66,,,,,,,1,6,3,stim/63.jpeg,HouseObjects,1,stim/objects/HouseObjects/pan.png,0.5,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.769999981,4,0,4,0,1,3,1,0,240,58,1,239
,,0,67,,,,,,,1,6,3,stim/63.jpeg,Instruments,2,stim/objects/Instruments/musicstand.png,0.5,4,0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.845999956,4,0,4,0,1,3,1,0,240,62,1,239
,,1,68,,,,,,,3,4,3,stim/43.jpeg,HouseObjects,1,stim/objects/HouseObjects/rubbergloves2.png,0.9,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.883000135,4,0,4,0,1,3,1,0,240,210,1,239
,,1,69,,,,,,,2,2,4,stim/24.jpeg,HouseObjects,1,stim/objects/HouseObjects/knife2.png,0.7,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.486999989,4,0,4,0,1,3,1,0,240,143,1,239
,,1,70,,,,,,,1,6,1,stim/61.jpeg,Instruments,2,stim/objects/Instruments/metronome.png,0.5,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.319000006,4,0,4,0,1,3,1,0,240,60,1,239
,,0,71,,,,,,,1,6,3,stim/63.jpeg,Instruments,2,stim/objects/Instruments/musicstand.png,0.5,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.695000172,4,0,4,0,1,3,1,0,240,70,1,239
,,0,72,,,,,,,3,4,2,stim/42.jpeg,HouseObjects,1,stim/objects/HouseObjects/remote2.png,0.9,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.7099998,4,0,4,0,1,3,1,0,240,221,1,239
,,1,73,,,,,,,2,2,4,stim/24.jpeg,Instruments,2,stim/objects/Instruments/marimba2.png,0.3,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.352999926,4,0,4,0,1,3,1,0,240,151,1,239
,,1,74,,,,,,,2,1,2,stim/12.jpeg,Instruments,2,stim/objects/Instruments/pipepiano.png,0.7,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.471000195,4,0,4,0,1,3,1,0,240,113,1,239
,,0,75,,,,,,,3,4,4,stim/44.jpeg,Instruments,2,stim/objects/Instruments/record_player2.png,0.1,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.459000111,4,0,4,0,1,3,1,0,240,239,1,239
,,0,76,,,,,,,3,4,1,stim/41.jpeg,Instruments,2,stim/objects/Instruments/panflute2.png,0.1,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.042999983,4,0,4,0,1,3,1,0,240,236,1,239
,,0,77,,,,,,,1,6,2,stim/62.jpeg,HouseObjects,1,stim/objects/HouseObjects/match.png,0.5,4,0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.54399991,4,0,4,0,1,3,1,0,240,45,1,239
,,0,78,,,,,,,2,1,1,stim/11.jpeg,HouseObjects,1,stim/objects/HouseObjects/recyclingbin.png,0.3,4,0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.654999971,4,0,4,0,1,3,1,0,240,84,1,239
,,0,79,,,,,,,3,3,3,stim/33.jpeg,HouseObjects,1,stim/objects/HouseObjects/pan2.png,0.1,4,0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.401000023,4,0,4,0,1,3,1,0,240,162,1,239
,,0,80,,,,,,,2,1,1,stim/11.jpeg,Instruments,2,stim/objects/Instruments/panflute.png,0.7,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.568000078,4,0,4,0,1,3,1,0,240,100,1,239
,,1,81,,,,,,,2,1,1,stim/11.jpeg,Instruments,2,stim/objects/Instruments/panflute.png,0.7,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.358999968,4,0,4,0,1,3,1,0,240,108,1,239
,,1,82,,,,,,,1,6,4,stim/64.jpeg,HouseObjects,1,stim/objects/HouseObjects/pitcher.png,0.5,3,-0.2,-0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.947999954,4,0,4,0,1,3,1,0,240,47,1,239
,,0,83,,,,,,,2,2,3,stim/23.jpeg,Instruments,2,stim/objects/Instruments/maraca2.png,0.3,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.878000021,4,0,4,0,1,3,1,0,240,158,1,239
,,0,84,,,,,,,1,5,2,stim/52.jpeg,Instruments,2,stim/objects/Instruments/laud.png,0.5,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.242000103,4,0,4,0,1,3,1,0,240,21,1,239
,,0,85,,,,,,,3,3,4,stim/34.jpeg,Instruments,2,stim/objects/Instruments/oboe2.png,0.9,2,0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.857000113,4,0,4,0,1,3,1,0,240,171,1,239
,,1,86,,,,,,,3,3,1,stim/31.jpeg,Instruments,2,stim/objects/Instruments/metronome2.png,0.9,3,-0.2,-0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.799000025,4,0,4,0,1,3,1,0,240,192,1,239
,,0,87,,,,,,,2,1,3,stim/13.jpeg,Instruments,2,stim/objects/Instruments/record.png,0.7,1,-0.2,0.15,right,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.183000088,4,0,4,0,1,3,1,0,240,102,1,239
,,1,88,,,,,,,1,5,2,stim/52.jpeg,HouseObjects,1,stim/objects/HouseObjects/ironingboard.png,0.5,2,0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.51699996,4,0,4,0,1,3,1,0,240,9,1,239
,,1,89,,,,,,,3,4,4,stim/44.jpeg,HouseObjects,1,stim/objects/HouseObjects/rug2.png,0.9,1,-0.2,0.15,left,22,2020-12-02_18h09.35.347,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.368000031,4,0,4,0,1,3,1,0,240,207,1,239
