"","obj_file","X.x","participant.x","trialN.x","trial_cond","scn_file.x","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group.x","practice","X.y","participant.y","OvsN","PE_level","object_cat","scn_file.y","corr_scn_cat","corr_scn_inst","scn_file.1","corr_loc","key_resp_id.keys","key_resp_id.rt","key_resp_conf.keys","key_resp_assoc.keys","key_resp_assoc.rt","key_resp_loc.keys","key_resp_loc.rt","trialN.y","id_acc","assoc.acc","cond_assoc","loc.acc","cond_loc","group.y"
"134","stim/objects/Instruments/saxophone2.png",1,4,1,0.3,"stim/62.jpeg",6,2,2,NA,"Instruments",2,4,"right","",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","stim/objects/HouseObjects/vacuumcleaner2.png",2,4,2,0.9,"stim/23.jpeg",2,3,3,NA,"HouseObjects",1,4,"left","left",0.732999802,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","stim/objects/Instruments/xylophone.png",3,4,3,0.7,"stim/54.jpeg",5,4,2,NA,"Instruments",2,2,"right","right",0.893000126,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","stim/objects/HouseObjects/teapot.png",4,4,4,0.5,"stim/43.jpeg",4,3,1,NA,"HouseObjects",1,2,"left","left",0.726999998,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","stim/objects/Instruments/vuvuzela.png",5,4,5,0.7,"stim/53.jpeg",5,3,2,NA,"Instruments",2,4,"right","right",0.751000166,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","stim/objects/HouseObjects/sponge2.png",6,4,6,0.1,"stim/11.jpeg",1,1,3,NA,"HouseObjects",1,2,"left","right",0.811000109,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","stim/objects/HouseObjects/saw.png",7,4,7,0.5,"stim/33.jpeg",3,3,1,NA,"HouseObjects",1,1,"left","left",0.589999914,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","stim/objects/HouseObjects/rug.png",8,4,8,0.5,"stim/31.jpeg",3,1,1,NA,"HouseObjects",1,2,"left","left",0.55099988,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","stim/objects/Instruments/triangle2.png",9,4,9,0.9,"stim/12.jpeg",1,2,3,NA,"Instruments",2,1,"right","right",0.684000015,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","stim/objects/HouseObjects/teapot.png",10,4,10,0.5,"stim/43.jpeg",4,3,1,NA,"HouseObjects",1,4,"left","left",0.695999861,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","stim/objects/Instruments/speaker.png",11,4,11,0.5,"stim/33.jpeg",3,3,1,NA,"Instruments",2,1,"right","left",0.608999968,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","stim/objects/Instruments/xylophone.png",12,4,12,0.7,"stim/54.jpeg",5,4,2,NA,"Instruments",2,1,"right","right",0.61500001,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","stim/objects/Instruments/triangle.png",13,4,13,0.5,"stim/42.jpeg",4,2,1,NA,"Instruments",2,1,"right","right",0.717000008,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","stim/objects/Instruments/trumpet2.png",14,4,14,0.9,"stim/14.jpeg",1,4,3,NA,"Instruments",2,3,"right","right",0.610000134,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","stim/objects/Instruments/saxophone.png",15,4,15,0.5,"stim/32.jpeg",3,2,1,NA,"Instruments",2,1,"right","left",0.502000093,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","stim/objects/HouseObjects/wateringcan.png",16,4,16,0.3,"stim/54.jpeg",5,4,2,NA,"HouseObjects",1,2,"left","right",0.561999798,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","stim/objects/HouseObjects/spraybottle.png",17,4,17,0.5,"stim/42.jpeg",4,2,1,NA,"HouseObjects",1,4,"left","right",0.608999968,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","stim/objects/HouseObjects/rug2.png",18,4,18,0.7,"stim/61.jpeg",6,1,2,NA,"HouseObjects",1,2,"left","left",0.415999889,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","stim/objects/HouseObjects/teapot.png",19,4,19,0.5,"stim/43.jpeg",4,3,1,NA,"HouseObjects",1,4,"left","left",0.825999975,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","stim/objects/HouseObjects/wateringcan2.png",20,4,20,0.9,"stim/24.jpeg",2,4,3,NA,"HouseObjects",1,2,"left","left",0.566999912,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","stim/objects/Instruments/violin.png",21,4,21,0.7,"stim/52.jpeg",5,2,2,NA,"Instruments",2,2,"right","right",0.724999905,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","stim/objects/Instruments/triangle2.png",22,4,22,0.9,"stim/12.jpeg",1,2,3,NA,"Instruments",2,1,"right","right",0.63499999,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","stim/objects/HouseObjects/saw2.png",23,4,23,0.7,"stim/63.jpeg",6,3,2,NA,"HouseObjects",1,3,"left","left",0.765000105,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","stim/objects/HouseObjects/safetypin.png",24,4,24,0.5,"stim/32.jpeg",3,2,1,NA,"HouseObjects",1,3,"left","right",0.72300005,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","stim/objects/Instruments/xylophone.png",25,4,25,0.7,"stim/54.jpeg",5,4,2,NA,"Instruments",2,4,"right","right",0.597000122,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","stim/objects/Instruments/timbal2.png",26,4,26,0.9,"stim/11.jpeg",1,1,3,NA,"Instruments",2,4,"right","right",0.650000095,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","stim/objects/HouseObjects/rug.png",27,4,27,0.5,"stim/31.jpeg",3,1,1,NA,"HouseObjects",1,2,"left","right",0.809000015,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","stim/objects/Instruments/triangle.png",28,4,28,0.5,"stim/42.jpeg",4,2,1,NA,"Instruments",2,2,"right","right",0.770999908,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","stim/objects/HouseObjects/safetypin2.png",29,4,29,0.7,"stim/62.jpeg",6,2,2,NA,"HouseObjects",1,4,"left","left",0.542999983,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","stim/objects/Instruments/tambourine.png",30,4,30,0.5,"stim/34.jpeg",3,4,1,NA,"Instruments",2,1,"right","right",0.804000139,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","stim/objects/HouseObjects/wateringcan.png",31,4,31,0.3,"stim/54.jpeg",5,4,2,NA,"HouseObjects",1,2,"left","right",0.636999846,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","stim/objects/Instruments/trombone.png",32,4,32,0.5,"stim/43.jpeg",4,3,1,NA,"Instruments",2,4,"right","right",0.679000139,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","stim/objects/Instruments/tuba.png",33,4,33,0.7,"stim/51.jpeg",5,1,2,NA,"Instruments",2,3,"right","right",0.599999905,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","stim/objects/HouseObjects/spraybottle.png",34,4,34,0.5,"stim/42.jpeg",4,2,1,NA,"HouseObjects",1,2,"left","left",0.766000032,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","stim/objects/HouseObjects/saw.png",35,4,35,0.5,"stim/33.jpeg",3,3,1,NA,"HouseObjects",1,3,"left","left",0.607000113,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","stim/objects/HouseObjects/thread2.png",36,4,36,0.9,"stim/21.jpeg",2,1,3,NA,"HouseObjects",1,1,"left","left",0.555999994,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","stim/objects/Instruments/saxophone2.png",37,4,37,0.3,"stim/62.jpeg",6,2,2,NA,"Instruments",2,4,"right","left",0.532000065,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","stim/objects/Instruments/triangle.png",38,4,38,0.5,"stim/42.jpeg",4,2,1,NA,"Instruments",2,1,"right","right",0.677000046,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","stim/objects/Instruments/timbal.png",39,4,39,0.5,"stim/41.jpeg",4,1,1,NA,"Instruments",2,4,"right","left",0.766000032,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","stim/objects/Instruments/violin.png",40,4,40,0.7,"stim/52.jpeg",5,2,2,NA,"Instruments",2,2,"right","right",0.57400012,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","stim/objects/HouseObjects/towel2.png",41,4,41,0.9,"stim/22.jpeg",2,2,3,NA,"HouseObjects",1,4,"left","left",0.550000191,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","stim/objects/Instruments/timbal2.png",42,4,42,0.9,"stim/11.jpeg",1,1,3,NA,"Instruments",2,2,"right","right",0.644000053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","stim/objects/Instruments/speaker2.png",43,4,43,0.3,"stim/63.jpeg",6,3,2,NA,"Instruments",2,1,"right","left",0.569000006,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","stim/objects/HouseObjects/thread2.png",44,4,44,0.9,"stim/21.jpeg",2,1,3,NA,"HouseObjects",1,4,"left","left",0.552999973,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","stim/objects/Instruments/triangle2.png",45,4,45,0.9,"stim/12.jpeg",1,2,3,NA,"Instruments",2,3,"right","right",0.625,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","stim/objects/Instruments/timbal.png",46,4,46,0.5,"stim/41.jpeg",4,1,1,NA,"Instruments",2,2,"right","left",0.721999884,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","stim/objects/Instruments/vuvuzela.png",47,4,47,0.7,"stim/53.jpeg",5,3,2,NA,"Instruments",2,1,"right","right",0.56400013,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","stim/objects/Instruments/triangle2.png",48,4,48,0.9,"stim/12.jpeg",1,2,3,NA,"Instruments",2,1,"right","right",0.624000072,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","stim/objects/Instruments/record_player.png",49,4,49,0.5,"stim/31.jpeg",3,1,1,NA,"Instruments",2,1,"right","left",0.625999928,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","stim/objects/HouseObjects/vacuumcleaner.png",50,4,50,0.3,"stim/53.jpeg",5,3,2,NA,"HouseObjects",1,3,"left","right",0.679999828,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","stim/objects/Instruments/violin.png",51,4,51,0.7,"stim/52.jpeg",5,2,2,NA,"Instruments",2,3,"right","right",0.766000032,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","stim/objects/HouseObjects/thermometer.png",52,4,52,0.5,"stim/44.jpeg",4,4,1,NA,"HouseObjects",1,1,"left","left",0.882999897,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","stim/objects/Instruments/tuba.png",53,4,53,0.7,"stim/51.jpeg",5,1,2,NA,"Instruments",2,2,"right","right",0.673000097,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","stim/objects/HouseObjects/towel2.png",54,4,54,0.9,"stim/22.jpeg",2,2,3,NA,"HouseObjects",1,1,"left","left",0.511999846,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","stim/objects/Instruments/timbal2.png",55,4,55,0.9,"stim/11.jpeg",1,1,3,NA,"Instruments",2,4,"right","right",0.567000151,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","stim/objects/HouseObjects/rug2.png",56,4,56,0.7,"stim/61.jpeg",6,1,2,NA,"HouseObjects",1,1,"left","left",0.588999987,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","stim/objects/HouseObjects/safetypin2.png",57,4,57,0.7,"stim/62.jpeg",6,2,2,NA,"HouseObjects",1,2,"left","left",0.601999998,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","stim/objects/Instruments/saxophone.png",58,4,58,0.5,"stim/32.jpeg",3,2,1,NA,"Instruments",2,4,"right","right",0.825999975,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","stim/objects/HouseObjects/rug.png",59,4,59,0.5,"stim/31.jpeg",3,1,1,NA,"HouseObjects",1,1,"left","right",0.556999922,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","stim/objects/Instruments/xylophone.png",60,4,60,0.7,"stim/54.jpeg",5,4,2,NA,"Instruments",2,3,"right","right",0.565999985,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","stim/objects/Instruments/timbal2.png",61,4,61,0.9,"stim/11.jpeg",1,1,3,NA,"Instruments",2,2,"right","right",0.923999786,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","stim/objects/HouseObjects/thermometer2.png",62,4,62,0.1,"stim/14.jpeg",1,4,3,NA,"HouseObjects",1,3,"left","right",0.575000048,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","stim/objects/Instruments/triangle2.png",63,4,63,0.9,"stim/12.jpeg",1,2,3,NA,"Instruments",2,3,"right","right",0.537999868,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","stim/objects/HouseObjects/vacuumcleaner.png",64,4,64,0.3,"stim/53.jpeg",5,3,2,NA,"HouseObjects",1,4,"left","right",0.624000072,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","stim/objects/Instruments/violin.png",65,4,65,0.7,"stim/52.jpeg",5,2,2,NA,"Instruments",2,4,"right","right",0.605000019,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","stim/objects/HouseObjects/scale.png",66,4,66,0.5,"stim/34.jpeg",3,4,1,NA,"HouseObjects",1,2,"left","left",0.618000031,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","stim/objects/Instruments/record_player.png",67,4,67,0.5,"stim/31.jpeg",3,1,1,NA,"Instruments",2,2,"right","left",0.427000046,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","stim/objects/Instruments/saxophone2.png",68,4,68,0.3,"stim/62.jpeg",6,2,2,NA,"Instruments",2,3,"right","left",0.59800005,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","stim/objects/HouseObjects/towel2.png",69,4,69,0.9,"stim/22.jpeg",2,2,3,NA,"HouseObjects",1,2,"left","left",0.540999889,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","stim/objects/HouseObjects/vacuumcleaner2.png",70,4,70,0.9,"stim/23.jpeg",2,3,3,NA,"HouseObjects",1,2,"left","left",0.43900013,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","stim/objects/Instruments/trumpet2.png",71,4,71,0.9,"stim/14.jpeg",1,4,3,NA,"Instruments",2,2,"right","right",0.779000044,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
