"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"245",60,"stim/11.jpeg",1,"Household items",45,55,41,4.060000181,1,50,1
"242",60,"stim/21.jpeg",2,"Music items",45,55,71,3.589999914,1,50,1
"241",60,"stim/31.jpeg",3,"Household items",65,75,29,5.875,1,70,1
"243",60,"stim/41.jpeg",4,"Household items",65,75,80,5.463999987,1,70,1
"246",60,"stim/51.jpeg",5,"Music items",5,15,80,4.026000023,1,10,1
"244",60,"stim/61.jpeg",6,"Household items",5,15,90,3.257999897,1,10,1
"582",60,"stim/11.jpeg",1,"Household items",45,55,60,12.95900011,2,50,1
"579",60,"stim/21.jpeg",2,"Music items",45,55,41,7.661000013,2,50,1
"580",60,"stim/31.jpeg",3,"Household items",65,75,32,5.611999989,2,70,1
"581",60,"stim/41.jpeg",4,"Household items",65,75,70,9.789000034,2,70,1
"578",60,"stim/51.jpeg",5,"Music items",5,15,70,7.315999985,2,10,1
"583",60,"stim/61.jpeg",6,"Household items",5,15,92,8.463000059,2,10,1
