"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"253",28,1,"stim/11.jpeg",1,"Music items",45,55,85,5.984999895,0,50,1
"255",28,1,"stim/21.jpeg",2,"Household items",45,55,30,6.684000015,0,50,1
"252",28,1,"stim/31.jpeg",3,"Music items",65,75,36,6.084000111,0,70,1
"251",28,1,"stim/41.jpeg",4,"Music items",65,75,63,6.33100009,0,70,1
"256",28,1,"stim/51.jpeg",5,"Household items",5,15,98,4.459000111,0,10,1
"254",28,1,"stim/61.jpeg",6,"Music items",5,15,85,5.236000061,0,10,1
"502",28,2,"stim/11.jpeg",1,"Music items",45,55,41,3.118000031,2,50,1
"500",28,2,"stim/21.jpeg",2,"Household items",45,55,55,5.15199995,2,50,1
"501",28,2,"stim/31.jpeg",3,"Music items",65,75,39,5.30099988,2,70,1
"498",28,2,"stim/41.jpeg",4,"Music items",65,75,68,4.65199995,1,70,1
"503",28,2,"stim/51.jpeg",5,"Household items",5,15,98,6.047999859,2,10,1
"499",28,2,"stim/61.jpeg",6,"Music items",5,15,98,3.464999914,1,10,1
"745",28,3,"stim/11.jpeg",1,"Music items",45,55,47,6.186000109,1,50,1
"749",28,3,"stim/21.jpeg",2,"Household items",45,55,53,5.082999945,2,50,1
"747",28,3,"stim/31.jpeg",3,"Music items",65,75,47,5.436000109,1,70,1
"750",28,3,"stim/41.jpeg",4,"Music items",65,75,75,5.947000027,3,70,1
"746",28,3,"stim/51.jpeg",5,"Household items",5,15,97,3.917999983,1,10,1
"748",28,3,"stim/61.jpeg",6,"Music items",5,15,97,4.301000118,1,10,1
"995",28,4,"stim/11.jpeg",1,"Music items",45,55,50,4.770999908,1,50,1
"997",28,4,"stim/21.jpeg",2,"Household items",45,55,45,5.049999952,2,50,1
"992",28,4,"stim/31.jpeg",3,"Music items",65,75,47,5.421000004,0,70,1
"994",28,4,"stim/41.jpeg",4,"Music items",65,75,85,4.407999992,0,70,1
"993",28,4,"stim/51.jpeg",5,"Household items",5,15,97,4.671000004,0,10,1
"996",28,4,"stim/61.jpeg",6,"Music items",5,15,95,2.934000015,1,10,1
